t,stamp,mug_elara,tablet_elara,laptop_elara,phone_elara,keys_elara,wallet_elara,book_elara,water_bottle_elara,remote_elara,charger_elara,backpack_elara,jacket_elara,headphones_elara,glasses_elara,notebook_elara,pen_elara,medication_bottle_elara,blanket_elara,towel_elara,lunchbox_elara
7920,d05 Sat 12:00,kitchen,kitchen,bedroom,bedroom,entry,entry,bedroom,kitchen,bedroom,bedroom,entry,entry,kitchen,bedroom,bedroom,kitchen,bedroom,bedroom,kitchen,kitchen
7980,d05 Sat 13:00,kitchen,kitchen,bedroom,bedroom,entry,entry,bedroom,kitchen,bedroom,bedroom,entry,entry,kitchen,bedroom,bedroom,kitchen,bedroom,bedroom,kitchen,kitchen
8040,d05 Sat 14:00,kitchen,kitchen,bedroom,bedroom,entry,entry,bedroom,kitchen,bedroom,bedroom,entry,entry,kitchen,bedroom,bedroom,kitchen,bedroom,bedroom,kitchen,kitchen
8100,d05 Sat 15:00,kitchen,kitchen,bedroom,bedroom,entry,entry,bedroom,kitchen,bedroom,bedroom,entry,entry,kitchen,bedroom,bedroom,kitchen,bedroom,bedroom,kitchen,kitchen
8160,d05 Sat 16:00,bedroom,kitchen,bedroom,bedroom,entry,entry,bedroom,kitchen,bedroom,bedroom,entry,entry,kitchen,bedroom,bedroom,kitchen,bedroom,bedroom,kitchen,kitchen
8220,d05 Sat 17:00,kitchen,kitchen,bedroom,bedroom,entry,entry,bedroom,kitchen,bedroom,bedroom,bedroom,entry,kitchen,bedroom,bedroom,kitchen,bedroom,bedroom,kitchen,kitchen
8280,d05 Sat 18:00,kitchen,kitchen,bedroom,bedroom,kitchen,kitchen,bedroom,kitchen,bedroom,bedroom,kitchen,kitchen,bedroom,bedroom,bedroom,kitchen,bedroom,bedroom,kitchen,kitchen
8340,d05 Sat 19:00,kitchen,kitchen,bedroom,bedroom,kitchen,kitchen,bedroom,kitchen,bedroom,bedroom,kitchen,kitchen,bedroom,bedroom,bedroom,kitchen,bedroom,bedroom,kitchen,kitchen
8400,d05 Sat 20:00,kitchen,kitchen,bedroom,bedroom,entry,entry,bedroom,kitchen,bedroom,bedroom,entry,bedroom,bedroom,bedroom,bedroom,kitchen,bedroom,bedroom,kitchen,kitchen
8460,d05 Sat 21:00,kitchen,kitchen,bedroom,bedroom,entry,entry,bedroom,kitchen,bedroom,bedroom,entry,bedroom,bedroom,bedroom,bedroom,kitchen,bedroom,bedroom,kitchen,kitchen
8520,d05 Sat 22:00,kitchen,kitchen,bedroom,bedroom,entry,entry,bedroom,kitchen,bedroom,bedroom,entry,bedroom,bedroom,bedroom,bedroom,kitchen,bedroom,bedroom,kitchen,kitchen
8580,d05 Sat 23:00,kitchen,kitchen,bedroom,bedroom,entry,entry,bedroom,kitchen,bedroom,bedroom,entry,bedroom,bedroom,bedroom,bedroom,kitchen,bedroom,bedroom,kitchen,kitchen
8640,d06 Sun 00:00,kitchen,kitchen,bedroom,bedroom,entry,entry,bedroom,kitchen,bedroom,bedroom,entry,bedroom,bedroom,bedroom,bedroom,kitchen,bedroom,bedroom,kitchen,kitchen
8700,d06 Sun 01:00,kitchen,kitchen,bedroom,bedroom,entry,entry,bedroom,kitchen,bedroom,bedroom,entry,bedroom,bedroom,bedroom,bedroom,kitchen,bedroom,bedroom,kitchen,kitchen
8760,d06 Sun 02:00,kitchen,kitchen,bedroom,bedroom,entry,entry,bedroom,kitchen,bedroom,bedroom,entry,bedroom,bedroom,bedroom,bedroom,kitchen,bedroom,bedroom,kitchen,kitchen
8820,d06 Sun 03:00,kitchen,kitchen,bedroom,bedroom,entry,entry,bedroom,kitchen,bedroom,bedroom,entry,bedroom,bedroom,bedroom,bedroom,kitchen,bedroom,bedroom,kitchen,kitchen
8880,d06 Sun 04:00,kitchen,kitchen,bedroom,bedroom,entry,entry,bedroom,kitchen,bedroom,bedroom,entry,bedroom,bedroom,bedroom,bedroom,kitchen,bedroom,bedroom,kitchen,kitchen
8940,d06 Sun 05:00,kitchen,kitchen,bedroom,bedroom,entry,entry,bedroom,kitchen,bedroom,bedroom,entry,bedroom,bedroom,bedroom,bedroom,kitchen,bedroom,bedroom,kitchen,kitchen
9000,d06 Sun 06:00,kitchen,kitchen,bedroom,bedroom,entry,entry,bedroom,kitchen,bedroom,bedroom,entry,bedroom,bedroom,bedroom,bedroom,kitchen,bedroom,bedroom,kitchen,kitchen
9060,d06 Sun 07:00,bedroom,kitchen,bedroom,bedroom,entry,entry,bedroom,kitchen,bedroom,bedroom,entry,bedroom,bedroom,bedroom,bedroom,kitchen,bedroom,bedroom,kitchen,kitchen
9120,d06 Sun 08:00,kitchen,kitchen,bedroom,bedroom,kitchen,entry,bedroom,kitchen,bedroom,bedroom,entry,kitchen,bedroom,bedroom,bedroom,kitchen,bedroom,bedroom,bathroom,kitchen
9180,d06 Sun 09:00,kitchen,kitchen,bedroom,outside,outside,outside,living,outside,living,living,outside,outside,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,living,kitchen
9240,d06 Sun 10:00,kitchen,kitchen,bedroom,outside,outside,outside,living,outside,living,living,outside,outside,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,living,kitchen
9300,d06 Sun 11:00,kitchen,kitchen,bedroom,kitchen,entry,entry,living,kitchen,living,living,entry,entry,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,living,kitchen
9360,d06 Sun 12:00,kitchen,bedroom,bedroom,bedroom,entry,entry,living,kitchen,living,living,entry,entry,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,living,kitchen
9420,d06 Sun 13:00,kitchen,bedroom,bedroom,bedroom,entry,entry,living,kitchen,living,living,entry,entry,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,living,kitchen
9480,d06 Sun 14:00,kitchen,bedroom,bedroom,bedroom,entry,entry,living,kitchen,living,living,entry,entry,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,living,kitchen
9540,d06 Sun 15:00,kitchen,bedroom,bedroom,outside,outside,outside,living,outside,living,living,outside,outside,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,living,kitchen
9600,d06 Sun 16:00,kitchen,living,bedroom,living,living,living,living,kitchen,living,living,living,living,living,bedroom,bedroom,bedroom,bedroom,bedroom,living,kitchen
9660,d06 Sun 17:00,kitchen,living,bedroom,outside,outside,outside,living,outside,living,living,outside,outside,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,living,kitchen
9720,d06 Sun 18:00,kitchen,living,bedroom,bedroom,entry,entry,living,kitchen,living,living,entry,living,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,living,kitchen
9780,d06 Sun 19:00,kitchen,living,bedroom,bedroom,entry,entry,living,kitchen,living,living,entry,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,living,kitchen
9840,d06 Sun 20:00,kitchen,living,bedroom,bedroom,entry,entry,living,kitchen,living,living,entry,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,living,kitchen
9900,d06 Sun 21:00,kitchen,living,bedroom,bedroom,entry,entry,living,kitchen,living,living,entry,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,living,kitchen
9960,d06 Sun 22:00,kitchen,living,bedroom,bedroom,entry,entry,living,kitchen,living,living,entry,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,living,kitchen
10020,d06 Sun 23:00,kitchen,living,bedroom,bedroom,entry,entry,living,kitchen,living,living,entry,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,living,kitchen
10080,d07 Mon 00:00,kitchen,living,bedroom,bedroom,entry,entry,living,kitchen,living,living,entry,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,living,kitchen
10140,d07 Mon 01:00,kitchen,living,bedroom,bedroom,entry,entry,living,kitchen,living,living,entry,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,living,kitchen
10200,d07 Mon 02:00,kitchen,living,bedroom,bedroom,entry,entry,living,kitchen,living,living,entry,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,living,kitchen
10260,d07 Mon 03:00,kitchen,living,bedroom,bedroom,entry,entry,living,kitchen,living,living,entry,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,living,kitchen
10320,d07 Mon 04:00,kitchen,living,bedroom,bedroom,entry,entry,living,kitchen,living,living,entry,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,living,kitchen
10380,d07 Mon 05:00,kitchen,living,bedroom,bedroom,entry,entry,living,kitchen,living,living,entry,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,living,kitchen
10440,d07 Mon 06:00,kitchen,living,bedroom,bedroom,entry,entry,living,kitchen,living,living,entry,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,living,kitchen
10500,d07 Mon 07:00,kitchen,living,bedroom,bedroom,entry,entry,living,kitchen,living,bedroom,entry,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,living,kitchen
10560,d07 Mon 08:00,kitchen,living,bedroom,bedroom,entry,entry,living,kitchen,living,bedroom,entry,bathroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bathroom,kitchen
10620,d07 Mon 09:00,kitchen,bedroom,bedroom,bedroom,entry,entry,living,kitchen,living,bedroom,entry,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bathroom,kitchen
10680,d07 Mon 10:00,kitchen,bedroom,bedroom,bedroom,entry,entry,living,kitchen,living,bedroom,entry,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bathroom,kitchen
10740,d07 Mon 11:00,kitchen,bedroom,bedroom,bedroom,entry,entry,living,kitchen,living,bedroom,entry,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bathroom,kitchen
10800,d07 Mon 12:00,kitchen,kitchen,bedroom,bedroom,entry,entry,living,kitchen,living,bedroom,entry,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bathroom,kitchen
10860,d07 Mon 13:00,kitchen,kitchen,bedroom,bedroom,entry,entry,living,kitchen,living,bedroom,entry,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bathroom,kitchen
10920,d07 Mon 14:00,kitchen,living,bedroom,bedroom,entry,entry,living,kitchen,living,bedroom,entry,living,living,bedroom,bedroom,bedroom,bedroom,bedroom,bathroom,kitchen
10980,d07 Mon 15:00,kitchen,living,bedroom,bedroom,entry,entry,living,kitchen,living,bedroom,entry,living,living,bedroom,bedroom,bedroom,bedroom,bedroom,bathroom,kitchen
11040,d07 Mon 16:00,kitchen,living,bedroom,bedroom,entry,entry,living,kitchen,living,bedroom,entry,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bathroom,bedroom
11100,d07 Mon 17:00,kitchen,kitchen,bedroom,bedroom,entry,entry,living,kitchen,living,bedroom,entry,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bathroom,kitchen
11160,d07 Mon 18:00,kitchen,bedroom,bedroom,outside,outside,outside,living,outside,living,bedroom,outside,outside,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bathroom,kitchen
11220,d07 Mon 19:00,kitchen,bedroom,bedroom,outside,outside,outside,living,outside,living,bedroom,outside,outside,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bathroom,kitchen
11280,d07 Mon 20:00,kitchen,bedroom,bedroom,outside,outside,outside,living,outside,living,bedroom,outside,outside,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bathroom,kitchen
11340,d07 Mon 21:00,kitchen,bedroom,bedroom,outside,outside,outside,living,outside,living,bedroom,outside,outside,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bathroom,kitchen
11400,d07 Mon 22:00,kitchen,bedroom,bedroom,outside,outside,outside,living,outside,living,bedroom,outside,outside,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bathroom,kitchen
11460,d07 Mon 23:00,kitchen,bedroom,bedroom,outside,outside,outside,living,outside,living,bedroom,outside,outside,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bathroom,kitchen
11520,d08 Tue 00:00,kitchen,bedroom,bedroom,outside,outside,outside,living,outside,living,bedroom,outside,outside,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bathroom,kitchen
11580,d08 Tue 01:00,kitchen,bedroom,bedroom,outside,outside,outside,living,outside,living,bedroom,outside,outside,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bathroom,kitchen
11640,d08 Tue 02:00,kitchen,bedroom,bedroom,outside,outside,outside,living,outside,living,bedroom,outside,outside,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
11700,d08 Tue 03:00,kitchen,bedroom,bedroom,outside,outside,outside,living,outside,living,bedroom,outside,outside,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
11760,d08 Tue 04:00,kitchen,bedroom,bedroom,outside,outside,outside,living,outside,living,bedroom,outside,outside,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
11820,d08 Tue 05:00,kitchen,bedroom,bedroom,outside,outside,outside,living,outside,living,bedroom,outside,outside,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
11880,d08 Tue 06:00,kitchen,bedroom,bedroom,outside,outside,outside,living,outside,living,bedroom,outside,outside,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
11940,d08 Tue 07:00,kitchen,kitchen,bedroom,bedroom,entry,entry,living,kitchen,living,bedroom,entry,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bathroom,kitchen
12000,d08 Tue 08:00,kitchen,kitchen,bedroom,bedroom,entry,entry,living,kitchen,living,bedroom,entry,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
12060,d08 Tue 09:00,kitchen,kitchen,bedroom,bedroom,entry,entry,living,kitchen,living,bedroom,entry,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
12120,d08 Tue 10:00,kitchen,kitchen,bedroom,bedroom,entry,entry,living,kitchen,living,bedroom,entry,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
12180,d08 Tue 11:00,kitchen,kitchen,bedroom,bedroom,entry,entry,living,kitchen,living,bedroom,entry,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
12240,d08 Tue 12:00,kitchen,kitchen,bedroom,bedroom,entry,entry,living,kitchen,living,bedroom,entry,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
12300,d08 Tue 13:00,kitchen,kitchen,bedroom,bedroom,entry,entry,living,kitchen,living,bedroom,entry,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
12360,d08 Tue 14:00,kitchen,kitchen,bedroom,bedroom,entry,entry,living,kitchen,living,bedroom,entry,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
12420,d08 Tue 15:00,kitchen,kitchen,bedroom,bedroom,entry,entry,living,kitchen,living,bedroom,entry,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
12480,d08 Tue 16:00,bedroom,kitchen,bedroom,bedroom,entry,entry,living,kitchen,living,bedroom,entry,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
12540,d08 Tue 17:00,kitchen,kitchen,bedroom,bedroom,entry,entry,bedroom,kitchen,living,bedroom,entry,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
12600,d08 Tue 18:00,kitchen,bedroom,bedroom,outside,outside,outside,bedroom,outside,living,bedroom,outside,outside,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
12660,d08 Tue 19:00,kitchen,kitchen,bedroom,outside,outside,outside,bedroom,outside,living,bedroom,outside,outside,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
12720,d08 Tue 20:00,kitchen,kitchen,bedroom,outside,outside,outside,bedroom,outside,living,bedroom,outside,outside,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
12780,d08 Tue 21:00,kitchen,kitchen,bedroom,outside,outside,outside,bedroom,outside,living,bedroom,outside,outside,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
12840,d08 Tue 22:00,kitchen,kitchen,bedroom,outside,outside,outside,bedroom,outside,living,bedroom,outside,outside,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
12900,d08 Tue 23:00,kitchen,kitchen,bedroom,outside,outside,outside,bedroom,outside,living,bedroom,outside,outside,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
12960,d09 Wed 00:00,kitchen,kitchen,bedroom,outside,outside,outside,bedroom,outside,living,bedroom,outside,outside,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
13020,d09 Wed 01:00,kitchen,kitchen,bedroom,outside,outside,outside,bedroom,outside,living,bedroom,outside,outside,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
13080,d09 Wed 02:00,kitchen,kitchen,bedroom,outside,outside,outside,bedroom,outside,living,bedroom,outside,outside,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
13140,d09 Wed 03:00,kitchen,bedroom,bedroom,outside,outside,outside,bedroom,outside,living,bedroom,outside,outside,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
13200,d09 Wed 04:00,kitchen,bedroom,bedroom,outside,outside,outside,bedroom,outside,living,bedroom,outside,outside,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
13260,d09 Wed 05:00,kitchen,bedroom,bedroom,outside,outside,outside,bedroom,outside,living,bedroom,outside,outside,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
13320,d09 Wed 06:00,kitchen,bedroom,bedroom,outside,outside,outside,bedroom,outside,living,bedroom,outside,outside,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
13380,d09 Wed 07:00,kitchen,bedroom,bedroom,bedroom,entry,entry,bedroom,bathroom,living,bedroom,entry,bathroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bathroom,kitchen
13440,d09 Wed 08:00,kitchen,kitchen,bedroom,bedroom,entry,entry,bedroom,bedroom,living,bedroom,entry,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
13500,d09 Wed 09:00,kitchen,kitchen,bedroom,bedroom,entry,entry,bedroom,bedroom,living,bedroom,entry,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
13560,d09 Wed 10:00,kitchen,kitchen,bedroom,bedroom,entry,entry,bedroom,bedroom,living,bedroom,entry,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
13620,d09 Wed 11:00,kitchen,kitchen,bedroom,bedroom,entry,entry,bedroom,bedroom,living,bedroom,entry,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
13680,d09 Wed 12:00,kitchen,kitchen,bedroom,bedroom,entry,entry,bedroom,bedroom,living,bedroom,entry,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
13740,d09 Wed 13:00,kitchen,kitchen,bedroom,bedroom,entry,entry,bedroom,bedroom,living,bedroom,entry,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
13800,d09 Wed 14:00,kitchen,kitchen,bedroom,bedroom,entry,entry,bedroom,bedroom,living,bedroom,entry,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
13860,d09 Wed 15:00,kitchen,kitchen,bedroom,bedroom,entry,entry,bedroom,bedroom,living,bedroom,entry,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
13920,d09 Wed 16:00,bedroom,kitchen,bedroom,bedroom,entry,entry,kitchen,bedroom,living,bedroom,entry,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
13980,d09 Wed 17:00,kitchen,kitchen,bedroom,bedroom,entry,entry,bedroom,kitchen,living,bedroom,entry,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
14040,d09 Wed 18:00,kitchen,kitchen,bedroom,outside,outside,outside,bedroom,outside,living,bedroom,outside,outside,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
14100,d09 Wed 19:00,kitchen,kitchen,bedroom,outside,outside,outside,bedroom,outside,living,bedroom,outside,outside,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
14160,d09 Wed 20:00,kitchen,kitchen,bedroom,outside,outside,outside,bedroom,outside,living,bedroom,outside,outside,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
14220,d09 Wed 21:00,kitchen,kitchen,bedroom,outside,outside,outside,bedroom,outside,living,bedroom,outside,outside,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
14280,d09 Wed 22:00,kitchen,kitchen,bedroom,outside,outside,outside,bedroom,outside,living,bedroom,outside,outside,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
14340,d09 Wed 23:00,kitchen,kitchen,bedroom,outside,outside,outside,bedroom,outside,living,bedroom,outside,outside,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
14400,d10 Thu 00:00,kitchen,kitchen,bedroom,outside,outside,outside,bedroom,outside,living,bedroom,outside,outside,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
14460,d10 Thu 01:00,kitchen,kitchen,bedroom,outside,outside,outside,bedroom,outside,living,bedroom,outside,outside,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
14520,d10 Thu 02:00,kitchen,kitchen,bedroom,outside,outside,outside,bedroom,outside,living,bedroom,outside,outside,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
14580,d10 Thu 03:00,kitchen,kitchen,bedroom,outside,outside,outside,bedroom,outside,living,bedroom,outside,outside,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
14640,d10 Thu 04:00,kitchen,kitchen,bedroom,outside,outside,outside,bedroom,outside,living,bedroom,outside,outside,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
14700,d10 Thu 05:00,kitchen,kitchen,bedroom,outside,outside,outside,bedroom,outside,living,bedroom,outside,outside,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
14760,d10 Thu 06:00,kitchen,kitchen,bedroom,outside,outside,outside,bedroom,outside,living,bedroom,outside,outside,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
14820,d10 Thu 07:00,kitchen,kitchen,bedroom,bedroom,bedroom,entry,bedroom,kitchen,bedroom,bedroom,entry,entry,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bathroom,kitchen
14880,d10 Thu 08:00,kitchen,kitchen,bedroom,bedroom,bedroom,entry,bedroom,kitchen,bedroom,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
14940,d10 Thu 09:00,kitchen,kitchen,bedroom,bedroom,bedroom,entry,bedroom,kitchen,bedroom,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
15000,d10 Thu 10:00,kitchen,kitchen,bedroom,bedroom,bedroom,entry,bedroom,kitchen,bedroom,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
15060,d10 Thu 11:00,kitchen,kitchen,bedroom,bedroom,bedroom,entry,bedroom,kitchen,bedroom,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
15120,d10 Thu 12:00,kitchen,kitchen,bedroom,bedroom,bedroom,entry,bedroom,kitchen,bedroom,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
15180,d10 Thu 13:00,kitchen,kitchen,bedroom,bedroom,bedroom,entry,bedroom,kitchen,bedroom,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
15240,d10 Thu 14:00,kitchen,kitchen,bedroom,bedroom,bedroom,entry,bedroom,kitchen,bedroom,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
15300,d10 Thu 15:00,kitchen,kitchen,bedroom,bedroom,bedroom,entry,bedroom,kitchen,bedroom,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
15360,d10 Thu 16:00,kitchen,kitchen,bedroom,bedroom,entry,entry,bedroom,kitchen,bedroom,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
15420,d10 Thu 17:00,kitchen,kitchen,bedroom,bedroom,entry,entry,bedroom,kitchen,bedroom,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,bedroom
15480,d10 Thu 18:00,kitchen,kitchen,bedroom,outside,outside,outside,bedroom,outside,bedroom,bedroom,outside,outside,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
15540,d10 Thu 19:00,kitchen,kitchen,bedroom,outside,outside,outside,bedroom,outside,bedroom,bedroom,outside,outside,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
15600,d10 Thu 20:00,kitchen,kitchen,bedroom,outside,outside,outside,bedroom,outside,bedroom,bedroom,outside,outside,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
15660,d10 Thu 21:00,kitchen,kitchen,bedroom,outside,outside,outside,bedroom,outside,bedroom,bedroom,outside,outside,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
15720,d10 Thu 22:00,kitchen,kitchen,bedroom,outside,outside,outside,bedroom,outside,bedroom,bedroom,outside,outside,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
15780,d10 Thu 23:00,kitchen,kitchen,bedroom,outside,outside,outside,bedroom,outside,bedroom,bedroom,outside,outside,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
15840,d11 Fri 00:00,kitchen,kitchen,bedroom,outside,outside,outside,bedroom,outside,bedroom,bedroom,outside,outside,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
15900,d11 Fri 01:00,kitchen,kitchen,bedroom,outside,outside,outside,bedroom,outside,bedroom,bedroom,outside,outside,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
15960,d11 Fri 02:00,kitchen,kitchen,bedroom,outside,outside,outside,bedroom,outside,bedroom,bedroom,outside,outside,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
16020,d11 Fri 03:00,kitchen,kitchen,bedroom,outside,outside,outside,bedroom,outside,bedroom,bedroom,outside,outside,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
16080,d11 Fri 04:00,kitchen,kitchen,bedroom,outside,outside,outside,bedroom,outside,bedroom,bedroom,outside,outside,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
