household,object_id,object_class,n_questions,moves_per_day,displaced_share
hh_012,suitcase_leena,suitcase,75,0.0,0.0
hh_012,tablet_leena,tablet,75,2.3929,0.5121
hh_012,towel_leena,towel,75,0.9286,0.3211
hh_012,umbrella_leena,umbrella,75,2.1786,0.5612
hh_012,vacuum_cleaner_shared_1,vacuum_cleaner,75,0.0,0.0
hh_012,wallet_leena,wallet,75,2.2857,0.5519
hh_012,water_bottle_leena,water_bottle,75,2.5357,0.4519
hh_012,watering_can_leena,watering_can,75,0.0714,0.2529
hh_012,yoga_mat_leena,yoga_mat,75,2.1071,0.5822
hh_013,backpack_marian,backpack,54,2.5357,0.4669
hh_013,backpack_theo,backpack,56,2.6786,0.4917
hh_013,blanket_marian,blanket,54,4.1786,0.2424
hh_013,blanket_theo,blanket,55,2.5,0.1865
hh_013,book_marian,book,54,3.8214,0.2966
hh_013,book_theo,book,59,9.25,0.5921
hh_013,bowl_shared_1,bowl,58,3.4643,0.499
hh_013,charger_marian,charger,57,0.0,0.0
hh_013,charger_theo,charger,55,2.1071,0.1432
hh_013,glasses_marian,glasses,54,0.9643,0.4433
hh_013,glasses_theo,glasses,57,9.0714,0.5927
hh_013,jacket_marian,jacket,56,3.0357,0.3239
hh_013,jacket_theo,jacket,57,3.1786,0.4969
hh_013,keys_marian,keys,58,2.7857,0.4134
hh_013,keys_theo,keys,57,2.5,0.3262
hh_013,laptop_marian,laptop,57,2.5714,0.2283
hh_013,laundry_basket_shared_1,laundry_basket,56,0.6071,0.6724
hh_013,medication_bottle_marian,medication_bottle,57,3.9643,0.3795
hh_013,medication_bottle_theo,medication_bottle,56,2.5714,0.4562
hh_013,mug_marian,mug,55,9.1786,0.6457
hh_013,mug_theo,mug,51,5.6071,0.5772
hh_013,notebook_marian,notebook,52,1.6786,0.2585
hh_013,notebook_theo,notebook,56,2.0357,0.4588
hh_013,pan_shared_1,pan,55,3.9286,0.3756
hh_013,pen_marian,pen,54,2.75,0.2752
hh_013,phone_marian,phone,59,4.1429,0.2886
hh_013,phone_theo,phone,63,2.3214,0.5856
hh_013,plate_shared_1,plate,54,4.0714,0.5538
hh_013,pot_shared_1,pot,59,2.6429,0.4993
hh_013,remote_shared_1,remote,57,2.2857,0.2748
hh_013,tablet_theo,tablet,61,2.8929,0.4087
hh_013,towel_shared_1,towel,56,3.4643,0.5495
hh_013,umbrella_shared_1,umbrella,57,0.0,0.0
hh_013,vacuum_cleaner_shared_1,vacuum_cleaner,55,0.0,0.0
hh_013,wallet_marian,wallet,53,2.5357,0.3908
hh_013,wallet_theo,wallet,58,2.6429,0.3798
hh_013,water_bottle_marian,water_bottle,55,2.8929,0.511
hh_013,water_bottle_theo,water_bottle,57,2.3929,0.5273
hh_013,watering_can_marian,watering_can,60,2.2857,0.5127
hh_013,yoga_mat_theo,yoga_mat,56,1.7143,0.108
hh_014,backpack_mara,backpack,68,2.5357,0.3753
hh_014,blanket_shared_1,blanket,68,0.5,0.2571
hh_014,book_mara,book,72,1.1071,0.5822
hh_014,bowl_shared_1,bowl,71,1.3214,0.2492
hh_014,charger_mara,charger,69,2.2143,0.2566
hh_014,gaming_controller_mara,gaming_controller,68,0.3571,0.6802
hh_014,glasses_mara,glasses,72,2.6786,0.5816
hh_014,hairbrush_mara,hairbrush,70,1.1429,0.2857
hh_014,headphones_mara,headphones,69,1.8571,0.4453
hh_014,jacket_mara,jacket,73,1.7857,0.3529
hh_014,keys_mara,keys,68,1.5714,0.1545
hh_014,laptop_mara,laptop,74,2.2143,0.3408
hh_014,laundry_basket_mara,laundry_basket,72,0.0,0.0
hh_014,lunchbox_mara,lunchbox,70,1.6071,0.3302
hh_014,medication_bottle_mara,medication_bottle,73,1.4643,0.1123
hh_014,mug_mara,mug,69,4.4643,0.6137
hh_014,mug_shared_1,mug,73,0.2143,0.3495
hh_014,notebook_mara,notebook,71,3.25,0.5038
hh_014,pan_shared_1,pan,71,0.7143,0.4792
hh_014,pen_mara,pen,72,2.6071,0.4567
hh_014,phone_mara,phone,71,2.75,0.5678
hh_014,plate_shared_1,plate,71,2.0714,0.5829
hh_014,pot_shared_1,pot,68,1.0,0.4503
hh_014,remote_shared_1,remote,67,0.6786,0.5484
hh_014,suitcase_mara,suitcase,72,1.3571,0.1792
hh_014,towel_mara,towel,68,1.3571,0.1552
hh_014,umbrella_mara,umbrella,69,1.6429,0.6678
hh_014,vacuum_cleaner_shared_1,vacuum_cleaner,71,0.0,0.0
hh_014,wallet_mara,wallet,71,1.6429,0.4751
hh_014,water_bottle_mara,water_bottle,66,2.8571,0.5825
hh_014,watering_can_mara,watering_can,72,0.0,0.0
hh_014,yoga_mat_mara,yoga_mat,71,0.0,0.0
hh_015,backpack_nia,backpack,62,2.9286,0.4876
hh_015,backpack_tessa,backpack,66,2.6071,0.557
hh_015,blanket_nia,blanket,61,0.5357,0.0807
hh_015,book_marisol,book,61,0.8214,0.3561
hh_015,charger_tessa,charger,59,2.75,0.3565
hh_015,gaming_controller_1,gaming_controller,58,1.3929,0.6345
hh_015,glasses_marisol,glasses,63,6.2857,0.371
hh_015,hairbrush_marisol,hairbrush,60,3.7143,0.5406
hh_015,headphones_nia,headphones,60,2.0,0.6068
hh_015,jacket_marisol,jacket,61,2.6071,0.4886
hh_015,jacket_tessa,jacket,66,2.1429,0.3883
hh_015,keys_marisol,keys,58,2.25,0.384
hh_015,keys_tessa,keys,61,2.3214,0.3983
hh_015,laptop_marisol,laptop,61,0.5,0.3261
hh_015,laptop_tessa,laptop,64,3.6429,0.4743
hh_015,laundry_basket_1,laundry_basket,61,1.5,0.3787
hh_015,lunchbox_nia,lunchbox,64,3.2143,0.4504
hh_015,makeup_kit_tessa,makeup_kit,59,2.8571,0.3191
hh_015,medication_bottle_marisol,medication_bottle,65,0.2857,0.1423
hh_015,mug_marisol,mug,59,7.7143,0.6027
hh_015,notebook_nia,notebook,60,3.0357,0.5701
hh_015,pan_1,pan,60,6.3571,0.5496
hh_015,phone_marisol,phone,56,4.0714,0.6938
hh_015,phone_nia,phone,62,2.6071,0.5302
hh_015,phone_tessa,phone,62,2.4286,0.5724
hh_015,pot_1,pot,56,0.5714,0.473
hh_015,remote_1,remote,60,1.0,0.5476
hh_015,tablet_nia,tablet,61,3.8214,0.6244
hh_015,towel_tessa,towel,62,3.3929,0.5358
hh_015,umbrella_1,umbrella,63,0.6071,0.5529
hh_015,vacuum_cleaner_1,vacuum_cleaner,58,0.0,0.0
hh_015,wallet_marisol,wallet,60,2.3214,0.3774
hh_015,wallet_tessa,wallet,60,2.0357,0.3769
hh_015,water_bottle_marisol,water_bottle,61,4.1429,0.5344
hh_015,water_bottle_nia,water_bottle,60,3.25,0.4316
hh_015,water_bottle_tessa,water_bottle,59,2.6786,0.657
hh_015,yoga_mat_marisol,yoga_mat,61,2.1429,0.3026
hh_016,backpack_marie,backpack,75,2.0,0.3601
hh_016,blanket_marie,blanket,75,0.5714,0.164
hh_016,book_1,book,75,1.1429,0.0265
hh_016,book_marie,book,75,3.2143,0.5119
hh_016,bowl_marie,bowl,75,4.0357,0.2896
hh_016,charger_marie,charger,75,1.8214,0.1334
hh_016,gaming_controller_marie,gaming_controller,75,0.75,0.4283
hh_016,glasses_marie,glasses,75,3.8214,0.5656
hh_016,jacket_marie,jacket,75,1.9286,0.3796
hh_016,keys_marie,keys,75,2.1071,0.4962
hh_016,laptop_marie,laptop,75,1.75,0.0544
hh_016,laundry_basket_marie,laundry_basket,75,0.75,0.6318
hh_016,medication_bottle_marie,medication_bottle,75,1.8571,0.5347
hh_016,mug_1,mug,75,0.7143,0.4689
hh_016,mug_marie,mug,75,6.4286,0.6437
hh_016,notebook_marie,notebook,75,2.3214,0.2639
hh_016,pan_1,pan,75,3.4643,0.3703
hh_016,pen_marie,pen,75,2.3929,0.4176
hh_016,phone_marie,phone,75,3.0,0.6081
hh_016,plate_1,plate,75,5.5,0.3434
hh_016,pot_1,pot,75,2.2143,0.5285
hh_016,remote_marie,remote,75,0.9643,0.3695
hh_016,suitcase_marie,suitcase,75,1.7143,0.0897
hh_016,tablet_marie,tablet,75,1.6429,0.3565
hh_016,towel_marie,towel,75,0.5714,0.2262
hh_016,umbrella_marie,umbrella,75,1.7857,0.2072
hh_016,vacuum_cleaner_1,vacuum_cleaner,75,0.0,0.0
hh_016,wallet_marie,wallet,75,2.0,0.5389
hh_016,water_bottle_marie,water_bottle,75,2.2143,0.436
hh_016,watering_can_marie,watering_can,75,0.3571,0.3595
hh_017,backpack_elena,backpack,55,2.8571,0.5668
hh_017,backpack_marcus,backpack,53,2.7857,0.4275
hh_017,blanket_shared,blanket,55,1.3214,0.3534
hh_017,book_elena,book,60,1.5,0.6347
hh_017,bowl_shared_1,bowl,55,1.5714,0.4707
hh_017,charger_elena,charger,54,2.8214,0.3633
hh_017,charger_marcus,charger,53,4.1429,0.2755
hh_017,glasses_elena,glasses,55,3.3214,0.2803
hh_017,hairbrush_elena,hairbrush,55,2.3214,0.1817
hh_017,headphones_marcus,headphones,52,3.2143,0.6684
hh_017,jacket_elena,jacket,53,2.9643,0.6035
hh_017,jacket_marcus,jacket,57,2.9643,0.5892
hh_017,keys_elena,keys,53,2.75,0.3737
hh_017,keys_marcus,keys,54,2.5714,0.3058
hh_017,laptop_elena,laptop,56,3.0714,0.4427
hh_017,laundry_basket_shared,laundry_basket,55,0.0357,0.0551
hh_017,lunchbox_elena,lunchbox,56,3.6071,0.6425
hh_017,lunchbox_marcus,lunchbox,54,3.2143,0.5507
hh_017,makeup_kit_elena,makeup_kit,55,3.3214,0.4239
hh_017,medication_bottle_marcus,medication_bottle,55,0.8214,0.6243
hh_017,mug_elena,mug,51,3.3214,0.6692
hh_017,mug_marcus,mug,57,3.0714,0.4899
hh_017,notebook_elena,notebook,56,3.25,0.6094
hh_017,pan_shared_1,pan,55,4.1429,0.3676
hh_017,pen_elena,pen,53,3.0714,0.6232
hh_017,phone_elena,phone,55,4.3929,0.7458
hh_017,phone_marcus,phone,52,3.5357,0.6442
hh_017,plate_shared_1,plate,56,2.2143,0.3812
hh_017,plate_shared_2,plate,55,3.1071,0.4922
hh_017,pot_shared_1,pot,56,1.2143,0.4925
hh_017,remote_shared,remote,55,1.3571,0.5874
hh_017,suitcase_shared,suitcase,54,0.0,0.0
hh_017,towel_shared_1,towel,54,3.4286,0.306
hh_017,umbrella_marcus,umbrella,58,2.6429,0.5145
hh_017,vacuum_cleaner_shared,vacuum_cleaner,55,0.1429,0.1902
hh_017,wallet_elena,wallet,58,2.7143,0.4409
hh_017,wallet_marcus,wallet,55,2.7857,0.3733
hh_017,water_bottle_elena,water_bottle,55,2.7143,0.3658
hh_017,water_bottle_marcus,water_bottle,56,2.8214,0.6292
hh_017,watering_can_shared,watering_can,54,0.2857,0.004
hh_017,yoga_mat_elena,yoga_mat,55,2.6429,0.3039
hh_018,backpack_mara,backpack,55,2.2143,0.6268
hh_018,backpack_theo,backpack,53,3.5,0.4638
hh_018,blanket_shared_1,blanket,55,1.2143,0.375
hh_018,book_mara,book,53,2.2857,0.4534
hh_018,book_theo,book,57,2.6786,0.5292
hh_018,bowl_shared_1,bowl,56,3.9286,0.663
hh_018,bowl_shared_2,bowl,54,1.5,0.5314
hh_018,charger_mara,charger,55,2.0,0.4656
hh_018,charger_shared_1,charger,55,0.7857,0.1894
hh_018,gaming_controller_theo,gaming_controller,53,0.8571,0.3967
hh_018,glasses_mara,glasses,52,2.2143,0.4804
hh_018,hairbrush_mara,hairbrush,56,3.3929,0.1546
hh_018,headphones_theo,headphones,51,1.6071,0.6514
hh_018,jacket_theo,jacket,54,2.6429,0.4915
hh_018,keys_mara,keys,51,2.3214,0.4862
hh_018,keys_theo,keys,52,3.0714,0.5119
hh_018,laptop_mara,laptop,54,2.25,0.5157
hh_018,laundry_basket_shared_1,laundry_basket,53,0.5,0.0393
hh_018,lunchbox_theo,lunchbox,53,3.3929,0.6503
hh_018,makeup_kit_mara,makeup_kit,54,2.8929,0.6288
hh_018,mug_mara,mug,53,3.7143,0.1316
hh_018,mug_shared_1,mug,51,2.3214,0.4584
hh_018,notebook_mara,notebook,53,2.6786,0.5
hh_018,pan_shared_1,pan,56,6.6429,0.6806
hh_018,pen_mara,pen,51,2.6429,0.4589
hh_018,phone_mara,phone,53,2.3214,0.5706
hh_018,phone_theo,phone,53,2.8929,0.6811
hh_018,plate_shared_1,plate,56,3.6071,0.6674
hh_018,plate_shared_2,plate,56,1.5714,0.4956
hh_018,pot_shared_1,pot,53,0.7143,0.3119
hh_018,remote_shared_1,remote,53,0.5714,0.6471
hh_018,suitcase_shared_1,suitcase,52,0.0,0.0
hh_018,tablet_shared_1,tablet,57,1.2857,0.5487
hh_018,towel_shared_1,towel,50,1.9286,0.2007
hh_018,towel_shared_2,towel,54,3.5,0.1984
hh_018,umbrella_theo,umbrella,53,2.4643,0.4639
hh_018,vacuum_cleaner_shared_1,vacuum_cleaner,53,0.0,0.0
hh_018,wallet_mara,wallet,55,2.0357,0.4488
hh_018,wallet_theo,wallet,50,2.4643,0.5209
hh_018,water_bottle_theo,water_bottle,56,3.3929,0.487
hh_018,watering_can_shared_1,watering_can,54,0.0,0.0
hh_018,yoga_mat_mara,yoga_mat,52,0.2857,0.1656
hh_019,backpack_leena,backpack,71,3.1786,0.4844
hh_019,blanket_leena,blanket,69,1.5,0.4982
hh_019,book_leena,book,73,1.5357,0.6321
hh_019,bowl_leena,bowl,73,2.1429,0.4044
hh_019,charger_leena,charger,68,3.0357,0.6186
hh_019,glasses_leena,glasses,72,3.2857,0.6074
hh_019,hairbrush_leena,hairbrush,69,2.6429,0.375
hh_019,headphones_leena,headphones,71,2.8214,0.3906
hh_019,jacket_leena,jacket,71,2.5357,0.5289
hh_019,keys_leena,keys,69,2.5714,0.3038
hh_019,laptop_leena,laptop,72,2.6786,0.3283
hh_019,laundry_basket_leena,laundry_basket,70,0.2143,0.2213
hh_019,lunchbox_leena,lunchbox,71,3.2143,0.5636
hh_019,makeup_kit_leena,makeup_kit,70,3.1429,0.5412
hh_019,medication_bottle_leena,medication_bottle,69,0.6071,0.202
hh_019,mug_leena,mug,71,4.25,0.3116
hh_019,mug_shared_1,mug,68,1.0,0.4434
hh_019,notebook_leena,notebook,68,3.1429,0.4448
hh_019,pan_shared_1,pan,71,4.0357,0.4582
hh_019,pen_leena,pen,68,2.0357,0.4569
hh_019,phone_leena,phone,73,2.7857,0.5082
hh_019,plate_leena,plate,71,4.0,0.6972
hh_019,pot_shared_1,pot,70,2.6429,0.5969
hh_019,remote_shared_1,remote,69,0.75,0.5821
hh_019,suitcase_leena,suitcase,69,0.0,0.0
hh_019,towel_leena,towel,70,0.5357,0.1418
hh_019,umbrella_leena,umbrella,71,2.7143,0.5711
hh_019,vacuum_cleaner_shared_1,vacuum_cleaner,70,0.0,0.0
hh_019,wallet_leena,wallet,72,2.7143,0.5311
hh_019,water_bottle_leena,water_bottle,70,3.25,0.6403
hh_019,watering_can_leena,watering_can,71,0.5714,0.5717
hh_019,yoga_mat_leena,yoga_mat,70,0.4643,0.6149
hh_020,backpack_marie,backpack,75,2.2857,0.5389
hh_020,blanket_marie,blanket,75,0.8571,0.3493
hh_020,book_marie,book,75,1.3929,0.5471
hh_020,bowl_marie,bowl,75,4.2857,0.5897
hh_020,charger_marie,charger,75,0.8214,0.4217
hh_020,glasses_marie,glasses,75,1.75,0.6179
hh_020,hairbrush_marie,hairbrush,75,0.7857,0.291
hh_020,headphones_marie,headphones,75,2.3214,0.5027
hh_020,jacket_marie,jacket,75,2.3571,0.4875
hh_020,keys_marie,keys,75,2.3571,0.5399
hh_020,laptop_marie,laptop,75,2.2857,0.458
hh_020,laundry_basket_marie,laundry_basket,75,0.2143,0.0666
hh_020,lunchbox_marie,lunchbox,75,3.0357,0.5425
hh_020,makeup_kit_marie,makeup_kit,75,2.3571,0.2926
hh_020,medication_bottle_marie,medication_bottle,75,1.75,0.447
hh_020,mug_marie,mug,75,4.0714,0.6034
hh_020,notebook_marie,notebook,75,2.5,0.6302
hh_020,pan_shared_1,pan,75,1.3929,0.4482
hh_020,pen_marie,pen,75,1.7143,0.6734
hh_020,phone_marie,phone,75,2.5714,0.5429
hh_020,plate_marie,plate,75,0.1071,0.2311
hh_020,pot_shared_1,pot,75,1.5,0.3243
hh_020,remote_shared_1,remote,75,0.6429,0.3827
hh_020,suitcase_marie,suitcase,75,2.0714,0.2051
hh_020,towel_marie,towel,75,1.9286,0.3492
hh_020,umbrella_marie,umbrella,75,2.3571,0.4826
hh_020,wallet_marie,wallet,75,2.3929,0.6189
hh_020,water_bottle_marie,water_bottle,75,2.5,0.5152
hh_020,watering_can_marie,watering_can,75,0.3214,0.4155
hh_020,yoga_mat_marie,yoga_mat,75,2.1429,0.2455
