t,stamp,laptop_mara,phone_mara,keys_mara,wallet_mara,backpack_mara,jacket_mara,headphones_mara,glasses_mara,charger_mara,notebook_mara,pen_mara,lunchbox_mara,water_bottle_mara,umbrella_mara,mug_mara,mug_shared_1,bowl_shared_1,bowl_shared_2,plate_shared_1,plate_shared_2,book_mara,tablet_mara,remote_shared_1,blanket_mara,yoga_mat_mara,towel_mara,laundry_basket_mara,vacuum_cleaner_shared_1,pot_shared_1,pan_shared_1,hairbrush_mara,makeup_kit_mara,medication_bottle_mara,suitcase_mara,watering_can_mara
7200,d05 Sat 00:00,kitchen_table_k1,person:resident_1,entry_table_e1,person:resident_1,entry_hook_e1,chair_k1,kitchen_table_k1,sink_k1,kitchen_table_k1,sink_k1,kitchen_table_k1,sink_k1,nightstand_b1,entry_floor_e1,kitchen_table_k1,cupboard_k1,entry_table_e1,sink_k1,sink_k1,kitchen_table_k1,person:resident_1,person:resident_1,counter_k1,couch_l1,person:resident_1,towel_rack_ba1,bedroom_floor_b1,bedroom_floor_b1,dish_rack_k1,counter_k1,bathroom_shelf_ba1,bathroom_shelf_ba1,bathroom_shelf_ba1,bedroom_floor_b1,sink_k1
7260,d05 Sat 01:00,kitchen_table_k1,person:resident_1,entry_table_e1,person:resident_1,entry_hook_e1,chair_k1,kitchen_table_k1,sink_k1,kitchen_table_k1,sink_k1,kitchen_table_k1,sink_k1,nightstand_b1,entry_floor_e1,kitchen_table_k1,cupboard_k1,entry_table_e1,sink_k1,sink_k1,kitchen_table_k1,person:resident_1,person:resident_1,counter_k1,couch_l1,person:resident_1,towel_rack_ba1,bedroom_floor_b1,bedroom_floor_b1,dish_rack_k1,counter_k1,bathroom_shelf_ba1,bathroom_shelf_ba1,bathroom_shelf_ba1,bedroom_floor_b1,sink_k1
7320,d05 Sat 02:00,kitchen_table_k1,person:resident_1,entry_table_e1,person:resident_1,entry_hook_e1,chair_k1,kitchen_table_k1,sink_k1,kitchen_table_k1,sink_k1,kitchen_table_k1,sink_k1,nightstand_b1,entry_floor_e1,kitchen_table_k1,cupboard_k1,entry_table_e1,sink_k1,sink_k1,kitchen_table_k1,person:resident_1,person:resident_1,counter_k1,couch_l1,person:resident_1,towel_rack_ba1,bedroom_floor_b1,bedroom_floor_b1,dish_rack_k1,counter_k1,bathroom_shelf_ba1,bathroom_shelf_ba1,bathroom_shelf_ba1,bedroom_floor_b1,sink_k1
7380,d05 Sat 03:00,kitchen_table_k1,person:resident_1,entry_table_e1,person:resident_1,entry_hook_e1,chair_k1,kitchen_table_k1,sink_k1,kitchen_table_k1,sink_k1,kitchen_table_k1,sink_k1,nightstand_b1,entry_floor_e1,kitchen_table_k1,cupboard_k1,entry_table_e1,sink_k1,sink_k1,kitchen_table_k1,person:resident_1,person:resident_1,counter_k1,couch_l1,person:resident_1,towel_rack_ba1,bedroom_floor_b1,bedroom_floor_b1,dish_rack_k1,counter_k1,bathroom_shelf_ba1,bathroom_shelf_ba1,bathroom_shelf_ba1,bedroom_floor_b1,sink_k1
7440,d05 Sat 04:00,kitchen_table_k1,person:resident_1,entry_table_e1,person:resident_1,entry_hook_e1,chair_k1,kitchen_table_k1,sink_k1,kitchen_table_k1,sink_k1,kitchen_table_k1,sink_k1,nightstand_b1,entry_floor_e1,kitchen_table_k1,cupboard_k1,entry_table_e1,sink_k1,sink_k1,kitchen_table_k1,person:resident_1,person:resident_1,counter_k1,couch_l1,person:resident_1,towel_rack_ba1,bedroom_floor_b1,bedroom_floor_b1,dish_rack_k1,counter_k1,bathroom_shelf_ba1,bathroom_shelf_ba1,bathroom_shelf_ba1,bedroom_floor_b1,sink_k1
7500,d05 Sat 05:00,kitchen_table_k1,person:resident_1,entry_table_e1,person:resident_1,entry_hook_e1,chair_k1,kitchen_table_k1,sink_k1,kitchen_table_k1,sink_k1,kitchen_table_k1,sink_k1,nightstand_b1,entry_floor_e1,kitchen_table_k1,cupboard_k1,entry_table_e1,sink_k1,sink_k1,kitchen_table_k1,person:resident_1,person:resident_1,counter_k1,couch_l1,person:resident_1,towel_rack_ba1,bedroom_floor_b1,bedroom_floor_b1,dish_rack_k1,counter_k1,bathroom_shelf_ba1,bathroom_shelf_ba1,bathroom_shelf_ba1,bedroom_floor_b1,sink_k1
7560,d05 Sat 06:00,kitchen_table_k1,person:resident_1,entry_table_e1,person:resident_1,entry_hook_e1,chair_k1,kitchen_table_k1,sink_k1,kitchen_table_k1,sink_k1,kitchen_table_k1,sink_k1,nightstand_b1,entry_floor_e1,kitchen_table_k1,cupboard_k1,entry_table_e1,sink_k1,sink_k1,kitchen_table_k1,person:resident_1,person:resident_1,counter_k1,couch_l1,person:resident_1,towel_rack_ba1,bedroom_floor_b1,bedroom_floor_b1,dish_rack_k1,counter_k1,bathroom_shelf_ba1,bathroom_shelf_ba1,bathroom_shelf_ba1,bedroom_floor_b1,sink_k1
7620,d05 Sat 07:00,kitchen_table_k1,person:resident_1,entry_table_e1,person:resident_1,entry_hook_e1,chair_k1,kitchen_table_k1,sink_k1,kitchen_table_k1,sink_k1,kitchen_table_k1,sink_k1,nightstand_b1,entry_floor_e1,kitchen_table_k1,cupboard_k1,entry_table_e1,sink_k1,sink_k1,kitchen_table_k1,person:resident_1,person:resident_1,counter_k1,couch_l1,person:resident_1,towel_rack_ba1,bedroom_floor_b1,bedroom_floor_b1,dish_rack_k1,counter_k1,bathroom_shelf_ba1,kitchen_table_k1,bathroom_shelf_ba1,bedroom_floor_b1,sink_k1
7680,d05 Sat 08:00,kitchen_table_k1,person:resident_1,entry_table_e1,person:resident_1,entry_hook_e1,chair_k1,kitchen_table_k1,sink_k1,kitchen_table_k1,sink_k1,kitchen_table_k1,sink_k1,nightstand_b1,entry_floor_e1,kitchen_table_k1,cupboard_k1,entry_table_e1,kitchen_table_k1,sink_k1,kitchen_table_k1,person:resident_1,person:resident_1,counter_k1,couch_l1,person:resident_1,towel_rack_ba1,bedroom_floor_b1,bedroom_floor_b1,dish_rack_k1,counter_k1,bathroom_shelf_ba1,kitchen_table_k1,counter_k1,bedroom_floor_b1,sink_k1
7740,d05 Sat 09:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,sink_k1,person:resident_1,person:resident_1,kitchen_table_k1,person:resident_1,person:resident_1,person:resident_1,kitchen_table_k1,cupboard_k1,entry_table_e1,kitchen_table_k1,sink_k1,kitchen_table_k1,person:resident_1,person:resident_1,counter_k1,couch_l1,person:resident_1,person:resident_1,person:resident_1,bedroom_floor_b1,dish_rack_k1,counter_k1,bathroom_shelf_ba1,person:resident_1,counter_k1,person:resident_1,sink_k1
7800,d05 Sat 10:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,sink_k1,person:resident_1,person:resident_1,kitchen_table_k1,person:resident_1,person:resident_1,person:resident_1,kitchen_table_k1,cupboard_k1,entry_table_e1,kitchen_table_k1,sink_k1,kitchen_table_k1,person:resident_1,person:resident_1,counter_k1,couch_l1,person:resident_1,person:resident_1,person:resident_1,bedroom_floor_b1,dish_rack_k1,counter_k1,bathroom_shelf_ba1,person:resident_1,counter_k1,person:resident_1,sink_k1
7860,d05 Sat 11:00,kitchen_table_k1,nightstand_b1,entry_table_e1,entry_table_e1,entry_hook_e1,entry_hook_e1,kitchen_table_k1,sink_k1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,counter_k1,counter_k1,entry_floor_e1,kitchen_table_k1,dish_rack_k1,entry_table_e1,dish_rack_k1,sink_k1,kitchen_table_k1,couch_l1,coffee_table_l1,counter_k1,couch_l1,couch_l1,bedroom_floor_b1,bedroom_floor_b1,bedroom_floor_b1,dish_rack_k1,counter_k1,bathroom_shelf_ba1,bathroom_shelf_ba1,counter_k1,bedroom_floor_b1,sink_k1
7920,d05 Sat 12:00,kitchen_table_k1,nightstand_b1,entry_table_e1,entry_table_e1,entry_hook_e1,entry_hook_e1,kitchen_table_k1,sink_k1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,counter_k1,counter_k1,entry_floor_e1,kitchen_table_k1,cupboard_k1,entry_table_e1,cupboard_k1,sink_k1,kitchen_table_k1,couch_l1,coffee_table_l1,counter_k1,couch_l1,couch_l1,bedroom_floor_b1,bedroom_floor_b1,bedroom_floor_b1,counter_k1,counter_k1,bathroom_shelf_ba1,bathroom_shelf_ba1,chair_k1,bedroom_floor_b1,sink_k1
7980,d05 Sat 13:00,kitchen_table_k1,nightstand_b1,entry_table_e1,entry_table_e1,entry_hook_e1,entry_hook_e1,kitchen_table_k1,sink_k1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,counter_k1,kitchen_table_k1,entry_floor_e1,dish_rack_k1,cupboard_k1,entry_table_e1,cupboard_k1,dish_rack_k1,kitchen_table_k1,couch_l1,coffee_table_l1,couch_l1,couch_l1,couch_l1,bedroom_floor_b1,bedroom_floor_b1,couch_l1,dish_rack_k1,counter_k1,bathroom_shelf_ba1,bathroom_shelf_ba1,chair_k1,bedroom_floor_b1,sink_k1
8040,d05 Sat 14:00,kitchen_table_k1,nightstand_b1,entry_table_e1,entry_table_e1,entry_hook_e1,entry_hook_e1,kitchen_table_k1,sink_k1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,counter_k1,kitchen_table_k1,entry_floor_e1,dish_rack_k1,cupboard_k1,entry_table_e1,cupboard_k1,dish_rack_k1,kitchen_table_k1,couch_l1,coffee_table_l1,couch_l1,couch_l1,couch_l1,bedroom_floor_b1,bedroom_floor_b1,couch_l1,dish_rack_k1,counter_k1,bathroom_shelf_ba1,bathroom_shelf_ba1,chair_k1,bedroom_floor_b1,sink_k1
8100,d05 Sat 15:00,kitchen_table_k1,nightstand_b1,entry_table_e1,entry_table_e1,entry_hook_e1,entry_hook_e1,kitchen_table_k1,couch_l1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,chair_k1,kitchen_table_k1,entry_floor_e1,couch_l1,cupboard_k1,entry_table_e1,cupboard_k1,dish_rack_k1,kitchen_table_k1,couch_l1,coffee_table_l1,tv_stand_l1,couch_l1,couch_l1,bedroom_floor_b1,bedroom_floor_b1,entry_floor_e1,dish_rack_k1,counter_k1,bathroom_shelf_ba1,bathroom_shelf_ba1,chair_k1,bedroom_floor_b1,sink_k1
8160,d05 Sat 16:00,kitchen_table_k1,nightstand_b1,entry_table_e1,entry_table_e1,entry_hook_e1,entry_hook_e1,kitchen_table_k1,coffee_table_l1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,chair_k1,kitchen_table_k1,entry_floor_e1,chair_k2,cupboard_k1,entry_table_e1,cupboard_k1,dish_rack_k1,kitchen_table_k1,couch_l1,coffee_table_l1,tv_stand_l1,couch_l1,couch_l1,bedroom_floor_b1,bedroom_floor_b1,entry_floor_e1,dish_rack_k1,counter_k1,bathroom_shelf_ba1,bathroom_shelf_ba1,chair_k1,bedroom_floor_b1,sink_k1
8220,d05 Sat 17:00,kitchen_table_k1,nightstand_b1,entry_table_e1,entry_table_e1,entry_hook_e1,entry_hook_e1,kitchen_table_k1,coffee_table_l1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,chair_k1,kitchen_table_k1,entry_floor_e1,chair_k2,cupboard_k1,entry_table_e1,cupboard_k1,dish_rack_k1,kitchen_table_k1,couch_l1,coffee_table_l1,tv_stand_l1,couch_l1,couch_l1,bedroom_floor_b1,bedroom_floor_b1,entry_floor_e1,dish_rack_k1,counter_k1,bathroom_shelf_ba1,bathroom_shelf_ba1,chair_k1,bedroom_floor_b1,sink_k1
8280,d05 Sat 18:00,kitchen_table_k1,nightstand_b1,entry_table_e1,entry_table_e1,entry_hook_e1,entry_hook_e1,kitchen_table_k1,coffee_table_l1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,chair_k1,kitchen_table_k1,entry_floor_e1,chair_k2,cupboard_k1,entry_table_e1,cupboard_k1,kitchen_table_k1,kitchen_table_k1,couch_l1,coffee_table_l1,tv_stand_l1,couch_l1,couch_l1,bedroom_floor_b1,bedroom_floor_b1,entry_floor_e1,dish_rack_k1,kitchen_table_k1,bathroom_shelf_ba1,bathroom_shelf_ba1,chair_k1,bedroom_floor_b1,sink_k1
8340,d05 Sat 19:00,kitchen_table_k1,nightstand_b1,entry_table_e1,entry_table_e1,entry_hook_e1,entry_hook_e1,kitchen_table_k1,coffee_table_l1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,chair_k1,kitchen_table_k1,entry_floor_e1,chair_k2,cupboard_k1,entry_table_e1,cupboard_k1,kitchen_table_k1,kitchen_table_k1,couch_l1,coffee_table_l1,tv_stand_l1,couch_l1,couch_l1,bedroom_floor_b1,bedroom_floor_b1,entry_floor_e1,dish_rack_k1,kitchen_table_k1,bathroom_shelf_ba1,bathroom_shelf_ba1,chair_k1,bedroom_floor_b1,sink_k1
8400,d05 Sat 20:00,kitchen_table_k1,nightstand_b1,entry_table_e1,entry_table_e1,entry_hook_e1,entry_hook_e1,kitchen_table_k1,coffee_table_l1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,chair_k1,kitchen_table_k1,entry_floor_e1,chair_k2,cupboard_k1,entry_table_e1,cupboard_k1,kitchen_table_k1,kitchen_table_k1,couch_l1,coffee_table_l1,tv_stand_l1,couch_l1,couch_l1,bedroom_floor_b1,bedroom_floor_b1,entry_floor_e1,dish_rack_k1,sink_k1,bathroom_shelf_ba1,bathroom_shelf_ba1,chair_k1,bedroom_floor_b1,sink_k1
8460,d05 Sat 21:00,kitchen_table_k1,nightstand_b1,entry_table_e1,entry_table_e1,entry_hook_e1,entry_hook_e1,kitchen_table_k1,coffee_table_l1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,chair_k1,kitchen_table_k1,entry_floor_e1,chair_k2,cupboard_k1,entry_table_e1,cupboard_k1,kitchen_table_k1,kitchen_table_k1,couch_l1,coffee_table_l1,tv_stand_l1,couch_l1,couch_l1,bedroom_floor_b1,bedroom_floor_b1,entry_floor_e1,dish_rack_k1,sink_k1,bathroom_shelf_ba1,bathroom_shelf_ba1,chair_k1,bedroom_floor_b1,sink_k1
8520,d05 Sat 22:00,kitchen_table_k1,nightstand_b1,cupboard_k1,entry_table_e1,entry_hook_e1,entry_hook_e1,kitchen_table_k1,coffee_table_l1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,chair_k1,kitchen_table_k1,entry_floor_e1,chair_k2,cupboard_k1,entry_table_e1,cupboard_k1,kitchen_table_k1,kitchen_table_k1,couch_l1,coffee_table_l1,tv_stand_l1,couch_l1,couch_l1,bedroom_floor_b1,bedroom_floor_b1,entry_floor_e1,dish_rack_k1,sink_k1,bathroom_shelf_ba1,bathroom_shelf_ba1,chair_k1,bedroom_floor_b1,sink_k1
8580,d05 Sat 23:00,kitchen_table_k1,nightstand_b1,cupboard_k1,entry_table_e1,entry_hook_e1,entry_hook_e1,kitchen_table_k1,coffee_table_l1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,chair_k1,kitchen_table_k1,entry_floor_e1,chair_k2,cupboard_k1,entry_table_e1,cupboard_k1,kitchen_table_k1,kitchen_table_k1,couch_l1,coffee_table_l1,tv_stand_l1,couch_l1,couch_l1,bedroom_floor_b1,bedroom_floor_b1,entry_floor_e1,dish_rack_k1,sink_k1,bathroom_shelf_ba1,bathroom_shelf_ba1,chair_k1,bedroom_floor_b1,sink_k1
8640,d06 Sun 00:00,kitchen_table_k1,nightstand_b1,cupboard_k1,entry_table_e1,entry_hook_e1,entry_hook_e1,kitchen_table_k1,coffee_table_l1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,chair_k1,kitchen_table_k1,entry_floor_e1,chair_k2,cupboard_k1,entry_table_e1,cupboard_k1,kitchen_table_k1,kitchen_table_k1,couch_l1,coffee_table_l1,tv_stand_l1,couch_l1,couch_l1,bedroom_floor_b1,bedroom_floor_b1,entry_floor_e1,dish_rack_k1,sink_k1,bathroom_shelf_ba1,bathroom_shelf_ba1,chair_k1,bedroom_floor_b1,sink_k1
8700,d06 Sun 01:00,kitchen_table_k1,nightstand_b1,cupboard_k1,entry_table_e1,entry_hook_e1,entry_hook_e1,kitchen_table_k1,coffee_table_l1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,chair_k1,kitchen_table_k1,entry_floor_e1,chair_k2,cupboard_k1,entry_table_e1,cupboard_k1,kitchen_table_k1,kitchen_table_k1,couch_l1,coffee_table_l1,tv_stand_l1,couch_l1,couch_l1,bedroom_floor_b1,bedroom_floor_b1,entry_floor_e1,dish_rack_k1,sink_k1,bathroom_shelf_ba1,bathroom_shelf_ba1,chair_k1,bedroom_floor_b1,sink_k1
8760,d06 Sun 02:00,kitchen_table_k1,nightstand_b1,cupboard_k1,entry_table_e1,entry_hook_e1,entry_hook_e1,kitchen_table_k1,coffee_table_l1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,chair_k1,kitchen_table_k1,entry_floor_e1,chair_k2,cupboard_k1,entry_table_e1,cupboard_k1,kitchen_table_k1,kitchen_table_k1,couch_l1,coffee_table_l1,tv_stand_l1,couch_l1,couch_l1,bedroom_floor_b1,bedroom_floor_b1,entry_floor_e1,dish_rack_k1,sink_k1,bathroom_shelf_ba1,bathroom_shelf_ba1,chair_k1,bedroom_floor_b1,sink_k1
8820,d06 Sun 03:00,kitchen_table_k1,nightstand_b1,cupboard_k1,entry_table_e1,entry_hook_e1,entry_hook_e1,kitchen_table_k1,coffee_table_l1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,chair_k1,kitchen_table_k1,entry_floor_e1,chair_k2,cupboard_k1,entry_table_e1,cupboard_k1,kitchen_table_k1,kitchen_table_k1,couch_l1,coffee_table_l1,tv_stand_l1,couch_l1,couch_l1,bedroom_floor_b1,bedroom_floor_b1,entry_floor_e1,dish_rack_k1,sink_k1,bathroom_shelf_ba1,bathroom_shelf_ba1,chair_k1,bedroom_floor_b1,sink_k1
8880,d06 Sun 04:00,kitchen_table_k1,nightstand_b1,cupboard_k1,entry_table_e1,entry_hook_e1,entry_hook_e1,kitchen_table_k1,coffee_table_l1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,chair_k1,kitchen_table_k1,entry_floor_e1,chair_k2,cupboard_k1,entry_table_e1,cupboard_k1,kitchen_table_k1,kitchen_table_k1,couch_l1,coffee_table_l1,tv_stand_l1,couch_l1,couch_l1,bedroom_floor_b1,bedroom_floor_b1,entry_floor_e1,dish_rack_k1,sink_k1,bathroom_shelf_ba1,bathroom_shelf_ba1,chair_k1,bedroom_floor_b1,sink_k1
8940,d06 Sun 05:00,kitchen_table_k1,nightstand_b1,cupboard_k1,entry_table_e1,entry_hook_e1,entry_hook_e1,kitchen_table_k1,coffee_table_l1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,chair_k1,kitchen_table_k1,entry_floor_e1,chair_k2,cupboard_k1,entry_table_e1,cupboard_k1,kitchen_table_k1,kitchen_table_k1,couch_l1,coffee_table_l1,tv_stand_l1,couch_l1,couch_l1,bedroom_floor_b1,bedroom_floor_b1,entry_floor_e1,dish_rack_k1,sink_k1,bathroom_shelf_ba1,bathroom_shelf_ba1,chair_k1,bedroom_floor_b1,sink_k1
9000,d06 Sun 06:00,kitchen_table_k1,nightstand_b1,cupboard_k1,entry_table_e1,entry_hook_e1,entry_hook_e1,kitchen_table_k1,coffee_table_l1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,chair_k1,kitchen_table_k1,entry_floor_e1,chair_k2,cupboard_k1,entry_table_e1,cupboard_k1,kitchen_table_k1,kitchen_table_k1,couch_l1,coffee_table_l1,tv_stand_l1,couch_l1,couch_l1,bedroom_floor_b1,bedroom_floor_b1,entry_floor_e1,dish_rack_k1,sink_k1,bathroom_shelf_ba1,bathroom_shelf_ba1,chair_k1,bedroom_floor_b1,sink_k1
9060,d06 Sun 07:00,kitchen_table_k1,nightstand_b1,cupboard_k1,entry_table_e1,entry_hook_e1,entry_hook_e1,kitchen_table_k1,coffee_table_l1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,chair_k1,kitchen_table_k1,entry_floor_e1,chair_k2,cupboard_k1,entry_table_e1,cupboard_k1,kitchen_table_k1,kitchen_table_k1,couch_l1,coffee_table_l1,tv_stand_l1,couch_l1,couch_l1,bedroom_floor_b1,bedroom_floor_b1,entry_floor_e1,dish_rack_k1,sink_k1,bathroom_shelf_ba1,bathroom_shelf_ba1,chair_k1,bedroom_floor_b1,sink_k1
9120,d06 Sun 08:00,kitchen_table_k1,nightstand_b1,cupboard_k1,entry_table_e1,entry_hook_e1,entry_hook_e1,kitchen_table_k1,coffee_table_l1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,chair_k1,kitchen_table_k1,entry_floor_e1,counter_k1,cupboard_k1,kitchen_table_k1,sink_k1,kitchen_table_k1,kitchen_table_k1,couch_l1,coffee_table_l1,tv_stand_l1,couch_l1,couch_l1,bedroom_floor_b1,bedroom_floor_b1,entry_floor_e1,dish_rack_k1,counter_k1,bathroom_shelf_ba1,bathroom_shelf_ba1,bathroom_shelf_ba1,bedroom_floor_b1,couch_l1
9180,d06 Sun 09:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,coffee_table_l1,person:resident_1,person:resident_1,kitchen_table_k1,person:resident_1,person:resident_1,person:resident_1,counter_k1,cupboard_k1,entry_table_e1,sink_k1,kitchen_table_k1,kitchen_table_k1,person:resident_1,person:resident_1,tv_stand_l1,couch_l1,person:resident_1,person:resident_1,person:resident_1,entry_floor_e1,dish_rack_k1,counter_k1,bathroom_shelf_ba1,person:resident_1,bathroom_shelf_ba1,person:resident_1,couch_l1
9240,d06 Sun 10:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,coffee_table_l1,person:resident_1,cupboard_k1,kitchen_table_k1,person:resident_1,person:resident_1,person:resident_1,counter_k1,cupboard_k1,entry_table_e1,sink_k1,kitchen_table_k1,kitchen_table_k1,person:resident_1,person:resident_1,tv_stand_l1,couch_l1,person:resident_1,person:resident_1,person:resident_1,entry_floor_e1,dish_rack_k1,counter_k1,bathroom_shelf_ba1,person:resident_1,bathroom_shelf_ba1,person:resident_1,couch_l1
9300,d06 Sun 11:00,kitchen_table_k1,nightstand_b1,entry_table_e1,entry_table_e1,entry_hook_e1,entry_hook_e1,kitchen_table_k1,coffee_table_l1,kitchen_table_k1,cupboard_k1,counter_k1,counter_k1,counter_k1,entry_floor_e1,counter_k1,cupboard_k1,entry_table_e1,sink_k1,kitchen_table_k1,counter_k1,person:resident_1,coffee_table_l1,tv_stand_l1,couch_l1,couch_l1,towel_rack_ba1,bedroom_floor_b1,entry_floor_e1,dish_rack_k1,counter_k1,bathroom_shelf_ba1,bathroom_shelf_ba1,bathroom_shelf_ba1,bedroom_floor_b1,couch_l1
9360,d06 Sun 12:00,kitchen_table_k1,nightstand_b1,entry_table_e1,entry_table_e1,chair_k1,entry_hook_e1,kitchen_table_k1,coffee_table_l1,kitchen_table_k1,cupboard_k1,counter_k1,counter_k1,counter_k1,entry_floor_e1,dish_rack_k1,cupboard_k1,entry_table_e1,sink_k1,dish_rack_k1,kitchen_table_k1,person:resident_1,chair_k1,tv_stand_l1,couch_l1,couch_l1,towel_rack_ba1,bedroom_floor_b1,entry_floor_e1,sink_k1,counter_k1,bathroom_shelf_ba1,bathroom_shelf_ba1,bathroom_shelf_ba1,bedroom_floor_b1,couch_l1
9420,d06 Sun 13:00,kitchen_table_k1,nightstand_b1,entry_table_e1,entry_table_e1,chair_k1,entry_hook_e1,kitchen_table_k1,coffee_table_l1,kitchen_table_k1,cupboard_k1,counter_k1,counter_k1,counter_k1,entry_floor_e1,dish_rack_k1,cupboard_k1,entry_table_e1,sink_k1,dish_rack_k1,kitchen_table_k1,person:resident_1,chair_k1,tv_stand_l1,couch_l1,couch_l1,towel_rack_ba1,bedroom_floor_b1,entry_floor_e1,sink_k1,counter_k1,bathroom_shelf_ba1,bathroom_shelf_ba1,bathroom_shelf_ba1,bedroom_floor_b1,couch_l1
9480,d06 Sun 14:00,kitchen_table_k1,nightstand_b1,counter_k1,entry_table_e1,entry_hook_e1,entry_hook_e1,kitchen_table_k1,coffee_table_l1,kitchen_table_k1,cupboard_k1,counter_k1,counter_k1,couch_l1,entry_floor_e1,dish_rack_k1,cupboard_k1,entry_table_e1,sink_k1,dish_rack_k1,kitchen_table_k1,person:resident_1,chair_k1,tv_stand_l1,couch_l1,couch_l1,towel_rack_ba1,bedroom_floor_b1,entry_floor_e1,sink_k1,counter_k1,bathroom_shelf_ba1,bathroom_shelf_ba1,bathroom_shelf_ba1,bedroom_floor_b1,couch_l1
9540,d06 Sun 15:00,kitchen_table_k1,nightstand_b1,counter_k1,entry_table_e1,entry_hook_e1,entry_hook_e1,kitchen_table_k1,couch_l1,kitchen_table_k1,cupboard_k1,counter_k1,counter_k1,couch_l1,entry_floor_e1,couch_l1,cupboard_k1,entry_table_e1,sink_k1,dish_rack_k1,kitchen_table_k1,person:resident_1,chair_k1,tv_stand_l1,couch_l1,couch_l1,towel_rack_ba1,bedroom_floor_b1,entry_floor_e1,sink_k1,counter_k1,bathroom_shelf_ba1,bathroom_shelf_ba1,bathroom_shelf_ba1,bedroom_floor_b1,couch_l1
9600,d06 Sun 16:00,kitchen_table_k1,nightstand_b1,counter_k1,entry_table_e1,entry_hook_e1,entry_hook_e1,kitchen_table_k1,nightstand_b1,kitchen_table_k1,cupboard_k1,counter_k1,counter_k1,couch_l1,entry_floor_e1,coffee_table_l1,cupboard_k1,entry_table_e1,sink_k1,dish_rack_k1,kitchen_table_k1,person:resident_1,chair_k1,sink_k1,couch_l1,couch_l1,towel_rack_ba1,bedroom_floor_b1,entry_floor_e1,sink_k1,counter_k1,bathroom_shelf_ba1,bathroom_shelf_ba1,bathroom_shelf_ba1,bedroom_floor_b1,couch_l1
9660,d06 Sun 17:00,kitchen_table_k1,nightstand_b1,counter_k1,entry_table_e1,entry_hook_e1,entry_hook_e1,kitchen_table_k1,nightstand_b1,kitchen_table_k1,cupboard_k1,counter_k1,counter_k1,couch_l1,entry_floor_e1,coffee_table_l1,cupboard_k1,entry_table_e1,sink_k1,dish_rack_k1,kitchen_table_k1,person:resident_1,chair_k1,sink_k1,couch_l1,couch_l1,towel_rack_ba1,bedroom_floor_b1,entry_floor_e1,sink_k1,counter_k1,bathroom_shelf_ba1,bathroom_shelf_ba1,bathroom_shelf_ba1,bedroom_floor_b1,couch_l1
9720,d06 Sun 18:00,kitchen_table_k1,nightstand_b1,counter_k1,entry_table_e1,entry_hook_e1,entry_hook_e1,kitchen_table_k1,nightstand_b1,kitchen_table_k1,cupboard_k1,counter_k1,counter_k1,couch_l1,entry_floor_e1,coffee_table_l1,cupboard_k1,entry_table_e1,sink_k1,kitchen_table_k1,kitchen_table_k1,person:resident_1,chair_k1,sink_k1,couch_l1,couch_l1,towel_rack_ba1,bedroom_floor_b1,entry_floor_e1,sink_k1,kitchen_table_k1,bathroom_shelf_ba1,bathroom_shelf_ba1,bathroom_shelf_ba1,bedroom_floor_b1,couch_l1
