t,stamp,laptop_mara,phone_mara,keys_mara,wallet_mara,backpack_mara,jacket_mara,headphones_mara,glasses_mara,charger_mara,notebook_mara,pen_mara,lunchbox_mara,water_bottle_mara,umbrella_mara,mug_mara,mug_shared_1,bowl_shared_1,bowl_shared_2,plate_shared_1,plate_shared_2,book_mara,tablet_mara,remote_shared_1,blanket_mara,yoga_mat_mara,towel_mara,laundry_basket_mara,vacuum_cleaner_shared_1,pot_shared_1,pan_shared_1,hairbrush_mara,makeup_kit_mara,medication_bottle_mara,suitcase_mara,watering_can_mara
10080,d07 Mon 00:00,kitchen,bedroom,kitchen,entry,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,bedroom,entry,living,kitchen,entry,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,living,bathroom,bedroom,entry,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
10140,d07 Mon 01:00,kitchen,bedroom,kitchen,entry,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,bedroom,entry,living,kitchen,entry,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,living,bathroom,bedroom,entry,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
10200,d07 Mon 02:00,kitchen,bedroom,kitchen,entry,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,bedroom,entry,living,kitchen,entry,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,living,bathroom,bedroom,entry,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
10260,d07 Mon 03:00,kitchen,bedroom,kitchen,entry,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,bedroom,entry,living,kitchen,entry,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,living,bathroom,bedroom,entry,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
10320,d07 Mon 04:00,kitchen,bedroom,kitchen,entry,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,bedroom,entry,living,kitchen,entry,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,living,bathroom,bedroom,entry,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
10380,d07 Mon 05:00,kitchen,bedroom,kitchen,entry,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,bedroom,entry,living,kitchen,entry,kitchen,kitchen,kitchen,bathroom,kitchen,kitchen,living,living,bathroom,bedroom,entry,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
10440,d07 Mon 06:00,kitchen,bedroom,kitchen,entry,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,bedroom,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,entry,kitchen,kitchen,bathroom,bathroom,kitchen,bedroom,living
10500,d07 Mon 07:00,outside,outside,outside,outside,outside,outside,outside,bedroom,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,entry,kitchen,kitchen,kitchen,outside,outside,kitchen,living,outside,outside,outside,entry,kitchen,kitchen,bathroom,outside,kitchen,outside,living
10560,d07 Mon 08:00,outside,outside,outside,outside,outside,outside,outside,bedroom,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,entry,kitchen,kitchen,kitchen,outside,outside,kitchen,living,outside,outside,outside,entry,kitchen,kitchen,bathroom,outside,kitchen,outside,living
10620,d07 Mon 09:00,outside,outside,outside,outside,outside,outside,outside,bedroom,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,entry,kitchen,kitchen,kitchen,outside,outside,kitchen,living,outside,outside,outside,entry,kitchen,kitchen,bathroom,outside,kitchen,outside,living
10680,d07 Mon 10:00,outside,outside,outside,outside,outside,outside,outside,bedroom,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,entry,kitchen,kitchen,kitchen,outside,outside,kitchen,living,outside,outside,outside,entry,kitchen,kitchen,bathroom,outside,kitchen,outside,living
10740,d07 Mon 11:00,outside,outside,outside,outside,outside,outside,outside,bedroom,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,entry,kitchen,kitchen,kitchen,outside,outside,kitchen,living,outside,outside,outside,entry,kitchen,kitchen,bathroom,outside,kitchen,outside,living
10800,d07 Mon 12:00,outside,outside,outside,outside,outside,outside,outside,bedroom,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,entry,kitchen,kitchen,kitchen,outside,outside,kitchen,living,outside,outside,outside,entry,kitchen,kitchen,bathroom,outside,kitchen,outside,living
10860,d07 Mon 13:00,outside,outside,outside,outside,outside,outside,outside,bedroom,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,entry,kitchen,kitchen,kitchen,outside,outside,kitchen,living,outside,outside,outside,entry,kitchen,kitchen,bathroom,outside,kitchen,outside,living
10920,d07 Mon 14:00,outside,outside,outside,outside,outside,outside,outside,bedroom,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,entry,kitchen,kitchen,kitchen,outside,outside,kitchen,living,outside,outside,outside,entry,kitchen,kitchen,bathroom,outside,kitchen,outside,living
10980,d07 Mon 15:00,outside,outside,outside,outside,outside,outside,outside,bedroom,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,entry,kitchen,kitchen,kitchen,outside,outside,kitchen,living,outside,outside,outside,entry,kitchen,kitchen,bathroom,outside,kitchen,outside,living
11040,d07 Mon 16:00,outside,outside,outside,outside,outside,outside,outside,bedroom,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,entry,kitchen,kitchen,kitchen,outside,outside,kitchen,living,outside,outside,outside,entry,kitchen,kitchen,bathroom,outside,kitchen,outside,living
11100,d07 Mon 17:00,kitchen,kitchen,entry,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,bathroom,bedroom,entry,kitchen,kitchen,bathroom,bathroom,kitchen,bedroom,living
11160,d07 Mon 18:00,kitchen,kitchen,entry,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,bathroom,bedroom,entry,kitchen,kitchen,bathroom,bathroom,kitchen,bedroom,living
11220,d07 Mon 19:00,kitchen,kitchen,entry,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,bathroom,bedroom,entry,kitchen,kitchen,bathroom,bathroom,kitchen,bedroom,living
11280,d07 Mon 20:00,kitchen,kitchen,entry,entry,bathroom,entry,kitchen,kitchen,kitchen,bathroom,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bathroom,living,kitchen,living,bathroom,bathroom,bedroom,entry,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
11340,d07 Mon 21:00,kitchen,kitchen,entry,entry,bathroom,entry,kitchen,kitchen,kitchen,bathroom,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bathroom,living,kitchen,living,bathroom,bathroom,bedroom,entry,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
11400,d07 Mon 22:00,kitchen,kitchen,entry,entry,bathroom,entry,kitchen,kitchen,kitchen,bathroom,kitchen,kitchen,bedroom,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bathroom,living,kitchen,living,bathroom,bathroom,bedroom,entry,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
11460,d07 Mon 23:00,kitchen,kitchen,entry,entry,bathroom,entry,kitchen,kitchen,kitchen,bathroom,kitchen,kitchen,bedroom,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bathroom,living,kitchen,living,bathroom,bathroom,bedroom,entry,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
11520,d08 Tue 00:00,kitchen,kitchen,entry,entry,bathroom,entry,kitchen,kitchen,kitchen,bathroom,kitchen,kitchen,bedroom,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bathroom,living,kitchen,living,bathroom,bathroom,bedroom,entry,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
11580,d08 Tue 01:00,kitchen,kitchen,entry,entry,bedroom,entry,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,bedroom,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom,living,kitchen,living,bedroom,bathroom,bedroom,entry,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
11640,d08 Tue 02:00,kitchen,kitchen,entry,entry,bedroom,entry,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,bedroom,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom,living,kitchen,living,bedroom,bathroom,bedroom,entry,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
11700,d08 Tue 03:00,kitchen,kitchen,entry,entry,bedroom,entry,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,bedroom,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom,living,kitchen,living,bedroom,bathroom,bedroom,entry,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
11760,d08 Tue 04:00,kitchen,kitchen,entry,entry,bedroom,entry,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,bedroom,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom,living,kitchen,living,bedroom,bathroom,bedroom,entry,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
11820,d08 Tue 05:00,kitchen,kitchen,entry,entry,bedroom,entry,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,bedroom,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom,living,kitchen,living,bedroom,bathroom,bedroom,entry,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
11880,d08 Tue 06:00,kitchen,kitchen,entry,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,bedroom,bedroom,entry,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
11940,d08 Tue 07:00,kitchen,kitchen,entry,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,bedroom,bedroom,entry,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
12000,d08 Tue 08:00,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,entry,kitchen,kitchen,kitchen,outside,outside,kitchen,living,outside,outside,outside,entry,kitchen,kitchen,bathroom,outside,bathroom,outside,living
12060,d08 Tue 09:00,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,entry,kitchen,kitchen,kitchen,outside,outside,kitchen,living,outside,outside,outside,entry,kitchen,kitchen,bathroom,outside,bathroom,outside,living
12120,d08 Tue 10:00,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,entry,kitchen,kitchen,kitchen,outside,outside,kitchen,living,outside,outside,outside,entry,kitchen,kitchen,bathroom,outside,bathroom,outside,living
12180,d08 Tue 11:00,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,entry,kitchen,kitchen,kitchen,outside,outside,kitchen,living,outside,outside,outside,entry,kitchen,kitchen,bathroom,outside,bathroom,outside,living
12240,d08 Tue 12:00,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,entry,kitchen,kitchen,kitchen,outside,outside,kitchen,living,outside,outside,outside,entry,kitchen,kitchen,bathroom,outside,bathroom,outside,living
12300,d08 Tue 13:00,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,entry,kitchen,kitchen,kitchen,outside,outside,kitchen,living,outside,outside,outside,entry,kitchen,kitchen,bathroom,outside,bathroom,outside,living
12360,d08 Tue 14:00,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,entry,kitchen,kitchen,kitchen,outside,outside,kitchen,living,outside,outside,outside,entry,kitchen,kitchen,bathroom,outside,bathroom,outside,living
12420,d08 Tue 15:00,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,entry,kitchen,kitchen,kitchen,outside,outside,kitchen,living,outside,outside,outside,entry,kitchen,kitchen,bathroom,outside,bathroom,outside,living
12480,d08 Tue 16:00,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,entry,kitchen,kitchen,kitchen,outside,outside,kitchen,living,outside,outside,outside,entry,kitchen,kitchen,bathroom,outside,bathroom,outside,living
12540,d08 Tue 17:00,kitchen,kitchen,entry,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,living,kitchen,living,kitchen,bathroom,bedroom,entry,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
12600,d08 Tue 18:00,kitchen,kitchen,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,living,kitchen,living,kitchen,bathroom,bedroom,entry,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
12660,d08 Tue 19:00,living,living,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,living,kitchen,living,living,bathroom,bedroom,entry,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
12720,d08 Tue 20:00,living,living,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,living,kitchen,living,living,bathroom,bedroom,entry,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
12780,d08 Tue 21:00,bathroom,bathroom,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,living,kitchen,living,bathroom,bathroom,bedroom,entry,kitchen,kitchen,bedroom,bathroom,bathroom,bedroom,living
12840,d08 Tue 22:00,bathroom,bathroom,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,living,kitchen,living,bathroom,bathroom,bedroom,entry,kitchen,kitchen,bedroom,bathroom,bathroom,bedroom,living
12900,d08 Tue 23:00,bathroom,bathroom,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,living,kitchen,living,bathroom,bathroom,bedroom,entry,kitchen,kitchen,bedroom,bathroom,bathroom,bedroom,living
12960,d09 Wed 00:00,bedroom,bedroom,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,living,kitchen,living,bedroom,bathroom,bedroom,entry,kitchen,kitchen,bedroom,bathroom,bathroom,bedroom,living
13020,d09 Wed 01:00,bedroom,bedroom,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,living,kitchen,living,bedroom,bathroom,bedroom,entry,kitchen,kitchen,bedroom,bathroom,bathroom,bedroom,living
13080,d09 Wed 02:00,bedroom,bedroom,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,living,kitchen,living,bedroom,bathroom,bedroom,entry,kitchen,kitchen,bedroom,bathroom,bathroom,bedroom,living
13140,d09 Wed 03:00,bedroom,bedroom,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,living,kitchen,living,bedroom,bathroom,bedroom,entry,kitchen,kitchen,bedroom,bathroom,bathroom,bedroom,living
13200,d09 Wed 04:00,bedroom,bedroom,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,living,kitchen,living,bedroom,bathroom,bedroom,entry,kitchen,kitchen,bedroom,bathroom,bathroom,bedroom,living
13260,d09 Wed 05:00,bedroom,bedroom,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,living,kitchen,living,bedroom,bathroom,bedroom,entry,kitchen,kitchen,bedroom,bathroom,bathroom,bedroom,living
13320,d09 Wed 06:00,kitchen,kitchen,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,living,kitchen,living,kitchen,bathroom,bedroom,entry,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
13380,d09 Wed 07:00,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,entry,kitchen,kitchen,kitchen,outside,outside,kitchen,living,outside,outside,outside,entry,kitchen,kitchen,bathroom,outside,bathroom,outside,living
13440,d09 Wed 08:00,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,entry,kitchen,kitchen,kitchen,outside,outside,kitchen,living,outside,outside,outside,entry,kitchen,kitchen,bathroom,outside,bathroom,outside,living
13500,d09 Wed 09:00,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,entry,kitchen,kitchen,kitchen,outside,outside,kitchen,living,outside,outside,outside,entry,kitchen,kitchen,bathroom,outside,bathroom,outside,living
13560,d09 Wed 10:00,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,entry,kitchen,kitchen,kitchen,outside,outside,kitchen,living,outside,outside,outside,entry,kitchen,kitchen,bathroom,outside,bathroom,outside,living
13620,d09 Wed 11:00,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,entry,kitchen,kitchen,kitchen,outside,outside,kitchen,living,outside,outside,outside,entry,kitchen,kitchen,bathroom,outside,bathroom,outside,living
13680,d09 Wed 12:00,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,entry,kitchen,kitchen,kitchen,outside,outside,kitchen,living,outside,outside,outside,entry,kitchen,kitchen,bathroom,outside,bathroom,outside,living
13740,d09 Wed 13:00,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,entry,kitchen,kitchen,kitchen,outside,outside,kitchen,living,outside,outside,outside,entry,kitchen,kitchen,bathroom,outside,bathroom,outside,living
13800,d09 Wed 14:00,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,outside,outside,outside,kitchen,kitchen,entry,kitchen,kitchen,kitchen,outside,outside,kitchen,living,outside,outside,outside,entry,kitchen,kitchen,bathroom,outside,bathroom,outside,living
13860,d09 Wed 15:00,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,outside,outside,outside,kitchen,kitchen,entry,kitchen,kitchen,kitchen,outside,outside,kitchen,living,outside,outside,outside,entry,kitchen,kitchen,bathroom,outside,bathroom,outside,living
13920,d09 Wed 16:00,bedroom,kitchen,entry,entry,entry,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,bedroom,kitchen,living,bedroom,bathroom,bedroom,entry,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
13980,d09 Wed 17:00,kitchen,kitchen,entry,kitchen,entry,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,living,kitchen,bathroom,bedroom,entry,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
14040,d09 Wed 18:00,living,kitchen,entry,kitchen,entry,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,living,living,living,living,bathroom,bedroom,entry,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
14100,d09 Wed 19:00,kitchen,kitchen,entry,kitchen,entry,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,living,living,kitchen,bathroom,bedroom,entry,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
14160,d09 Wed 20:00,kitchen,kitchen,entry,kitchen,entry,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,living,living,kitchen,bathroom,bedroom,entry,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
14220,d09 Wed 21:00,bathroom,kitchen,entry,kitchen,entry,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,bathroom,living,living,bathroom,bathroom,bedroom,entry,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
14280,d09 Wed 22:00,bathroom,kitchen,entry,kitchen,entry,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,bathroom,living,living,bathroom,bathroom,bedroom,entry,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
14340,d09 Wed 23:00,bathroom,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,bathroom,living,living,bathroom,bathroom,bedroom,entry,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
14400,d10 Thu 00:00,bedroom,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,bedroom,living,living,bedroom,bathroom,bedroom,entry,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
14460,d10 Thu 01:00,bedroom,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,bedroom,living,living,bedroom,bathroom,bedroom,entry,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
14520,d10 Thu 02:00,bedroom,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,bedroom,living,living,bedroom,bathroom,bedroom,entry,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
14580,d10 Thu 03:00,bedroom,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,bedroom,living,living,bedroom,bathroom,bedroom,entry,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
14640,d10 Thu 04:00,bedroom,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,bedroom,living,living,bedroom,bathroom,bedroom,entry,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
14700,d10 Thu 05:00,bedroom,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,bedroom,living,living,bedroom,bathroom,bedroom,entry,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
14760,d10 Thu 06:00,kitchen,bedroom,entry,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,living,kitchen,bathroom,bedroom,entry,kitchen,kitchen,bathroom,bathroom,kitchen,bedroom,living
14820,d10 Thu 07:00,outside,bedroom,entry,kitchen,entry,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,outside,kitchen,living,outside,bathroom,bedroom,entry,kitchen,kitchen,bathroom,bathroom,kitchen,bedroom,living
14880,d10 Thu 08:00,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,entry,kitchen,kitchen,kitchen,outside,outside,kitchen,living,outside,outside,outside,entry,kitchen,kitchen,bathroom,outside,kitchen,outside,living
14940,d10 Thu 09:00,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,entry,kitchen,kitchen,kitchen,outside,outside,kitchen,living,outside,outside,outside,entry,kitchen,kitchen,bathroom,outside,kitchen,outside,living
15000,d10 Thu 10:00,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,entry,kitchen,kitchen,kitchen,outside,outside,kitchen,living,outside,outside,outside,entry,kitchen,kitchen,bathroom,outside,kitchen,outside,living
15060,d10 Thu 11:00,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,entry,kitchen,kitchen,kitchen,outside,outside,kitchen,living,outside,outside,outside,entry,kitchen,kitchen,bathroom,outside,kitchen,outside,living
15120,d10 Thu 12:00,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,entry,kitchen,kitchen,kitchen,outside,outside,kitchen,living,outside,outside,outside,entry,kitchen,kitchen,bathroom,outside,kitchen,outside,living
15180,d10 Thu 13:00,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,entry,kitchen,kitchen,kitchen,outside,outside,kitchen,living,outside,outside,outside,entry,kitchen,kitchen,bathroom,outside,kitchen,outside,living
15240,d10 Thu 14:00,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,entry,kitchen,kitchen,kitchen,outside,outside,kitchen,living,outside,outside,outside,entry,kitchen,kitchen,bathroom,outside,kitchen,outside,living
15300,d10 Thu 15:00,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,entry,kitchen,kitchen,kitchen,outside,outside,kitchen,living,outside,outside,outside,entry,kitchen,kitchen,bathroom,outside,kitchen,outside,living
