t,stamp,mug_1,mug_2,laptop_leo,phone_maya,keys_leo,book_jade,water_bottle_maya,remote_shared,charger_maya,backpack_maya,jacket_leo,headphones_leo,glasses_sam,notebook_jade,pen_jade,medication_bottle_sam,gaming_controller_sam,umbrella_jade,wallet_jade
5460,d03 Thu 19:00,sink_k1,sink_k1,desk_b1,nightstand_b2,couch_l1,desk_b4,counter_k1,couch_l1,desk_b1,entry_table_e1,couch_l1,couch_l1,bathroom_shelf_ba1,desk_b4,desk_b4,nightstand_b3,tv_stand_l1,entry_hook_e1,person:resident_4
5520,d03 Thu 20:00,sink_k1,sink_k1,desk_b1,couch_l1,couch_l1,couch_l1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,couch_l1,bathroom_shelf_ba1,desk_b4,desk_b4,nightstand_b3,tv_stand_l1,entry_floor_e1,person:resident_4
5580,d03 Thu 21:00,cupboard_k1,sink_k1,desk_b1,couch_l1,couch_l1,desk_b4,counter_k1,tv_stand_l1,desk_b1,entry_floor_e1,couch_l1,couch_l1,bathroom_shelf_ba1,desk_b4,desk_b4,nightstand_b3,tv_stand_l1,entry_floor_e1,person:resident_4
5640,d03 Thu 22:00,cupboard_k1,cupboard_k1,desk_b1,couch_l1,couch_l1,desk_b4,counter_k1,tv_stand_l1,desk_b1,entry_floor_e1,couch_l1,couch_l1,bathroom_shelf_ba1,desk_b4,desk_b4,nightstand_b3,tv_stand_l1,entry_hook_e1,person:resident_4
5700,d03 Thu 23:00,cupboard_k1,cupboard_k1,desk_b1,nightstand_b2,couch_l1,desk_b4,counter_k1,tv_stand_l1,desk_b1,entry_floor_e1,couch_l1,couch_l1,bathroom_shelf_ba1,desk_b4,desk_b4,nightstand_b3,tv_stand_l1,entry_hook_e1,person:resident_4
5760,d04 Fri 00:00,cupboard_k1,cupboard_k1,desk_b1,nightstand_b2,couch_l1,desk_b4,counter_k1,tv_stand_l1,desk_b1,entry_floor_e1,couch_l1,couch_l1,bathroom_shelf_ba1,couch_l1,desk_b4,nightstand_b3,tv_stand_l1,entry_hook_e1,person:resident_4
5820,d04 Fri 01:00,cupboard_k1,cupboard_k1,desk_b1,nightstand_b2,couch_l1,desk_b4,counter_k1,tv_stand_l1,desk_b1,entry_floor_e1,couch_l1,couch_l1,bathroom_shelf_ba1,couch_l1,desk_b4,nightstand_b3,tv_stand_l1,entry_hook_e1,person:resident_4
5880,d04 Fri 02:00,cupboard_k1,cupboard_k1,desk_b1,nightstand_b2,couch_l1,desk_b4,counter_k1,tv_stand_l1,desk_b1,entry_floor_e1,couch_l1,couch_l1,bathroom_shelf_ba1,couch_l1,desk_b4,nightstand_b3,tv_stand_l1,entry_hook_e1,person:resident_4
5940,d04 Fri 03:00,cupboard_k1,cupboard_k1,desk_b1,nightstand_b2,couch_l1,desk_b4,counter_k1,tv_stand_l1,desk_b1,entry_floor_e1,couch_l1,couch_l1,bathroom_shelf_ba1,couch_l1,desk_b4,nightstand_b3,tv_stand_l1,entry_hook_e1,person:resident_4
6000,d04 Fri 04:00,cupboard_k1,cupboard_k1,desk_b1,nightstand_b2,couch_l1,desk_b4,counter_k1,tv_stand_l1,desk_b1,entry_floor_e1,couch_l1,couch_l1,bathroom_shelf_ba1,couch_l1,desk_b4,nightstand_b3,tv_stand_l1,entry_hook_e1,person:resident_4
6060,d04 Fri 05:00,cupboard_k1,cupboard_k1,desk_b1,nightstand_b2,couch_l1,desk_b4,counter_k1,tv_stand_l1,desk_b1,entry_floor_e1,couch_l1,couch_l1,bathroom_shelf_ba1,couch_l1,desk_b4,nightstand_b3,tv_stand_l1,entry_hook_e1,person:resident_4
6120,d04 Fri 06:00,cupboard_k1,cupboard_k1,desk_b1,nightstand_b2,couch_l1,desk_b4,counter_k1,tv_stand_l1,desk_b1,entry_floor_e1,couch_l1,couch_l1,bathroom_shelf_ba1,couch_l1,desk_b4,nightstand_b3,tv_stand_l1,entry_hook_e1,person:resident_4
6180,d04 Fri 07:00,cupboard_k1,cupboard_k1,desk_b1,nightstand_b2,couch_l1,desk_b4,counter_k1,tv_stand_l1,desk_b1,entry_floor_e1,couch_l1,couch_l1,bathroom_shelf_ba1,couch_l1,desk_b4,nightstand_b3,tv_stand_l1,entry_hook_e1,person:resident_4
6240,d04 Fri 08:00,desk_b1,cupboard_k1,desk_b1,nightstand_b2,desk_b1,couch_l1,counter_k1,tv_stand_l1,desk_b1,entry_floor_e1,couch_l1,person:resident_1,bathroom_shelf_ba1,couch_l1,couch_l1,nightstand_b3,tv_stand_l1,entry_hook_e1,person:resident_4
6300,d04 Fri 09:00,desk_b1,cupboard_k1,desk_b1,nightstand_b2,desk_b1,couch_l1,counter_k1,tv_stand_l1,desk_b1,entry_floor_e1,couch_l1,person:resident_1,bathroom_shelf_ba1,couch_l1,couch_l1,nightstand_b3,tv_stand_l1,entry_hook_e1,person:resident_4
6360,d04 Fri 10:00,desk_b1,cupboard_k1,desk_b1,entry_floor_e1,desk_b1,couch_l1,counter_k1,tv_stand_l1,desk_b1,entry_floor_e1,couch_l1,person:resident_1,bathroom_shelf_ba1,couch_l1,couch_l1,nightstand_b3,tv_stand_l1,entry_hook_e1,person:resident_4
6420,d04 Fri 11:00,desk_b1,cupboard_k1,desk_b1,entry_floor_e1,desk_b1,couch_l1,counter_k1,tv_stand_l1,desk_b1,entry_floor_e1,couch_l1,person:resident_1,bathroom_shelf_ba1,couch_l1,couch_l1,nightstand_b3,tv_stand_l1,entry_hook_e1,person:resident_4
6480,d04 Fri 12:00,desk_b1,cupboard_k1,desk_b1,entry_floor_e1,desk_b1,couch_l1,counter_k1,tv_stand_l1,desk_b1,entry_floor_e1,couch_l1,bed_b1,bathroom_shelf_ba1,couch_l1,couch_l1,nightstand_b3,tv_stand_l1,entry_hook_e1,person:resident_4
6540,d04 Fri 13:00,desk_b1,cupboard_k1,desk_b1,entry_floor_e1,desk_b1,couch_l1,counter_k1,tv_stand_l1,desk_b1,entry_floor_e1,couch_l1,bed_b1,bathroom_shelf_ba1,couch_l1,couch_l1,nightstand_b3,tv_stand_l1,entry_hook_e1,person:resident_4
6600,d04 Fri 14:00,desk_b1,counter_k1,desk_b1,entry_floor_e1,desk_b1,desk_b4,counter_k1,coffee_table_l1,desk_b1,entry_floor_e1,couch_l1,bed_b1,bathroom_shelf_ba1,couch_l1,desk_b4,nightstand_b3,tv_stand_l1,entry_hook_e1,person:resident_4
6660,d04 Fri 15:00,cupboard_k1,cupboard_k1,desk_b1,entry_floor_e1,desk_b1,desk_b4,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,bed_b1,bathroom_shelf_ba1,couch_l1,desk_b4,nightstand_b3,tv_stand_l1,entry_hook_e1,person:resident_4
6720,d04 Fri 16:00,cupboard_k1,cupboard_k1,desk_b1,entry_floor_e1,desk_b1,desk_b4,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,bed_b1,bathroom_shelf_ba1,couch_l1,desk_b4,nightstand_b3,couch_l1,entry_hook_e1,person:resident_4
6780,d04 Fri 17:00,cupboard_k1,cupboard_k1,desk_b1,entry_floor_e1,desk_b1,desk_b4,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,bed_b1,bathroom_shelf_ba1,couch_l1,desk_b4,nightstand_b3,couch_l1,entry_hook_e1,person:resident_4
6840,d04 Fri 18:00,cupboard_k1,cupboard_k1,desk_b1,couch_l1,couch_l1,couch_l1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,bed_b1,bathroom_shelf_ba1,couch_l1,desk_b4,nightstand_b3,couch_l1,entry_floor_e1,person:resident_4
6900,d04 Fri 19:00,sink_k1,cupboard_k1,desk_b1,couch_l1,couch_l1,couch_l1,counter_k1,tv_stand_l1,desk_b1,entry_floor_e1,couch_l1,bed_b1,bathroom_shelf_ba1,couch_l1,desk_b4,nightstand_b3,couch_l1,entry_floor_e1,person:resident_4
6960,d04 Fri 20:00,sink_k1,cupboard_k1,desk_b1,couch_l1,couch_l1,couch_l1,counter_k1,tv_stand_l1,desk_b1,entry_floor_e1,couch_l1,bed_b1,bathroom_shelf_ba1,couch_l1,desk_b4,nightstand_b3,tv_stand_l1,entry_table_e1,person:resident_4
7020,d04 Fri 21:00,sink_k1,cupboard_k1,desk_b1,couch_l1,couch_l1,desk_b4,counter_k1,tv_stand_l1,desk_b1,entry_floor_e1,couch_l1,bed_b1,bathroom_shelf_ba1,desk_b4,desk_b4,nightstand_b3,tv_stand_l1,entry_hook_e1,person:resident_4
7080,d04 Fri 22:00,sink_k1,cupboard_k1,desk_b1,couch_l1,couch_l1,desk_b4,counter_k1,tv_stand_l1,desk_b1,entry_floor_e1,couch_l1,bed_b1,bathroom_shelf_ba1,desk_b4,desk_b4,nightstand_b3,tv_stand_l1,entry_hook_e1,person:resident_4
7140,d04 Fri 23:00,sink_k1,cupboard_k1,desk_b1,nightstand_b2,couch_l1,desk_b4,counter_k1,tv_stand_l1,desk_b1,entry_floor_e1,couch_l1,bed_b1,bathroom_shelf_ba1,desk_b4,desk_b4,nightstand_b3,tv_stand_l1,entry_hook_e1,person:resident_4
7200,d05 Sat 00:00,sink_k1,cupboard_k1,desk_b1,nightstand_b2,couch_l1,desk_b4,counter_k1,tv_stand_l1,desk_b1,entry_floor_e1,couch_l1,bed_b1,bathroom_shelf_ba1,desk_b4,desk_b4,nightstand_b3,tv_stand_l1,entry_hook_e1,person:resident_4
7260,d05 Sat 01:00,sink_k1,cupboard_k1,desk_b1,couch_l1,couch_l1,couch_l1,desk_b2,couch_l1,desk_b1,entry_floor_e1,couch_l1,bed_b1,bathroom_shelf_ba1,desk_b4,desk_b4,nightstand_b3,tv_stand_l1,entry_floor_e1,person:resident_4
7320,d05 Sat 02:00,sink_k1,cupboard_k1,desk_b1,nightstand_b2,couch_l1,couch_l1,desk_b2,couch_l1,desk_b1,entry_floor_e1,couch_l1,bed_b1,bathroom_shelf_ba1,desk_b4,desk_b4,nightstand_b3,tv_stand_l1,entry_floor_e1,person:resident_4
7380,d05 Sat 03:00,sink_k1,cupboard_k1,desk_b1,nightstand_b2,couch_l1,couch_l1,desk_b2,couch_l1,desk_b1,entry_floor_e1,couch_l1,bed_b1,bathroom_shelf_ba1,desk_b4,desk_b4,nightstand_b3,tv_stand_l1,entry_floor_e1,person:resident_4
7440,d05 Sat 04:00,sink_k1,cupboard_k1,desk_b1,nightstand_b2,couch_l1,couch_l1,desk_b2,couch_l1,desk_b1,entry_floor_e1,couch_l1,bed_b1,bathroom_shelf_ba1,desk_b4,desk_b4,nightstand_b3,tv_stand_l1,entry_floor_e1,person:resident_4
7500,d05 Sat 05:00,sink_k1,cupboard_k1,desk_b1,nightstand_b2,couch_l1,couch_l1,desk_b2,couch_l1,desk_b1,entry_floor_e1,couch_l1,bed_b1,bathroom_shelf_ba1,desk_b4,desk_b4,nightstand_b3,tv_stand_l1,entry_floor_e1,person:resident_4
7560,d05 Sat 06:00,sink_k1,cupboard_k1,desk_b1,nightstand_b2,couch_l1,couch_l1,desk_b2,couch_l1,desk_b1,entry_floor_e1,couch_l1,bed_b1,bathroom_shelf_ba1,desk_b4,desk_b4,nightstand_b3,tv_stand_l1,entry_floor_e1,person:resident_4
7620,d05 Sat 07:00,sink_k1,cupboard_k1,desk_b1,nightstand_b2,couch_l1,couch_l1,desk_b2,couch_l1,desk_b1,entry_floor_e1,couch_l1,bed_b1,bathroom_shelf_ba1,desk_b4,desk_b4,nightstand_b3,tv_stand_l1,entry_floor_e1,person:resident_4
7680,d05 Sat 08:00,sink_k1,cupboard_k1,desk_b1,nightstand_b2,couch_l1,couch_l1,desk_b2,couch_l1,desk_b1,entry_floor_e1,couch_l1,bed_b1,bathroom_shelf_ba1,desk_b4,desk_b4,nightstand_b3,tv_stand_l1,entry_floor_e1,person:resident_4
7740,d05 Sat 09:00,sink_k1,cupboard_k1,desk_b1,nightstand_b2,couch_l1,couch_l1,desk_b2,couch_l1,desk_b1,entry_floor_e1,couch_l1,bed_b1,bathroom_shelf_ba1,desk_b4,desk_b4,nightstand_b3,tv_stand_l1,entry_floor_e1,person:resident_4
7800,d05 Sat 10:00,sink_k1,cupboard_k1,desk_b1,nightstand_b2,couch_l1,couch_l1,desk_b2,couch_l1,desk_b1,entry_floor_e1,couch_l1,bed_b1,bathroom_shelf_ba1,desk_b4,desk_b4,nightstand_b3,tv_stand_l1,entry_floor_e1,person:resident_4
7860,d05 Sat 11:00,desk_b1,cupboard_k1,desk_b1,nightstand_b2,desk_b1,couch_l1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,person:resident_1,bathroom_shelf_ba1,couch_l1,couch_l1,nightstand_b3,tv_stand_l1,entry_floor_e1,person:resident_4
7920,d05 Sat 12:00,desk_b1,cupboard_k1,desk_b1,nightstand_b2,desk_b1,couch_l1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,person:resident_1,bathroom_shelf_ba1,couch_l1,couch_l1,nightstand_b3,tv_stand_l1,entry_floor_e1,person:resident_4
7980,d05 Sat 13:00,desk_b1,counter_k1,desk_b1,nightstand_b2,desk_b1,couch_l1,counter_k1,coffee_table_l1,desk_b1,entry_floor_e1,couch_l1,desk_b1,bathroom_shelf_ba1,couch_l1,couch_l1,nightstand_b3,tv_stand_l1,entry_floor_e1,person:resident_4
8040,d05 Sat 14:00,cupboard_k1,cupboard_k1,desk_b1,nightstand_b2,desk_b1,desk_b4,counter_k1,tv_stand_l1,desk_b1,desk_b2,couch_l1,desk_b1,bathroom_shelf_ba1,desk_b4,desk_b4,nightstand_b3,tv_stand_l1,entry_hook_e1,person:resident_4
8100,d05 Sat 15:00,sink_k1,sink_k1,desk_b1,nightstand_b2,desk_b1,desk_b4,counter_k1,tv_stand_l1,desk_b1,desk_b2,couch_l1,desk_b1,bathroom_shelf_ba1,desk_b4,desk_b4,nightstand_b3,tv_stand_l1,entry_hook_e1,person:resident_4
8160,d05 Sat 16:00,sink_k1,sink_k1,desk_b1,nightstand_b2,desk_b1,desk_b4,counter_k1,tv_stand_l1,desk_b1,desk_b2,couch_l1,desk_b1,bathroom_shelf_ba1,desk_b4,desk_b4,nightstand_b3,tv_stand_l1,entry_hook_e1,person:resident_4
8220,d05 Sat 17:00,sink_k1,counter_k1,desk_b1,nightstand_b2,desk_b1,desk_b4,counter_k1,coffee_table_l1,desk_b1,desk_b2,couch_l1,desk_b1,bathroom_shelf_ba1,desk_b4,desk_b4,nightstand_b3,tv_stand_l1,entry_hook_e1,person:resident_4
8280,d05 Sat 18:00,sink_k1,sink_k1,desk_b1,nightstand_b2,desk_b1,desk_b4,counter_k1,tv_stand_l1,desk_b1,desk_b2,couch_l1,desk_b1,bathroom_shelf_ba1,desk_b4,desk_b4,nightstand_b3,tv_stand_l1,entry_hook_e1,person:resident_4
8340,d05 Sat 19:00,sink_k1,sink_k1,desk_b1,nightstand_b2,desk_b1,desk_b4,counter_k1,tv_stand_l1,desk_b1,desk_b2,couch_l1,desk_b1,bathroom_shelf_ba1,desk_b4,desk_b4,nightstand_b3,tv_stand_l1,entry_hook_e1,person:resident_4
8400,d05 Sat 20:00,sink_k1,sink_k1,desk_b1,nightstand_b2,desk_b1,desk_b4,counter_k1,tv_stand_l1,desk_b1,desk_b2,couch_l1,desk_b1,bathroom_shelf_ba1,desk_b4,desk_b4,nightstand_b3,tv_stand_l1,entry_hook_e1,person:resident_4
8460,d05 Sat 21:00,sink_k1,sink_k1,desk_b1,nightstand_b2,desk_b1,desk_b4,counter_k1,tv_stand_l1,desk_b1,desk_b2,couch_l1,desk_b1,bathroom_shelf_ba1,desk_b4,desk_b4,nightstand_b3,tv_stand_l1,entry_hook_e1,person:resident_4
8520,d05 Sat 22:00,sink_k1,sink_k1,desk_b1,nightstand_b2,desk_b1,desk_b4,counter_k1,tv_stand_l1,desk_b1,desk_b2,couch_l1,desk_b1,bathroom_shelf_ba1,desk_b4,desk_b4,nightstand_b3,tv_stand_l1,entry_hook_e1,person:resident_4
8580,d05 Sat 23:00,sink_k1,sink_k1,desk_b1,nightstand_b2,desk_b1,desk_b4,counter_k1,tv_stand_l1,desk_b1,desk_b2,couch_l1,desk_b1,bathroom_shelf_ba1,desk_b4,desk_b4,nightstand_b3,tv_stand_l1,entry_hook_e1,person:resident_4
8640,d06 Sun 00:00,sink_k1,sink_k1,desk_b1,nightstand_b2,desk_b1,desk_b4,counter_k1,tv_stand_l1,desk_b1,desk_b2,couch_l1,desk_b1,bathroom_shelf_ba1,desk_b4,desk_b4,nightstand_b3,tv_stand_l1,entry_hook_e1,person:resident_4
8700,d06 Sun 01:00,sink_k1,sink_k1,desk_b1,nightstand_b2,desk_b1,desk_b4,counter_k1,tv_stand_l1,desk_b1,desk_b2,couch_l1,desk_b1,bathroom_shelf_ba1,desk_b4,desk_b4,nightstand_b3,tv_stand_l1,entry_hook_e1,person:resident_4
8760,d06 Sun 02:00,sink_k1,sink_k1,desk_b1,nightstand_b2,desk_b1,desk_b4,counter_k1,tv_stand_l1,desk_b1,desk_b2,couch_l1,desk_b1,bathroom_shelf_ba1,desk_b4,desk_b4,nightstand_b3,tv_stand_l1,entry_hook_e1,person:resident_4
8820,d06 Sun 03:00,sink_k1,sink_k1,desk_b1,nightstand_b2,desk_b1,desk_b4,counter_k1,tv_stand_l1,desk_b1,desk_b2,couch_l1,desk_b1,bathroom_shelf_ba1,desk_b4,desk_b4,nightstand_b3,tv_stand_l1,entry_hook_e1,person:resident_4
8880,d06 Sun 04:00,sink_k1,sink_k1,desk_b1,nightstand_b2,desk_b1,desk_b4,counter_k1,tv_stand_l1,desk_b1,desk_b2,couch_l1,desk_b1,bathroom_shelf_ba1,desk_b4,desk_b4,nightstand_b3,tv_stand_l1,entry_hook_e1,person:resident_4
8940,d06 Sun 05:00,sink_k1,sink_k1,desk_b1,nightstand_b2,desk_b1,desk_b4,counter_k1,tv_stand_l1,desk_b1,desk_b2,couch_l1,desk_b1,bathroom_shelf_ba1,desk_b4,desk_b4,nightstand_b3,tv_stand_l1,entry_hook_e1,person:resident_4
9000,d06 Sun 06:00,sink_k1,sink_k1,desk_b1,nightstand_b2,desk_b1,desk_b4,counter_k1,tv_stand_l1,desk_b1,desk_b2,couch_l1,desk_b1,bathroom_shelf_ba1,desk_b4,desk_b4,nightstand_b3,tv_stand_l1,entry_hook_e1,person:resident_4
9060,d06 Sun 07:00,sink_k1,sink_k1,desk_b1,nightstand_b2,desk_b1,desk_b4,counter_k1,tv_stand_l1,desk_b1,desk_b2,couch_l1,desk_b1,bathroom_shelf_ba1,desk_b4,desk_b4,nightstand_b3,tv_stand_l1,entry_hook_e1,person:resident_4
9120,d06 Sun 08:00,sink_k1,sink_k1,desk_b1,nightstand_b2,desk_b1,desk_b4,counter_k1,tv_stand_l1,desk_b1,desk_b2,couch_l1,desk_b1,bathroom_shelf_ba1,desk_b4,desk_b4,nightstand_b3,tv_stand_l1,entry_hook_e1,person:resident_4
9180,d06 Sun 09:00,sink_k1,sink_k1,desk_b1,nightstand_b2,desk_b1,desk_b4,counter_k1,tv_stand_l1,desk_b1,desk_b2,couch_l1,desk_b1,bathroom_shelf_ba1,desk_b4,desk_b4,desk_b3,tv_stand_l1,entry_hook_e1,person:resident_4
9240,d06 Sun 10:00,desk_b1,sink_k1,desk_b1,couch_l1,desk_b1,couch_l1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,person:resident_1,bathroom_shelf_ba1,couch_l1,couch_l1,nightstand_b3,tv_stand_l1,entry_floor_e1,person:resident_4
9300,d06 Sun 11:00,desk_b1,sink_k1,desk_b1,couch_l1,desk_b1,couch_l1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,person:resident_1,bathroom_shelf_ba1,couch_l1,couch_l1,nightstand_b3,tv_stand_l1,entry_floor_e1,person:resident_4
9360,d06 Sun 12:00,desk_b1,sink_k1,desk_b1,couch_l1,desk_b1,couch_l1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,desk_b1,bathroom_shelf_ba1,couch_l1,couch_l1,nightstand_b3,tv_stand_l1,entry_floor_e1,person:resident_4
9420,d06 Sun 13:00,desk_b1,sink_k1,desk_b1,couch_l1,desk_b1,couch_l1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,desk_b1,bathroom_shelf_ba1,couch_l1,couch_l1,nightstand_b3,tv_stand_l1,entry_floor_e1,person:resident_4
9480,d06 Sun 14:00,sink_k1,cupboard_k1,desk_b1,couch_l1,desk_b1,desk_b4,counter_k1,couch_l1,desk_b1,desk_b2,couch_l1,desk_b1,bathroom_shelf_ba1,couch_l1,desk_b4,nightstand_b3,tv_stand_l1,entry_hook_e1,person:resident_4
9540,d06 Sun 15:00,sink_k1,cupboard_k1,desk_b1,couch_l1,desk_b1,desk_b4,counter_k1,couch_l1,desk_b1,desk_b2,couch_l1,desk_b1,bathroom_shelf_ba1,couch_l1,desk_b4,nightstand_b3,tv_stand_l1,entry_hook_e1,person:resident_4
9600,d06 Sun 16:00,desk_b1,cupboard_k1,desk_b1,couch_l1,desk_b1,couch_l1,counter_k1,couch_l1,desk_b1,desk_b2,couch_l1,bed_b1,bathroom_shelf_ba1,couch_l1,couch_l1,nightstand_b3,tv_stand_l1,entry_hook_e1,person:resident_4
9660,d06 Sun 17:00,desk_b1,cupboard_k1,desk_b1,couch_l1,desk_b1,couch_l1,counter_k1,couch_l1,desk_b1,desk_b2,couch_l1,bed_b1,bathroom_shelf_ba1,couch_l1,couch_l1,nightstand_b3,tv_stand_l1,entry_hook_e1,person:resident_4
9720,d06 Sun 18:00,desk_b1,cupboard_k1,desk_b1,couch_l1,desk_b1,couch_l1,counter_k1,couch_l1,desk_b1,desk_b2,couch_l1,bed_b1,bathroom_shelf_ba1,couch_l1,couch_l1,nightstand_b3,tv_stand_l1,entry_hook_e1,person:resident_4
9780,d06 Sun 19:00,desk_b1,cupboard_k1,desk_b1,couch_l1,desk_b1,couch_l1,counter_k1,couch_l1,desk_b1,desk_b2,couch_l1,bed_b1,bathroom_shelf_ba1,couch_l1,couch_l1,nightstand_b3,tv_stand_l1,entry_hook_e1,person:resident_4
9840,d06 Sun 20:00,desk_b1,cupboard_k1,desk_b1,couch_l1,desk_b1,couch_l1,counter_k1,couch_l1,desk_b1,desk_b2,couch_l1,bed_b1,bathroom_shelf_ba1,couch_l1,couch_l1,nightstand_b3,tv_stand_l1,entry_hook_e1,person:resident_4
9900,d06 Sun 21:00,desk_b1,cupboard_k1,desk_b1,couch_l1,couch_l1,couch_l1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,bed_b1,bathroom_shelf_ba1,couch_l1,couch_l1,nightstand_b3,tv_stand_l1,entry_floor_e1,person:resident_4
9960,d06 Sun 22:00,desk_b1,cupboard_k1,desk_b1,couch_l1,couch_l1,couch_l1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,bed_b1,bathroom_shelf_ba1,couch_l1,couch_l1,nightstand_b3,tv_stand_l1,entry_table_e1,person:resident_4
10020,d06 Sun 23:00,desk_b1,cupboard_k1,desk_b1,couch_l1,couch_l1,couch_l1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,bed_b1,bathroom_shelf_ba1,couch_l1,couch_l1,nightstand_b3,tv_stand_l1,entry_table_e1,person:resident_4
10080,d07 Mon 00:00,desk_b1,cupboard_k1,desk_b1,nightstand_b2,desk_b1,couch_l1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,bed_b1,bathroom_shelf_ba1,couch_l1,couch_l1,nightstand_b3,tv_stand_l1,entry_floor_e1,person:resident_4
10140,d07 Mon 01:00,desk_b1,cupboard_k1,desk_b1,nightstand_b2,desk_b1,couch_l1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,bed_b1,bathroom_shelf_ba1,couch_l1,couch_l1,nightstand_b3,tv_stand_l1,entry_floor_e1,entry_table_e1
10200,d07 Mon 02:00,desk_b1,cupboard_k1,desk_b1,nightstand_b2,desk_b1,couch_l1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,bed_b1,bathroom_shelf_ba1,couch_l1,couch_l1,nightstand_b3,tv_stand_l1,entry_floor_e1,entry_table_e1
10260,d07 Mon 03:00,desk_b1,cupboard_k1,desk_b1,nightstand_b2,desk_b1,couch_l1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,bed_b1,bathroom_shelf_ba1,couch_l1,couch_l1,nightstand_b3,tv_stand_l1,entry_floor_e1,entry_table_e1
10320,d07 Mon 04:00,desk_b1,cupboard_k1,desk_b1,nightstand_b2,desk_b1,couch_l1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,bed_b1,bathroom_shelf_ba1,couch_l1,couch_l1,nightstand_b3,tv_stand_l1,entry_floor_e1,entry_table_e1
10380,d07 Mon 05:00,desk_b1,cupboard_k1,desk_b1,nightstand_b2,desk_b1,couch_l1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,bed_b1,bathroom_shelf_ba1,couch_l1,couch_l1,nightstand_b3,tv_stand_l1,entry_floor_e1,entry_table_e1
10440,d07 Mon 06:00,desk_b1,cupboard_k1,desk_b1,nightstand_b2,desk_b1,couch_l1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,bed_b1,bathroom_shelf_ba1,couch_l1,couch_l1,nightstand_b3,tv_stand_l1,entry_floor_e1,entry_table_e1
10500,d07 Mon 07:00,desk_b1,cupboard_k1,desk_b1,nightstand_b2,desk_b1,couch_l1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,bed_b1,bathroom_shelf_ba1,couch_l1,couch_l1,nightstand_b3,tv_stand_l1,entry_floor_e1,entry_table_e1
10560,d07 Mon 08:00,desk_b1,cupboard_k1,desk_b1,nightstand_b2,desk_b1,couch_l1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,bed_b1,bathroom_shelf_ba1,couch_l1,couch_l1,nightstand_b3,tv_stand_l1,entry_floor_e1,entry_table_e1
10620,d07 Mon 09:00,desk_b1,cupboard_k1,desk_b1,nightstand_b2,desk_b1,couch_l1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,bed_b1,bathroom_shelf_ba1,couch_l1,couch_l1,nightstand_b3,tv_stand_l1,entry_floor_e1,entry_table_e1
10680,d07 Mon 10:00,desk_b1,cupboard_k1,desk_b1,nightstand_b2,desk_b1,couch_l1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,bed_b1,bathroom_shelf_ba1,couch_l1,couch_l1,nightstand_b3,tv_stand_l1,entry_floor_e1,entry_table_e1
10740,d07 Mon 11:00,desk_b1,cupboard_k1,desk_b1,nightstand_b2,desk_b1,couch_l1,counter_k1,couch_l1,entry_table_e1,entry_floor_e1,couch_l1,bed_b1,bathroom_shelf_ba1,couch_l1,couch_l1,nightstand_b3,tv_stand_l1,entry_floor_e1,entry_table_e1
10800,d07 Mon 12:00,desk_b1,cupboard_k1,desk_b1,nightstand_b2,desk_b1,couch_l1,counter_k1,couch_l1,entry_table_e1,entry_floor_e1,couch_l1,bed_b1,bathroom_shelf_ba1,couch_l1,couch_l1,nightstand_b3,tv_stand_l1,entry_floor_e1,entry_table_e1
10860,d07 Mon 13:00,desk_b1,cupboard_k1,desk_b1,nightstand_b2,desk_b1,couch_l1,counter_k1,couch_l1,entry_table_e1,entry_floor_e1,couch_l1,bed_b1,bathroom_shelf_ba1,couch_l1,couch_l1,nightstand_b3,tv_stand_l1,entry_floor_e1,entry_table_e1
