t,stamp,mug_1,mug_2,laptop_leo,phone_maya,keys_leo,book_jade,water_bottle_maya,remote_shared,charger_maya,backpack_maya,jacket_leo,headphones_leo,glasses_sam,notebook_jade,pen_jade,medication_bottle_sam,gaming_controller_sam,umbrella_jade,wallet_jade
8040,d05 Sat 14:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,bedroom_4,kitchen,living,bedroom_1,bedroom_2,living,bedroom_1,bathroom,bedroom_4,bedroom_4,bedroom_3,living,entry,living
8100,d05 Sat 15:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,bedroom_4,kitchen,living,bedroom_1,bedroom_2,living,bedroom_1,bathroom,bedroom_4,bedroom_4,bedroom_3,living,entry,living
8160,d05 Sat 16:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,bedroom_4,kitchen,living,bedroom_1,bedroom_2,living,bedroom_1,bathroom,bedroom_4,bedroom_4,bedroom_3,living,entry,living
8220,d05 Sat 17:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,bedroom_4,kitchen,living,bedroom_1,bedroom_2,living,bedroom_1,bathroom,bedroom_4,bedroom_4,bedroom_3,living,entry,kitchen
8280,d05 Sat 18:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,bedroom_4,kitchen,living,bedroom_1,bedroom_2,living,bedroom_1,bathroom,bedroom_4,bedroom_4,bedroom_3,living,entry,kitchen
8340,d05 Sat 19:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,bedroom_4,kitchen,living,bedroom_1,bedroom_2,living,bedroom_1,bathroom,bedroom_4,bedroom_4,bedroom_3,living,entry,kitchen
8400,d05 Sat 20:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,bedroom_4,kitchen,living,bedroom_1,bedroom_2,living,bedroom_1,bathroom,bedroom_4,bedroom_4,bedroom_3,living,entry,kitchen
8460,d05 Sat 21:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,bedroom_4,kitchen,living,bedroom_1,bedroom_2,living,bedroom_1,bathroom,bedroom_4,bedroom_4,bedroom_3,living,entry,kitchen
8520,d05 Sat 22:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,bedroom_4,kitchen,living,bedroom_1,bedroom_2,living,bedroom_1,bathroom,bedroom_4,bedroom_4,bedroom_3,living,entry,kitchen
8580,d05 Sat 23:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,bedroom_4,kitchen,living,bedroom_1,bedroom_2,living,bedroom_1,bathroom,bedroom_4,bedroom_4,bedroom_3,living,entry,kitchen
8640,d06 Sun 00:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,bedroom_4,kitchen,living,bedroom_1,bedroom_2,living,bedroom_1,bathroom,bedroom_4,bedroom_4,bedroom_3,living,entry,bedroom_4
8700,d06 Sun 01:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,bedroom_4,kitchen,living,bedroom_1,bedroom_2,living,bedroom_1,bathroom,bedroom_4,bedroom_4,bedroom_3,living,entry,bedroom_4
8760,d06 Sun 02:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,bedroom_4,kitchen,living,bedroom_1,bedroom_2,living,bedroom_1,bathroom,bedroom_4,bedroom_4,bedroom_3,living,entry,bedroom_4
8820,d06 Sun 03:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,bedroom_4,kitchen,living,bedroom_1,bedroom_2,living,bedroom_1,bathroom,bedroom_4,bedroom_4,bedroom_3,living,entry,bedroom_4
8880,d06 Sun 04:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,bedroom_4,kitchen,living,bedroom_1,bedroom_2,living,bedroom_1,bathroom,bedroom_4,bedroom_4,bedroom_3,living,entry,bedroom_4
8940,d06 Sun 05:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,bedroom_4,kitchen,living,bedroom_1,bedroom_2,living,bedroom_1,bathroom,bedroom_4,bedroom_4,bedroom_3,living,entry,bedroom_4
9000,d06 Sun 06:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,bedroom_4,kitchen,living,bedroom_1,bedroom_2,living,bedroom_1,bathroom,bedroom_4,bedroom_4,bedroom_3,living,entry,bedroom_4
9060,d06 Sun 07:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,bedroom_4,kitchen,living,bedroom_1,bedroom_2,living,bedroom_1,bathroom,bedroom_4,bedroom_4,bedroom_3,living,entry,bedroom_4
9120,d06 Sun 08:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,bedroom_4,kitchen,living,bedroom_1,bedroom_2,living,bedroom_1,bathroom,bedroom_4,bedroom_4,bedroom_3,living,entry,bedroom_4
9180,d06 Sun 09:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,bedroom_4,kitchen,living,bedroom_1,bedroom_2,living,bedroom_1,bathroom,bedroom_4,bedroom_4,bedroom_3,living,entry,bedroom_4
9240,d06 Sun 10:00,bedroom_1,kitchen,bedroom_1,living,bedroom_1,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,bedroom_4
9300,d06 Sun 11:00,bedroom_1,kitchen,bedroom_1,living,bedroom_1,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,living
9360,d06 Sun 12:00,bedroom_1,kitchen,bedroom_1,living,bedroom_1,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,living
9420,d06 Sun 13:00,bedroom_1,kitchen,bedroom_1,living,bedroom_1,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,living
9480,d06 Sun 14:00,kitchen,kitchen,bedroom_1,living,bedroom_1,bedroom_4,kitchen,living,bedroom_1,bedroom_2,living,bedroom_1,bathroom,living,bedroom_4,bedroom_3,living,entry,living
9540,d06 Sun 15:00,kitchen,kitchen,bedroom_1,living,bedroom_1,bedroom_4,kitchen,living,bedroom_1,bedroom_2,living,bedroom_1,bathroom,living,bedroom_4,bedroom_3,living,entry,living
9600,d06 Sun 16:00,bedroom_1,kitchen,bedroom_1,living,bedroom_1,living,kitchen,living,bedroom_1,bedroom_2,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,living
9660,d06 Sun 17:00,bedroom_1,kitchen,bedroom_1,living,bedroom_1,living,kitchen,living,bedroom_1,bedroom_2,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,living
9720,d06 Sun 18:00,bedroom_1,kitchen,bedroom_1,living,bedroom_1,living,kitchen,living,bedroom_1,bedroom_2,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,living
9780,d06 Sun 19:00,bedroom_1,kitchen,bedroom_1,living,bedroom_1,living,kitchen,living,bedroom_1,bedroom_2,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,living
9840,d06 Sun 20:00,bedroom_1,kitchen,bedroom_1,living,bedroom_1,living,kitchen,living,bedroom_1,bedroom_2,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,living
9900,d06 Sun 21:00,bedroom_1,kitchen,bedroom_1,living,living,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,living
9960,d06 Sun 22:00,bedroom_1,kitchen,bedroom_1,living,living,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,living
10020,d06 Sun 23:00,bedroom_1,kitchen,bedroom_1,living,living,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,living
10080,d07 Mon 00:00,bedroom_1,kitchen,bedroom_1,bedroom_2,bedroom_1,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,living
10140,d07 Mon 01:00,bedroom_1,kitchen,bedroom_1,bedroom_2,bedroom_1,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,entry
10200,d07 Mon 02:00,bedroom_1,kitchen,bedroom_1,bedroom_2,bedroom_1,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,entry
10260,d07 Mon 03:00,bedroom_1,kitchen,bedroom_1,bedroom_2,bedroom_1,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,entry
10320,d07 Mon 04:00,bedroom_1,kitchen,bedroom_1,bedroom_2,bedroom_1,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,entry
10380,d07 Mon 05:00,bedroom_1,kitchen,bedroom_1,bedroom_2,bedroom_1,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,entry
10440,d07 Mon 06:00,bedroom_1,kitchen,bedroom_1,bedroom_2,bedroom_1,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,entry
10500,d07 Mon 07:00,bedroom_1,kitchen,bedroom_1,bedroom_2,bedroom_1,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,entry
10560,d07 Mon 08:00,bedroom_1,kitchen,bedroom_1,bedroom_2,bedroom_1,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,entry
10620,d07 Mon 09:00,bedroom_1,kitchen,bedroom_1,bedroom_2,bedroom_1,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,entry
10680,d07 Mon 10:00,bedroom_1,kitchen,bedroom_1,bedroom_2,bedroom_1,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,entry
10740,d07 Mon 11:00,bedroom_1,kitchen,bedroom_1,bedroom_2,bedroom_1,living,kitchen,living,entry,entry,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,entry
10800,d07 Mon 12:00,bedroom_1,kitchen,bedroom_1,bedroom_2,bedroom_1,living,kitchen,living,entry,entry,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,entry
10860,d07 Mon 13:00,bedroom_1,kitchen,bedroom_1,bedroom_2,bedroom_1,living,kitchen,living,entry,entry,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,entry
10920,d07 Mon 14:00,bedroom_1,kitchen,bedroom_1,bedroom_2,bedroom_1,living,kitchen,living,entry,entry,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,entry
10980,d07 Mon 15:00,bedroom_1,kitchen,bedroom_1,bedroom_2,bedroom_1,living,kitchen,living,entry,entry,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,entry
11040,d07 Mon 16:00,bedroom_1,kitchen,bedroom_1,bedroom_2,bedroom_1,living,kitchen,living,entry,entry,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,entry
11100,d07 Mon 17:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,living,kitchen,living,entry,entry,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,kitchen
11160,d07 Mon 18:00,kitchen,kitchen,bedroom_1,living,living,living,kitchen,living,entry,entry,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,kitchen
11220,d07 Mon 19:00,kitchen,kitchen,bedroom_1,living,living,living,kitchen,living,entry,entry,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,kitchen
11280,d07 Mon 20:00,kitchen,kitchen,bedroom_1,living,living,living,kitchen,living,entry,entry,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,living
11340,d07 Mon 21:00,kitchen,kitchen,bedroom_1,living,living,living,kitchen,living,entry,entry,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,living
11400,d07 Mon 22:00,kitchen,kitchen,bedroom_1,living,living,living,kitchen,living,entry,entry,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,living
11460,d07 Mon 23:00,kitchen,kitchen,bedroom_1,bedroom_2,living,living,kitchen,living,entry,entry,living,living,bathroom,living,living,bedroom_3,living,entry,living
11520,d08 Tue 00:00,kitchen,kitchen,bedroom_1,bedroom_2,living,living,kitchen,living,entry,entry,living,living,bathroom,living,living,bedroom_3,living,entry,living
11580,d08 Tue 01:00,kitchen,kitchen,bedroom_1,bedroom_2,living,living,kitchen,living,entry,entry,living,living,bathroom,living,living,bedroom_3,living,entry,living
11640,d08 Tue 02:00,kitchen,kitchen,bedroom_1,bedroom_2,living,living,kitchen,living,entry,entry,living,living,bathroom,living,living,bedroom_3,living,entry,living
11700,d08 Tue 03:00,kitchen,kitchen,bedroom_1,bedroom_2,living,living,kitchen,living,entry,entry,living,living,bathroom,living,living,bedroom_3,living,entry,living
11760,d08 Tue 04:00,kitchen,kitchen,bedroom_1,bedroom_2,living,living,kitchen,living,entry,entry,living,living,bathroom,living,living,bedroom_3,living,entry,living
11820,d08 Tue 05:00,kitchen,kitchen,bedroom_1,bedroom_2,living,living,kitchen,living,entry,entry,living,living,bathroom,living,living,bedroom_3,living,entry,living
11880,d08 Tue 06:00,kitchen,kitchen,bedroom_1,bedroom_2,living,living,kitchen,living,entry,entry,living,living,bathroom,living,living,bedroom_3,living,entry,living
11940,d08 Tue 07:00,kitchen,kitchen,bedroom_1,bedroom_2,living,living,kitchen,living,entry,entry,living,living,bathroom,living,living,bedroom_3,living,entry,living
12000,d08 Tue 08:00,bedroom_1,kitchen,bedroom_1,bedroom_2,bedroom_1,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,living
12060,d08 Tue 09:00,bedroom_1,kitchen,bedroom_1,bedroom_2,bedroom_1,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,living
12120,d08 Tue 10:00,bedroom_1,kitchen,bedroom_1,bedroom_2,bedroom_1,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,bedroom_4
12180,d08 Tue 11:00,bedroom_1,kitchen,bedroom_1,bedroom_2,bedroom_1,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,entry
12240,d08 Tue 12:00,bedroom_1,kitchen,bedroom_1,bedroom_2,bedroom_1,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,living
12300,d08 Tue 13:00,bedroom_1,kitchen,bedroom_1,bedroom_2,bedroom_1,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,living
12360,d08 Tue 14:00,kitchen,kitchen,bedroom_1,bedroom_2,entry,bedroom_4,kitchen,living,bedroom_1,bedroom_2,living,bedroom_1,bathroom,bedroom_4,living,bedroom_3,living,entry,living
12420,d08 Tue 15:00,kitchen,kitchen,bedroom_1,bedroom_2,entry,living,kitchen,living,bedroom_1,bedroom_2,living,bedroom_1,bathroom,bedroom_4,living,bedroom_3,living,entry,living
12480,d08 Tue 16:00,kitchen,kitchen,bedroom_1,bedroom_2,entry,living,kitchen,living,bedroom_1,bedroom_2,living,bedroom_1,bathroom,bedroom_4,living,bedroom_3,living,entry,living
12540,d08 Tue 17:00,kitchen,kitchen,bedroom_1,bedroom_2,entry,living,kitchen,living,bedroom_1,bedroom_2,living,bedroom_1,bathroom,bedroom_4,living,bedroom_3,living,entry,kitchen
12600,d08 Tue 18:00,kitchen,kitchen,bedroom_1,bedroom_2,entry,living,kitchen,living,bedroom_1,bedroom_2,living,bedroom_1,bathroom,bedroom_4,living,bedroom_3,living,entry,kitchen
12660,d08 Tue 19:00,kitchen,kitchen,bedroom_1,bedroom_2,entry,living,kitchen,living,bedroom_1,bedroom_2,living,bedroom_1,bathroom,bedroom_4,living,bedroom_3,living,entry,kitchen
12720,d08 Tue 20:00,kitchen,kitchen,bedroom_1,bedroom_2,entry,living,kitchen,living,bedroom_1,bedroom_2,living,bedroom_1,bathroom,bedroom_4,living,bedroom_3,living,entry,kitchen
12780,d08 Tue 21:00,kitchen,kitchen,bedroom_1,living,living,bedroom_4,bedroom_2,living,bedroom_1,entry,living,bedroom_1,bathroom,bedroom_4,living,bedroom_3,living,entry,kitchen
12840,d08 Tue 22:00,kitchen,kitchen,bedroom_1,living,living,bedroom_4,bedroom_2,living,bedroom_1,entry,living,bedroom_1,bathroom,bedroom_4,bedroom_4,bedroom_3,living,entry,kitchen
12900,d08 Tue 23:00,kitchen,kitchen,bedroom_1,bedroom_2,living,bedroom_4,bedroom_2,living,bedroom_1,entry,living,bedroom_1,bathroom,bedroom_4,bedroom_4,bedroom_3,living,entry,kitchen
12960,d09 Wed 00:00,kitchen,kitchen,bedroom_1,living,living,living,bedroom_2,living,bedroom_1,entry,living,bedroom_1,bathroom,bedroom_4,bedroom_4,bedroom_3,living,entry,living
13020,d09 Wed 01:00,kitchen,kitchen,bedroom_1,living,living,living,bedroom_2,living,bedroom_1,entry,living,bedroom_1,bathroom,bedroom_4,bedroom_4,bedroom_3,living,entry,living
13080,d09 Wed 02:00,kitchen,kitchen,bedroom_1,living,living,living,bedroom_2,living,bedroom_1,entry,living,bedroom_1,bathroom,bedroom_4,bedroom_4,bedroom_3,living,entry,living
13140,d09 Wed 03:00,kitchen,kitchen,bedroom_1,bedroom_2,living,living,bedroom_2,living,bedroom_1,entry,living,bedroom_1,bathroom,bedroom_4,bedroom_4,bedroom_3,living,entry,bedroom_4
13200,d09 Wed 04:00,kitchen,kitchen,bedroom_1,bedroom_2,living,living,bedroom_2,living,bedroom_1,entry,living,bedroom_1,bathroom,bedroom_4,bedroom_4,bedroom_3,living,entry,bedroom_4
13260,d09 Wed 05:00,kitchen,kitchen,bedroom_1,bedroom_2,living,living,bedroom_2,living,bedroom_1,entry,living,bedroom_1,bathroom,bedroom_4,bedroom_4,bedroom_3,living,entry,bedroom_4
13320,d09 Wed 06:00,kitchen,kitchen,bedroom_1,bedroom_2,living,living,bedroom_2,living,bedroom_1,entry,living,bedroom_1,bathroom,bedroom_4,bedroom_4,bedroom_3,living,entry,bedroom_4
13380,d09 Wed 07:00,kitchen,kitchen,bedroom_1,bedroom_2,living,living,bedroom_2,living,bedroom_1,entry,living,bedroom_1,bathroom,bedroom_4,bedroom_4,bedroom_3,living,entry,bedroom_4
13440,d09 Wed 08:00,bedroom_1,kitchen,bedroom_1,bedroom_2,bedroom_1,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,bedroom_4
13500,d09 Wed 09:00,bedroom_1,kitchen,bedroom_1,bedroom_2,bedroom_1,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,bedroom_4
13560,d09 Wed 10:00,bedroom_1,kitchen,bedroom_1,bedroom_2,bedroom_1,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,bedroom_4
13620,d09 Wed 11:00,bedroom_1,kitchen,bedroom_1,bedroom_2,bedroom_1,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,bedroom_4
13680,d09 Wed 12:00,bedroom_1,kitchen,bedroom_1,bedroom_2,bedroom_1,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,bedroom_4
13740,d09 Wed 13:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,bedroom_4,kitchen,living,bedroom_1,bedroom_2,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,bedroom_4
13800,d09 Wed 14:00,bedroom_1,kitchen,bedroom_1,bedroom_2,bedroom_1,bedroom_4,kitchen,living,bedroom_1,bedroom_2,living,bedroom_1,bathroom,bedroom_4,bedroom_4,bedroom_3,living,entry,bedroom_4
13860,d09 Wed 15:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,living,kitchen,living,bedroom_1,bedroom_2,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,kitchen
13920,d09 Wed 16:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,living,kitchen,living,bedroom_1,bedroom_2,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,kitchen
13980,d09 Wed 17:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,living,kitchen,living,bedroom_1,bedroom_2,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,kitchen
14040,d09 Wed 18:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,living,kitchen,living,bedroom_1,bedroom_2,living,bedroom_1,bathroom,living,bedroom_4,bedroom_3,living,entry,kitchen
14100,d09 Wed 19:00,kitchen,kitchen,bedroom_1,living,living,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bathroom,living,bedroom_4,bedroom_3,living,entry,kitchen
14160,d09 Wed 20:00,kitchen,kitchen,bedroom_1,living,living,living,bedroom_2,living,bedroom_1,entry,living,bedroom_1,bathroom,living,bedroom_4,bedroom_3,living,entry,kitchen
14220,d09 Wed 21:00,kitchen,kitchen,bedroom_1,living,living,bedroom_4,bedroom_2,living,bedroom_1,entry,living,bedroom_1,bathroom,bedroom_4,bedroom_4,bedroom_3,living,entry,kitchen
14280,d09 Wed 22:00,kitchen,kitchen,bedroom_1,living,living,bedroom_4,bedroom_2,living,bedroom_1,bedroom_2,living,bedroom_1,bathroom,bedroom_4,bedroom_4,bedroom_3,living,entry,kitchen
14340,d09 Wed 23:00,kitchen,kitchen,bedroom_1,bedroom_2,living,living,bedroom_2,living,bedroom_1,entry,living,bedroom_1,bathroom,entry,bedroom_4,bedroom_3,living,entry,kitchen
14400,d10 Thu 00:00,kitchen,kitchen,bedroom_1,bedroom_2,living,living,bedroom_2,living,bedroom_1,entry,living,bedroom_1,bathroom,entry,bedroom_4,bedroom_3,living,entry,kitchen
14460,d10 Thu 01:00,kitchen,kitchen,bedroom_1,bedroom_2,living,living,bedroom_2,living,bedroom_1,entry,living,bedroom_1,bathroom,entry,bedroom_4,bedroom_3,living,entry,kitchen
14520,d10 Thu 02:00,kitchen,kitchen,bedroom_1,bedroom_2,living,living,bedroom_2,living,bedroom_1,entry,living,bedroom_1,bathroom,entry,bedroom_4,bedroom_3,living,entry,kitchen
14580,d10 Thu 03:00,kitchen,kitchen,bedroom_1,bedroom_2,living,living,bedroom_2,living,bedroom_1,entry,living,bedroom_1,bathroom,entry,bedroom_4,bedroom_3,living,entry,kitchen
14640,d10 Thu 04:00,kitchen,kitchen,bedroom_1,bedroom_2,living,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bathroom,living,bedroom_4,bedroom_3,living,entry,kitchen
14700,d10 Thu 05:00,kitchen,kitchen,bedroom_1,bedroom_2,living,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bathroom,living,bedroom_4,bedroom_3,living,entry,bedroom_4
14760,d10 Thu 06:00,kitchen,kitchen,bedroom_1,bedroom_2,living,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bathroom,living,bedroom_4,bedroom_3,living,entry,bedroom_4
14820,d10 Thu 07:00,kitchen,kitchen,bedroom_1,bedroom_2,living,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bathroom,living,bedroom_4,bedroom_3,living,entry,bedroom_4
14880,d10 Thu 08:00,kitchen,kitchen,bedroom_1,bedroom_2,living,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bathroom,living,bedroom_4,bedroom_3,living,entry,bedroom_4
14940,d10 Thu 09:00,kitchen,kitchen,bedroom_1,bedroom_2,living,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bathroom,living,bedroom_4,bedroom_3,living,entry,bedroom_4
15000,d10 Thu 10:00,kitchen,kitchen,bedroom_1,bedroom_2,living,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bathroom,living,bedroom_4,bedroom_3,living,entry,bedroom_4
15060,d10 Thu 11:00,kitchen,kitchen,bedroom_1,bedroom_2,living,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bathroom,living,bedroom_4,bedroom_3,living,entry,bedroom_4
15120,d10 Thu 12:00,kitchen,kitchen,bedroom_1,bedroom_2,living,living,kitchen,living,entry,entry,living,bedroom_1,bathroom,living,bedroom_4,bedroom_3,living,entry,bedroom_4
15180,d10 Thu 13:00,kitchen,kitchen,bedroom_1,bedroom_2,living,living,kitchen,living,entry,entry,living,bedroom_1,bathroom,living,bedroom_4,bedroom_3,living,entry,bedroom_4
15240,d10 Thu 14:00,kitchen,kitchen,bedroom_1,bedroom_2,living,bedroom_4,kitchen,living,entry,bedroom_2,living,bedroom_1,bathroom,bedroom_4,bedroom_4,bedroom_3,living,entry,bedroom_4
15300,d10 Thu 15:00,kitchen,kitchen,bedroom_1,bedroom_2,living,bedroom_4,kitchen,living,entry,bedroom_2,living,bedroom_1,bathroom,bedroom_4,bedroom_4,bedroom_3,living,entry,bedroom_4
15360,d10 Thu 16:00,kitchen,kitchen,bedroom_1,bedroom_2,living,bedroom_4,kitchen,living,entry,bedroom_2,living,bedroom_1,bathroom,bedroom_4,bedroom_4,bedroom_3,living,entry,bedroom_4
15420,d10 Thu 17:00,kitchen,kitchen,bedroom_1,bedroom_2,living,bedroom_4,kitchen,living,entry,bedroom_2,living,bedroom_1,bathroom,bedroom_4,bedroom_4,bedroom_3,living,entry,kitchen
15480,d10 Thu 18:00,kitchen,kitchen,bedroom_1,living,living,living,kitchen,living,entry,entry,living,bedroom_1,bathroom,bedroom_4,bedroom_4,bedroom_3,living,entry,kitchen
15540,d10 Thu 19:00,kitchen,kitchen,bedroom_1,living,living,living,kitchen,living,entry,entry,living,bedroom_1,bathroom,bedroom_4,bedroom_4,bedroom_3,living,entry,kitchen
15600,d10 Thu 20:00,kitchen,kitchen,bedroom_1,living,living,living,kitchen,living,entry,entry,living,bedroom_1,bathroom,bedroom_4,bedroom_4,bedroom_3,living,entry,kitchen
15660,d10 Thu 21:00,kitchen,kitchen,bedroom_1,living,living,living,kitchen,living,entry,entry,living,living,bathroom,bedroom_4,bedroom_4,bedroom_3,living,entry,living
15720,d10 Thu 22:00,kitchen,kitchen,bedroom_1,living,living,living,kitchen,living,entry,bedroom_2,living,living,bathroom,bedroom_4,bedroom_4,bedroom_3,living,entry,living
15780,d10 Thu 23:00,kitchen,kitchen,bedroom_1,living,living,living,kitchen,living,entry,entry,living,living,bathroom,bedroom_4,bedroom_4,bedroom_3,living,entry,living
15840,d11 Fri 00:00,kitchen,kitchen,bedroom_1,living,living,living,kitchen,living,entry,entry,living,living,bathroom,living,bedroom_4,bedroom_3,living,entry,living
15900,d11 Fri 01:00,kitchen,kitchen,bedroom_1,bedroom_2,living,living,kitchen,living,entry,entry,living,living,bathroom,living,bedroom_4,bedroom_3,living,entry,bedroom_4
15960,d11 Fri 02:00,kitchen,kitchen,bedroom_1,bedroom_2,living,living,kitchen,living,entry,entry,living,living,bathroom,living,bedroom_4,bedroom_3,living,entry,bedroom_4
16020,d11 Fri 03:00,kitchen,kitchen,bedroom_1,bedroom_2,living,living,kitchen,living,entry,entry,living,living,bathroom,living,bedroom_4,bedroom_3,living,entry,bedroom_4
16080,d11 Fri 04:00,kitchen,kitchen,bedroom_1,bedroom_2,living,living,kitchen,living,entry,entry,living,living,bathroom,living,bedroom_4,bedroom_3,living,entry,bedroom_4
16140,d11 Fri 05:00,kitchen,kitchen,bedroom_1,living,living,living,kitchen,living,entry,entry,living,living,bathroom,living,bedroom_4,bedroom_3,living,entry,bedroom_4
16200,d11 Fri 06:00,kitchen,kitchen,bedroom_1,living,living,living,kitchen,living,entry,entry,living,living,bathroom,living,bedroom_4,bedroom_3,living,entry,bedroom_4
