t,stamp,laptop_mara,phone_mara,keys_mara,wallet_mara,backpack_mara,charger_mara,headphones_mara,notebook_mara,pen_mara,mug_mara,water_bottle_mara,glasses_mara,book_mara,jacket_mara,umbrella_mara,lunchbox_mara,yoga_mat_mara,gaming_controller_mara,remote_shared_1,blanket_shared_1,plate_shared_1,bowl_shared_1,mug_shared_1,pot_shared_1,pan_shared_1,laundry_basket_mara,towel_mara,vacuum_cleaner_shared_1,watering_can_mara,hairbrush_mara,medication_bottle_mara,suitcase_mara
9660,d06 Sun 17:00,desk_b1,entry_table_e1,entry_hook_e1,entry_table_e1,desk_b1,desk_b1,kitchen_table_k1,kitchen_table_k1,desk_b1,dish_rack_k1,counter_k1,sink_k1,nightstand_b1,entry_floor_e1,person:resident_1,kitchen_table_k1,couch_l1,dish_rack_k1,cupboard_k1,couch_l1,dish_rack_k1,kitchen_table_k1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
9720,d06 Sun 18:00,desk_b1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,desk_b1,kitchen_table_k1,kitchen_table_k1,person:resident_1,dish_rack_k1,person:resident_1,person:resident_1,nightstand_b1,person:resident_1,person:resident_1,person:resident_1,couch_l1,dish_rack_k1,cupboard_k1,couch_l1,dish_rack_k1,kitchen_table_k1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,person:resident_1,person:resident_1
9780,d06 Sun 19:00,desk_b1,desk_b1,entry_hook_e1,entry_table_e1,desk_b1,counter_k1,kitchen_table_k1,kitchen_table_k1,desk_b1,dish_rack_k1,counter_k1,nightstand_b1,nightstand_b1,entry_hook_e1,entry_floor_e1,cupboard_k1,couch_l1,dish_rack_k1,cupboard_k1,couch_l1,sink_k1,kitchen_table_k1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
9840,d06 Sun 20:00,desk_b1,desk_b1,entry_hook_e1,entry_table_e1,desk_b1,counter_k1,kitchen_table_k1,kitchen_table_k1,desk_b1,dish_rack_k1,counter_k1,nightstand_b1,nightstand_b1,entry_hook_e1,entry_floor_e1,cupboard_k1,couch_l1,dish_rack_k1,cupboard_k1,couch_l1,sink_k1,kitchen_table_k1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
9900,d06 Sun 21:00,desk_b1,desk_b1,entry_hook_e1,entry_table_e1,desk_b1,counter_k1,kitchen_table_k1,kitchen_table_k1,desk_b1,dish_rack_k1,counter_k1,nightstand_b1,nightstand_b1,entry_hook_e1,entry_floor_e1,cupboard_k1,couch_l1,dish_rack_k1,cupboard_k1,couch_l1,sink_k1,kitchen_table_k1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
9960,d06 Sun 22:00,desk_b1,desk_b1,entry_hook_e1,entry_table_e1,desk_b1,counter_k1,kitchen_table_k1,kitchen_table_k1,desk_b1,dish_rack_k1,counter_k1,nightstand_b1,nightstand_b1,entry_hook_e1,entry_floor_e1,cupboard_k1,couch_l1,dish_rack_k1,cupboard_k1,couch_l1,sink_k1,kitchen_table_k1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
10020,d06 Sun 23:00,desk_b1,desk_b1,entry_hook_e1,entry_table_e1,desk_b1,counter_k1,kitchen_table_k1,kitchen_table_k1,desk_b1,dish_rack_k1,counter_k1,nightstand_b1,nightstand_b1,entry_hook_e1,entry_floor_e1,cupboard_k1,couch_l1,dish_rack_k1,cupboard_k1,couch_l1,sink_k1,kitchen_table_k1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
10080,d07 Mon 00:00,desk_b1,desk_b1,entry_hook_e1,entry_table_e1,desk_b1,counter_k1,kitchen_table_k1,kitchen_table_k1,desk_b1,dish_rack_k1,counter_k1,nightstand_b1,nightstand_b1,entry_hook_e1,entry_floor_e1,cupboard_k1,couch_l1,dish_rack_k1,cupboard_k1,couch_l1,sink_k1,kitchen_table_k1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
10140,d07 Mon 01:00,desk_b1,desk_b1,entry_hook_e1,entry_table_e1,desk_b1,counter_k1,kitchen_table_k1,kitchen_table_k1,desk_b1,dish_rack_k1,counter_k1,nightstand_b1,nightstand_b1,entry_hook_e1,entry_floor_e1,cupboard_k1,couch_l1,dish_rack_k1,cupboard_k1,couch_l1,sink_k1,kitchen_table_k1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
10200,d07 Mon 02:00,desk_b1,desk_b1,entry_hook_e1,entry_table_e1,desk_b1,counter_k1,kitchen_table_k1,kitchen_table_k1,desk_b1,dish_rack_k1,counter_k1,nightstand_b1,nightstand_b1,entry_hook_e1,entry_floor_e1,cupboard_k1,couch_l1,dish_rack_k1,cupboard_k1,couch_l1,sink_k1,kitchen_table_k1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
10260,d07 Mon 03:00,desk_b1,desk_b1,entry_hook_e1,entry_table_e1,desk_b1,counter_k1,kitchen_table_k1,kitchen_table_k1,desk_b1,dish_rack_k1,counter_k1,nightstand_b1,nightstand_b1,entry_hook_e1,entry_floor_e1,cupboard_k1,couch_l1,dish_rack_k1,cupboard_k1,couch_l1,sink_k1,kitchen_table_k1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
10320,d07 Mon 04:00,desk_b1,desk_b1,entry_hook_e1,entry_table_e1,desk_b1,counter_k1,kitchen_table_k1,kitchen_table_k1,desk_b1,dish_rack_k1,counter_k1,nightstand_b1,nightstand_b1,entry_hook_e1,entry_floor_e1,cupboard_k1,couch_l1,dish_rack_k1,cupboard_k1,couch_l1,sink_k1,kitchen_table_k1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
10380,d07 Mon 05:00,desk_b1,desk_b1,entry_hook_e1,entry_table_e1,desk_b1,counter_k1,kitchen_table_k1,kitchen_table_k1,desk_b1,dish_rack_k1,counter_k1,nightstand_b1,nightstand_b1,entry_hook_e1,entry_floor_e1,cupboard_k1,couch_l1,dish_rack_k1,cupboard_k1,couch_l1,sink_k1,kitchen_table_k1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,bathroom_shelf_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
10440,d07 Mon 06:00,desk_b1,desk_b1,entry_hook_e1,entry_table_e1,desk_b1,counter_k1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,dish_rack_k1,counter_k1,nightstand_b1,nightstand_b1,entry_hook_e1,entry_floor_e1,cupboard_k1,couch_l1,dish_rack_k1,cupboard_k1,couch_l1,sink_k1,kitchen_table_k1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,bathroom_shelf_ba1,entry_floor_e1,sink_k1,bedroom_floor_b1,cupboard_k1,bedroom_floor_b1
10500,d07 Mon 07:00,desk_b1,desk_b1,entry_hook_e1,entry_table_e1,desk_b1,counter_k1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,counter_k1,counter_k1,nightstand_b1,nightstand_b1,entry_hook_e1,entry_floor_e1,cupboard_k1,couch_l1,dish_rack_k1,cupboard_k1,couch_l1,sink_k1,kitchen_table_k1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,bathroom_shelf_ba1,entry_floor_e1,sink_k1,bedroom_floor_b1,cupboard_k1,bedroom_floor_b1
10560,d07 Mon 08:00,desk_b1,desk_b1,entry_hook_e1,entry_table_e1,desk_b1,desk_b1,desk_b1,desk_b1,kitchen_table_k1,desk_b1,counter_k1,nightstand_b1,nightstand_b1,entry_hook_e1,entry_floor_e1,cupboard_k1,couch_l1,dish_rack_k1,cupboard_k1,couch_l1,sink_k1,kitchen_table_k1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,bathroom_shelf_ba1,entry_floor_e1,sink_k1,bedroom_floor_b1,cupboard_k1,bedroom_floor_b1
10620,d07 Mon 09:00,desk_b1,desk_b1,entry_hook_e1,entry_table_e1,desk_b1,desk_b1,desk_b1,desk_b1,kitchen_table_k1,desk_b1,counter_k1,nightstand_b1,nightstand_b1,entry_hook_e1,entry_floor_e1,cupboard_k1,couch_l1,dish_rack_k1,cupboard_k1,couch_l1,sink_k1,kitchen_table_k1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,bathroom_shelf_ba1,entry_floor_e1,sink_k1,bedroom_floor_b1,cupboard_k1,bedroom_floor_b1
10680,d07 Mon 10:00,desk_b1,desk_b1,entry_hook_e1,entry_table_e1,desk_b1,desk_b1,desk_b1,desk_b1,kitchen_table_k1,desk_b1,counter_k1,nightstand_b1,nightstand_b1,entry_hook_e1,entry_floor_e1,cupboard_k1,couch_l1,dish_rack_k1,cupboard_k1,couch_l1,sink_k1,kitchen_table_k1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,bathroom_shelf_ba1,entry_floor_e1,sink_k1,bedroom_floor_b1,cupboard_k1,bedroom_floor_b1
10740,d07 Mon 11:00,kitchen_table_k1,kitchen_table_k1,entry_hook_e1,entry_table_e1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,desk_b1,kitchen_table_k1,desk_b1,desk_b1,nightstand_b1,entry_hook_e1,entry_floor_e1,cupboard_k1,couch_l1,dish_rack_k1,cupboard_k1,couch_l1,sink_k1,kitchen_table_k1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,bathroom_shelf_ba1,entry_floor_e1,sink_k1,bedroom_floor_b1,cupboard_k1,bedroom_floor_b1
10800,d07 Mon 12:00,kitchen_table_k1,kitchen_table_k1,entry_hook_e1,entry_table_e1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,desk_b1,kitchen_table_k1,desk_b1,desk_b1,nightstand_b1,entry_hook_e1,entry_floor_e1,cupboard_k1,couch_l1,dish_rack_k1,cupboard_k1,couch_l1,sink_k1,kitchen_table_k1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,bathroom_shelf_ba1,entry_floor_e1,sink_k1,bedroom_floor_b1,cupboard_k1,bedroom_floor_b1
10860,d07 Mon 13:00,desk_b1,kitchen_table_k1,entry_hook_e1,entry_table_e1,desk_b1,desk_b1,desk_b1,desk_b1,desk_b1,desk_b1,desk_b1,desk_b1,nightstand_b1,entry_hook_e1,entry_floor_e1,cupboard_k1,couch_l1,dish_rack_k1,cupboard_k1,couch_l1,sink_k1,kitchen_table_k1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,bathroom_shelf_ba1,entry_floor_e1,sink_k1,bedroom_floor_b1,cupboard_k1,bedroom_floor_b1
10920,d07 Mon 14:00,desk_b1,kitchen_table_k1,entry_hook_e1,entry_table_e1,desk_b1,desk_b1,desk_b1,desk_b1,desk_b1,desk_b1,desk_b1,desk_b1,nightstand_b1,entry_hook_e1,entry_floor_e1,cupboard_k1,couch_l1,dish_rack_k1,cupboard_k1,couch_l1,sink_k1,kitchen_table_k1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,bathroom_shelf_ba1,entry_floor_e1,sink_k1,bedroom_floor_b1,cupboard_k1,bedroom_floor_b1
10980,d07 Mon 15:00,desk_b1,kitchen_table_k1,entry_hook_e1,entry_table_e1,desk_b1,desk_b1,desk_b1,desk_b1,desk_b1,desk_b1,desk_b1,desk_b1,nightstand_b1,entry_hook_e1,entry_floor_e1,cupboard_k1,couch_l1,dish_rack_k1,cupboard_k1,couch_l1,sink_k1,kitchen_table_k1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,bathroom_shelf_ba1,entry_floor_e1,sink_k1,bedroom_floor_b1,cupboard_k1,bedroom_floor_b1
11040,d07 Mon 16:00,kitchen_table_k1,kitchen_table_k1,entry_hook_e1,entry_table_e1,desk_b1,desk_b1,desk_b1,desk_b1,desk_b1,desk_b1,kitchen_table_k1,desk_b1,bed_b1,entry_hook_e1,entry_floor_e1,cupboard_k1,couch_l1,dish_rack_k1,cupboard_k1,couch_l1,sink_k1,kitchen_table_k1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,bathroom_shelf_ba1,entry_floor_e1,sink_k1,bedroom_floor_b1,cupboard_k1,bedroom_floor_b1
11100,d07 Mon 17:00,kitchen_table_k1,kitchen_table_k1,entry_hook_e1,entry_table_e1,desk_b1,desk_b1,desk_b1,desk_b1,desk_b1,desk_b1,kitchen_table_k1,desk_b1,nightstand_b1,entry_hook_e1,entry_floor_e1,cupboard_k1,couch_l1,dish_rack_k1,cupboard_k1,couch_l1,sink_k1,kitchen_table_k1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,bathroom_shelf_ba1,entry_floor_e1,sink_k1,bedroom_floor_b1,cupboard_k1,bedroom_floor_b1
11160,d07 Mon 18:00,kitchen_table_k1,kitchen_table_k1,entry_hook_e1,entry_table_e1,desk_b1,desk_b1,desk_b1,desk_b1,desk_b1,desk_b1,kitchen_table_k1,desk_b1,nightstand_b1,entry_hook_e1,entry_floor_e1,kitchen_table_k1,couch_l1,dish_rack_k1,cupboard_k1,couch_l1,kitchen_table_k1,kitchen_table_k1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,bathroom_shelf_ba1,entry_floor_e1,sink_k1,bedroom_floor_b1,cupboard_k1,bedroom_floor_b1
11220,d07 Mon 19:00,kitchen_table_k1,kitchen_table_k1,entry_hook_e1,entry_table_e1,desk_b1,desk_b1,desk_b1,desk_b1,desk_b1,desk_b1,kitchen_table_k1,desk_b1,nightstand_b1,entry_hook_e1,entry_floor_e1,kitchen_table_k1,couch_l1,dish_rack_k1,cupboard_k1,couch_l1,sink_k1,kitchen_table_k1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,bathroom_shelf_ba1,entry_floor_e1,sink_k1,bedroom_floor_b1,cupboard_k1,bedroom_floor_b1
11280,d07 Mon 20:00,kitchen_table_k1,kitchen_table_k1,entry_hook_e1,entry_table_e1,desk_b1,desk_b1,desk_b1,desk_b1,desk_b1,desk_b1,kitchen_table_k1,sink_k1,nightstand_b1,entry_hook_e1,entry_floor_e1,kitchen_table_k1,couch_l1,dish_rack_k1,couch_l1,couch_l1,sink_k1,kitchen_table_k1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,bathroom_shelf_ba1,entry_floor_e1,sink_k1,bedroom_floor_b1,cupboard_k1,bedroom_floor_b1
11340,d07 Mon 21:00,kitchen_table_k1,kitchen_table_k1,entry_hook_e1,entry_table_e1,desk_b1,desk_b1,desk_b1,desk_b1,desk_b1,desk_b1,kitchen_table_k1,sink_k1,nightstand_b1,entry_hook_e1,entry_floor_e1,kitchen_table_k1,couch_l1,dish_rack_k1,coffee_table_l1,couch_l1,sink_k1,kitchen_table_k1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,bathroom_shelf_ba1,entry_floor_e1,sink_k1,bedroom_floor_b1,cupboard_k1,bedroom_floor_b1
11400,d07 Mon 22:00,kitchen_table_k1,kitchen_table_k1,entry_hook_e1,entry_table_e1,desk_b1,desk_b1,desk_b1,desk_b1,desk_b1,desk_b1,kitchen_table_k1,sink_k1,nightstand_b1,entry_hook_e1,entry_floor_e1,kitchen_table_k1,couch_l1,dish_rack_k1,coffee_table_l1,couch_l1,sink_k1,kitchen_table_k1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,bathroom_shelf_ba1,entry_floor_e1,sink_k1,bedroom_floor_b1,cupboard_k1,bedroom_floor_b1
11460,d07 Mon 23:00,kitchen_table_k1,kitchen_table_k1,entry_hook_e1,entry_table_e1,desk_b1,desk_b1,desk_b1,desk_b1,desk_b1,desk_b1,kitchen_table_k1,sink_k1,nightstand_b1,entry_hook_e1,entry_floor_e1,kitchen_table_k1,couch_l1,dish_rack_k1,coffee_table_l1,couch_l1,sink_k1,kitchen_table_k1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,bathroom_shelf_ba1,entry_floor_e1,sink_k1,bedroom_floor_b1,cupboard_k1,bedroom_floor_b1
11520,d08 Tue 00:00,kitchen_table_k1,kitchen_table_k1,entry_hook_e1,entry_table_e1,desk_b1,desk_b1,desk_b1,desk_b1,desk_b1,desk_b1,kitchen_table_k1,sink_k1,nightstand_b1,entry_hook_e1,entry_floor_e1,kitchen_table_k1,couch_l1,dish_rack_k1,coffee_table_l1,couch_l1,sink_k1,kitchen_table_k1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,bathroom_shelf_ba1,entry_floor_e1,sink_k1,bedroom_floor_b1,cupboard_k1,bedroom_floor_b1
11580,d08 Tue 01:00,kitchen_table_k1,kitchen_table_k1,entry_hook_e1,entry_table_e1,desk_b1,desk_b1,desk_b1,desk_b1,desk_b1,desk_b1,kitchen_table_k1,sink_k1,nightstand_b1,entry_hook_e1,entry_floor_e1,kitchen_table_k1,couch_l1,dish_rack_k1,coffee_table_l1,couch_l1,sink_k1,kitchen_table_k1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,bathroom_shelf_ba1,entry_floor_e1,sink_k1,bedroom_floor_b1,cupboard_k1,bedroom_floor_b1
11640,d08 Tue 02:00,kitchen_table_k1,kitchen_table_k1,entry_hook_e1,entry_table_e1,desk_b1,desk_b1,desk_b1,desk_b1,desk_b1,desk_b1,kitchen_table_k1,sink_k1,nightstand_b1,entry_hook_e1,entry_floor_e1,kitchen_table_k1,couch_l1,dish_rack_k1,coffee_table_l1,couch_l1,sink_k1,kitchen_table_k1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,bathroom_shelf_ba1,entry_floor_e1,sink_k1,bedroom_floor_b1,cupboard_k1,bedroom_floor_b1
11700,d08 Tue 03:00,kitchen_table_k1,kitchen_table_k1,entry_hook_e1,entry_table_e1,desk_b1,desk_b1,desk_b1,desk_b1,desk_b1,desk_b1,kitchen_table_k1,sink_k1,nightstand_b1,entry_hook_e1,entry_floor_e1,kitchen_table_k1,couch_l1,dish_rack_k1,coffee_table_l1,couch_l1,sink_k1,kitchen_table_k1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,bathroom_shelf_ba1,entry_floor_e1,sink_k1,bedroom_floor_b1,cupboard_k1,bedroom_floor_b1
11760,d08 Tue 04:00,kitchen_table_k1,kitchen_table_k1,entry_hook_e1,entry_table_e1,desk_b1,desk_b1,desk_b1,desk_b1,desk_b1,desk_b1,kitchen_table_k1,sink_k1,nightstand_b1,entry_hook_e1,entry_floor_e1,kitchen_table_k1,couch_l1,dish_rack_k1,coffee_table_l1,couch_l1,sink_k1,kitchen_table_k1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,bathroom_shelf_ba1,entry_floor_e1,sink_k1,bedroom_floor_b1,cupboard_k1,bedroom_floor_b1
11820,d08 Tue 05:00,kitchen_table_k1,kitchen_table_k1,entry_hook_e1,entry_table_e1,desk_b1,desk_b1,desk_b1,desk_b1,desk_b1,desk_b1,kitchen_table_k1,sink_k1,nightstand_b1,entry_hook_e1,entry_floor_e1,kitchen_table_k1,couch_l1,dish_rack_k1,coffee_table_l1,couch_l1,sink_k1,kitchen_table_k1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,bathroom_shelf_ba1,entry_floor_e1,sink_k1,bedroom_floor_b1,cupboard_k1,bedroom_floor_b1
11880,d08 Tue 06:00,kitchen_table_k1,kitchen_table_k1,entry_hook_e1,entry_table_e1,desk_b1,desk_b1,desk_b1,desk_b1,desk_b1,desk_b1,kitchen_table_k1,sink_k1,nightstand_b1,entry_hook_e1,entry_floor_e1,kitchen_table_k1,couch_l1,dish_rack_k1,coffee_table_l1,couch_l1,sink_k1,kitchen_table_k1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,bathroom_shelf_ba1,entry_floor_e1,sink_k1,bedroom_floor_b1,cupboard_k1,bedroom_floor_b1
11940,d08 Tue 07:00,kitchen_table_k1,kitchen_table_k1,entry_hook_e1,entry_table_e1,desk_b1,desk_b1,desk_b1,desk_b1,desk_b1,desk_b1,kitchen_table_k1,sink_k1,nightstand_b1,entry_hook_e1,entry_floor_e1,kitchen_table_k1,couch_l1,dish_rack_k1,coffee_table_l1,couch_l1,sink_k1,kitchen_table_k1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,bathroom_shelf_ba1,entry_floor_e1,sink_k1,bedroom_floor_b1,cupboard_k1,bedroom_floor_b1
12000,d08 Tue 08:00,kitchen_table_k1,kitchen_table_k1,entry_hook_e1,entry_table_e1,desk_b1,desk_b1,desk_b1,desk_b1,desk_b1,desk_b1,chair_k1,sink_k1,nightstand_b1,entry_hook_e1,entry_floor_e1,kitchen_table_k1,couch_l1,dish_rack_k1,coffee_table_l1,couch_l1,sink_k1,kitchen_table_k1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,bathroom_shelf_ba1,entry_floor_e1,sink_k1,bedroom_floor_b1,cupboard_k1,bedroom_floor_b1
12060,d08 Tue 09:00,kitchen_table_k1,kitchen_table_k1,entry_hook_e1,entry_table_e1,desk_b1,desk_b1,desk_b1,desk_b1,desk_b1,desk_b1,chair_k1,sink_k1,nightstand_b1,sink_k1,entry_floor_e1,kitchen_table_k1,couch_l1,dish_rack_k1,coffee_table_l1,couch_l1,sink_k1,kitchen_table_k1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,bathroom_shelf_ba1,entry_floor_e1,sink_k1,bedroom_floor_b1,cupboard_k1,bedroom_floor_b1
12120,d08 Tue 10:00,kitchen_table_k1,nightstand_b1,entry_hook_e1,entry_table_e1,desk_b1,desk_b1,desk_b1,desk_b1,desk_b1,desk_b1,chair_k1,sink_k1,bed_b1,sink_k1,entry_floor_e1,kitchen_table_k1,couch_l1,dish_rack_k1,coffee_table_l1,couch_l1,sink_k1,kitchen_table_k1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,bathroom_shelf_ba1,entry_floor_e1,sink_k1,bedroom_floor_b1,cupboard_k1,bedroom_floor_b1
12180,d08 Tue 11:00,kitchen_table_k1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,desk_b1,cupboard_k1,desk_b1,person:resident_1,desk_b1,person:resident_1,person:resident_1,nightstand_b1,person:resident_1,person:resident_1,person:resident_1,couch_l1,dish_rack_k1,coffee_table_l1,couch_l1,sink_k1,kitchen_table_k1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,bathroom_shelf_ba1,entry_floor_e1,sink_k1,bedroom_floor_b1,person:resident_1,person:resident_1
12240,d08 Tue 12:00,kitchen_table_k1,desk_b1,entry_hook_e1,entry_table_e1,desk_b1,desk_b1,cupboard_k1,counter_k1,desk_b1,desk_b1,counter_k1,desk_b1,nightstand_b1,entry_hook_e1,entry_floor_e1,cupboard_k1,couch_l1,dish_rack_k1,coffee_table_l1,couch_l1,sink_k1,kitchen_table_k1,cupboard_k1,dish_rack_k1,counter_k1,bedroom_floor_b1,bathroom_shelf_ba1,entry_floor_e1,sink_k1,bedroom_floor_b1,cupboard_k1,bedroom_floor_b1
12300,d08 Tue 13:00,kitchen_table_k1,desk_b1,entry_hook_e1,entry_table_e1,desk_b1,desk_b1,cupboard_k1,counter_k1,desk_b1,desk_b1,counter_k1,desk_b1,nightstand_b1,entry_hook_e1,entry_floor_e1,cupboard_k1,couch_l1,dish_rack_k1,coffee_table_l1,couch_l1,sink_k1,kitchen_table_k1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,bathroom_shelf_ba1,entry_floor_e1,sink_k1,bedroom_floor_b1,cupboard_k1,bedroom_floor_b1
12360,d08 Tue 14:00,kitchen_table_k1,desk_b1,entry_hook_e1,entry_table_e1,desk_b1,desk_b1,cupboard_k1,counter_k1,desk_b1,desk_b1,counter_k1,desk_b1,nightstand_b1,entry_hook_e1,entry_floor_e1,cupboard_k1,couch_l1,dish_rack_k1,coffee_table_l1,couch_l1,sink_k1,kitchen_table_k1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,bathroom_shelf_ba1,entry_floor_e1,sink_k1,bedroom_floor_b1,cupboard_k1,bedroom_floor_b1
12420,d08 Tue 15:00,kitchen_table_k1,desk_b1,entry_hook_e1,entry_table_e1,desk_b1,desk_b1,cupboard_k1,counter_k1,desk_b1,desk_b1,counter_k1,desk_b1,nightstand_b1,entry_hook_e1,entry_floor_e1,cupboard_k1,couch_l1,dish_rack_k1,coffee_table_l1,couch_l1,sink_k1,kitchen_table_k1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,bathroom_shelf_ba1,entry_floor_e1,sink_k1,bedroom_floor_b1,cupboard_k1,bedroom_floor_b1
12480,d08 Tue 16:00,kitchen_table_k1,desk_b1,entry_hook_e1,entry_table_e1,desk_b1,desk_b1,cupboard_k1,counter_k1,desk_b1,desk_b1,counter_k1,desk_b1,nightstand_b1,entry_hook_e1,entry_floor_e1,cupboard_k1,couch_l1,dish_rack_k1,couch_l1,couch_l1,sink_k1,kitchen_table_k1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,bathroom_shelf_ba1,entry_floor_e1,sink_k1,bedroom_floor_b1,cupboard_k1,bedroom_floor_b1
12540,d08 Tue 17:00,kitchen_table_k1,desk_b1,entry_hook_e1,entry_table_e1,desk_b1,desk_b1,cupboard_k1,cupboard_k1,desk_b1,desk_b1,counter_k1,desk_b1,nightstand_b1,entry_hook_e1,entry_floor_e1,cupboard_k1,couch_l1,dish_rack_k1,coffee_table_l1,couch_l1,sink_k1,kitchen_table_k1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,bathroom_shelf_ba1,entry_floor_e1,sink_k1,bedroom_floor_b1,cupboard_k1,bedroom_floor_b1
12600,d08 Tue 18:00,kitchen_table_k1,desk_b1,entry_hook_e1,entry_table_e1,desk_b1,desk_b1,cupboard_k1,cupboard_k1,desk_b1,desk_b1,counter_k1,desk_b1,nightstand_b1,entry_hook_e1,entry_floor_e1,cupboard_k1,couch_l1,dish_rack_k1,coffee_table_l1,couch_l1,sink_k1,kitchen_table_k1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,bathroom_shelf_ba1,entry_floor_e1,sink_k1,bedroom_floor_b1,cupboard_k1,bedroom_floor_b1
