t,stamp,laptop_nia,phone_nia,keys_nia,wallet_nia,backpack_nia,water_bottle_nia,notebook_nia,pen_nia,mug_nia,book_nia,blanket_nia,charger_nia,jacket_nia,laundry_basket_nia,laptop_mateo,phone_mateo,keys_mateo,wallet_mateo,backpack_mateo,headphones_mateo,notebook_mateo,pen_mateo,mug_mateo,gaming_controller_mateo,charger_mateo,jacket_mateo,phone_priya,keys_priya,wallet_priya,backpack_priya,water_bottle_priya,jacket_priya,umbrella_priya,yoga_mat_priya,lunchbox_priya,hairbrush_priya,medication_bottle_priya,bowl_shared_1,plate_shared_1,plate_shared_2,pot_shared_1,pan_shared_1,remote_shared_1,vacuum_cleaner_shared_1,towel_shared_1,laundry_basket_shared_1
8460,d05 Sat 21:00,kitchen,bedroom_1,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,bedroom_1,kitchen,living,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,bedroom_2,living,bedroom_2,bedroom_2,living,living,living,living,kitchen,outside,outside,outside,outside,outside,outside,entry,living,outside,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
8520,d05 Sat 22:00,kitchen,bedroom_1,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,bedroom_1,kitchen,living,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,bedroom_2,living,bedroom_2,bedroom_2,living,living,living,living,kitchen,outside,outside,outside,outside,outside,outside,entry,living,outside,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
8580,d05 Sat 23:00,kitchen,bedroom_1,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,bedroom_1,kitchen,living,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,bedroom_2,living,bedroom_2,bedroom_2,living,living,living,living,kitchen,outside,outside,outside,outside,outside,outside,entry,living,outside,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
8640,d06 Sun 00:00,kitchen,bedroom_1,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,bedroom_1,kitchen,living,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,bedroom_2,living,bedroom_2,bedroom_2,living,living,living,living,kitchen,bedroom_3,entry,bedroom_3,entry,entry,kitchen,entry,living,kitchen,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
8700,d06 Sun 01:00,kitchen,bedroom_1,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,bedroom_1,kitchen,living,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,bedroom_2,living,bedroom_2,bedroom_2,living,living,living,living,kitchen,bedroom_3,entry,bedroom_3,entry,entry,kitchen,entry,living,kitchen,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
8760,d06 Sun 02:00,kitchen,bedroom_1,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,bedroom_1,kitchen,living,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,bedroom_2,living,bedroom_2,bedroom_2,living,living,living,living,kitchen,bedroom_3,entry,bedroom_3,entry,entry,kitchen,entry,living,kitchen,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
8820,d06 Sun 03:00,kitchen,bedroom_1,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,bedroom_1,kitchen,living,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,bedroom_2,living,bedroom_2,bedroom_2,living,living,living,living,kitchen,bedroom_3,entry,bedroom_3,entry,entry,kitchen,entry,living,kitchen,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
8880,d06 Sun 04:00,kitchen,bedroom_1,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,bedroom_1,kitchen,living,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,bedroom_2,living,bedroom_2,bedroom_2,living,living,living,living,kitchen,bedroom_3,entry,bedroom_3,entry,entry,kitchen,entry,living,kitchen,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
8940,d06 Sun 05:00,kitchen,bedroom_1,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,bedroom_1,kitchen,living,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,bedroom_2,living,bedroom_2,bedroom_2,living,living,living,living,kitchen,bedroom_3,entry,bedroom_3,entry,entry,kitchen,entry,living,kitchen,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
9000,d06 Sun 06:00,kitchen,bedroom_1,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,bedroom_1,kitchen,living,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,bedroom_2,living,bedroom_2,bedroom_2,living,living,living,living,kitchen,bedroom_3,entry,bedroom_3,entry,entry,kitchen,entry,living,kitchen,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
9060,d06 Sun 07:00,kitchen,bedroom_1,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,bedroom_1,kitchen,living,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,bedroom_2,living,bedroom_2,bedroom_2,living,living,living,living,kitchen,bedroom_3,entry,bedroom_3,entry,entry,kitchen,entry,living,kitchen,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
9120,d06 Sun 08:00,kitchen,bedroom_1,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,bedroom_1,kitchen,living,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,bedroom_2,living,bedroom_2,bedroom_2,living,living,living,living,kitchen,bedroom_3,entry,bedroom_3,entry,entry,kitchen,entry,living,kitchen,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
9180,d06 Sun 09:00,kitchen,bedroom_1,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,bedroom_1,kitchen,living,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,bedroom_2,living,bedroom_2,bedroom_2,living,bathroom,living,living,kitchen,bathroom,bathroom,bathroom,entry,entry,kitchen,entry,living,kitchen,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
9240,d06 Sun 10:00,kitchen,bedroom_1,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,bedroom_1,kitchen,living,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,bedroom_2,living,bedroom_2,bedroom_2,living,kitchen,living,living,kitchen,entry,kitchen,bedroom_3,entry,entry,kitchen,entry,living,kitchen,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
9300,d06 Sun 11:00,kitchen,bedroom_1,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,bedroom_1,kitchen,living,living,bedroom_1,kitchen,bedroom_1,living,living,outside,outside,living,bedroom_2,bedroom_2,living,kitchen,living,living,kitchen,entry,kitchen,bedroom_3,entry,entry,kitchen,entry,living,kitchen,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,outside
9360,d06 Sun 12:00,kitchen,bedroom_1,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,bedroom_1,kitchen,living,living,bedroom_1,kitchen,bedroom_1,living,living,living,living,living,bedroom_2,bedroom_2,living,kitchen,living,living,kitchen,entry,kitchen,bedroom_3,entry,entry,kitchen,entry,living,kitchen,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,living
9420,d06 Sun 13:00,kitchen,bedroom_1,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,bedroom_1,kitchen,living,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,living,living,bedroom_2,bedroom_2,living,kitchen,living,bedroom_2,kitchen,entry,kitchen,bedroom_3,entry,entry,kitchen,entry,living,kitchen,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,kitchen
9480,d06 Sun 14:00,kitchen,bedroom_1,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,bedroom_1,kitchen,living,living,bedroom_1,kitchen,bedroom_1,living,living,entry,kitchen,living,bedroom_2,bedroom_2,living,kitchen,living,bedroom_2,kitchen,entry,kitchen,bedroom_3,entry,entry,kitchen,entry,living,kitchen,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bedroom_3
9540,d06 Sun 15:00,kitchen,bedroom_1,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,bedroom_1,kitchen,living,living,bedroom_1,kitchen,bedroom_1,living,bedroom_2,entry,bedroom_2,living,bedroom_2,bedroom_2,living,kitchen,living,bedroom_2,kitchen,entry,kitchen,bedroom_3,entry,entry,kitchen,entry,living,kitchen,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bedroom_3
9600,d06 Sun 16:00,kitchen,bedroom_1,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,bedroom_1,kitchen,living,living,bedroom_1,kitchen,bedroom_1,living,bedroom_2,entry,bedroom_2,living,bedroom_2,bedroom_2,living,kitchen,living,bedroom_2,kitchen,entry,kitchen,bedroom_3,entry,entry,kitchen,entry,living,kitchen,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bedroom_3
9660,d06 Sun 17:00,kitchen,bedroom_1,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,bedroom_1,kitchen,living,living,bedroom_1,kitchen,bedroom_1,living,bedroom_2,entry,bedroom_2,living,bedroom_2,bedroom_2,living,kitchen,living,bedroom_2,kitchen,entry,kitchen,bedroom_3,entry,entry,kitchen,entry,living,kitchen,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bedroom_3
9720,d06 Sun 18:00,kitchen,bedroom_1,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,bedroom_1,kitchen,living,living,bedroom_1,kitchen,bedroom_1,living,bedroom_2,entry,bedroom_2,living,bedroom_2,bedroom_2,living,kitchen,living,bedroom_2,kitchen,entry,kitchen,bedroom_3,entry,entry,kitchen,entry,living,kitchen,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bedroom_3
9780,d06 Sun 19:00,kitchen,bedroom_1,entry,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,living,living,bedroom_1,kitchen,bedroom_1,living,bedroom_2,entry,bedroom_2,living,bedroom_2,bedroom_2,living,kitchen,living,bedroom_2,kitchen,entry,kitchen,bedroom_3,entry,entry,kitchen,entry,living,kitchen,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bedroom_3
9840,d06 Sun 20:00,kitchen,bedroom_1,entry,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,living,living,bedroom_1,kitchen,bedroom_1,living,bedroom_2,entry,bedroom_2,living,bedroom_2,bedroom_2,living,kitchen,living,bedroom_2,kitchen,entry,kitchen,bedroom_3,entry,entry,kitchen,entry,living,kitchen,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bedroom_3
9900,d06 Sun 21:00,kitchen,bedroom_1,entry,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,living,living,bedroom_1,kitchen,bedroom_1,living,bedroom_2,entry,bedroom_2,living,bedroom_2,bedroom_2,living,kitchen,living,bedroom_2,kitchen,entry,kitchen,bedroom_3,entry,entry,kitchen,entry,living,kitchen,bedroom_1,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bedroom_3
9960,d06 Sun 22:00,kitchen,bedroom_1,entry,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,living,living,bedroom_1,kitchen,bedroom_1,living,bedroom_2,entry,bedroom_2,living,bedroom_2,bedroom_2,living,kitchen,living,bedroom_2,kitchen,entry,kitchen,bedroom_3,entry,entry,kitchen,entry,living,kitchen,bedroom_3,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bedroom_3
10020,d06 Sun 23:00,kitchen,bedroom_1,entry,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,living,living,bedroom_1,kitchen,bedroom_1,living,bedroom_2,entry,bedroom_2,living,bedroom_2,bedroom_2,living,kitchen,living,bedroom_2,kitchen,entry,kitchen,bedroom_3,entry,entry,kitchen,entry,living,kitchen,bedroom_3,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bedroom_3
10080,d07 Mon 00:00,kitchen,bedroom_1,entry,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,living,living,bedroom_1,kitchen,bedroom_1,living,bedroom_2,entry,bedroom_2,living,bedroom_2,bedroom_2,living,kitchen,living,bedroom_2,kitchen,entry,kitchen,bedroom_3,entry,entry,kitchen,entry,living,kitchen,bedroom_3,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bedroom_3
10140,d07 Mon 01:00,kitchen,bedroom_1,entry,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,living,living,bedroom_1,kitchen,bedroom_1,living,bedroom_2,entry,bedroom_2,living,bedroom_2,bedroom_2,living,kitchen,living,bedroom_2,kitchen,entry,kitchen,bedroom_3,entry,entry,kitchen,entry,living,kitchen,bedroom_3,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bedroom_3
10200,d07 Mon 02:00,kitchen,bedroom_1,entry,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,living,living,bedroom_1,kitchen,bedroom_1,living,bedroom_2,entry,bedroom_2,living,bedroom_2,bedroom_2,living,kitchen,living,bedroom_2,kitchen,entry,kitchen,bedroom_3,entry,entry,kitchen,entry,living,kitchen,bedroom_3,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bedroom_3
10260,d07 Mon 03:00,kitchen,bedroom_1,entry,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,living,living,bedroom_1,kitchen,bedroom_1,living,bedroom_2,entry,bedroom_2,living,bedroom_2,bedroom_2,living,kitchen,living,bedroom_2,kitchen,entry,kitchen,bedroom_3,entry,entry,kitchen,entry,living,kitchen,bedroom_3,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bedroom_3
10320,d07 Mon 04:00,kitchen,bedroom_1,entry,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,living,living,bedroom_1,kitchen,bedroom_1,living,bedroom_2,entry,bedroom_2,living,bedroom_2,bedroom_2,living,kitchen,living,bedroom_2,kitchen,entry,kitchen,bedroom_3,entry,entry,kitchen,entry,living,kitchen,bedroom_3,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bedroom_3
10380,d07 Mon 05:00,kitchen,bedroom_1,entry,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,living,living,bedroom_1,kitchen,bedroom_1,living,bedroom_2,entry,bedroom_2,living,bedroom_2,bedroom_2,living,kitchen,living,bedroom_2,kitchen,entry,entry,bedroom_3,bedroom_3,entry,kitchen,entry,living,kitchen,bedroom_3,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bedroom_3
10440,d07 Mon 06:00,kitchen,bedroom_1,entry,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,living,living,bedroom_1,kitchen,bedroom_1,living,bedroom_2,entry,bedroom_2,living,bedroom_2,bedroom_2,living,kitchen,living,bedroom_2,kitchen,entry,entry,bedroom_3,bedroom_3,entry,kitchen,entry,living,kitchen,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bedroom_3
10500,d07 Mon 07:00,kitchen,bedroom_1,entry,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,living,living,bedroom_1,kitchen,bedroom_1,outside,outside,outside,outside,outside,outside,bedroom_2,living,kitchen,living,bedroom_2,outside,entry,entry,bedroom_3,bedroom_3,entry,kitchen,entry,living,kitchen,bedroom_3,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bedroom_3
10560,d07 Mon 08:00,outside,outside,outside,outside,outside,kitchen,outside,bedroom_1,kitchen,living,living,bedroom_1,outside,bedroom_1,outside,outside,outside,outside,outside,outside,bedroom_2,living,living,living,bedroom_2,outside,entry,entry,bedroom_3,bedroom_3,entry,kitchen,entry,living,kitchen,bedroom_3,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bedroom_3
10620,d07 Mon 09:00,outside,outside,outside,outside,outside,kitchen,outside,bedroom_1,kitchen,living,living,bedroom_1,outside,bedroom_1,outside,outside,outside,outside,outside,outside,bedroom_2,living,living,living,bedroom_2,outside,entry,entry,bedroom_3,bedroom_3,entry,kitchen,entry,living,kitchen,bedroom_3,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bedroom_3
10680,d07 Mon 10:00,outside,outside,outside,outside,outside,kitchen,outside,bedroom_1,kitchen,living,living,bedroom_1,outside,bedroom_1,outside,outside,outside,outside,outside,outside,bedroom_2,living,living,living,bedroom_2,outside,entry,entry,bedroom_3,bedroom_3,entry,kitchen,entry,living,kitchen,bedroom_3,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bedroom_3
10740,d07 Mon 11:00,outside,outside,outside,outside,outside,kitchen,outside,bedroom_1,kitchen,living,living,bedroom_1,outside,bedroom_1,outside,outside,outside,outside,outside,outside,bedroom_2,living,living,living,bedroom_2,outside,entry,entry,bedroom_3,bedroom_3,entry,kitchen,entry,living,kitchen,bedroom_3,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bedroom_3
10800,d07 Mon 12:00,outside,outside,outside,outside,outside,kitchen,outside,bedroom_1,kitchen,living,living,bedroom_1,outside,bedroom_1,outside,outside,outside,outside,outside,outside,bedroom_2,living,living,living,bedroom_2,outside,entry,entry,bedroom_3,bedroom_3,entry,kitchen,entry,living,kitchen,bedroom_3,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bedroom_3
10860,d07 Mon 13:00,outside,outside,outside,outside,outside,kitchen,outside,bedroom_1,kitchen,living,living,bedroom_1,outside,bedroom_1,outside,outside,outside,outside,outside,outside,bedroom_2,living,living,living,bedroom_2,outside,entry,entry,bedroom_3,bedroom_3,entry,kitchen,entry,living,kitchen,bedroom_3,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bedroom_3
10920,d07 Mon 14:00,outside,outside,outside,outside,outside,kitchen,outside,bedroom_1,kitchen,living,living,bedroom_1,outside,bedroom_1,outside,outside,outside,outside,outside,outside,bedroom_2,living,living,living,bedroom_2,outside,entry,entry,bedroom_3,bedroom_3,entry,kitchen,entry,living,kitchen,bedroom_3,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bedroom_3
10980,d07 Mon 15:00,outside,outside,outside,outside,outside,kitchen,outside,bedroom_1,kitchen,living,living,bedroom_1,outside,bedroom_1,outside,outside,outside,outside,outside,outside,bedroom_2,living,living,living,bedroom_2,outside,entry,entry,bedroom_3,bedroom_3,entry,kitchen,entry,living,kitchen,bedroom_3,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bedroom_3
11040,d07 Mon 16:00,bedroom_1,entry,entry,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,living,living,bedroom_1,kitchen,bedroom_1,outside,outside,outside,outside,outside,outside,bedroom_2,living,living,living,bedroom_2,outside,entry,entry,bedroom_3,bedroom_3,kitchen,kitchen,entry,living,kitchen,entry,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bedroom_3
11100,d07 Mon 17:00,bedroom_1,entry,entry,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,living,living,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,living,living,kitchen,outside,outside,outside,outside,outside,outside,entry,living,outside,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bedroom_3
11160,d07 Mon 18:00,bedroom_1,entry,entry,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,living,living,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,living,living,kitchen,outside,outside,outside,outside,outside,outside,entry,living,outside,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bedroom_3
11220,d07 Mon 19:00,kitchen,entry,entry,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,living,living,bedroom_1,kitchen,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,living,living,bedroom_2,kitchen,outside,outside,outside,outside,outside,outside,entry,living,outside,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bedroom_3
11280,d07 Mon 20:00,kitchen,entry,entry,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,living,living,bedroom_1,kitchen,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,living,living,living,bedroom_2,kitchen,outside,outside,outside,outside,outside,outside,entry,living,outside,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bedroom_3
11340,d07 Mon 21:00,kitchen,entry,entry,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,living,living,bedroom_1,kitchen,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,living,living,living,bedroom_2,kitchen,outside,outside,outside,outside,outside,outside,entry,living,outside,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bedroom_3
11400,d07 Mon 22:00,kitchen,entry,entry,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,living,living,bedroom_1,kitchen,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,living,living,living,bedroom_2,kitchen,outside,outside,outside,outside,outside,outside,entry,living,outside,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bedroom_3
11460,d07 Mon 23:00,kitchen,entry,entry,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,living,living,bedroom_1,kitchen,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,living,living,living,bedroom_2,kitchen,outside,outside,outside,outside,outside,outside,entry,living,outside,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bedroom_3
11520,d08 Tue 00:00,kitchen,entry,entry,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,living,living,bedroom_1,kitchen,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,living,living,living,bedroom_2,kitchen,outside,outside,outside,outside,outside,outside,entry,living,outside,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bedroom_3
11580,d08 Tue 01:00,kitchen,entry,entry,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,living,living,bedroom_1,kitchen,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,living,living,living,bedroom_2,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,kitchen,kitchen,entry,living,kitchen,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bedroom_3
11640,d08 Tue 02:00,kitchen,entry,entry,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,living,living,bedroom_1,kitchen,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,living,living,living,bedroom_2,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,kitchen,kitchen,entry,living,kitchen,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bedroom_3
11700,d08 Tue 03:00,kitchen,entry,entry,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,living,living,bedroom_1,kitchen,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,living,living,living,bedroom_2,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,kitchen,kitchen,entry,living,kitchen,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bedroom_3
11760,d08 Tue 04:00,kitchen,entry,entry,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,living,living,bedroom_1,kitchen,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,living,living,living,bedroom_2,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,kitchen,kitchen,entry,living,kitchen,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bedroom_3
11820,d08 Tue 05:00,kitchen,entry,entry,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,living,living,bedroom_1,kitchen,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,living,living,living,bedroom_2,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,kitchen,kitchen,entry,living,kitchen,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bedroom_3
11880,d08 Tue 06:00,kitchen,bedroom_1,entry,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,living,living,bedroom_1,kitchen,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,living,living,living,bedroom_2,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,kitchen,kitchen,entry,living,kitchen,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bedroom_3
11940,d08 Tue 07:00,kitchen,bedroom_1,entry,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,living,living,bedroom_1,kitchen,bedroom_1,outside,outside,outside,outside,outside,outside,bedroom_2,living,bedroom_2,living,bedroom_2,outside,bedroom_3,entry,bedroom_3,bedroom_3,kitchen,kitchen,entry,living,kitchen,bedroom_1,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bedroom_3
12000,d08 Tue 08:00,outside,outside,outside,outside,outside,bedroom_1,outside,kitchen,kitchen,living,living,bedroom_1,outside,bedroom_1,outside,outside,outside,outside,outside,outside,bedroom_2,living,bedroom_2,living,bedroom_2,outside,outside,outside,bedroom_3,outside,kitchen,kitchen,entry,living,kitchen,bedroom_3,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bedroom_3
12060,d08 Tue 09:00,outside,outside,outside,outside,outside,bedroom_1,outside,kitchen,kitchen,living,living,bedroom_1,outside,bedroom_1,outside,outside,outside,outside,outside,outside,bedroom_2,living,bedroom_2,living,bedroom_2,outside,outside,outside,bedroom_3,outside,kitchen,kitchen,entry,living,kitchen,bedroom_3,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bedroom_3
