t,stamp,laptop_nia,phone_nia,keys_nia,wallet_nia,backpack_nia,water_bottle_nia,notebook_nia,pen_nia,mug_nia,book_nia,blanket_nia,charger_nia,jacket_nia,laundry_basket_nia,laptop_mateo,phone_mateo,keys_mateo,wallet_mateo,backpack_mateo,headphones_mateo,notebook_mateo,pen_mateo,mug_mateo,gaming_controller_mateo,charger_mateo,jacket_mateo,phone_priya,keys_priya,wallet_priya,backpack_priya,water_bottle_priya,jacket_priya,umbrella_priya,yoga_mat_priya,lunchbox_priya,hairbrush_priya,medication_bottle_priya,bowl_shared_1,plate_shared_1,plate_shared_2,pot_shared_1,pan_shared_1,remote_shared_1,vacuum_cleaner_shared_1,towel_shared_1,laundry_basket_shared_1
9360,d06 Sun 12:00,kitchen_table_k1,desk_b1,entry_table_e1,desk_b1,bedroom_floor_b1,sink_k1,desk_b1,desk_b1,cupboard_k1,bookshelf_l1,couch_l1,desk_b1,chair_k1,bedroom_floor_b1,coffee_table_l1,couch_l1,person:resident_2,game_shelf_l1,game_shelf_l1,desk_b2,desk_b2,coffee_table_l1,sink_k1,game_shelf_l1,coffee_table_l1,chair_k2,entry_table_e1,kitchen_table_k1,desk_b3,entry_floor_e1,entry_table_e1,chair_k2,entry_floor_e1,armchair_l1,sink_k1,bathroom_shelf_ba1,nightstand_b3,entry_table_e1,sink_k1,sink_k1,sink_k1,dish_rack_k1,coffee_table_l1,entry_floor_e1,bathroom_shelf_ba1,person:resident_2
9420,d06 Sun 13:00,kitchen_table_k1,desk_b1,entry_table_e1,desk_b1,bedroom_floor_b1,sink_k1,desk_b1,desk_b1,sink_k1,couch_l1,couch_l1,desk_b1,chair_k1,bedroom_floor_b1,coffee_table_l1,couch_l1,person:resident_2,game_shelf_l1,game_shelf_l1,desk_b2,desk_b2,coffee_table_l1,sink_k1,game_shelf_l1,desk_b2,chair_k2,entry_table_e1,kitchen_table_k1,desk_b3,entry_floor_e1,entry_table_e1,chair_k2,entry_floor_e1,armchair_l1,sink_k1,bathroom_shelf_ba1,nightstand_b3,entry_table_e1,sink_k1,sink_k1,sink_k1,dish_rack_k1,coffee_table_l1,entry_floor_e1,bathroom_shelf_ba1,person:resident_2
9480,d06 Sun 14:00,kitchen_table_k1,desk_b1,entry_table_e1,desk_b1,bedroom_floor_b1,sink_k1,desk_b1,desk_b1,dish_rack_k1,couch_l1,couch_l1,desk_b1,chair_k1,bedroom_floor_b1,coffee_table_l1,couch_l1,entry_table_e1,person:resident_2,game_shelf_l1,desk_b2,desk_b2,coffee_table_l1,dish_rack_k1,game_shelf_l1,desk_b2,chair_k2,entry_table_e1,kitchen_table_k1,desk_b3,entry_floor_e1,entry_table_e1,chair_k2,entry_floor_e1,armchair_l1,sink_k1,bathroom_shelf_ba1,nightstand_b3,entry_table_e1,cupboard_k1,sink_k1,sink_k1,dish_rack_k1,coffee_table_l1,entry_floor_e1,bathroom_shelf_ba1,bedroom_floor_b3
9540,d06 Sun 15:00,kitchen_table_k1,desk_b1,entry_table_e1,desk_b1,bedroom_floor_b1,sink_k1,desk_b1,desk_b1,dish_rack_k1,couch_l1,couch_l1,desk_b1,chair_k1,bedroom_floor_b1,coffee_table_l1,nightstand_b2,entry_table_e1,desk_b2,game_shelf_l1,desk_b2,desk_b2,coffee_table_l1,dish_rack_k1,game_shelf_l1,desk_b2,chair_k2,entry_table_e1,kitchen_table_k1,desk_b3,entry_floor_e1,entry_table_e1,chair_k2,entry_floor_e1,armchair_l1,sink_k1,bathroom_shelf_ba1,nightstand_b3,entry_table_e1,dish_rack_k1,kitchen_table_k1,sink_k1,dish_rack_k1,coffee_table_l1,entry_floor_e1,bathroom_shelf_ba1,bedroom_floor_b3
9600,d06 Sun 16:00,kitchen_table_k1,desk_b1,entry_table_e1,desk_b1,bedroom_floor_b1,sink_k1,desk_b1,desk_b1,dish_rack_k1,bookshelf_l1,couch_l1,desk_b1,chair_k1,bedroom_floor_b1,coffee_table_l1,nightstand_b2,entry_table_e1,desk_b2,game_shelf_l1,desk_b2,desk_b2,coffee_table_l1,dish_rack_k1,game_shelf_l1,desk_b2,chair_k2,entry_table_e1,kitchen_table_k1,desk_b3,entry_floor_e1,entry_table_e1,chair_k2,entry_floor_e1,armchair_l1,sink_k1,bathroom_shelf_ba1,nightstand_b3,entry_table_e1,dish_rack_k1,cupboard_k1,counter_k1,dish_rack_k1,coffee_table_l1,entry_floor_e1,bathroom_shelf_ba1,bedroom_floor_b3
9660,d06 Sun 17:00,kitchen_table_k1,desk_b1,entry_table_e1,desk_b1,bedroom_floor_b1,sink_k1,desk_b1,desk_b1,sink_k1,bookshelf_l1,couch_l1,desk_b1,chair_k1,bedroom_floor_b1,coffee_table_l1,nightstand_b2,entry_table_e1,desk_b2,game_shelf_l1,desk_b2,desk_b2,coffee_table_l1,dish_rack_k1,game_shelf_l1,desk_b2,chair_k2,entry_table_e1,kitchen_table_k1,desk_b3,entry_floor_e1,entry_table_e1,chair_k2,entry_floor_e1,armchair_l1,sink_k1,bathroom_shelf_ba1,nightstand_b3,entry_table_e1,dish_rack_k1,cupboard_k1,sink_k1,dish_rack_k1,coffee_table_l1,entry_floor_e1,towel_rack_ba1,bedroom_floor_b3
9720,d06 Sun 18:00,kitchen_table_k1,desk_b1,entry_table_e1,desk_b1,bedroom_floor_b1,sink_k1,desk_b1,desk_b1,cupboard_k1,bookshelf_l1,couch_l1,desk_b1,chair_k1,bedroom_floor_b1,coffee_table_l1,nightstand_b2,entry_table_e1,desk_b2,game_shelf_l1,desk_b2,desk_b2,coffee_table_l1,dish_rack_k1,game_shelf_l1,desk_b2,chair_k2,entry_table_e1,kitchen_table_k1,desk_b3,entry_floor_e1,entry_table_e1,chair_k2,entry_floor_e1,armchair_l1,sink_k1,bathroom_shelf_ba1,nightstand_b3,entry_table_e1,dish_rack_k1,cupboard_k1,sink_k1,dish_rack_k1,coffee_table_l1,entry_floor_e1,towel_rack_ba1,bedroom_floor_b3
9780,d06 Sun 19:00,kitchen_table_k1,desk_b1,entry_table_e1,desk_b1,bedroom_floor_b1,kitchen_table_k1,kitchen_table_k1,desk_b1,cupboard_k1,bookshelf_l1,couch_l1,desk_b1,chair_k1,bedroom_floor_b1,coffee_table_l1,nightstand_b2,entry_table_e1,desk_b2,game_shelf_l1,desk_b2,desk_b2,coffee_table_l1,dish_rack_k1,game_shelf_l1,desk_b2,chair_k2,entry_table_e1,kitchen_table_k1,desk_b3,entry_floor_e1,entry_table_e1,chair_k2,entry_floor_e1,armchair_l1,sink_k1,bathroom_shelf_ba1,nightstand_b3,entry_table_e1,dish_rack_k1,kitchen_table_k1,sink_k1,dish_rack_k1,coffee_table_l1,entry_floor_e1,towel_rack_ba1,bedroom_floor_b3
9840,d06 Sun 20:00,kitchen_table_k1,desk_b1,entry_table_e1,desk_b1,bedroom_floor_b1,kitchen_table_k1,kitchen_table_k1,desk_b1,cupboard_k1,bookshelf_l1,couch_l1,desk_b1,chair_k1,bedroom_floor_b1,coffee_table_l1,nightstand_b2,entry_table_e1,desk_b2,game_shelf_l1,desk_b2,desk_b2,coffee_table_l1,dish_rack_k1,game_shelf_l1,desk_b2,chair_k2,entry_table_e1,kitchen_table_k1,desk_b3,entry_floor_e1,entry_table_e1,chair_k2,entry_floor_e1,armchair_l1,sink_k1,bathroom_shelf_ba1,nightstand_b3,entry_table_e1,dish_rack_k1,dish_rack_k1,sink_k1,dish_rack_k1,coffee_table_l1,entry_floor_e1,towel_rack_ba1,bedroom_floor_b3
9900,d06 Sun 21:00,kitchen_table_k1,desk_b1,entry_table_e1,desk_b1,bedroom_floor_b1,kitchen_table_k1,kitchen_table_k1,desk_b1,cupboard_k1,bookshelf_l1,couch_l1,desk_b1,chair_k1,bedroom_floor_b1,coffee_table_l1,nightstand_b2,entry_table_e1,desk_b2,game_shelf_l1,desk_b2,desk_b2,coffee_table_l1,dish_rack_k1,game_shelf_l1,desk_b2,chair_k2,entry_table_e1,kitchen_table_k1,desk_b3,entry_floor_e1,entry_table_e1,chair_k2,entry_floor_e1,armchair_l1,sink_k1,desk_b1,nightstand_b3,entry_table_e1,dish_rack_k1,dish_rack_k1,sink_k1,dish_rack_k1,coffee_table_l1,entry_floor_e1,towel_rack_ba1,bedroom_floor_b3
9960,d06 Sun 22:00,kitchen_table_k1,desk_b1,entry_table_e1,desk_b1,bedroom_floor_b1,kitchen_table_k1,kitchen_table_k1,desk_b1,cupboard_k1,bookshelf_l1,couch_l1,desk_b1,chair_k1,bedroom_floor_b1,coffee_table_l1,nightstand_b2,entry_table_e1,desk_b2,game_shelf_l1,desk_b2,desk_b2,coffee_table_l1,dish_rack_k1,game_shelf_l1,desk_b2,chair_k2,entry_table_e1,kitchen_table_k1,desk_b3,entry_floor_e1,entry_table_e1,chair_k2,entry_floor_e1,armchair_l1,sink_k1,desk_b3,nightstand_b3,entry_table_e1,dish_rack_k1,dish_rack_k1,sink_k1,dish_rack_k1,coffee_table_l1,entry_floor_e1,bathroom_shelf_ba1,bedroom_floor_b3
10020,d06 Sun 23:00,kitchen_table_k1,desk_b1,entry_table_e1,desk_b1,bedroom_floor_b1,kitchen_table_k1,kitchen_table_k1,desk_b1,cupboard_k1,bookshelf_l1,couch_l1,desk_b1,chair_k1,bedroom_floor_b1,coffee_table_l1,nightstand_b2,entry_table_e1,desk_b2,game_shelf_l1,desk_b2,desk_b2,coffee_table_l1,dish_rack_k1,game_shelf_l1,desk_b2,chair_k2,entry_table_e1,kitchen_table_k1,desk_b3,entry_floor_e1,entry_table_e1,chair_k2,entry_floor_e1,armchair_l1,sink_k1,desk_b3,nightstand_b3,entry_table_e1,dish_rack_k1,dish_rack_k1,sink_k1,dish_rack_k1,coffee_table_l1,entry_floor_e1,bathroom_shelf_ba1,bedroom_floor_b3
10080,d07 Mon 00:00,kitchen_table_k1,desk_b1,entry_table_e1,desk_b1,bedroom_floor_b1,kitchen_table_k1,kitchen_table_k1,desk_b1,cupboard_k1,bookshelf_l1,couch_l1,desk_b1,chair_k1,bedroom_floor_b1,coffee_table_l1,nightstand_b2,entry_table_e1,desk_b2,game_shelf_l1,desk_b2,desk_b2,coffee_table_l1,dish_rack_k1,game_shelf_l1,desk_b2,chair_k2,entry_table_e1,kitchen_table_k1,desk_b3,entry_floor_e1,entry_table_e1,chair_k2,entry_floor_e1,armchair_l1,sink_k1,desk_b3,nightstand_b3,entry_table_e1,dish_rack_k1,dish_rack_k1,sink_k1,dish_rack_k1,coffee_table_l1,entry_floor_e1,bathroom_shelf_ba1,bedroom_floor_b3
10140,d07 Mon 01:00,kitchen_table_k1,desk_b1,entry_table_e1,desk_b1,bedroom_floor_b1,kitchen_table_k1,kitchen_table_k1,desk_b1,cupboard_k1,bookshelf_l1,couch_l1,desk_b1,chair_k1,bedroom_floor_b1,coffee_table_l1,nightstand_b2,entry_table_e1,desk_b2,game_shelf_l1,desk_b2,desk_b2,coffee_table_l1,dish_rack_k1,game_shelf_l1,desk_b2,chair_k2,entry_table_e1,kitchen_table_k1,desk_b3,entry_floor_e1,entry_table_e1,chair_k2,entry_floor_e1,armchair_l1,sink_k1,desk_b3,nightstand_b3,entry_table_e1,dish_rack_k1,dish_rack_k1,sink_k1,dish_rack_k1,coffee_table_l1,entry_floor_e1,bathroom_shelf_ba1,bedroom_floor_b3
10200,d07 Mon 02:00,kitchen_table_k1,desk_b1,entry_table_e1,desk_b1,bedroom_floor_b1,kitchen_table_k1,kitchen_table_k1,desk_b1,cupboard_k1,bookshelf_l1,couch_l1,desk_b1,chair_k1,bedroom_floor_b1,coffee_table_l1,nightstand_b2,entry_table_e1,desk_b2,game_shelf_l1,desk_b2,desk_b2,coffee_table_l1,dish_rack_k1,game_shelf_l1,desk_b2,chair_k2,entry_table_e1,kitchen_table_k1,desk_b3,entry_floor_e1,entry_table_e1,chair_k2,entry_floor_e1,armchair_l1,sink_k1,desk_b3,nightstand_b3,entry_table_e1,dish_rack_k1,dish_rack_k1,sink_k1,dish_rack_k1,coffee_table_l1,entry_floor_e1,bathroom_shelf_ba1,bedroom_floor_b3
10260,d07 Mon 03:00,kitchen_table_k1,desk_b1,entry_table_e1,desk_b1,bedroom_floor_b1,kitchen_table_k1,kitchen_table_k1,desk_b1,cupboard_k1,bookshelf_l1,couch_l1,desk_b1,chair_k1,bedroom_floor_b1,coffee_table_l1,nightstand_b2,entry_table_e1,desk_b2,game_shelf_l1,desk_b2,desk_b2,coffee_table_l1,dish_rack_k1,game_shelf_l1,desk_b2,chair_k2,entry_table_e1,kitchen_table_k1,desk_b3,entry_floor_e1,entry_table_e1,chair_k2,entry_floor_e1,armchair_l1,sink_k1,desk_b3,nightstand_b3,entry_table_e1,dish_rack_k1,dish_rack_k1,sink_k1,dish_rack_k1,coffee_table_l1,entry_floor_e1,bathroom_shelf_ba1,bedroom_floor_b3
10320,d07 Mon 04:00,kitchen_table_k1,desk_b1,entry_table_e1,desk_b1,bedroom_floor_b1,kitchen_table_k1,kitchen_table_k1,desk_b1,cupboard_k1,bookshelf_l1,couch_l1,desk_b1,chair_k1,bedroom_floor_b1,coffee_table_l1,nightstand_b2,entry_table_e1,desk_b2,game_shelf_l1,desk_b2,desk_b2,coffee_table_l1,dish_rack_k1,game_shelf_l1,desk_b2,chair_k2,entry_table_e1,kitchen_table_k1,desk_b3,entry_floor_e1,entry_table_e1,chair_k2,entry_floor_e1,armchair_l1,sink_k1,desk_b3,nightstand_b3,entry_table_e1,dish_rack_k1,dish_rack_k1,sink_k1,dish_rack_k1,coffee_table_l1,entry_floor_e1,bathroom_shelf_ba1,bedroom_floor_b3
10380,d07 Mon 05:00,kitchen_table_k1,desk_b1,entry_table_e1,desk_b1,bedroom_floor_b1,kitchen_table_k1,kitchen_table_k1,desk_b1,cupboard_k1,bookshelf_l1,couch_l1,desk_b1,chair_k1,bedroom_floor_b1,coffee_table_l1,nightstand_b2,entry_table_e1,desk_b2,game_shelf_l1,desk_b2,desk_b2,coffee_table_l1,dish_rack_k1,game_shelf_l1,desk_b2,chair_k2,entry_table_e1,entry_table_e1,desk_b3,bedroom_floor_b3,entry_table_e1,chair_k2,entry_floor_e1,armchair_l1,sink_k1,desk_b3,nightstand_b3,entry_table_e1,dish_rack_k1,dish_rack_k1,sink_k1,dish_rack_k1,coffee_table_l1,entry_floor_e1,towel_rack_ba1,bedroom_floor_b3
10440,d07 Mon 06:00,kitchen_table_k1,desk_b1,entry_table_e1,desk_b1,bedroom_floor_b1,kitchen_table_k1,kitchen_table_k1,desk_b1,counter_k1,bookshelf_l1,couch_l1,desk_b1,chair_k1,bedroom_floor_b1,coffee_table_l1,nightstand_b2,entry_table_e1,desk_b2,game_shelf_l1,desk_b2,desk_b2,coffee_table_l1,counter_k1,game_shelf_l1,desk_b2,chair_k2,entry_table_e1,entry_table_e1,desk_b3,bedroom_floor_b3,entry_table_e1,chair_k2,entry_floor_e1,armchair_l1,sink_k1,bathroom_shelf_ba1,nightstand_b3,entry_table_e1,dish_rack_k1,dish_rack_k1,sink_k1,dish_rack_k1,coffee_table_l1,entry_floor_e1,towel_rack_ba1,bedroom_floor_b3
10500,d07 Mon 07:00,kitchen_table_k1,desk_b1,entry_table_e1,desk_b1,bedroom_floor_b1,kitchen_table_k1,kitchen_table_k1,desk_b1,counter_k1,bookshelf_l1,couch_l1,desk_b1,chair_k1,bedroom_floor_b1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,desk_b2,coffee_table_l1,counter_k1,game_shelf_l1,desk_b2,person:resident_2,entry_table_e1,entry_table_e1,desk_b3,bedroom_floor_b3,entry_table_e1,chair_k2,entry_floor_e1,armchair_l1,sink_k1,desk_b3,nightstand_b3,entry_table_e1,sink_k1,dish_rack_k1,sink_k1,dish_rack_k1,coffee_table_l1,entry_floor_e1,bathroom_shelf_ba1,bedroom_floor_b3
10560,d07 Mon 08:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,kitchen_table_k1,person:resident_1,desk_b1,dish_rack_k1,bookshelf_l1,couch_l1,desk_b1,person:resident_1,bedroom_floor_b1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,desk_b2,coffee_table_l1,coffee_table_l1,game_shelf_l1,desk_b2,person:resident_2,entry_table_e1,entry_table_e1,desk_b3,bedroom_floor_b3,entry_table_e1,chair_k2,entry_floor_e1,armchair_l1,sink_k1,desk_b3,nightstand_b3,entry_table_e1,sink_k1,dish_rack_k1,sink_k1,dish_rack_k1,coffee_table_l1,entry_floor_e1,bathroom_shelf_ba1,bedroom_floor_b3
10620,d07 Mon 09:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,kitchen_table_k1,person:resident_1,desk_b1,dish_rack_k1,bookshelf_l1,couch_l1,desk_b1,person:resident_1,bedroom_floor_b1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,desk_b2,coffee_table_l1,coffee_table_l1,game_shelf_l1,desk_b2,person:resident_2,entry_table_e1,entry_table_e1,desk_b3,bedroom_floor_b3,entry_table_e1,chair_k2,entry_floor_e1,armchair_l1,sink_k1,desk_b3,nightstand_b3,entry_table_e1,sink_k1,dish_rack_k1,sink_k1,dish_rack_k1,coffee_table_l1,entry_floor_e1,bathroom_shelf_ba1,bedroom_floor_b3
10680,d07 Mon 10:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,kitchen_table_k1,person:resident_1,desk_b1,dish_rack_k1,bookshelf_l1,couch_l1,desk_b1,person:resident_1,bedroom_floor_b1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,desk_b2,coffee_table_l1,coffee_table_l1,game_shelf_l1,desk_b2,person:resident_2,entry_table_e1,entry_table_e1,desk_b3,bedroom_floor_b3,entry_table_e1,chair_k2,entry_floor_e1,armchair_l1,sink_k1,desk_b3,nightstand_b3,entry_table_e1,sink_k1,dish_rack_k1,sink_k1,dish_rack_k1,coffee_table_l1,entry_floor_e1,bathroom_shelf_ba1,bedroom_floor_b3
10740,d07 Mon 11:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,kitchen_table_k1,person:resident_1,desk_b1,dish_rack_k1,bookshelf_l1,couch_l1,desk_b1,person:resident_1,bedroom_floor_b1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,desk_b2,coffee_table_l1,coffee_table_l1,game_shelf_l1,desk_b2,person:resident_2,entry_table_e1,entry_table_e1,desk_b3,bedroom_floor_b3,entry_table_e1,chair_k2,entry_floor_e1,armchair_l1,sink_k1,desk_b3,nightstand_b3,entry_table_e1,sink_k1,dish_rack_k1,sink_k1,dish_rack_k1,coffee_table_l1,entry_floor_e1,bathroom_shelf_ba1,bedroom_floor_b3
10800,d07 Mon 12:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,kitchen_table_k1,person:resident_1,desk_b1,dish_rack_k1,bookshelf_l1,couch_l1,desk_b1,person:resident_1,bedroom_floor_b1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,desk_b2,coffee_table_l1,coffee_table_l1,game_shelf_l1,desk_b2,person:resident_2,entry_table_e1,entry_table_e1,desk_b3,bedroom_floor_b3,entry_table_e1,chair_k2,entry_floor_e1,armchair_l1,sink_k1,desk_b3,nightstand_b3,entry_table_e1,sink_k1,dish_rack_k1,sink_k1,dish_rack_k1,coffee_table_l1,entry_floor_e1,bathroom_shelf_ba1,bedroom_floor_b3
10860,d07 Mon 13:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,kitchen_table_k1,person:resident_1,desk_b1,dish_rack_k1,bookshelf_l1,couch_l1,desk_b1,person:resident_1,bedroom_floor_b1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,desk_b2,coffee_table_l1,coffee_table_l1,game_shelf_l1,desk_b2,person:resident_2,entry_table_e1,entry_table_e1,desk_b3,bedroom_floor_b3,entry_table_e1,chair_k2,entry_floor_e1,armchair_l1,sink_k1,desk_b3,nightstand_b3,entry_table_e1,sink_k1,dish_rack_k1,sink_k1,dish_rack_k1,coffee_table_l1,entry_floor_e1,bathroom_shelf_ba1,bedroom_floor_b3
10920,d07 Mon 14:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,kitchen_table_k1,person:resident_1,desk_b1,dish_rack_k1,bookshelf_l1,couch_l1,desk_b1,person:resident_1,bedroom_floor_b1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,desk_b2,coffee_table_l1,coffee_table_l1,game_shelf_l1,desk_b2,person:resident_2,entry_table_e1,entry_table_e1,desk_b3,bedroom_floor_b3,entry_table_e1,chair_k2,entry_floor_e1,armchair_l1,sink_k1,desk_b3,nightstand_b3,entry_table_e1,sink_k1,dish_rack_k1,sink_k1,dish_rack_k1,coffee_table_l1,entry_floor_e1,bathroom_shelf_ba1,bedroom_floor_b3
10980,d07 Mon 15:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,kitchen_table_k1,person:resident_1,desk_b1,dish_rack_k1,bookshelf_l1,couch_l1,desk_b1,person:resident_1,bedroom_floor_b1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,desk_b2,coffee_table_l1,coffee_table_l1,game_shelf_l1,desk_b2,person:resident_2,entry_table_e1,entry_table_e1,desk_b3,bedroom_floor_b3,entry_table_e1,chair_k2,entry_floor_e1,armchair_l1,sink_k1,desk_b3,bedroom_floor_b3,entry_table_e1,sink_k1,dish_rack_k1,sink_k1,dish_rack_k1,coffee_table_l1,entry_floor_e1,towel_rack_ba1,bedroom_floor_b3
11040,d07 Mon 16:00,desk_b1,entry_table_e1,entry_table_e1,desk_b1,chair_k1,kitchen_table_k1,desk_b1,desk_b1,dish_rack_k1,bookshelf_l1,couch_l1,desk_b1,chair_k1,bedroom_floor_b1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,desk_b2,coffee_table_l1,coffee_table_l1,game_shelf_l1,desk_b2,person:resident_2,entry_table_e1,entry_table_e1,desk_b3,bedroom_floor_b3,counter_k1,chair_k2,entry_floor_e1,armchair_l1,counter_k1,entry_table_e1,bedroom_floor_b3,entry_table_e1,sink_k1,counter_k1,sink_k1,dish_rack_k1,coffee_table_l1,entry_floor_e1,towel_rack_ba1,bedroom_floor_b3
11100,d07 Mon 17:00,desk_b1,entry_table_e1,entry_table_e1,desk_b1,chair_k1,kitchen_table_k1,desk_b1,kitchen_table_k1,dish_rack_k1,bookshelf_l1,couch_l1,desk_b1,chair_k1,bedroom_floor_b1,counter_k1,chair_k2,kitchen_table_k1,dish_rack_k1,sink_k1,dish_rack_k1,desk_b2,coffee_table_l1,coffee_table_l1,game_shelf_l1,coffee_table_l1,chair_k2,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,entry_floor_e1,armchair_l1,person:resident_3,bathroom_shelf_ba1,bedroom_floor_b3,entry_table_e1,sink_k1,sink_k1,sink_k1,dish_rack_k1,coffee_table_l1,entry_floor_e1,towel_rack_ba1,bedroom_floor_b3
11160,d07 Mon 18:00,desk_b1,entry_table_e1,entry_table_e1,desk_b1,chair_k1,kitchen_table_k1,desk_b1,kitchen_table_k1,dish_rack_k1,bookshelf_l1,couch_l1,desk_b1,chair_k1,bedroom_floor_b1,counter_k1,chair_k2,kitchen_table_k1,dish_rack_k1,sink_k1,dish_rack_k1,desk_b2,coffee_table_l1,coffee_table_l1,game_shelf_l1,coffee_table_l1,chair_k2,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,entry_floor_e1,armchair_l1,person:resident_3,bathroom_shelf_ba1,bedroom_floor_b3,entry_table_e1,sink_k1,sink_k1,sink_k1,dish_rack_k1,coffee_table_l1,entry_floor_e1,towel_rack_ba1,bedroom_floor_b3
11220,d07 Mon 19:00,kitchen_table_k1,entry_table_e1,entry_table_e1,desk_b1,chair_k1,kitchen_table_k1,desk_b1,kitchen_table_k1,cupboard_k1,bookshelf_l1,couch_l1,desk_b1,chair_k1,bedroom_floor_b1,coffee_table_l1,chair_k2,kitchen_table_k1,dish_rack_k1,sink_k1,armchair_l1,desk_b2,coffee_table_l1,coffee_table_l1,game_shelf_l1,desk_b2,chair_k2,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,entry_floor_e1,armchair_l1,person:resident_3,bathroom_shelf_ba1,bedroom_floor_b3,entry_table_e1,sink_k1,sink_k1,sink_k1,dish_rack_k1,coffee_table_l1,entry_floor_e1,towel_rack_ba1,bedroom_floor_b3
11280,d07 Mon 20:00,kitchen_table_k1,entry_table_e1,entry_table_e1,desk_b1,chair_k1,desk_b1,kitchen_table_k1,kitchen_table_k1,cupboard_k1,bookshelf_l1,couch_l1,desk_b1,chair_k1,bedroom_floor_b1,couch_l1,chair_k2,kitchen_table_k1,dish_rack_k1,sink_k1,bedroom_floor_b2,desk_b2,coffee_table_l1,coffee_table_l1,game_shelf_l1,bed_b2,chair_k2,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,entry_floor_e1,armchair_l1,person:resident_3,bathroom_shelf_ba1,bedroom_floor_b3,entry_table_e1,sink_k1,sink_k1,sink_k1,dish_rack_k1,coffee_table_l1,entry_floor_e1,bathroom_shelf_ba1,bedroom_floor_b3
11340,d07 Mon 21:00,kitchen_table_k1,entry_table_e1,entry_table_e1,desk_b1,chair_k1,desk_b1,kitchen_table_k1,kitchen_table_k1,cupboard_k1,bookshelf_l1,couch_l1,desk_b1,chair_k1,bedroom_floor_b1,couch_l1,chair_k2,kitchen_table_k1,dish_rack_k1,sink_k1,bedroom_floor_b2,desk_b2,coffee_table_l1,coffee_table_l1,game_shelf_l1,bed_b2,chair_k2,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,entry_floor_e1,armchair_l1,person:resident_3,bathroom_shelf_ba1,bedroom_floor_b3,entry_table_e1,sink_k1,sink_k1,sink_k1,dish_rack_k1,coffee_table_l1,entry_floor_e1,towel_rack_ba1,bedroom_floor_b3
11400,d07 Mon 22:00,kitchen_table_k1,entry_table_e1,entry_table_e1,desk_b1,chair_k1,desk_b1,kitchen_table_k1,kitchen_table_k1,cupboard_k1,bookshelf_l1,couch_l1,desk_b1,chair_k1,bedroom_floor_b1,couch_l1,chair_k2,kitchen_table_k1,dish_rack_k1,sink_k1,bedroom_floor_b2,desk_b2,coffee_table_l1,coffee_table_l1,game_shelf_l1,bed_b2,chair_k2,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,entry_floor_e1,armchair_l1,person:resident_3,bathroom_shelf_ba1,bedroom_floor_b3,entry_table_e1,sink_k1,sink_k1,sink_k1,dish_rack_k1,coffee_table_l1,entry_floor_e1,towel_rack_ba1,bedroom_floor_b3
11460,d07 Mon 23:00,kitchen_table_k1,entry_table_e1,entry_table_e1,desk_b1,chair_k1,desk_b1,kitchen_table_k1,kitchen_table_k1,cupboard_k1,bookshelf_l1,couch_l1,desk_b1,chair_k1,bedroom_floor_b1,couch_l1,chair_k2,kitchen_table_k1,dish_rack_k1,sink_k1,bedroom_floor_b2,desk_b2,coffee_table_l1,coffee_table_l1,game_shelf_l1,bed_b2,chair_k2,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,entry_floor_e1,armchair_l1,person:resident_3,bathroom_shelf_ba1,bedroom_floor_b3,entry_table_e1,sink_k1,sink_k1,sink_k1,dish_rack_k1,coffee_table_l1,entry_floor_e1,towel_rack_ba1,bedroom_floor_b3
