t,stamp,mug_1,laptop_1,phone_1,keys_1,book_1,water_bottle_1,remote_1,charger_1,backpack_1,jacket_1,headphones_1,glasses_1,notebook_1,pen_1,blanket_1,towel_1,wallet_1
6300,d04 Fri 09:00,dish_rack_k1,desk_b1,counter_k1,person:resident_1,desk_b1,person:resident_1,couch_l1,desk_b1,person:resident_1,person:resident_1,person:resident_1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,person:resident_1
6360,d04 Fri 10:00,dish_rack_k1,desk_b1,counter_k1,person:resident_1,desk_b1,person:resident_1,couch_l1,desk_b1,person:resident_1,person:resident_1,person:resident_1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,person:resident_1
6420,d04 Fri 11:00,dish_rack_k1,desk_b1,counter_k1,entry_hook_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,chair_k1,couch_l1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,entry_table_e1
6480,d04 Fri 12:00,dish_rack_k1,desk_b1,counter_k1,entry_hook_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,chair_k1,couch_l1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,entry_table_e1
6540,d04 Fri 13:00,dish_rack_k1,desk_b1,counter_k1,entry_hook_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,chair_k1,couch_l1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,entry_table_e1
6600,d04 Fri 14:00,dish_rack_k1,desk_b1,counter_k1,entry_hook_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,chair_k1,couch_l1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,entry_table_e1
6660,d04 Fri 15:00,dish_rack_k1,desk_b1,counter_k1,person:resident_1,desk_b1,person:resident_1,couch_l1,desk_b1,person:resident_1,person:resident_1,person:resident_1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,person:resident_1
6720,d04 Fri 16:00,dish_rack_k1,desk_b1,counter_k1,person:resident_1,desk_b1,person:resident_1,couch_l1,desk_b1,person:resident_1,person:resident_1,person:resident_1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,person:resident_1
6780,d04 Fri 17:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,sink_k1,couch_l1,desk_b1,couch_l1,chair_k1,couch_l1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,counter_k1
6840,d04 Fri 18:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,sink_k1,couch_l1,desk_b1,couch_l1,chair_k1,couch_l1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,counter_k1
6900,d04 Fri 19:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,sink_k1,couch_l1,desk_b1,couch_l1,chair_k1,couch_l1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,counter_k1
6960,d04 Fri 20:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,sink_k1,couch_l1,desk_b1,couch_l1,chair_k1,couch_l1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,counter_k1
7020,d04 Fri 21:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,sink_k1,couch_l1,desk_b1,couch_l1,chair_k1,couch_l1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,counter_k1
7080,d04 Fri 22:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,sink_k1,couch_l1,desk_b1,couch_l1,chair_k1,couch_l1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,counter_k1
7140,d04 Fri 23:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,sink_k1,couch_l1,desk_b1,couch_l1,chair_k1,couch_l1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,counter_k1
7200,d05 Sat 00:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,sink_k1,couch_l1,desk_b1,couch_l1,chair_k1,couch_l1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,counter_k1
7260,d05 Sat 01:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,sink_k1,couch_l1,desk_b1,couch_l1,chair_k1,couch_l1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,counter_k1
7320,d05 Sat 02:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,sink_k1,couch_l1,desk_b1,couch_l1,chair_k1,couch_l1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,counter_k1
7380,d05 Sat 03:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,sink_k1,couch_l1,desk_b1,couch_l1,chair_k1,couch_l1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,counter_k1
7440,d05 Sat 04:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,sink_k1,couch_l1,desk_b1,couch_l1,chair_k1,couch_l1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,counter_k1
7500,d05 Sat 05:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,sink_k1,couch_l1,desk_b1,couch_l1,chair_k1,couch_l1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,counter_k1
7560,d05 Sat 06:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,sink_k1,couch_l1,desk_b1,couch_l1,chair_k1,couch_l1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,counter_k1
7620,d05 Sat 07:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,sink_k1,couch_l1,desk_b1,couch_l1,chair_k1,couch_l1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,counter_k1
7680,d05 Sat 08:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,sink_k1,couch_l1,desk_b1,couch_l1,chair_k1,couch_l1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,counter_k1
7740,d05 Sat 09:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,sink_k1,couch_l1,desk_b1,couch_l1,chair_k1,couch_l1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,counter_k1
7800,d05 Sat 10:00,dish_rack_k1,desk_b1,counter_k1,person:resident_1,desk_b1,person:resident_1,couch_l1,desk_b1,person:resident_1,person:resident_1,person:resident_1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,person:resident_1
7860,d05 Sat 11:00,dish_rack_k1,desk_b1,counter_k1,person:resident_1,desk_b1,person:resident_1,couch_l1,desk_b1,person:resident_1,person:resident_1,person:resident_1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,person:resident_1
7920,d05 Sat 12:00,dish_rack_k1,desk_b1,counter_k1,entry_hook_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,desk_b1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,entry_table_e1
7980,d05 Sat 13:00,dish_rack_k1,desk_b1,counter_k1,entry_hook_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,desk_b1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,entry_table_e1
8040,d05 Sat 14:00,dish_rack_k1,desk_b1,counter_k1,entry_hook_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,desk_b1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,entry_table_e1
8100,d05 Sat 15:00,dish_rack_k1,desk_b1,counter_k1,person:resident_1,desk_b1,person:resident_1,couch_l1,desk_b1,person:resident_1,person:resident_1,person:resident_1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,person:resident_1
8160,d05 Sat 16:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,sink_k1,couch_l1,desk_b1,couch_l1,couch_l1,desk_b1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,entry_table_e1
8220,d05 Sat 17:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,sink_k1,couch_l1,desk_b1,couch_l1,couch_l1,desk_b1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,entry_table_e1
8280,d05 Sat 18:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,sink_k1,couch_l1,desk_b1,couch_l1,couch_l1,desk_b1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,entry_table_e1
8340,d05 Sat 19:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,sink_k1,couch_l1,desk_b1,couch_l1,couch_l1,desk_b1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,entry_table_e1
8400,d05 Sat 20:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,sink_k1,couch_l1,desk_b1,couch_l1,couch_l1,desk_b1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,entry_table_e1
8460,d05 Sat 21:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,sink_k1,couch_l1,desk_b1,couch_l1,couch_l1,desk_b1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,entry_table_e1
8520,d05 Sat 22:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,sink_k1,couch_l1,desk_b1,couch_l1,couch_l1,desk_b1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,entry_table_e1
8580,d05 Sat 23:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,sink_k1,couch_l1,desk_b1,couch_l1,couch_l1,desk_b1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,entry_table_e1
8640,d06 Sun 00:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,sink_k1,couch_l1,desk_b1,couch_l1,couch_l1,desk_b1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,entry_table_e1
8700,d06 Sun 01:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,sink_k1,couch_l1,desk_b1,couch_l1,couch_l1,desk_b1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,entry_table_e1
8760,d06 Sun 02:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,sink_k1,couch_l1,desk_b1,couch_l1,couch_l1,desk_b1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,entry_table_e1
8820,d06 Sun 03:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,sink_k1,couch_l1,desk_b1,couch_l1,couch_l1,desk_b1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,entry_table_e1
8880,d06 Sun 04:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,sink_k1,couch_l1,desk_b1,couch_l1,couch_l1,desk_b1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,entry_table_e1
8940,d06 Sun 05:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,sink_k1,couch_l1,desk_b1,couch_l1,couch_l1,desk_b1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,entry_table_e1
9000,d06 Sun 06:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,sink_k1,couch_l1,desk_b1,couch_l1,couch_l1,desk_b1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,entry_table_e1
9060,d06 Sun 07:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,sink_k1,couch_l1,desk_b1,couch_l1,couch_l1,desk_b1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,entry_table_e1
9120,d06 Sun 08:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,sink_k1,couch_l1,desk_b1,couch_l1,couch_l1,desk_b1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,entry_table_e1
9180,d06 Sun 09:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,sink_k1,couch_l1,desk_b1,couch_l1,couch_l1,desk_b1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,entry_table_e1
9240,d06 Sun 10:00,dish_rack_k1,desk_b1,counter_k1,person:resident_1,desk_b1,person:resident_1,couch_l1,desk_b1,person:resident_1,person:resident_1,person:resident_1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,person:resident_1
9300,d06 Sun 11:00,dish_rack_k1,desk_b1,counter_k1,person:resident_1,desk_b1,person:resident_1,couch_l1,desk_b1,person:resident_1,person:resident_1,person:resident_1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,person:resident_1
9360,d06 Sun 12:00,dish_rack_k1,desk_b1,counter_k1,entry_hook_e1,desk_b1,counter_k1,couch_l1,desk_b1,couch_l1,chair_k1,couch_l1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,entry_table_e1
9420,d06 Sun 13:00,dish_rack_k1,desk_b1,counter_k1,entry_hook_e1,desk_b1,counter_k1,couch_l1,desk_b1,couch_l1,chair_k1,couch_l1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,entry_table_e1
9480,d06 Sun 14:00,dish_rack_k1,desk_b1,counter_k1,entry_hook_e1,desk_b1,counter_k1,couch_l1,desk_b1,couch_l1,chair_k1,couch_l1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,entry_table_e1
9540,d06 Sun 15:00,dish_rack_k1,desk_b1,counter_k1,entry_hook_e1,desk_b1,counter_k1,couch_l1,desk_b1,couch_l1,chair_k1,couch_l1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,entry_table_e1
9600,d06 Sun 16:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,chair_k1,couch_l1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,entry_table_e1
9660,d06 Sun 17:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,chair_k1,couch_l1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,entry_table_e1
9720,d06 Sun 18:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,chair_k1,couch_l1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,entry_table_e1
9780,d06 Sun 19:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,chair_k1,couch_l1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,entry_table_e1
9840,d06 Sun 20:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,chair_k1,couch_l1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,entry_table_e1
9900,d06 Sun 21:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,chair_k1,couch_l1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,entry_table_e1
9960,d06 Sun 22:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,chair_k1,couch_l1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,entry_table_e1
10020,d06 Sun 23:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,chair_k1,couch_l1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,entry_table_e1
10080,d07 Mon 00:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,chair_k1,couch_l1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,entry_table_e1
10140,d07 Mon 01:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,chair_k1,couch_l1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,entry_table_e1
10200,d07 Mon 02:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,chair_k1,couch_l1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,entry_table_e1
10260,d07 Mon 03:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,chair_k1,couch_l1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,entry_table_e1
10320,d07 Mon 04:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,chair_k1,couch_l1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,entry_table_e1
10380,d07 Mon 05:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,chair_k1,couch_l1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,entry_table_e1
10440,d07 Mon 06:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,chair_k1,couch_l1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,entry_table_e1
10500,d07 Mon 07:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,chair_k1,couch_l1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,entry_table_e1
10560,d07 Mon 08:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,chair_k1,couch_l1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,entry_table_e1
10620,d07 Mon 09:00,dish_rack_k1,desk_b1,counter_k1,person:resident_1,desk_b1,person:resident_1,couch_l1,desk_b1,person:resident_1,person:resident_1,person:resident_1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,person:resident_1
10680,d07 Mon 10:00,dish_rack_k1,desk_b1,counter_k1,person:resident_1,desk_b1,person:resident_1,couch_l1,desk_b1,person:resident_1,person:resident_1,person:resident_1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,person:resident_1
10740,d07 Mon 11:00,dish_rack_k1,desk_b1,counter_k1,person:resident_1,desk_b1,person:resident_1,couch_l1,desk_b1,person:resident_1,person:resident_1,person:resident_1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,person:resident_1
10800,d07 Mon 12:00,dish_rack_k1,desk_b1,counter_k1,entry_hook_e1,desk_b1,sink_k1,couch_l1,desk_b1,couch_l1,chair_k1,couch_l1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,counter_k1
10860,d07 Mon 13:00,dish_rack_k1,desk_b1,counter_k1,entry_hook_e1,desk_b1,sink_k1,couch_l1,desk_b1,couch_l1,chair_k1,couch_l1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,counter_k1
10920,d07 Mon 14:00,dish_rack_k1,desk_b1,counter_k1,person:resident_1,desk_b1,person:resident_1,couch_l1,desk_b1,person:resident_1,person:resident_1,person:resident_1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,person:resident_1
10980,d07 Mon 15:00,dish_rack_k1,desk_b1,counter_k1,person:resident_1,desk_b1,person:resident_1,couch_l1,desk_b1,person:resident_1,person:resident_1,person:resident_1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,person:resident_1
11040,d07 Mon 16:00,dish_rack_k1,desk_b1,counter_k1,person:resident_1,desk_b1,person:resident_1,couch_l1,desk_b1,person:resident_1,person:resident_1,person:resident_1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,person:resident_1
11100,d07 Mon 17:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,counter_k1,couch_l1,desk_b1,couch_l1,chair_k1,desk_b1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,counter_k1
11160,d07 Mon 18:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,counter_k1,couch_l1,desk_b1,couch_l1,chair_k1,desk_b1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,counter_k1
11220,d07 Mon 19:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,counter_k1,couch_l1,desk_b1,couch_l1,chair_k1,desk_b1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,counter_k1
11280,d07 Mon 20:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,counter_k1,couch_l1,desk_b1,couch_l1,chair_k1,desk_b1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,counter_k1
11340,d07 Mon 21:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,counter_k1,couch_l1,desk_b1,couch_l1,chair_k1,desk_b1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,counter_k1
11400,d07 Mon 22:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,counter_k1,couch_l1,desk_b1,couch_l1,chair_k1,desk_b1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,counter_k1
11460,d07 Mon 23:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,counter_k1,tv_stand_l1,desk_b1,couch_l1,chair_k1,desk_b1,desk_b1,desk_b1,desk_b1,armchair_l1,towel_rack_ba1,counter_k1
11520,d08 Tue 00:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,counter_k1,tv_stand_l1,desk_b1,couch_l1,chair_k1,desk_b1,desk_b1,desk_b1,desk_b1,armchair_l1,towel_rack_ba1,counter_k1
11580,d08 Tue 01:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,counter_k1,tv_stand_l1,desk_b1,couch_l1,chair_k1,desk_b1,desk_b1,desk_b1,desk_b1,armchair_l1,towel_rack_ba1,counter_k1
11640,d08 Tue 02:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,counter_k1,tv_stand_l1,desk_b1,couch_l1,chair_k1,desk_b1,desk_b1,desk_b1,desk_b1,armchair_l1,towel_rack_ba1,counter_k1
11700,d08 Tue 03:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,counter_k1,tv_stand_l1,desk_b1,couch_l1,chair_k1,desk_b1,desk_b1,desk_b1,desk_b1,armchair_l1,towel_rack_ba1,counter_k1
11760,d08 Tue 04:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,counter_k1,tv_stand_l1,desk_b1,couch_l1,chair_k1,desk_b1,desk_b1,desk_b1,desk_b1,armchair_l1,towel_rack_ba1,counter_k1
11820,d08 Tue 05:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,counter_k1,tv_stand_l1,desk_b1,couch_l1,chair_k1,desk_b1,desk_b1,desk_b1,desk_b1,armchair_l1,towel_rack_ba1,counter_k1
11880,d08 Tue 06:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,counter_k1,tv_stand_l1,desk_b1,couch_l1,chair_k1,desk_b1,desk_b1,desk_b1,desk_b1,armchair_l1,towel_rack_ba1,counter_k1
11940,d08 Tue 07:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,counter_k1,tv_stand_l1,desk_b1,couch_l1,chair_k1,desk_b1,desk_b1,desk_b1,desk_b1,armchair_l1,towel_rack_ba1,counter_k1
12000,d08 Tue 08:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,counter_k1,tv_stand_l1,desk_b1,couch_l1,chair_k1,desk_b1,desk_b1,desk_b1,desk_b1,armchair_l1,bathroom_shelf_ba1,counter_k1
12060,d08 Tue 09:00,dish_rack_k1,desk_b1,counter_k1,person:resident_1,desk_b1,person:resident_1,tv_stand_l1,desk_b1,person:resident_1,person:resident_1,person:resident_1,desk_b1,desk_b1,desk_b1,armchair_l1,bathroom_shelf_ba1,person:resident_1
12120,d08 Tue 10:00,dish_rack_k1,desk_b1,counter_k1,person:resident_1,desk_b1,person:resident_1,tv_stand_l1,desk_b1,person:resident_1,person:resident_1,person:resident_1,desk_b1,desk_b1,desk_b1,armchair_l1,bathroom_shelf_ba1,person:resident_1
12180,d08 Tue 11:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,counter_k1,tv_stand_l1,desk_b1,entry_floor_e1,chair_k1,couch_l1,desk_b1,desk_b1,desk_b1,armchair_l1,bathroom_shelf_ba1,entry_table_e1
12240,d08 Tue 12:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,counter_k1,tv_stand_l1,desk_b1,entry_floor_e1,chair_k1,couch_l1,desk_b1,desk_b1,desk_b1,armchair_l1,bathroom_shelf_ba1,entry_table_e1
12300,d08 Tue 13:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,counter_k1,tv_stand_l1,desk_b1,entry_floor_e1,chair_k1,couch_l1,desk_b1,desk_b1,desk_b1,armchair_l1,bathroom_shelf_ba1,entry_table_e1
12360,d08 Tue 14:00,dish_rack_k1,desk_b1,counter_k1,person:resident_1,desk_b1,person:resident_1,tv_stand_l1,desk_b1,person:resident_1,person:resident_1,person:resident_1,desk_b1,desk_b1,desk_b1,armchair_l1,bathroom_shelf_ba1,person:resident_1
12420,d08 Tue 15:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,counter_k1,tv_stand_l1,desk_b1,entry_floor_e1,couch_l1,desk_b1,desk_b1,desk_b1,desk_b1,armchair_l1,bathroom_shelf_ba1,counter_k1
12480,d08 Tue 16:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,counter_k1,tv_stand_l1,desk_b1,entry_floor_e1,couch_l1,desk_b1,desk_b1,desk_b1,desk_b1,armchair_l1,bathroom_shelf_ba1,counter_k1
12540,d08 Tue 17:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,counter_k1,tv_stand_l1,desk_b1,entry_floor_e1,couch_l1,desk_b1,desk_b1,desk_b1,desk_b1,armchair_l1,bathroom_shelf_ba1,counter_k1
12600,d08 Tue 18:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,counter_k1,tv_stand_l1,desk_b1,entry_floor_e1,couch_l1,desk_b1,desk_b1,desk_b1,desk_b1,armchair_l1,bathroom_shelf_ba1,counter_k1
