t,stamp,mug_sarah,mug_david,mug_shared_1,bowl_shared_1,bowl_shared_2,plate_shared_1,plate_shared_2,laptop_sarah,laptop_leo,phone_sarah,phone_david,phone_leo,phone_mia,tablet_david,keys_sarah,keys_david,keys_leo,wallet_sarah,wallet_david,backpack_leo,backpack_mia,headphones_leo,gaming_controller_leo,glasses_sarah,notebook_mia,pen_mia,toy_mia,blanket_mia,water_bottle_shared,jacket_david,vacuum_cleaner_shared,laundry_basket_shared,remote_shared
4740,d03 Thu 07:00,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,bedroom_1,bedroom_1,bedroom_2,bedroom_1,kitchen,bedroom_1,entry,bedroom_2,bedroom_1,kitchen,bedroom_2,entry,bedroom_2,living,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,entry,kitchen,bedroom_1,living
4800,d03 Thu 08:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,living
4860,d03 Thu 09:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom_2,bedroom_1,living,bedroom_2,kitchen,outside,living,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,living
4920,d03 Thu 10:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom_2,bedroom_1,living,bedroom_2,kitchen,outside,living,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,living
4980,d03 Thu 11:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom_2,bedroom_1,living,bedroom_2,kitchen,outside,living,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,living
5040,d03 Thu 12:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom_2,bedroom_1,living,bedroom_2,kitchen,outside,living,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,living
5100,d03 Thu 13:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom_2,bedroom_1,living,bedroom_2,kitchen,outside,living,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,living
5160,d03 Thu 14:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom_2,bedroom_1,living,bedroom_2,kitchen,outside,living,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,living
5220,d03 Thu 15:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom_2,bedroom_1,living,bedroom_2,kitchen,outside,living,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,living
5280,d03 Thu 16:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,living
5340,d03 Thu 17:00,kitchen,living,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,living,kitchen,living,bedroom_2,kitchen,living,kitchen,living,living,bedroom_1,living,bedroom_2,entry,living,living,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,living,living,living,entry,living
5400,d03 Thu 18:00,kitchen,living,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,living,kitchen,living,bedroom_2,kitchen,living,kitchen,living,living,bedroom_1,living,bedroom_2,entry,living,living,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,living,living,living,entry,living
5460,d03 Thu 19:00,kitchen,living,living,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,bedroom_2,kitchen,living,living,living,living,bedroom_1,living,bedroom_2,entry,bedroom_2,living,kitchen,living,living,living,living,kitchen,living,kitchen,living,kitchen
5520,d03 Thu 20:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,living,kitchen,living,bedroom_2,kitchen,living,kitchen,living,living,kitchen,living,bedroom_2,entry,bedroom_2,living,kitchen,kitchen,bedroom_3,living,living,kitchen,living,living,bedroom_1,living
5580,d03 Thu 21:00,kitchen,living,kitchen,bedroom_3,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,bedroom_1,living,living,kitchen,living,bedroom_1,living,bedroom_2,bedroom_1,kitchen,bedroom_2,entry,bedroom_3,bedroom_2,kitchen,kitchen,bedroom_3,living,bedroom_3,kitchen,living,kitchen,bedroom_1,living
5640,d03 Thu 22:00,kitchen,living,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_2,bedroom_3,bedroom_1,living,living,bedroom_1,living,kitchen,living,bedroom_2,bedroom_1,kitchen,bedroom_2,bedroom_1,bedroom_2,bedroom_2,kitchen,bedroom_1,bedroom_1,bedroom_1,bedroom_1,kitchen,living,kitchen,bedroom_1,living
5700,d03 Thu 23:00,kitchen,living,kitchen,bedroom_3,kitchen,kitchen,kitchen,bedroom_2,bedroom_3,bedroom_1,living,living,bedroom_3,living,kitchen,living,bedroom_2,bedroom_1,kitchen,bedroom_2,bedroom_1,bedroom_2,bedroom_2,kitchen,bedroom_3,bedroom_3,bedroom_3,bedroom_3,kitchen,living,kitchen,bedroom_1,living
5760,d04 Fri 00:00,kitchen,living,kitchen,bedroom_3,kitchen,kitchen,kitchen,bedroom_2,bedroom_3,bedroom_1,living,living,bedroom_3,living,kitchen,living,bedroom_2,bedroom_1,kitchen,bedroom_2,bedroom_1,bedroom_2,bedroom_2,kitchen,bedroom_3,bedroom_3,bedroom_3,bedroom_3,kitchen,living,kitchen,bedroom_1,living
5820,d04 Fri 01:00,kitchen,living,kitchen,bedroom_3,kitchen,kitchen,kitchen,bedroom_2,bedroom_3,bedroom_1,living,living,bedroom_3,living,kitchen,living,bedroom_2,bedroom_1,kitchen,bedroom_2,bedroom_1,bedroom_2,bedroom_2,kitchen,bedroom_3,bedroom_3,bedroom_3,bedroom_3,kitchen,living,kitchen,bedroom_1,living
5880,d04 Fri 02:00,kitchen,living,kitchen,bedroom_3,kitchen,kitchen,kitchen,bedroom_2,bedroom_3,bedroom_1,living,living,bedroom_3,living,kitchen,living,bedroom_2,bedroom_1,kitchen,bedroom_2,bedroom_1,bedroom_2,bedroom_2,kitchen,bedroom_3,bedroom_3,bedroom_3,bedroom_3,kitchen,living,kitchen,bedroom_1,living
5940,d04 Fri 03:00,kitchen,living,kitchen,bedroom_3,kitchen,kitchen,kitchen,bedroom_2,bedroom_3,bedroom_1,living,living,bedroom_3,living,kitchen,living,bedroom_2,bedroom_1,kitchen,bedroom_2,bedroom_1,bedroom_2,bedroom_2,kitchen,bedroom_3,bedroom_3,bedroom_3,bedroom_3,kitchen,living,kitchen,bedroom_1,living
6000,d04 Fri 04:00,kitchen,living,kitchen,bedroom_3,kitchen,kitchen,kitchen,bedroom_2,bedroom_3,bedroom_1,living,living,bedroom_3,living,kitchen,living,bedroom_2,bedroom_1,kitchen,bedroom_2,bedroom_1,bedroom_2,bedroom_2,kitchen,bedroom_3,bedroom_3,bedroom_3,bedroom_3,kitchen,living,kitchen,bedroom_1,living
6060,d04 Fri 05:00,kitchen,living,kitchen,bedroom_3,kitchen,kitchen,kitchen,bedroom_2,bedroom_3,bedroom_1,living,living,bedroom_3,living,kitchen,living,bedroom_2,bedroom_1,kitchen,bedroom_2,bedroom_1,bedroom_2,bedroom_2,kitchen,bedroom_3,bedroom_3,bedroom_3,bedroom_3,kitchen,living,kitchen,bedroom_1,living
6120,d04 Fri 06:00,kitchen,living,kitchen,bedroom_3,kitchen,kitchen,kitchen,bedroom_2,bedroom_3,bedroom_1,living,living,bedroom_3,living,kitchen,living,bedroom_2,bedroom_1,kitchen,bedroom_2,bedroom_1,bedroom_2,bedroom_2,kitchen,bedroom_3,bedroom_3,bedroom_3,bedroom_3,kitchen,living,kitchen,bedroom_1,living
6180,d04 Fri 07:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_1,kitchen,bedroom_2,entry,kitchen,kitchen,entry,bedroom_2,kitchen,kitchen,bedroom_2,entry,bedroom_2,bedroom_2,bathroom,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,living,kitchen,bedroom_1,living
6240,d04 Fri 08:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,living,kitchen,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,living
6300,d04 Fri 09:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,bedroom_2,bedroom_1,living,kitchen,entry,living,living,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,living,kitchen,bedroom_1,living
6360,d04 Fri 10:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,bedroom_2,bedroom_1,living,kitchen,entry,living,living,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,living,kitchen,bedroom_1,living
6420,d04 Fri 11:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,bedroom_2,bedroom_1,living,kitchen,entry,living,living,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,living,kitchen,bedroom_1,living
6480,d04 Fri 12:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,bedroom_2,bedroom_1,living,kitchen,entry,living,living,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,living,kitchen,bedroom_1,living
6540,d04 Fri 13:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,bedroom_2,bedroom_1,living,kitchen,entry,living,living,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,living,kitchen,bedroom_1,living
6600,d04 Fri 14:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,bedroom_2,bedroom_1,living,kitchen,entry,living,living,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,living,kitchen,bedroom_1,living
6660,d04 Fri 15:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,bedroom_2,bedroom_1,living,kitchen,entry,living,living,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,living,kitchen,bedroom_1,living
6720,d04 Fri 16:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,bedroom_2,bedroom_1,living,kitchen,entry,living,living,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,living,kitchen,bedroom_1,living
6780,d04 Fri 17:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,living,kitchen,bedroom_1,living
6840,d04 Fri 18:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,entry,living,living,kitchen,living,living,living,living,kitchen,kitchen,kitchen,living,living
6900,d04 Fri 19:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,entry,kitchen,living,kitchen,living,living,living,living,kitchen,kitchen,kitchen,living,living
6960,d04 Fri 20:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,living,bedroom_2,kitchen,kitchen,kitchen,living,bedroom_2,kitchen,living,bedroom_2,entry,bedroom_3,bedroom_3,kitchen,bedroom_3,bedroom_3,living,living,kitchen,entry,kitchen,entry,living
7020,d04 Fri 21:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bathroom,living,bedroom_2,kitchen,kitchen,bathroom,living,kitchen,bathroom,living,bedroom_2,entry,bathroom,bedroom_2,kitchen,bedroom_3,bedroom_3,bathroom,bathroom,kitchen,entry,kitchen,entry,living
7080,d04 Fri 22:00,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,living,bedroom_2,bedroom_1,kitchen,kitchen,living,kitchen,bedroom_1,living,bedroom_2,bedroom_1,bedroom_2,bedroom_2,kitchen,bedroom_1,bedroom_1,living,living,kitchen,entry,kitchen,entry,living
7140,d04 Fri 23:00,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,living,bedroom_2,bedroom_3,kitchen,kitchen,living,kitchen,bedroom_1,living,bedroom_2,bedroom_3,bedroom_2,bedroom_2,kitchen,bedroom_3,bedroom_3,bedroom_3,bedroom_3,kitchen,entry,kitchen,entry,living
7200,d05 Sat 00:00,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,living,bedroom_2,bedroom_3,kitchen,kitchen,living,kitchen,bedroom_1,living,bedroom_2,bedroom_3,bedroom_2,bedroom_2,kitchen,bedroom_3,bedroom_3,bedroom_3,bedroom_3,kitchen,entry,kitchen,entry,living
7260,d05 Sat 01:00,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,living,bedroom_2,bedroom_3,kitchen,kitchen,living,kitchen,bedroom_1,living,bedroom_2,bedroom_3,bedroom_2,bedroom_2,kitchen,bedroom_3,bedroom_3,bedroom_3,bedroom_3,kitchen,entry,kitchen,entry,living
7320,d05 Sat 02:00,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,living,bedroom_2,bedroom_3,kitchen,kitchen,living,kitchen,bedroom_1,living,bedroom_2,bedroom_3,bedroom_2,bedroom_2,kitchen,bedroom_3,bedroom_3,bedroom_3,bedroom_3,kitchen,entry,kitchen,entry,living
7380,d05 Sat 03:00,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,living,bedroom_2,bedroom_3,kitchen,kitchen,living,kitchen,bedroom_1,living,bedroom_2,bedroom_3,bedroom_2,bedroom_2,kitchen,bedroom_3,bedroom_3,bedroom_3,bedroom_3,kitchen,entry,kitchen,entry,living
7440,d05 Sat 04:00,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,living,bedroom_2,bedroom_3,kitchen,kitchen,living,kitchen,bedroom_1,living,bedroom_2,bedroom_3,bedroom_2,bedroom_2,kitchen,bedroom_3,bedroom_3,bedroom_3,bedroom_3,kitchen,entry,kitchen,entry,living
7500,d05 Sat 05:00,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,living,bedroom_2,bedroom_3,kitchen,kitchen,living,kitchen,bedroom_1,living,bedroom_2,bedroom_3,bedroom_2,bedroom_2,kitchen,bedroom_3,bedroom_3,bedroom_3,bedroom_3,kitchen,entry,kitchen,entry,living
7560,d05 Sat 06:00,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,living,bedroom_2,bedroom_3,kitchen,kitchen,living,kitchen,bedroom_1,living,bedroom_2,bedroom_3,bedroom_2,bedroom_2,kitchen,bedroom_3,bedroom_3,bedroom_3,bedroom_3,kitchen,entry,kitchen,entry,living
7620,d05 Sat 07:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_1,bedroom_1,bedroom_1,bedroom_1,bedroom_1,bedroom_2,bedroom_2,bedroom_1,bedroom_1,bedroom_1,bedroom_3,bedroom_3,kitchen,bedroom_1,kitchen,entry,living
7680,d05 Sat 08:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,kitchen,kitchen,bedroom_2,entry,living,living,kitchen,entry,kitchen,bedroom_3,bedroom_3,kitchen,living,kitchen,bedroom_1,living
7740,d05 Sat 09:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,bedroom_2,bedroom_1,kitchen,bedroom_2,entry,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,living
7800,d05 Sat 10:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,bedroom_2,kitchen,kitchen,bedroom_2,entry,bedroom_3,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,living
7860,d05 Sat 11:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,bedroom_2,kitchen,kitchen,bedroom_2,entry,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,living
7920,d05 Sat 12:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,living,kitchen,living,living,kitchen,kitchen,bedroom_2,entry,living,living,kitchen,bedroom_3,kitchen,kitchen,kitchen,living,living,kitchen,entry,living
7980,d05 Sat 13:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,living,kitchen,living,living,kitchen,kitchen,bedroom_2,entry,living,living,kitchen,bedroom_3,kitchen,kitchen,kitchen,living,living,kitchen,bedroom_1,living
8040,d05 Sat 14:00,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,bedroom_1,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,living,kitchen,living,living,kitchen,kitchen,bedroom_2,entry,bedroom_3,bedroom_3,kitchen,bedroom_3,kitchen,kitchen,kitchen,living,living,kitchen,bedroom_1,living
8100,d05 Sat 15:00,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,bedroom_1,bedroom_2,kitchen,kitchen,bedroom_2,living,living,kitchen,living,living,kitchen,kitchen,bedroom_2,living,bedroom_3,bedroom_3,kitchen,living,living,living,living,living,living,kitchen,living,living
8160,d05 Sat 16:00,kitchen,living,kitchen,living,living,kitchen,kitchen,bedroom_1,living,kitchen,living,living,living,living,kitchen,living,living,kitchen,living,living,living,living,living,kitchen,living,living,living,living,living,living,living,entry,living
8220,d05 Sat 17:00,living,kitchen,living,living,kitchen,living,living,living,living,kitchen,living,kitchen,kitchen,living,kitchen,living,bedroom_2,kitchen,living,bedroom_2,entry,bedroom_3,living,living,kitchen,kitchen,bedroom_3,bedroom_3,living,living,kitchen,living,living
8280,d05 Sat 18:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,living,living,kitchen,living,kitchen,living,bedroom_2,kitchen,living,bedroom_2,entry,bedroom_3,bedroom_2,kitchen,kitchen,bedroom_3,living,living,kitchen,living,living,bedroom_1,living
8340,d05 Sat 19:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,living,kitchen,living,living,kitchen,living,kitchen,living,living,kitchen,living,living,entry,living,living,kitchen,bedroom_3,bedroom_3,living,living,living,living,kitchen,entry,living
8400,d05 Sat 20:00,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,bathroom,living,bathroom,living,living,living,living,bathroom,living,living,bathroom,living,living,living,bathroom,bathroom,kitchen,living,living,bathroom,bathroom,living,living,kitchen,entry,living
8460,d05 Sat 21:00,kitchen,living,kitchen,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,bedroom_2,bedroom_3,living,living,bedroom_3,living,bedroom_3,living,living,bedroom_3,living,bedroom_2,bedroom_3,bedroom_3,bedroom_3,kitchen,bedroom_3,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,entry,living
8520,d05 Sat 22:00,kitchen,living,kitchen,bedroom_3,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,living,living,entry,living,bedroom_1,living,living,bedroom_1,living,bedroom_2,bedroom_3,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,entry,living
8580,d05 Sat 23:00,kitchen,living,kitchen,bedroom_3,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,living,living,entry,living,bedroom_1,living,living,bedroom_1,living,bedroom_2,bedroom_3,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,entry,living
8640,d06 Sun 00:00,kitchen,living,kitchen,bedroom_3,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,living,living,entry,living,bedroom_1,living,living,bedroom_1,living,bedroom_2,bedroom_3,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,entry,living
8700,d06 Sun 01:00,kitchen,living,kitchen,bedroom_3,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,living,living,entry,living,bedroom_1,living,living,bedroom_1,living,bedroom_2,bedroom_3,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,entry,living
8760,d06 Sun 02:00,kitchen,living,kitchen,bedroom_3,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,living,living,entry,living,bedroom_1,living,living,bedroom_1,living,bedroom_2,bedroom_3,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,entry,living
8820,d06 Sun 03:00,kitchen,living,kitchen,bedroom_3,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,living,living,entry,living,bedroom_1,living,living,bedroom_1,living,bedroom_2,bedroom_3,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,entry,living
8880,d06 Sun 04:00,kitchen,living,kitchen,bedroom_3,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,living,living,entry,living,bedroom_1,living,living,bedroom_1,living,bedroom_2,bedroom_3,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,entry,living
8940,d06 Sun 05:00,kitchen,living,kitchen,bedroom_3,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,living,living,entry,living,bedroom_1,living,living,bedroom_1,living,bedroom_2,bedroom_3,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,entry,living
9000,d06 Sun 06:00,kitchen,living,kitchen,bedroom_3,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,living,living,entry,living,bedroom_1,living,living,bedroom_1,living,bedroom_2,bedroom_3,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,entry,living
9060,d06 Sun 07:00,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,living,entry,kitchen,bedroom_1,kitchen,living,kitchen,kitchen,bedroom_2,bedroom_3,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,kitchen,entry,living
9120,d06 Sun 08:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_2,entry,kitchen,kitchen,living,bedroom_2,bedroom_1,living,kitchen,entry,kitchen,living,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,living
9180,d06 Sun 09:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,entry,kitchen,kitchen,living,bedroom_2,kitchen,living,bedroom_2,entry,living,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,living
9240,d06 Sun 10:00,kitchen,living,living,kitchen,kitchen,living,living,bedroom_1,bedroom_2,kitchen,kitchen,kitchen,living,living,kitchen,living,bedroom_2,bedroom_1,living,bedroom_2,living,living,kitchen,kitchen,living,living,living,living,living,living,living,living,living
9300,d06 Sun 11:00,kitchen,living,living,kitchen,kitchen,living,living,bedroom_1,bedroom_2,kitchen,kitchen,living,entry,living,kitchen,living,bedroom_2,bedroom_1,living,bedroom_2,living,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,living,living
9360,d06 Sun 12:00,kitchen,living,living,kitchen,kitchen,living,living,bedroom_1,bedroom_2,kitchen,kitchen,living,entry,living,kitchen,living,bedroom_2,bedroom_1,living,bedroom_2,living,living,living,kitchen,living,living,kitchen,living,living,living,living,living,living
9420,d06 Sun 13:00,kitchen,living,living,kitchen,living,living,living,kitchen,bedroom_2,kitchen,kitchen,living,living,living,kitchen,living,bedroom_2,kitchen,living,bedroom_2,living,living,living,kitchen,living,living,kitchen,living,living,living,living,entry,living
9480,d06 Sun 14:00,kitchen,living,living,kitchen,living,living,living,kitchen,bedroom_2,kitchen,kitchen,living,living,living,kitchen,living,bedroom_2,bedroom_1,kitchen,bedroom_2,living,living,living,kitchen,living,living,kitchen,living,living,living,living,entry,living
9540,d06 Sun 15:00,kitchen,living,living,living,living,living,living,kitchen,living,kitchen,kitchen,living,living,living,kitchen,living,living,bedroom_1,kitchen,living,living,living,living,kitchen,living,living,living,living,living,living,living,living,living
