agent,belief,policy,episode_id,household_id,day_index,question_id,object_id,object_class,t_query,answer_receptacle,truth_receptacle,correct,confidence,budget_before,budget_spent,budget_after,forced_answer,belief_accuracy
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,4,q0123,water_bottle_1,water_bottle,414386,counter_k1,counter_k1,True,1.0,0,0,0,False,0.7058823529411765
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,4,q0108,mug_2,mug,414513,dish_rack_k1,sink_k1,False,1.0,0,0,0,False,0.7058823529411765
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,4,q0118,bowl_2,bowl,415553,coffee_table_l1,sink_k1,False,1.0,0,0,0,False,0.7058823529411765
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,4,q0138,blanket_1,blanket,419353,couch_l1,couch_l1,True,1.0,0,0,0,False,0.7058823529411765
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,4,q0147,phone_marisol,phone,420459,couch_l1,ON_PERSON,False,1.0,0,0,0,False,0.7647058823529411
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,4,q0170,phone_marisol,phone,421086,couch_l1,ON_PERSON,False,1.0,0,0,0,False,0.7647058823529411
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,4,q0177,charger_1,charger,421490,counter_k1,counter_k1,True,1.0,0,0,0,False,0.7647058823529411
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,4,q0137,bowl_2,bowl,422379,coffee_table_l1,sink_k1,False,1.0,0,0,0,False,0.7647058823529411
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,4,q0151,water_bottle_1,water_bottle,422579,counter_k1,counter_k1,True,1.0,0,0,0,False,0.7058823529411765
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,4,q0106,phone_marisol,phone,423193,couch_l1,ON_PERSON,False,1.0,0,0,0,False,0.7058823529411765
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,4,q0136,water_bottle_1,water_bottle,423951,counter_k1,counter_k1,True,1.0,0,0,0,False,0.7058823529411765
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,4,q0154,mug_1,mug,424134,coffee_table_l1,coffee_table_l1,True,1.0,0,0,0,False,0.7058823529411765
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,4,q0125,bowl_1,bowl,424161,entry_table_e1,entry_table_e1,True,1.0,0,0,0,False,0.7058823529411765
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,4,q0142,keys_marisol,keys,424583,counter_k1,counter_k1,True,1.0,0,0,0,False,0.7058823529411765
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,5,q0256,water_bottle_1,water_bottle,461043,couch_l1,couch_l1,True,1.0,16,14,2,False,1.0
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,5,q0251,book_1,book,461137,couch_l1,couch_l1,True,1.0,2,1,1,False,1.0
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,5,q0205,mug_2,mug,461362,sink_k1,sink_k1,True,1.0,1,1,0,False,1.0
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,5,q0245,phone_marisol,phone,461919,ON_PERSON,ON_PERSON,True,1.0,0,0,0,False,1.0
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,5,q0260,medication_bottle_1,medication_bottle,462047,nightstand_b1,nightstand_b1,True,1.0,0,0,0,False,1.0
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,5,q0190,charger_1,charger,462670,counter_k1,counter_k1,True,1.0,0,0,0,False,1.0
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,5,q0240,blanket_1,blanket,464691,couch_l1,bed_b1,False,1.0,0,0,0,False,0.8235294117647058
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,5,q0236,charger_1,charger,465784,counter_k1,counter_k1,True,1.0,0,0,0,False,0.8235294117647058
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,5,q0262,plate_1,plate,466170,coffee_table_l1,coffee_table_l1,True,1.0,0,0,0,False,0.8235294117647058
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,5,q0221,bowl_1,bowl,467198,entry_table_e1,entry_table_e1,True,1.0,0,0,0,False,0.8235294117647058
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,5,q0195,jacket_marisol,jacket,467619,chair_k1,chair_k1,True,1.0,0,0,0,False,0.8235294117647058
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,5,q0188,water_bottle_1,water_bottle,468434,couch_l1,couch_l1,True,1.0,0,0,0,False,0.8235294117647058
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,5,q0238,book_1,book,468899,couch_l1,couch_l1,True,1.0,0,0,0,False,0.8235294117647058
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,5,q0213,charger_1,charger,469329,counter_k1,counter_k1,True,1.0,0,0,0,False,0.8235294117647058
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,5,q0227,water_bottle_1,water_bottle,469443,couch_l1,couch_l1,True,1.0,0,0,0,False,0.8235294117647058
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,5,q0209,remote_1,remote,470103,couch_l1,couch_l1,True,1.0,0,0,0,False,0.8235294117647058
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,5,q0259,bowl_2,bowl,470703,sink_k1,sink_k1,True,1.0,0,0,0,False,0.8235294117647058
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,5,q0268,plate_1,plate,471578,coffee_table_l1,coffee_table_l1,True,1.0,0,0,0,False,0.8235294117647058
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,5,q0200,jacket_marisol,jacket,474215,chair_k1,chair_k1,True,1.0,0,0,0,False,0.8235294117647058
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,5,q0218,blanket_1,blanket,474353,couch_l1,bed_b1,False,1.0,0,0,0,False,0.8235294117647058
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,5,q0184,phone_marisol,phone,474755,ON_PERSON,counter_k1,False,1.0,0,0,0,False,0.8235294117647058
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,5,q0269,water_bottle_1,water_bottle,475116,couch_l1,couch_l1,True,1.0,0,0,0,False,0.8235294117647058
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,5,q0208,umbrella_1,umbrella,475419,entry_table_e1,entry_table_e1,True,1.0,0,0,0,False,0.8235294117647058
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,5,q0229,remote_1,remote,476057,couch_l1,couch_l1,True,1.0,0,0,0,False,0.8235294117647058
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,5,q0191,umbrella_1,umbrella,476379,entry_table_e1,entry_table_e1,True,1.0,0,0,0,False,0.8235294117647058
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,5,q0264,phone_marisol,phone,476766,ON_PERSON,counter_k1,False,1.0,0,0,0,False,0.8235294117647058
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,5,q0207,phone_marisol,phone,476890,ON_PERSON,counter_k1,False,1.0,0,0,0,False,0.8235294117647058
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,5,q0217,keys_marisol,keys,477238,entry_table_e1,entry_table_e1,True,1.0,0,0,0,False,0.8235294117647058
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,5,q0234,bowl_2,bowl,477299,sink_k1,sink_k1,True,1.0,0,0,0,False,0.8235294117647058
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,5,q0198,wallet_marisol,wallet,478479,entry_table_e1,entry_table_e1,True,1.0,0,0,0,False,0.8235294117647058
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,5,q0189,blanket_1,blanket,478677,couch_l1,bed_b1,False,1.0,0,0,0,False,0.8235294117647058
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,5,q0224,mug_2,mug,479982,sink_k1,sink_k1,True,1.0,0,0,0,False,0.8235294117647058
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,5,q0203,bowl_1,bowl,480270,entry_table_e1,entry_table_e1,True,1.0,0,0,0,False,0.8235294117647058
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,5,q0206,blanket_1,blanket,480370,couch_l1,bed_b1,False,1.0,0,0,0,False,0.8235294117647058
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,5,q0201,headphones_1,headphones,480495,counter_k1,couch_l1,False,1.0,0,0,0,False,0.8235294117647058
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,5,q0247,mug_2,mug,480584,sink_k1,sink_k1,True,1.0,0,0,0,False,0.8235294117647058
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,5,q0246,umbrella_1,umbrella,481262,entry_table_e1,entry_table_e1,True,1.0,0,0,0,False,0.8235294117647058
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,5,q0230,plate_1,plate,481756,coffee_table_l1,coffee_table_l1,True,1.0,0,0,0,False,0.8235294117647058
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,5,q0267,mug_1,mug,481999,coffee_table_l1,coffee_table_l1,True,1.0,0,0,0,False,0.8235294117647058
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,5,q0226,wallet_marisol,wallet,483544,entry_table_e1,entry_table_e1,True,1.0,0,0,0,False,0.8235294117647058
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,5,q0263,bowl_1,bowl,483682,entry_table_e1,entry_table_e1,True,1.0,0,0,0,False,0.8235294117647058
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,5,q0214,bowl_2,bowl,485433,sink_k1,sink_k1,True,1.0,0,0,0,False,0.7647058823529411
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,5,q0223,phone_marisol,phone,486872,ON_PERSON,counter_k1,False,1.0,0,0,0,False,0.7647058823529411
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,5,q0216,book_1,book,489063,couch_l1,couch_l1,True,1.0,0,0,0,False,0.7647058823529411
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,5,q0250,charger_1,charger,489198,counter_k1,counter_k1,True,1.0,0,0,0,False,0.7647058823529411
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,5,q0199,mug_1,mug,489542,coffee_table_l1,coffee_table_l1,True,1.0,0,0,0,False,0.7647058823529411
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,5,q0183,plate_1,plate,489869,coffee_table_l1,coffee_table_l1,True,1.0,0,0,0,False,0.7647058823529411
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,5,q0261,remote_1,remote,490320,couch_l1,couch_l1,True,1.0,0,0,0,False,0.7647058823529411
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,5,q0265,blanket_1,blanket,490432,couch_l1,bed_b1,False,1.0,0,0,0,False,0.8235294117647058
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,5,q0255,wallet_marisol,wallet,490671,entry_table_e1,entry_table_e1,True,1.0,0,0,0,False,0.8235294117647058
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,5,q0239,water_bottle_1,water_bottle,490876,coffee_table_l1,coffee_table_l1,True,1.0,0,0,0,False,0.8235294117647058
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,5,q0241,mug_1,mug,490940,coffee_table_l1,coffee_table_l1,True,1.0,0,0,0,False,0.8235294117647058
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,5,q0197,medication_bottle_1,medication_bottle,491976,nightstand_b1,nightstand_b1,True,1.0,0,0,0,False,0.8235294117647058
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,5,q0253,jacket_marisol,jacket,492684,chair_k1,chair_k1,True,1.0,0,0,0,False,0.8235294117647058
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,5,q0249,keys_marisol,keys,493051,entry_table_e1,entry_table_e1,True,1.0,0,0,0,False,0.7058823529411765
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,5,q0211,bowl_2,bowl,493934,sink_k1,couch_l1,False,1.0,0,0,0,False,0.6470588235294118
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,5,q0187,headphones_1,headphones,494322,counter_k1,couch_l1,False,1.0,0,0,0,False,0.6470588235294118
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,5,q0233,jacket_marisol,jacket,494411,chair_k1,chair_k1,True,1.0,0,0,0,False,0.6470588235294118
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,5,q0180,remote_1,remote,495539,couch_l1,couch_l1,True,1.0,0,0,0,False,0.6470588235294118
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,5,q0210,plate_1,plate,495997,coffee_table_l1,sink_k1,False,1.0,0,0,0,False,0.6470588235294118
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,5,q0182,wallet_marisol,wallet,496950,entry_table_e1,entry_table_e1,True,1.0,0,0,0,False,0.6470588235294118
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,5,q0181,medication_bottle_1,medication_bottle,498370,nightstand_b1,nightstand_b1,True,1.0,0,0,0,False,0.6470588235294118
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,5,q0266,remote_1,remote,498408,couch_l1,couch_l1,True,1.0,0,0,0,False,0.6470588235294118
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,5,q0185,bowl_2,bowl,499035,sink_k1,coffee_table_l1,False,1.0,0,0,0,False,0.6470588235294118
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,5,q0202,keys_marisol,keys,499273,entry_table_e1,entry_table_e1,True,1.0,0,0,0,False,0.6470588235294118
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,5,q0232,plate_1,plate,500472,coffee_table_l1,sink_k1,False,1.0,0,0,0,False,0.7058823529411765
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,5,q0212,water_bottle_1,water_bottle,500593,coffee_table_l1,coffee_table_l1,True,1.0,0,0,0,False,0.7058823529411765
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,5,q0235,keys_marisol,keys,501875,entry_table_e1,entry_table_e1,True,1.0,0,0,0,False,0.7058823529411765
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,5,q0222,medication_bottle_1,medication_bottle,502099,nightstand_b1,nightstand_b1,True,1.0,0,0,0,False,0.7058823529411765
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,5,q0257,umbrella_1,umbrella,502196,entry_table_e1,entry_table_e1,True,1.0,0,0,0,False,0.7058823529411765
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,5,q0242,wallet_marisol,wallet,502340,entry_table_e1,entry_table_e1,True,1.0,0,0,0,False,0.7058823529411765
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,5,q0237,headphones_1,headphones,503121,couch_l1,couch_l1,True,1.0,0,0,0,False,0.7058823529411765
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,5,q0225,charger_1,charger,503819,counter_k1,counter_k1,True,1.0,0,0,0,False,0.7058823529411765
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,5,q0186,keys_marisol,keys,504100,entry_table_e1,entry_table_e1,True,1.0,0,0,0,False,0.7058823529411765
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,5,q0248,blanket_1,blanket,504533,couch_l1,bed_b1,False,1.0,0,0,0,False,0.7058823529411765
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,5,q0219,umbrella_1,umbrella,505596,entry_table_e1,entry_table_e1,True,1.0,0,0,0,False,0.7058823529411765
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,5,q0193,bowl_1,bowl,506686,entry_table_e1,entry_table_e1,True,1.0,0,0,0,False,0.7058823529411765
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,5,q0254,mug_1,mug,507034,coffee_table_l1,sink_k1,False,1.0,0,0,0,False,0.7058823529411765
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,5,q0252,headphones_1,headphones,507670,couch_l1,couch_l1,True,1.0,0,0,0,False,0.7058823529411765
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,5,q0243,bowl_1,bowl,508379,entry_table_e1,entry_table_e1,True,1.0,0,0,0,False,0.7058823529411765
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,5,q0215,jacket_marisol,jacket,508463,chair_k1,chair_k1,True,1.0,0,0,0,False,0.7058823529411765
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,5,q0196,mug_2,mug,508942,sink_k1,counter_k1,False,1.0,0,0,0,False,0.7058823529411765
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,5,q0204,book_1,book,509274,couch_l1,couch_l1,True,1.0,0,0,0,False,0.7058823529411765
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,5,q0220,mug_1,mug,509405,coffee_table_l1,sink_k1,False,1.0,0,0,0,False,0.7058823529411765
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,5,q0194,mug_1,mug,510138,coffee_table_l1,sink_k1,False,1.0,0,0,0,False,0.7058823529411765
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,5,q0258,mug_2,mug,510148,sink_k1,counter_k1,False,1.0,0,0,0,False,0.7058823529411765
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,5,q0192,book_1,book,510229,couch_l1,couch_l1,True,1.0,0,0,0,False,0.7058823529411765
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,5,q0231,remote_1,remote,510409,couch_l1,couch_l1,True,1.0,0,0,0,False,0.4117647058823529
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,5,q0244,medication_bottle_1,medication_bottle,510635,nightstand_b1,nightstand_b1,True,1.0,0,0,0,False,0.4117647058823529
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,5,q0228,headphones_1,headphones,510732,couch_l1,counter_k1,False,1.0,0,0,0,False,0.4117647058823529
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,6,q0350,charger_1,charger,548316,coffee_table_l1,coffee_table_l1,True,1.0,16,12,4,False,1.0
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,6,q0317,plate_1,plate,548447,sink_k1,sink_k1,True,1.0,4,1,3,False,1.0
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,6,q0358,book_1,book,548491,couch_l1,couch_l1,True,1.0,3,1,2,False,1.0
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,6,q0294,mug_2,mug,548510,coffee_table_l1,coffee_table_l1,True,1.0,2,1,1,False,1.0
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,6,q0357,blanket_1,blanket,548532,couch_l1,couch_l1,True,1.0,1,1,0,False,1.0
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,6,q0330,jacket_marisol,jacket,548890,chair_k1,chair_k1,True,1.0,0,0,0,False,1.0
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,6,q0314,jacket_marisol,jacket,549272,chair_k1,chair_k1,True,1.0,0,0,0,False,1.0
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,6,q0307,remote_1,remote,549679,couch_l1,couch_l1,True,1.0,0,0,0,False,1.0
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,6,q0285,book_1,book,549743,couch_l1,couch_l1,True,1.0,0,0,0,False,1.0
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,6,q0354,wallet_marisol,wallet,550154,entry_table_e1,entry_table_e1,True,1.0,0,0,0,False,1.0
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,6,q0324,water_bottle_1,water_bottle,550330,coffee_table_l1,coffee_table_l1,True,1.0,0,0,0,False,1.0
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,6,q0310,umbrella_1,umbrella,550453,entry_table_e1,entry_table_e1,True,1.0,0,0,0,False,1.0
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,6,q0299,keys_marisol,keys,550939,entry_table_e1,entry_table_e1,True,1.0,0,0,0,False,1.0
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,6,q0334,phone_marisol,phone,550982,counter_k1,counter_k1,True,1.0,0,0,0,False,1.0
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,6,q0352,plate_1,plate,551695,sink_k1,sink_k1,True,1.0,0,0,0,False,1.0
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,6,q0318,mug_2,mug,552694,coffee_table_l1,coffee_table_l1,True,1.0,0,0,0,False,1.0
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,6,q0282,bowl_2,bowl,554485,coffee_table_l1,coffee_table_l1,True,1.0,0,0,0,False,1.0
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,6,q0355,headphones_1,headphones,555158,counter_k1,counter_k1,True,1.0,0,0,0,False,1.0
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,6,q0326,book_1,book,555667,couch_l1,couch_l1,True,1.0,0,0,0,False,1.0
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,6,q0275,remote_1,remote,555696,couch_l1,couch_l1,True,1.0,0,0,0,False,1.0
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,6,q0281,plate_1,plate,556231,sink_k1,sink_k1,True,1.0,0,0,0,False,1.0
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,6,q0313,phone_marisol,phone,556370,counter_k1,counter_k1,True,1.0,0,0,0,False,1.0
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,6,q0276,blanket_1,blanket,557056,couch_l1,couch_l1,True,1.0,0,0,0,False,1.0
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,6,q0303,plate_1,plate,557683,sink_k1,sink_k1,True,1.0,0,0,0,False,1.0
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,6,q0316,mug_1,mug,559084,sink_k1,sink_k1,True,1.0,0,0,0,False,0.9411764705882353
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,6,q0311,book_1,book,559140,couch_l1,couch_l1,True,1.0,0,0,0,False,0.9411764705882353
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,6,q0333,bowl_1,bowl,559530,entry_table_e1,entry_table_e1,True,1.0,0,0,0,False,0.9411764705882353
LastObservation+SequentialSearch,LastObservation,SequentialSearch,hh_001_hh_001_seed0_28d,hh_001,6,q0335,bowl_2,bowl,559907,coffee_table_l1,coffee_table_l1,True,1.0,0,0,0,False,0.9411764705882353
