t,stamp,bowl_1,bowl_2,plate_1,mug_1,mug_2,phone_marisol,charger_1,keys_marisol,wallet_marisol,water_bottle_1,book_1,headphones_1,medication_bottle_1,blanket_1,jacket_marisol,remote_1,umbrella_1
10740,d07 Mon 11:00,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,entry,entry,bathroom,bedroom,bathroom,bedroom,living,entry,living,entry
10800,d07 Mon 12:00,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,entry,entry,bathroom,bedroom,bathroom,bedroom,living,entry,living,entry
10860,d07 Mon 13:00,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,entry,entry,bathroom,bedroom,bathroom,bedroom,living,entry,living,entry
10920,d07 Mon 14:00,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,entry,entry,bathroom,bedroom,bathroom,bedroom,living,entry,living,entry
10980,d07 Mon 15:00,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,entry,entry,bathroom,bedroom,bathroom,bedroom,living,entry,living,entry
11040,d07 Mon 16:00,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,entry,entry,bathroom,bedroom,bathroom,bedroom,living,entry,living,entry
11100,d07 Mon 17:00,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,entry,entry,bathroom,bedroom,bathroom,bedroom,living,entry,living,entry
11160,d07 Mon 18:00,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,entry,entry,bathroom,bedroom,bathroom,bedroom,living,entry,living,entry
11220,d07 Mon 19:00,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,entry,entry,bedroom,bedroom,bathroom,bedroom,living,entry,living,entry
11280,d07 Mon 20:00,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,entry,entry,bedroom,bedroom,bathroom,bedroom,living,entry,living,entry
11340,d07 Mon 21:00,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,entry,entry,bedroom,bedroom,living,bedroom,living,entry,living,entry
11400,d07 Mon 22:00,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,entry,entry,bedroom,bedroom,living,bedroom,living,entry,living,entry
11460,d07 Mon 23:00,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,outside,outside,outside,bedroom,living,bedroom,living,outside,living,entry
11520,d08 Tue 00:00,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,outside,outside,outside,bedroom,living,bedroom,living,outside,living,entry
11580,d08 Tue 01:00,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,outside,outside,outside,bedroom,living,bedroom,living,outside,living,entry
11640,d08 Tue 02:00,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,outside,outside,outside,bedroom,living,bedroom,living,outside,living,entry
11700,d08 Tue 03:00,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,outside,outside,outside,bedroom,living,bedroom,living,outside,living,entry
11760,d08 Tue 04:00,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,outside,outside,outside,bedroom,living,bedroom,living,outside,living,entry
11820,d08 Tue 05:00,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,outside,outside,outside,bedroom,living,bedroom,living,outside,living,entry
11880,d08 Tue 06:00,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,outside,outside,outside,bedroom,living,bedroom,living,outside,living,entry
11940,d08 Tue 07:00,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,outside,outside,outside,bedroom,living,bedroom,living,outside,living,entry
12000,d08 Tue 08:00,entry,kitchen,living,living,living,kitchen,kitchen,entry,entry,kitchen,bedroom,living,bedroom,living,kitchen,living,entry
12060,d08 Tue 09:00,entry,kitchen,living,living,living,kitchen,kitchen,entry,entry,kitchen,bedroom,living,bedroom,living,kitchen,living,entry
12120,d08 Tue 10:00,entry,kitchen,living,living,living,kitchen,kitchen,entry,entry,kitchen,bedroom,living,bedroom,living,kitchen,living,entry
12180,d08 Tue 11:00,entry,kitchen,living,living,living,kitchen,kitchen,entry,entry,kitchen,bedroom,living,bedroom,living,kitchen,living,entry
12240,d08 Tue 12:00,entry,kitchen,living,living,living,kitchen,kitchen,entry,entry,kitchen,bedroom,living,bedroom,living,kitchen,living,entry
12300,d08 Tue 13:00,entry,kitchen,living,living,living,kitchen,kitchen,entry,entry,kitchen,bedroom,living,bedroom,living,kitchen,living,entry
12360,d08 Tue 14:00,entry,kitchen,living,living,living,kitchen,kitchen,entry,entry,kitchen,bedroom,living,bedroom,living,kitchen,living,entry
12420,d08 Tue 15:00,entry,kitchen,living,living,living,kitchen,kitchen,entry,entry,kitchen,bedroom,living,bedroom,living,kitchen,living,entry
12480,d08 Tue 16:00,entry,kitchen,living,living,living,kitchen,kitchen,entry,entry,kitchen,bedroom,living,bedroom,living,kitchen,living,entry
12540,d08 Tue 17:00,entry,kitchen,kitchen,living,living,kitchen,kitchen,entry,entry,bedroom,bedroom,living,bedroom,living,kitchen,living,entry
12600,d08 Tue 18:00,entry,kitchen,kitchen,living,living,kitchen,kitchen,entry,entry,bedroom,bedroom,living,bedroom,living,kitchen,living,entry
12660,d08 Tue 19:00,entry,kitchen,kitchen,living,living,kitchen,kitchen,entry,entry,bedroom,bedroom,living,bedroom,living,kitchen,living,entry
12720,d08 Tue 20:00,entry,kitchen,kitchen,living,living,kitchen,kitchen,entry,entry,bedroom,bedroom,living,bedroom,living,kitchen,living,entry
12780,d08 Tue 21:00,entry,kitchen,kitchen,living,living,kitchen,kitchen,entry,entry,bedroom,bedroom,kitchen,bedroom,living,kitchen,living,entry
12840,d08 Tue 22:00,entry,kitchen,kitchen,living,living,kitchen,kitchen,entry,entry,bedroom,bedroom,kitchen,bedroom,living,kitchen,living,entry
12900,d08 Tue 23:00,entry,kitchen,kitchen,living,living,kitchen,kitchen,outside,outside,outside,bedroom,kitchen,bedroom,living,outside,living,entry
12960,d09 Wed 00:00,entry,kitchen,kitchen,living,living,kitchen,kitchen,outside,outside,outside,bedroom,kitchen,bedroom,living,outside,living,entry
13020,d09 Wed 01:00,entry,kitchen,kitchen,living,living,kitchen,kitchen,outside,outside,outside,bedroom,kitchen,bedroom,living,outside,living,entry
13080,d09 Wed 02:00,entry,kitchen,kitchen,living,living,kitchen,kitchen,outside,outside,outside,bedroom,kitchen,bedroom,living,outside,living,entry
13140,d09 Wed 03:00,entry,kitchen,kitchen,living,living,kitchen,kitchen,outside,outside,outside,bedroom,kitchen,bedroom,living,outside,living,entry
13200,d09 Wed 04:00,entry,kitchen,kitchen,living,living,kitchen,kitchen,outside,outside,outside,bedroom,kitchen,bedroom,living,outside,living,entry
13260,d09 Wed 05:00,entry,kitchen,kitchen,living,living,kitchen,kitchen,outside,outside,outside,bedroom,kitchen,bedroom,living,outside,living,entry
13320,d09 Wed 06:00,entry,kitchen,kitchen,living,living,kitchen,kitchen,outside,outside,outside,bedroom,kitchen,bedroom,living,outside,living,entry
13380,d09 Wed 07:00,entry,kitchen,kitchen,living,living,kitchen,kitchen,outside,outside,outside,bedroom,kitchen,bedroom,living,outside,living,entry
13440,d09 Wed 08:00,entry,kitchen,living,living,living,kitchen,kitchen,entry,entry,living,bedroom,kitchen,bedroom,living,kitchen,living,entry
13500,d09 Wed 09:00,entry,kitchen,living,living,living,kitchen,kitchen,entry,entry,living,bedroom,living,bedroom,living,kitchen,living,entry
13560,d09 Wed 10:00,entry,kitchen,living,living,living,kitchen,kitchen,entry,entry,living,bedroom,living,bedroom,living,kitchen,living,entry
13620,d09 Wed 11:00,entry,kitchen,living,living,living,kitchen,kitchen,entry,entry,living,bedroom,living,bedroom,living,kitchen,living,entry
13680,d09 Wed 12:00,entry,kitchen,living,living,living,kitchen,kitchen,entry,entry,living,bedroom,living,bedroom,living,kitchen,living,entry
13740,d09 Wed 13:00,entry,kitchen,living,living,living,kitchen,kitchen,entry,entry,living,bedroom,living,bedroom,living,kitchen,living,entry
13800,d09 Wed 14:00,entry,kitchen,living,living,living,kitchen,kitchen,entry,entry,living,bedroom,living,bedroom,living,kitchen,living,entry
13860,d09 Wed 15:00,entry,kitchen,living,living,living,kitchen,kitchen,entry,entry,living,bedroom,living,bedroom,living,kitchen,living,entry
13920,d09 Wed 16:00,entry,kitchen,living,living,living,kitchen,kitchen,entry,entry,living,bedroom,living,bedroom,living,kitchen,living,entry
13980,d09 Wed 17:00,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,entry,entry,living,bedroom,living,bedroom,living,kitchen,living,entry
14040,d09 Wed 18:00,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,entry,entry,living,bedroom,living,bedroom,living,kitchen,living,entry
14100,d09 Wed 19:00,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,entry,entry,living,bedroom,living,bedroom,living,kitchen,living,entry
14160,d09 Wed 20:00,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,entry,entry,living,bedroom,living,bedroom,living,kitchen,living,entry
14220,d09 Wed 21:00,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,entry,entry,living,bedroom,bathroom,bedroom,living,kitchen,living,entry
14280,d09 Wed 22:00,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,entry,entry,living,bedroom,bathroom,bedroom,living,kitchen,living,entry
14340,d09 Wed 23:00,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,outside,outside,outside,bedroom,bathroom,bedroom,living,outside,living,entry
14400,d10 Thu 00:00,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,outside,outside,outside,bedroom,bathroom,bedroom,living,outside,living,entry
14460,d10 Thu 01:00,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,outside,outside,outside,bedroom,bathroom,bedroom,living,outside,living,entry
14520,d10 Thu 02:00,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,outside,outside,outside,bedroom,bathroom,bedroom,living,outside,living,entry
14580,d10 Thu 03:00,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,outside,outside,outside,bedroom,bathroom,bedroom,living,outside,living,entry
14640,d10 Thu 04:00,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,outside,outside,outside,bedroom,bathroom,bedroom,living,outside,living,entry
14700,d10 Thu 05:00,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,outside,outside,outside,bedroom,bathroom,bedroom,living,outside,living,entry
14760,d10 Thu 06:00,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,outside,outside,outside,bedroom,bathroom,bedroom,living,outside,living,entry
14820,d10 Thu 07:00,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,outside,outside,outside,bedroom,bathroom,bedroom,living,outside,living,entry
14880,d10 Thu 08:00,entry,kitchen,living,living,living,kitchen,kitchen,entry,entry,kitchen,bedroom,bathroom,bedroom,living,kitchen,living,entry
14940,d10 Thu 09:00,entry,kitchen,living,living,living,kitchen,kitchen,entry,entry,kitchen,bedroom,bathroom,bedroom,living,kitchen,living,entry
15000,d10 Thu 10:00,entry,kitchen,living,living,living,kitchen,kitchen,entry,entry,kitchen,bedroom,living,bedroom,bedroom,kitchen,living,entry
15060,d10 Thu 11:00,entry,kitchen,living,living,living,kitchen,kitchen,entry,entry,kitchen,bedroom,living,bedroom,bedroom,kitchen,living,entry
15120,d10 Thu 12:00,entry,kitchen,living,living,living,kitchen,kitchen,entry,entry,kitchen,bedroom,living,bedroom,bedroom,kitchen,living,entry
15180,d10 Thu 13:00,entry,kitchen,living,living,living,kitchen,kitchen,entry,entry,kitchen,bedroom,living,bedroom,bedroom,kitchen,living,entry
15240,d10 Thu 14:00,entry,kitchen,living,living,living,kitchen,kitchen,entry,entry,kitchen,bedroom,living,bedroom,bedroom,kitchen,living,entry
15300,d10 Thu 15:00,entry,kitchen,living,living,living,kitchen,kitchen,entry,entry,kitchen,bedroom,living,bedroom,bedroom,kitchen,living,entry
15360,d10 Thu 16:00,entry,kitchen,living,living,living,kitchen,kitchen,entry,entry,kitchen,bedroom,living,bedroom,bedroom,kitchen,living,entry
15420,d10 Thu 17:00,entry,kitchen,living,kitchen,living,kitchen,kitchen,entry,entry,kitchen,bedroom,living,bedroom,bedroom,kitchen,living,entry
15480,d10 Thu 18:00,entry,kitchen,living,kitchen,living,kitchen,kitchen,entry,entry,kitchen,bedroom,living,bedroom,bedroom,kitchen,living,entry
15540,d10 Thu 19:00,entry,kitchen,living,kitchen,living,kitchen,kitchen,entry,entry,kitchen,bedroom,living,bedroom,bedroom,kitchen,living,entry
15600,d10 Thu 20:00,entry,kitchen,living,kitchen,living,kitchen,kitchen,entry,entry,kitchen,bedroom,living,bedroom,bedroom,kitchen,living,entry
15660,d10 Thu 21:00,entry,kitchen,living,kitchen,living,kitchen,kitchen,entry,entry,kitchen,bedroom,living,bedroom,bedroom,kitchen,living,entry
15720,d10 Thu 22:00,entry,kitchen,living,kitchen,living,kitchen,kitchen,entry,entry,kitchen,bedroom,bathroom,bedroom,bedroom,kitchen,living,entry
15780,d10 Thu 23:00,entry,kitchen,living,kitchen,living,kitchen,kitchen,outside,outside,outside,bedroom,bathroom,bedroom,bedroom,outside,living,entry
15840,d11 Fri 00:00,entry,kitchen,living,kitchen,living,kitchen,kitchen,outside,outside,outside,bedroom,bathroom,bedroom,bedroom,outside,living,entry
15900,d11 Fri 01:00,entry,kitchen,living,kitchen,living,kitchen,kitchen,outside,outside,outside,bedroom,bathroom,bedroom,bedroom,outside,living,entry
15960,d11 Fri 02:00,entry,kitchen,living,kitchen,living,kitchen,kitchen,outside,outside,outside,bedroom,bathroom,bedroom,bedroom,outside,living,entry
16020,d11 Fri 03:00,entry,kitchen,living,kitchen,living,kitchen,kitchen,outside,outside,outside,bedroom,bathroom,bedroom,bedroom,outside,living,entry
16080,d11 Fri 04:00,entry,kitchen,living,kitchen,living,kitchen,kitchen,outside,outside,outside,bedroom,bathroom,bedroom,bedroom,outside,living,entry
16140,d11 Fri 05:00,entry,kitchen,living,kitchen,living,kitchen,kitchen,outside,outside,outside,bedroom,bathroom,bedroom,bedroom,outside,living,entry
16200,d11 Fri 06:00,entry,kitchen,living,kitchen,living,kitchen,kitchen,outside,outside,outside,bedroom,bathroom,bedroom,bedroom,outside,living,entry
16260,d11 Fri 07:00,entry,kitchen,living,kitchen,living,kitchen,kitchen,outside,outside,outside,bedroom,bathroom,bedroom,bedroom,outside,living,entry
16320,d11 Fri 08:00,entry,kitchen,living,living,living,kitchen,kitchen,entry,entry,living,bedroom,bathroom,bedroom,bedroom,kitchen,living,entry
16380,d11 Fri 09:00,entry,kitchen,living,living,living,kitchen,kitchen,entry,entry,living,bedroom,living,bedroom,living,kitchen,living,entry
16440,d11 Fri 10:00,entry,kitchen,living,living,living,kitchen,kitchen,entry,entry,living,bedroom,living,bedroom,living,kitchen,living,entry
16500,d11 Fri 11:00,entry,kitchen,living,living,living,kitchen,kitchen,entry,entry,living,bedroom,living,bedroom,living,kitchen,living,entry
16560,d11 Fri 12:00,entry,kitchen,living,living,living,kitchen,kitchen,entry,entry,living,bedroom,living,bedroom,living,kitchen,living,entry
16620,d11 Fri 13:00,entry,kitchen,living,living,living,kitchen,kitchen,entry,entry,living,bedroom,living,bedroom,living,kitchen,living,entry
16680,d11 Fri 14:00,entry,kitchen,living,living,living,kitchen,kitchen,entry,entry,living,bedroom,living,bedroom,living,kitchen,living,entry
16740,d11 Fri 15:00,entry,kitchen,living,living,living,kitchen,kitchen,entry,entry,living,bedroom,living,bedroom,living,kitchen,living,entry
16800,d11 Fri 16:00,entry,kitchen,living,living,living,kitchen,kitchen,entry,entry,living,bedroom,living,bedroom,living,kitchen,living,entry
16860,d11 Fri 17:00,entry,living,living,kitchen,living,living,kitchen,entry,entry,living,bedroom,living,bedroom,living,kitchen,living,entry
16920,d11 Fri 18:00,entry,kitchen,living,kitchen,living,living,kitchen,entry,entry,living,bedroom,living,bedroom,living,kitchen,living,entry
16980,d11 Fri 19:00,entry,kitchen,living,kitchen,living,living,kitchen,entry,entry,living,bedroom,living,bedroom,living,kitchen,living,entry
17040,d11 Fri 20:00,entry,kitchen,living,kitchen,living,living,kitchen,entry,entry,living,bedroom,living,bedroom,living,kitchen,living,entry
17100,d11 Fri 21:00,entry,kitchen,living,kitchen,living,living,kitchen,entry,entry,living,bedroom,living,bedroom,living,kitchen,living,entry
17160,d11 Fri 22:00,entry,kitchen,living,kitchen,living,living,kitchen,entry,entry,living,bedroom,living,bedroom,living,kitchen,living,entry
17220,d11 Fri 23:00,entry,kitchen,living,kitchen,living,outside,kitchen,entry,entry,living,bedroom,living,bedroom,living,kitchen,living,entry
17280,d12 Sat 00:00,entry,kitchen,living,kitchen,living,outside,kitchen,entry,entry,living,bedroom,living,bedroom,living,kitchen,living,entry
17340,d12 Sat 01:00,entry,kitchen,living,kitchen,living,outside,kitchen,entry,entry,living,bedroom,living,bedroom,living,kitchen,living,entry
17400,d12 Sat 02:00,entry,kitchen,living,kitchen,living,outside,kitchen,entry,entry,living,bedroom,living,bedroom,living,kitchen,living,entry
17460,d12 Sat 03:00,entry,kitchen,living,kitchen,living,outside,kitchen,entry,entry,living,bedroom,living,bedroom,living,kitchen,living,entry
17520,d12 Sat 04:00,entry,kitchen,living,kitchen,living,outside,kitchen,entry,entry,living,bedroom,living,bedroom,living,kitchen,living,entry
17580,d12 Sat 05:00,entry,kitchen,living,kitchen,living,outside,kitchen,entry,entry,living,bedroom,living,bedroom,living,kitchen,living,entry
17640,d12 Sat 06:00,entry,kitchen,living,kitchen,living,outside,kitchen,entry,entry,living,bedroom,living,bedroom,living,kitchen,living,entry
17700,d12 Sat 07:00,entry,kitchen,living,kitchen,living,entry,kitchen,entry,entry,living,bedroom,living,bedroom,living,kitchen,living,entry
17760,d12 Sat 08:00,entry,kitchen,living,living,living,living,kitchen,entry,entry,living,bedroom,living,bedroom,living,kitchen,living,entry
17820,d12 Sat 09:00,entry,kitchen,living,living,living,living,kitchen,entry,entry,living,bedroom,living,bedroom,living,kitchen,living,entry
17880,d12 Sat 10:00,entry,kitchen,living,living,living,kitchen,kitchen,entry,entry,living,bedroom,living,bedroom,living,kitchen,living,entry
17940,d12 Sat 11:00,entry,kitchen,living,living,living,kitchen,kitchen,entry,entry,living,bedroom,living,bedroom,living,kitchen,living,entry
18000,d12 Sat 12:00,entry,kitchen,living,living,living,kitchen,kitchen,entry,entry,living,bedroom,living,bedroom,living,kitchen,living,entry
18060,d12 Sat 13:00,entry,kitchen,living,living,living,kitchen,kitchen,entry,entry,living,bedroom,living,bedroom,living,kitchen,living,entry
18120,d12 Sat 14:00,entry,kitchen,living,living,living,kitchen,kitchen,entry,entry,living,bedroom,living,bedroom,living,kitchen,living,entry
18180,d12 Sat 15:00,entry,kitchen,living,living,living,kitchen,kitchen,entry,entry,living,bedroom,living,bedroom,living,kitchen,living,entry
18240,d12 Sat 16:00,entry,kitchen,living,living,living,kitchen,kitchen,entry,entry,living,bedroom,living,bedroom,living,kitchen,living,entry
18300,d12 Sat 17:00,entry,kitchen,living,living,living,kitchen,kitchen,entry,entry,living,bedroom,living,bedroom,living,kitchen,living,entry
18360,d12 Sat 18:00,entry,kitchen,living,kitchen,living,kitchen,kitchen,entry,entry,living,bedroom,living,bedroom,living,kitchen,living,entry
18420,d12 Sat 19:00,entry,kitchen,living,kitchen,living,kitchen,kitchen,entry,entry,living,bedroom,living,bedroom,living,kitchen,living,entry
18480,d12 Sat 20:00,entry,kitchen,living,kitchen,living,kitchen,kitchen,entry,entry,living,bedroom,living,bedroom,living,kitchen,living,entry
18540,d12 Sat 21:00,entry,kitchen,living,kitchen,living,kitchen,kitchen,entry,entry,bedroom,bedroom,living,bedroom,living,kitchen,living,entry
18600,d12 Sat 22:00,entry,kitchen,living,kitchen,living,kitchen,kitchen,entry,entry,bedroom,bedroom,living,bedroom,living,kitchen,living,entry
18660,d12 Sat 23:00,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,bedroom,kitchen,bedroom,living,entry,living,entry
18720,d13 Sun 00:00,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,bedroom,kitchen,bedroom,living,entry,living,entry
18780,d13 Sun 01:00,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,entry,entry,kitchen,bedroom,kitchen,bedroom,living,entry,living,entry
18840,d13 Sun 02:00,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,entry,entry,kitchen,bedroom,kitchen,bedroom,living,entry,living,entry
18900,d13 Sun 03:00,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,entry,entry,kitchen,bedroom,kitchen,bedroom,living,entry,living,entry
18960,d13 Sun 04:00,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,entry,entry,kitchen,bedroom,kitchen,bedroom,living,entry,living,entry
19020,d13 Sun 05:00,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,entry,entry,kitchen,bedroom,kitchen,bedroom,living,entry,living,entry
19080,d13 Sun 06:00,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,entry,entry,kitchen,bedroom,kitchen,bedroom,living,entry,living,entry
19140,d13 Sun 07:00,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,entry,entry,kitchen,bedroom,kitchen,bedroom,living,entry,living,entry
19200,d13 Sun 08:00,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,entry,entry,kitchen,bedroom,kitchen,bedroom,living,entry,living,entry
19260,d13 Sun 09:00,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,entry,entry,kitchen,bedroom,kitchen,bedroom,living,entry,living,entry
19320,d13 Sun 10:00,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,entry,entry,kitchen,bedroom,kitchen,bedroom,living,entry,living,entry
19380,d13 Sun 11:00,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,entry,entry,kitchen,bedroom,kitchen,bedroom,living,entry,living,entry
19440,d13 Sun 12:00,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,entry,entry,kitchen,bedroom,kitchen,bedroom,living,entry,living,entry
19500,d13 Sun 13:00,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,entry,entry,kitchen,bedroom,kitchen,bedroom,living,entry,living,entry
19560,d13 Sun 14:00,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,entry,entry,kitchen,bedroom,kitchen,bedroom,living,entry,living,entry
19620,d13 Sun 15:00,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,entry,entry,kitchen,bedroom,kitchen,bedroom,living,entry,living,entry
19680,d13 Sun 16:00,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,entry,entry,kitchen,bedroom,kitchen,bedroom,living,entry,living,entry
19740,d13 Sun 17:00,entry,living,kitchen,kitchen,living,living,kitchen,entry,entry,bathroom,bedroom,kitchen,bedroom,living,entry,living,entry
19800,d13 Sun 18:00,entry,living,kitchen,kitchen,kitchen,living,kitchen,entry,entry,bathroom,bedroom,kitchen,bedroom,living,entry,living,entry
19860,d13 Sun 19:00,entry,living,kitchen,kitchen,kitchen,living,kitchen,entry,entry,bathroom,bedroom,kitchen,bedroom,living,entry,living,entry
19920,d13 Sun 20:00,entry,living,kitchen,kitchen,kitchen,living,kitchen,entry,entry,bathroom,bedroom,kitchen,bedroom,living,entry,living,entry
19980,d13 Sun 21:00,entry,living,kitchen,kitchen,kitchen,living,kitchen,entry,entry,bathroom,bedroom,kitchen,bedroom,living,entry,living,entry
20040,d13 Sun 22:00,entry,living,kitchen,kitchen,kitchen,living,kitchen,entry,entry,bathroom,bedroom,kitchen,bedroom,living,entry,living,entry
20100,d13 Sun 23:00,entry,living,kitchen,kitchen,kitchen,living,kitchen,entry,entry,bathroom,bedroom,kitchen,bedroom,living,entry,living,entry
