t,stamp,mug_1,mug_2,bowl_1,bowl_2,plate_1,plate_2,laptop_1,laptop_2,phone_1,phone_2,keys_1,keys_2,book_1,book_2,water_bottle_1,water_bottle_2,backpack_1,backpack_2,jacket_1,jacket_2,charger_1,charger_2,notebook_1,pen_1,medication_bottle_1,toy_1,toy_2,blanket_1,blanket_2,dog_leash_1,towel_1,towel_2,wallet_1,wallet_2,umbrella_1,remote_1,headphones_1,lunchbox_1,lunchbox_2,gaming_controller_1
4440,d03 Thu 02:00,kitchen,bedroom_2,living,kitchen,kitchen,living,kitchen,kitchen,outside,outside,bedroom_3,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bathroom,bedroom_3,bedroom_2,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
4500,d03 Thu 03:00,kitchen,bedroom_2,living,kitchen,kitchen,living,kitchen,kitchen,outside,outside,bedroom_3,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bathroom,bedroom_3,bedroom_2,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
4560,d03 Thu 04:00,kitchen,bedroom_2,living,kitchen,kitchen,living,kitchen,kitchen,outside,outside,bedroom_3,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bathroom,bedroom_3,bedroom_2,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
4620,d03 Thu 05:00,kitchen,bedroom_2,living,kitchen,kitchen,living,kitchen,kitchen,outside,outside,bedroom_3,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bathroom,bedroom_3,bedroom_2,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
4680,d03 Thu 06:00,kitchen,bedroom_2,living,kitchen,kitchen,living,kitchen,kitchen,outside,outside,bedroom_3,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bathroom,bedroom_3,bedroom_2,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
4740,d03 Thu 07:00,kitchen,bedroom_2,living,kitchen,kitchen,living,kitchen,kitchen,outside,outside,bedroom_3,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bathroom,bedroom_3,bedroom_2,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
4800,d03 Thu 08:00,kitchen,bedroom_2,living,kitchen,kitchen,living,kitchen,kitchen,outside,outside,bedroom_3,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bathroom,bedroom_3,bedroom_2,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
4860,d03 Thu 09:00,kitchen,bedroom_2,living,kitchen,kitchen,living,kitchen,kitchen,outside,outside,bedroom_3,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bathroom,bedroom_3,bedroom_2,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
4920,d03 Thu 10:00,kitchen,bedroom_2,living,kitchen,kitchen,living,kitchen,kitchen,outside,outside,bedroom_3,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bathroom,bedroom_3,bedroom_2,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
4980,d03 Thu 11:00,kitchen,bedroom_2,living,kitchen,kitchen,living,kitchen,kitchen,outside,outside,bedroom_3,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bathroom,bedroom_3,bedroom_2,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
5040,d03 Thu 12:00,kitchen,bedroom_2,living,kitchen,kitchen,living,kitchen,kitchen,outside,outside,bedroom_3,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bathroom,bedroom_3,bedroom_2,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
5100,d03 Thu 13:00,kitchen,bedroom_2,living,kitchen,kitchen,living,kitchen,kitchen,outside,outside,bedroom_3,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bathroom,bedroom_3,bedroom_2,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
5160,d03 Thu 14:00,kitchen,bedroom_2,living,kitchen,kitchen,living,kitchen,kitchen,outside,outside,bedroom_3,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bathroom,bedroom_3,bedroom_2,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
5220,d03 Thu 15:00,kitchen,bedroom_2,living,kitchen,kitchen,living,kitchen,kitchen,outside,outside,bedroom_3,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bathroom,bedroom_3,bedroom_2,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
5280,d03 Thu 16:00,kitchen,bedroom_2,living,kitchen,kitchen,living,kitchen,kitchen,outside,outside,bedroom_3,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bathroom,bedroom_3,bedroom_2,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
5340,d03 Thu 17:00,kitchen,bedroom_2,living,kitchen,kitchen,living,kitchen,kitchen,outside,outside,bedroom_3,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bathroom,bedroom_3,bedroom_2,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
5400,d03 Thu 18:00,kitchen,bedroom_2,living,kitchen,kitchen,living,kitchen,kitchen,outside,outside,bedroom_3,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bathroom,bedroom_3,bedroom_2,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
5460,d03 Thu 19:00,kitchen,bedroom_2,living,kitchen,kitchen,living,kitchen,kitchen,outside,outside,bedroom_3,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bathroom,bedroom_3,bedroom_2,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
5520,d03 Thu 20:00,kitchen,bedroom_2,living,kitchen,kitchen,living,kitchen,kitchen,outside,outside,bedroom_3,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bathroom,bedroom_3,bedroom_2,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
5580,d03 Thu 21:00,kitchen,bedroom_2,living,kitchen,kitchen,living,kitchen,kitchen,outside,outside,bedroom_3,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bathroom,bedroom_3,bedroom_2,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
5640,d03 Thu 22:00,kitchen,bedroom_2,living,kitchen,kitchen,living,kitchen,kitchen,outside,outside,bedroom_3,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bathroom,bedroom_3,bedroom_2,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
5700,d03 Thu 23:00,kitchen,bedroom_2,living,kitchen,kitchen,living,kitchen,kitchen,outside,outside,bedroom_3,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bathroom,bedroom_3,bedroom_2,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
5760,d04 Fri 00:00,kitchen,bedroom_2,living,kitchen,kitchen,living,kitchen,kitchen,outside,outside,bedroom_3,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bathroom,bedroom_3,bedroom_2,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
5820,d04 Fri 01:00,kitchen,bedroom_2,living,kitchen,kitchen,living,kitchen,kitchen,outside,outside,bedroom_3,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bathroom,bedroom_3,bedroom_2,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
5880,d04 Fri 02:00,kitchen,bedroom_2,living,kitchen,kitchen,living,kitchen,kitchen,outside,outside,bedroom_3,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bathroom,bedroom_3,bedroom_2,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
5940,d04 Fri 03:00,kitchen,bedroom_2,living,kitchen,kitchen,living,kitchen,kitchen,outside,outside,bedroom_3,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bathroom,bedroom_3,bedroom_2,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
6000,d04 Fri 04:00,kitchen,bedroom_2,living,kitchen,kitchen,living,kitchen,kitchen,outside,outside,bedroom_3,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bathroom,bedroom_3,bedroom_2,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
6060,d04 Fri 05:00,kitchen,bedroom_2,living,kitchen,kitchen,living,kitchen,kitchen,outside,outside,bedroom_3,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bathroom,bedroom_3,bedroom_2,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
6120,d04 Fri 06:00,kitchen,bedroom_2,living,kitchen,kitchen,living,kitchen,kitchen,outside,outside,bedroom_3,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bathroom,bedroom_3,bedroom_2,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
6180,d04 Fri 07:00,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,outside,outside,bedroom_3,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bathroom,bedroom_3,bedroom_2,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
6240,d04 Fri 08:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,outside,outside,bedroom_3,entry,living,bedroom_3,outside,kitchen,outside,entry,kitchen,outside,bedroom_2,bedroom_2,kitchen,kitchen,bathroom,bedroom_3,bedroom_2,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,outside,kitchen,living
6300,d04 Fri 09:00,kitchen,bedroom_2,outside,kitchen,kitchen,living,kitchen,kitchen,outside,outside,bedroom_3,entry,living,bedroom_3,outside,kitchen,outside,entry,kitchen,outside,kitchen,bedroom_2,kitchen,kitchen,bathroom,bedroom_3,living,living,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,outside,kitchen,living
6360,d04 Fri 10:00,kitchen,bedroom_2,living,kitchen,kitchen,living,kitchen,kitchen,outside,outside,bedroom_3,entry,living,bedroom_3,outside,kitchen,outside,entry,kitchen,outside,outside,bedroom_2,kitchen,kitchen,bathroom,bedroom_3,living,living,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,outside,kitchen,living
6420,d04 Fri 11:00,kitchen,bedroom_2,living,kitchen,kitchen,living,kitchen,kitchen,outside,outside,bedroom_3,entry,living,bedroom_3,outside,kitchen,outside,entry,kitchen,outside,living,bedroom_2,kitchen,kitchen,bathroom,bedroom_3,living,living,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,outside,kitchen,living
6480,d04 Fri 12:00,kitchen,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,outside,outside,bedroom_3,entry,living,bedroom_3,outside,kitchen,outside,entry,kitchen,outside,living,bedroom_2,kitchen,kitchen,bathroom,bedroom_3,living,living,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,outside,kitchen,living
6540,d04 Fri 13:00,kitchen,bedroom_2,living,kitchen,kitchen,living,kitchen,kitchen,outside,outside,bedroom_3,entry,living,bedroom_3,outside,kitchen,outside,entry,kitchen,outside,living,bedroom_2,kitchen,kitchen,bathroom,bedroom_3,living,living,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,outside,kitchen,outside
6600,d04 Fri 14:00,kitchen,bedroom_2,living,kitchen,kitchen,living,kitchen,kitchen,outside,outside,bedroom_3,entry,living,bedroom_3,outside,kitchen,outside,entry,kitchen,outside,living,bedroom_2,kitchen,kitchen,bathroom,bedroom_3,living,living,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,outside,kitchen,living
6660,d04 Fri 15:00,kitchen,bedroom_2,living,kitchen,kitchen,living,kitchen,kitchen,outside,outside,bedroom_3,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,living,bedroom_2,kitchen,kitchen,bathroom,bedroom_3,living,living,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
6720,d04 Fri 16:00,kitchen,bedroom_2,living,kitchen,kitchen,living,kitchen,kitchen,outside,outside,bedroom_3,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,living,bedroom_2,kitchen,kitchen,bathroom,living,living,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
6780,d04 Fri 17:00,kitchen,bedroom_2,living,kitchen,outside,outside,kitchen,kitchen,outside,outside,bedroom_3,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,living,bedroom_2,kitchen,kitchen,bathroom,living,living,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
6840,d04 Fri 18:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,outside,bedroom_3,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,living,bedroom_2,kitchen,kitchen,bathroom,bedroom_3,living,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
6900,d04 Fri 19:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,living,bedroom_2,kitchen,kitchen,bathroom,bedroom_3,living,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
6960,d04 Fri 20:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,outside,bedroom_3,entry,outside,bedroom_3,living,kitchen,entry,entry,kitchen,entry,living,bedroom_2,kitchen,kitchen,bathroom,bedroom_3,living,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
7020,d04 Fri 21:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,outside,bedroom_3,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,living,bedroom_2,kitchen,kitchen,bathroom,bedroom_3,living,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
7080,d04 Fri 22:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,outside,bedroom_3,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,living,bedroom_2,kitchen,kitchen,bathroom,bedroom_3,bedroom_3,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,outside
7140,d04 Fri 23:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,living,kitchen,kitchen,kitchen,bathroom,bedroom_3,bedroom_3,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
7200,d05 Sat 00:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,living,kitchen,kitchen,kitchen,bathroom,bedroom_3,bedroom_3,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
7260,d05 Sat 01:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,living,kitchen,kitchen,kitchen,bathroom,bedroom_3,bedroom_3,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
7320,d05 Sat 02:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,living,kitchen,kitchen,kitchen,bathroom,bedroom_3,bedroom_3,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
7380,d05 Sat 03:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,living,kitchen,kitchen,kitchen,bathroom,bedroom_3,bedroom_3,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
7440,d05 Sat 04:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,living,kitchen,kitchen,kitchen,bathroom,bedroom_3,bedroom_3,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
7500,d05 Sat 05:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,living,kitchen,kitchen,kitchen,bathroom,bedroom_3,bedroom_3,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
7560,d05 Sat 06:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,living,kitchen,kitchen,kitchen,bathroom,bedroom_3,bedroom_3,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
7620,d05 Sat 07:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,living,kitchen,kitchen,kitchen,bathroom,bedroom_3,bedroom_3,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
7680,d05 Sat 08:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bathroom,kitchen,bedroom_3,living,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
7740,d05 Sat 09:00,kitchen,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,bedroom_3,kitchen,entry,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bathroom,kitchen,bedroom_3,living,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
7800,d05 Sat 10:00,kitchen,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,bedroom_3,kitchen,entry,entry,kitchen,entry,living,kitchen,kitchen,kitchen,bathroom,bedroom_3,bedroom_3,living,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
7860,d05 Sat 11:00,kitchen,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,bedroom_3,kitchen,entry,entry,kitchen,entry,living,kitchen,kitchen,kitchen,bathroom,bedroom_3,bedroom_3,living,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
7920,d05 Sat 12:00,kitchen,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,bedroom_3,kitchen,entry,entry,kitchen,entry,living,kitchen,kitchen,kitchen,bathroom,bedroom_3,bedroom_3,living,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
7980,d05 Sat 13:00,kitchen,bedroom_2,living,kitchen,kitchen,living,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,bedroom_3,kitchen,entry,entry,kitchen,entry,living,kitchen,kitchen,kitchen,bathroom,bedroom_3,bedroom_3,living,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
8040,d05 Sat 14:00,kitchen,bedroom_2,living,kitchen,kitchen,living,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,bedroom_3,kitchen,entry,entry,kitchen,entry,living,kitchen,kitchen,kitchen,bathroom,bedroom_3,bedroom_3,living,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
8100,d05 Sat 15:00,kitchen,bedroom_2,living,kitchen,kitchen,living,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,bedroom_3,kitchen,entry,entry,kitchen,entry,living,kitchen,kitchen,kitchen,bathroom,bedroom_3,bedroom_3,living,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
8160,d05 Sat 16:00,kitchen,bedroom_2,living,kitchen,kitchen,living,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,bedroom_3,kitchen,entry,entry,kitchen,entry,living,kitchen,kitchen,kitchen,bathroom,bedroom_3,bedroom_3,living,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
8220,d05 Sat 17:00,kitchen,bedroom_2,living,kitchen,kitchen,living,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,bedroom_3,kitchen,entry,entry,kitchen,entry,living,kitchen,kitchen,kitchen,bathroom,bedroom_3,bedroom_3,living,bedroom_3,outside,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
8280,d05 Sat 18:00,kitchen,bedroom_2,living,kitchen,kitchen,living,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,bedroom_3,kitchen,entry,entry,kitchen,entry,living,kitchen,kitchen,kitchen,bathroom,bedroom_3,living,living,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
8340,d05 Sat 19:00,kitchen,bedroom_2,living,kitchen,kitchen,living,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,bedroom_3,kitchen,entry,entry,kitchen,entry,living,kitchen,kitchen,kitchen,bathroom,bedroom_3,living,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
8400,d05 Sat 20:00,kitchen,bedroom_2,living,kitchen,kitchen,living,kitchen,kitchen,kitchen,outside,bedroom_3,entry,outside,bedroom_3,bedroom_3,kitchen,entry,entry,kitchen,entry,living,kitchen,kitchen,kitchen,bathroom,bedroom_3,living,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
8460,d05 Sat 21:00,kitchen,bedroom_2,living,kitchen,kitchen,living,kitchen,kitchen,outside,outside,bedroom_3,entry,living,bedroom_3,bedroom_3,kitchen,entry,entry,kitchen,entry,living,kitchen,kitchen,kitchen,bathroom,bedroom_3,living,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
8520,d05 Sat 22:00,kitchen,bedroom_2,living,kitchen,kitchen,living,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,bedroom_3,kitchen,entry,entry,kitchen,entry,living,kitchen,kitchen,kitchen,bathroom,bedroom_3,living,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,outside
8580,d05 Sat 23:00,kitchen,bedroom_2,living,kitchen,kitchen,living,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,bedroom_3,kitchen,entry,entry,kitchen,entry,living,kitchen,kitchen,kitchen,bathroom,bedroom_3,living,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
