t,stamp,glasses_elena,book_elena,mug_elena,blanket_elena,medication_bottle_elena_1,notebook_elena,watering_can_elena,phone_elena,keys_elena,wallet_elena,laptop_marco,phone_marco,keys_marco,wallet_marco,backpack_marco,lunchbox_marco,water_bottle_marco,jacket_marco,phone_priya,keys_priya,wallet_priya,backpack_priya,lunchbox_priya,water_bottle_priya,jacket_priya,makeup_kit_priya,hairbrush_priya,notebook_priya,laptop_sofia,phone_sofia,keys_sofia,backpack_sofia,water_bottle_sofia,headphones_sofia,notebook_sofia,pen_sofia,jacket_sofia,gaming_controller_sofia,phone_leo,keys_leo,backpack_leo,lunchbox_leo,water_bottle_leo,tablet_leo,toy_leo_1,blanket_leo,notebook_leo,pen_leo,jacket_leo,remote_shared_1,gaming_controller_shared_1,charger_shared_1,bowl_shared_1,plate_shared_1,pot_shared_1,pan_shared_1,vacuum_cleaner_shared_1,laundry_basket_shared_1,umbrella_shared_1,suitcase_shared_1
6600,d04 Fri 14:00,living,living,kitchen,living,bathroom,kitchen,entry,living,entry,bedroom_1,bedroom_2,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,bedroom_2,kitchen,kitchen,outside,outside,outside,outside,outside,kitchen,bedroom_3,bedroom_3,outside,living,outside,outside,outside,outside,outside,outside,living,bedroom_4,outside,kitchen,outside,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,entry,bedroom_2
6660,d04 Fri 15:00,living,living,kitchen,living,bathroom,kitchen,entry,living,entry,bedroom_1,bedroom_2,outside,outside,outside,outside,outside,outside,kitchen,kitchen,entry,bedroom_2,entry,kitchen,kitchen,entry,bedroom_2,kitchen,kitchen,outside,outside,outside,outside,outside,kitchen,bedroom_3,bedroom_3,outside,living,outside,outside,outside,outside,outside,outside,living,bedroom_4,outside,kitchen,outside,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,entry,bedroom_2
6720,d04 Fri 16:00,living,living,kitchen,living,bathroom,kitchen,entry,living,entry,bedroom_1,bedroom_2,outside,outside,outside,outside,outside,outside,kitchen,kitchen,entry,bedroom_2,entry,kitchen,kitchen,entry,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,living,kitchen,kitchen,entry,kitchen,kitchen,outside,living,bedroom_4,bedroom_3,bedroom_3,entry,kitchen,living,living,living,kitchen,kitchen,kitchen,entry,bedroom_1,entry,entry
6780,d04 Fri 17:00,living,living,kitchen,living,bathroom,kitchen,entry,living,entry,bedroom_1,bedroom_2,living,entry,bedroom_2,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom_2,entry,kitchen,kitchen,entry,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,living,kitchen,living,entry,kitchen,kitchen,kitchen,living,bedroom_4,kitchen,kitchen,entry,kitchen,living,living,living,kitchen,kitchen,kitchen,entry,bedroom_1,entry,bedroom_2
6840,d04 Fri 18:00,living,living,kitchen,living,bathroom,kitchen,entry,living,entry,bedroom_1,bedroom_2,living,entry,bedroom_2,entry,kitchen,kitchen,kitchen,kitchen,entry,kitchen,entry,kitchen,kitchen,entry,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,living,kitchen,living,entry,kitchen,kitchen,kitchen,living,bedroom_4,kitchen,kitchen,entry,kitchen,bedroom_4,living,living,kitchen,kitchen,kitchen,entry,bedroom_1,entry,bedroom_2
6900,d04 Fri 19:00,living,living,kitchen,living,bathroom,kitchen,entry,living,entry,bedroom_1,bedroom_2,living,entry,bedroom_2,entry,kitchen,kitchen,kitchen,kitchen,entry,kitchen,entry,living,kitchen,entry,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,living,kitchen,living,entry,kitchen,kitchen,living,living,bedroom_4,kitchen,kitchen,entry,living,bedroom_4,living,living,kitchen,kitchen,kitchen,entry,bedroom_1,entry,bedroom_2
6960,d04 Fri 20:00,living,living,kitchen,living,bathroom,kitchen,entry,living,entry,kitchen,bedroom_2,living,entry,bedroom_2,entry,kitchen,kitchen,kitchen,kitchen,entry,kitchen,entry,bedroom_2,kitchen,entry,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,living,kitchen,living,entry,kitchen,kitchen,bathroom,living,bedroom_4,kitchen,kitchen,entry,living,bedroom_4,living,living,kitchen,kitchen,kitchen,entry,bedroom_1,entry,bedroom_2
7020,d04 Fri 21:00,living,living,kitchen,living,bathroom,kitchen,entry,living,entry,kitchen,bedroom_2,living,entry,bedroom_2,entry,kitchen,kitchen,kitchen,kitchen,entry,kitchen,entry,bedroom_2,kitchen,entry,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,living,kitchen,bedroom_4,entry,kitchen,kitchen,bedroom_2,living,bedroom_4,kitchen,kitchen,entry,living,bedroom_4,living,living,kitchen,kitchen,kitchen,entry,bedroom_1,entry,bedroom_2
7080,d04 Fri 22:00,living,living,kitchen,living,bathroom,kitchen,entry,living,entry,kitchen,bedroom_2,living,entry,bedroom_2,entry,kitchen,kitchen,kitchen,kitchen,entry,kitchen,entry,bedroom_2,kitchen,entry,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,living,kitchen,bedroom_4,entry,kitchen,kitchen,bedroom_2,living,bedroom_4,kitchen,kitchen,entry,living,bedroom_4,living,living,kitchen,kitchen,kitchen,entry,bedroom_1,entry,bedroom_2
7140,d04 Fri 23:00,living,living,kitchen,living,bathroom,kitchen,entry,living,entry,kitchen,bedroom_2,living,entry,bedroom_2,entry,kitchen,kitchen,kitchen,kitchen,entry,kitchen,entry,bedroom_2,kitchen,entry,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,living,kitchen,bedroom_4,entry,kitchen,kitchen,bedroom_2,living,bedroom_4,kitchen,kitchen,entry,living,bedroom_4,living,living,kitchen,kitchen,kitchen,entry,bedroom_1,entry,bedroom_2
7200,d05 Sat 00:00,living,living,kitchen,living,bathroom,kitchen,entry,living,entry,kitchen,bedroom_2,living,entry,bedroom_2,entry,kitchen,kitchen,kitchen,kitchen,entry,kitchen,entry,bedroom_2,kitchen,entry,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,living,kitchen,bedroom_4,entry,kitchen,kitchen,bedroom_2,living,bedroom_4,kitchen,kitchen,entry,living,bedroom_4,living,living,kitchen,kitchen,kitchen,entry,bedroom_1,entry,bedroom_2
7260,d05 Sat 01:00,living,living,kitchen,living,bathroom,kitchen,entry,living,entry,kitchen,bedroom_2,living,entry,bedroom_2,entry,kitchen,kitchen,kitchen,kitchen,entry,kitchen,entry,bedroom_2,kitchen,entry,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,living,kitchen,bedroom_4,entry,kitchen,kitchen,bedroom_2,living,bedroom_4,kitchen,kitchen,entry,living,bedroom_4,living,living,kitchen,kitchen,kitchen,entry,bedroom_1,entry,bedroom_2
7320,d05 Sat 02:00,living,living,kitchen,living,bathroom,kitchen,entry,living,entry,kitchen,bedroom_2,living,entry,bedroom_2,entry,kitchen,kitchen,kitchen,kitchen,entry,kitchen,entry,bedroom_2,kitchen,entry,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,living,kitchen,bedroom_4,entry,kitchen,kitchen,bedroom_2,living,bedroom_4,kitchen,kitchen,entry,living,bedroom_4,living,living,kitchen,kitchen,kitchen,entry,bedroom_1,entry,bedroom_2
7380,d05 Sat 03:00,living,living,kitchen,living,bathroom,kitchen,entry,living,entry,kitchen,bedroom_2,living,entry,bedroom_2,entry,kitchen,kitchen,kitchen,kitchen,entry,kitchen,entry,bedroom_2,kitchen,entry,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,living,kitchen,bedroom_4,entry,kitchen,kitchen,bedroom_2,living,bedroom_4,kitchen,kitchen,entry,living,bedroom_4,living,living,kitchen,kitchen,kitchen,entry,bedroom_1,entry,bedroom_2
7440,d05 Sat 04:00,living,living,kitchen,living,bathroom,kitchen,entry,living,entry,kitchen,bedroom_2,living,entry,bedroom_2,entry,kitchen,kitchen,kitchen,kitchen,entry,kitchen,entry,bedroom_2,kitchen,entry,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,living,kitchen,bedroom_4,entry,kitchen,kitchen,bedroom_2,living,bedroom_4,kitchen,kitchen,entry,living,bedroom_4,living,living,kitchen,kitchen,kitchen,entry,bedroom_1,entry,bedroom_2
7500,d05 Sat 05:00,living,living,kitchen,living,bathroom,kitchen,entry,living,entry,kitchen,bedroom_2,living,entry,bedroom_2,entry,kitchen,kitchen,kitchen,kitchen,entry,kitchen,entry,bedroom_2,kitchen,entry,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,living,kitchen,bedroom_4,entry,kitchen,kitchen,bedroom_2,living,bedroom_4,kitchen,kitchen,entry,living,bedroom_4,living,living,kitchen,kitchen,kitchen,entry,bedroom_1,entry,bedroom_2
7560,d05 Sat 06:00,living,living,kitchen,living,bathroom,kitchen,entry,living,entry,kitchen,bedroom_2,living,entry,bedroom_2,entry,kitchen,kitchen,kitchen,kitchen,entry,kitchen,entry,bedroom_2,kitchen,entry,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,living,kitchen,bedroom_4,entry,kitchen,kitchen,bedroom_2,living,bedroom_4,kitchen,kitchen,entry,living,bedroom_4,living,living,kitchen,kitchen,kitchen,entry,bedroom_1,entry,bedroom_2
7620,d05 Sat 07:00,living,living,kitchen,living,bathroom,kitchen,entry,living,entry,kitchen,bedroom_2,living,entry,bedroom_2,entry,kitchen,kitchen,kitchen,kitchen,entry,kitchen,entry,bedroom_2,kitchen,entry,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,living,kitchen,bedroom_4,entry,kitchen,kitchen,bedroom_2,living,bedroom_4,kitchen,kitchen,entry,living,bedroom_4,living,living,kitchen,kitchen,kitchen,entry,bedroom_1,entry,bedroom_2
7680,d05 Sat 08:00,living,living,kitchen,living,bathroom,kitchen,entry,living,entry,kitchen,bedroom_2,living,entry,bedroom_2,entry,kitchen,kitchen,kitchen,kitchen,entry,kitchen,entry,bedroom_2,kitchen,entry,bedroom_4,kitchen,kitchen,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,living,kitchen,bedroom_4,entry,kitchen,kitchen,kitchen,living,bedroom_4,kitchen,kitchen,entry,living,bedroom_4,bedroom_3,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,entry,bedroom_2
7740,d05 Sat 09:00,living,living,kitchen,living,bathroom,kitchen,entry,living,entry,kitchen,bedroom_2,living,entry,bedroom_2,entry,kitchen,kitchen,kitchen,kitchen,entry,kitchen,entry,bedroom_2,kitchen,entry,bathroom,kitchen,kitchen,bedroom_3,kitchen,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,living,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,bedroom_4,kitchen,kitchen,entry,living,bedroom_4,living,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,entry,bedroom_2
7800,d05 Sat 10:00,living,living,kitchen,living,bathroom,kitchen,bedroom_3,living,entry,kitchen,bedroom_2,living,entry,bedroom_2,entry,kitchen,kitchen,kitchen,kitchen,entry,kitchen,entry,bedroom_2,kitchen,entry,bathroom,kitchen,kitchen,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,living,kitchen,living,kitchen,living,entry,kitchen,kitchen,bedroom_2,living,bedroom_4,kitchen,kitchen,entry,living,bedroom_4,living,kitchen,kitchen,kitchen,kitchen,entry,bedroom_2,entry,bedroom_2
7860,d05 Sat 11:00,living,living,kitchen,living,bathroom,kitchen,entry,living,entry,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,entry,kitchen,entry,bedroom_2,kitchen,entry,bathroom,kitchen,kitchen,bedroom_3,living,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,living,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,outside,living,bedroom_4,kitchen,kitchen,entry,living,bedroom_4,living,kitchen,kitchen,kitchen,kitchen,entry,bedroom_2,entry,bedroom_2
7920,d05 Sat 12:00,living,living,kitchen,living,bathroom,kitchen,entry,living,entry,kitchen,bedroom_2,living,entry,bedroom_2,entry,kitchen,kitchen,entry,kitchen,entry,kitchen,entry,bedroom_2,kitchen,entry,bathroom,kitchen,kitchen,bedroom_3,living,bedroom_3,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,living,living,bedroom_4,kitchen,kitchen,entry,living,bedroom_4,living,kitchen,kitchen,kitchen,kitchen,entry,bedroom_2,entry,bedroom_2
7980,d05 Sat 13:00,living,living,kitchen,living,bathroom,kitchen,entry,living,entry,kitchen,bedroom_2,kitchen,entry,bedroom_2,entry,kitchen,kitchen,entry,kitchen,entry,kitchen,entry,kitchen,kitchen,entry,bathroom,kitchen,kitchen,bedroom_3,living,bedroom_3,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_4,kitchen,kitchen,entry,living,bedroom_4,living,kitchen,kitchen,kitchen,kitchen,entry,bedroom_2,entry,bedroom_2
8040,d05 Sat 14:00,living,living,kitchen,living,bathroom,kitchen,entry,living,entry,kitchen,bedroom_2,kitchen,entry,bedroom_2,entry,kitchen,kitchen,entry,kitchen,entry,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom_3,living,bedroom_3,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,living,living,bedroom_4,kitchen,kitchen,entry,living,bedroom_4,living,kitchen,kitchen,kitchen,kitchen,entry,bedroom_2,entry,bedroom_2
8100,d05 Sat 15:00,living,living,kitchen,living,bathroom,kitchen,entry,living,entry,kitchen,bedroom_2,kitchen,entry,bedroom_2,entry,kitchen,kitchen,entry,kitchen,entry,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom_3,living,bedroom_3,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,living,living,bedroom_4,kitchen,kitchen,entry,living,bedroom_4,living,kitchen,kitchen,kitchen,kitchen,entry,bedroom_2,entry,bedroom_2
8160,d05 Sat 16:00,living,living,kitchen,living,bathroom,kitchen,entry,living,entry,kitchen,bedroom_2,kitchen,entry,bedroom_2,entry,kitchen,kitchen,kitchen,kitchen,entry,kitchen,entry,bedroom_2,kitchen,entry,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,living,bedroom_4,living,living,kitchen,kitchen,kitchen,entry,bedroom_2,entry,bedroom_2
8220,d05 Sat 17:00,living,living,kitchen,living,bathroom,kitchen,entry,living,entry,kitchen,bedroom_2,kitchen,entry,bedroom_2,entry,kitchen,kitchen,kitchen,kitchen,entry,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,living,bedroom_4,living,kitchen,kitchen,kitchen,kitchen,entry,bedroom_2,entry,bedroom_2
8280,d05 Sat 18:00,living,living,kitchen,living,bathroom,kitchen,entry,living,entry,kitchen,bedroom_2,kitchen,entry,bedroom_2,entry,kitchen,kitchen,kitchen,kitchen,entry,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom_3,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,living,bedroom_4,living,kitchen,kitchen,kitchen,kitchen,entry,bedroom_2,entry,bedroom_2
8340,d05 Sat 19:00,living,living,kitchen,living,bathroom,kitchen,entry,living,kitchen,kitchen,bedroom_2,kitchen,entry,bedroom_2,entry,kitchen,kitchen,kitchen,kitchen,entry,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom_3,living,bedroom_3,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,living,living,living,kitchen,kitchen,kitchen,kitchen,entry,bedroom_2,entry,bedroom_2
8400,d05 Sat 20:00,living,living,kitchen,living,bathroom,kitchen,entry,living,kitchen,kitchen,bedroom_2,kitchen,entry,bedroom_2,entry,living,kitchen,kitchen,kitchen,entry,kitchen,entry,living,kitchen,entry,kitchen,kitchen,kitchen,bedroom_3,living,bedroom_3,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,bathroom,kitchen,kitchen,kitchen,living,living,living,kitchen,kitchen,entry,living,living,living,kitchen,kitchen,kitchen,kitchen,entry,bedroom_2,entry,bedroom_2
8460,d05 Sat 21:00,living,living,kitchen,living,bathroom,kitchen,entry,living,kitchen,kitchen,bedroom_2,living,entry,bedroom_2,entry,bedroom_2,kitchen,kitchen,kitchen,entry,kitchen,entry,living,kitchen,entry,kitchen,kitchen,kitchen,bedroom_3,living,bedroom_3,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,bedroom_4,kitchen,kitchen,kitchen,bedroom_2,living,living,kitchen,kitchen,entry,living,living,living,kitchen,kitchen,kitchen,kitchen,entry,bedroom_2,entry,bedroom_2
8520,d05 Sat 22:00,living,living,kitchen,living,bathroom,kitchen,entry,living,kitchen,kitchen,bedroom_2,living,entry,bedroom_2,entry,bedroom_2,kitchen,kitchen,kitchen,entry,kitchen,entry,bedroom_2,kitchen,entry,kitchen,kitchen,kitchen,bedroom_3,bathroom,bedroom_3,kitchen,kitchen,kitchen,kitchen,bathroom,kitchen,living,kitchen,bedroom_4,kitchen,kitchen,kitchen,bedroom_2,living,living,kitchen,kitchen,entry,living,living,living,kitchen,kitchen,kitchen,kitchen,entry,bedroom_2,entry,bedroom_2
8580,d05 Sat 23:00,living,living,kitchen,living,bathroom,kitchen,entry,living,kitchen,kitchen,bedroom_2,living,entry,bedroom_2,entry,bedroom_2,kitchen,kitchen,kitchen,entry,kitchen,entry,bedroom_2,kitchen,entry,kitchen,kitchen,kitchen,bedroom_3,bathroom,bedroom_3,kitchen,kitchen,kitchen,kitchen,bathroom,kitchen,living,kitchen,bedroom_4,kitchen,kitchen,kitchen,bedroom_2,living,living,kitchen,kitchen,entry,living,living,living,kitchen,kitchen,kitchen,kitchen,entry,bedroom_2,entry,bedroom_2
8640,d06 Sun 00:00,living,living,kitchen,living,bathroom,kitchen,entry,living,kitchen,kitchen,bedroom_2,living,entry,bedroom_2,entry,bedroom_2,kitchen,kitchen,kitchen,entry,kitchen,entry,bedroom_2,kitchen,entry,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,living,kitchen,bedroom_4,kitchen,kitchen,kitchen,bedroom_2,living,living,kitchen,kitchen,entry,living,living,living,kitchen,kitchen,kitchen,kitchen,entry,bedroom_2,entry,bedroom_2
8700,d06 Sun 01:00,living,living,kitchen,living,bathroom,kitchen,entry,living,kitchen,kitchen,bedroom_2,living,entry,bedroom_2,entry,bedroom_2,kitchen,kitchen,kitchen,entry,kitchen,entry,bedroom_2,kitchen,entry,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,living,kitchen,bedroom_4,kitchen,kitchen,kitchen,bedroom_2,living,living,kitchen,kitchen,entry,living,living,living,kitchen,kitchen,kitchen,kitchen,entry,bedroom_2,entry,bedroom_2
8760,d06 Sun 02:00,living,living,kitchen,living,bathroom,kitchen,entry,living,kitchen,kitchen,bedroom_2,living,entry,bedroom_2,entry,bedroom_2,kitchen,kitchen,kitchen,entry,kitchen,entry,bedroom_2,kitchen,entry,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,living,kitchen,bedroom_4,kitchen,kitchen,kitchen,bedroom_2,living,living,kitchen,kitchen,entry,living,living,living,kitchen,kitchen,kitchen,kitchen,entry,bedroom_2,entry,bedroom_2
8820,d06 Sun 03:00,living,living,kitchen,living,bathroom,kitchen,entry,living,kitchen,kitchen,bedroom_2,living,entry,bedroom_2,entry,bedroom_2,kitchen,kitchen,kitchen,entry,kitchen,entry,bedroom_2,kitchen,entry,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,living,kitchen,bedroom_4,kitchen,kitchen,kitchen,bedroom_2,living,living,kitchen,kitchen,entry,living,living,living,kitchen,kitchen,kitchen,kitchen,entry,bedroom_2,entry,bedroom_2
8880,d06 Sun 04:00,living,living,kitchen,living,bathroom,kitchen,entry,living,kitchen,kitchen,bedroom_2,living,entry,bedroom_2,entry,bedroom_2,kitchen,kitchen,kitchen,entry,kitchen,entry,bedroom_2,kitchen,entry,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,living,kitchen,bedroom_4,kitchen,kitchen,kitchen,bedroom_2,living,living,kitchen,kitchen,entry,living,living,living,kitchen,kitchen,kitchen,kitchen,entry,bedroom_2,entry,bedroom_2
8940,d06 Sun 05:00,living,living,kitchen,living,bathroom,kitchen,entry,living,kitchen,kitchen,bedroom_2,living,entry,bedroom_2,entry,bedroom_2,kitchen,kitchen,kitchen,entry,kitchen,entry,bedroom_2,kitchen,entry,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,living,kitchen,bedroom_4,kitchen,kitchen,kitchen,bedroom_2,living,living,kitchen,kitchen,entry,living,living,living,kitchen,kitchen,kitchen,kitchen,entry,bedroom_2,entry,bedroom_2
9000,d06 Sun 06:00,living,living,kitchen,living,bathroom,kitchen,entry,living,kitchen,kitchen,bedroom_2,living,entry,bedroom_2,entry,bedroom_2,kitchen,kitchen,kitchen,entry,kitchen,entry,bedroom_2,kitchen,entry,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,living,kitchen,bedroom_4,kitchen,kitchen,kitchen,bedroom_2,living,living,kitchen,kitchen,entry,living,living,living,kitchen,kitchen,kitchen,kitchen,entry,bedroom_2,entry,bedroom_2
9060,d06 Sun 07:00,living,living,kitchen,living,bathroom,kitchen,entry,living,kitchen,kitchen,bedroom_2,living,entry,bedroom_2,entry,bedroom_2,kitchen,kitchen,kitchen,entry,kitchen,entry,bedroom_2,kitchen,entry,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,living,kitchen,bedroom_4,kitchen,kitchen,kitchen,bedroom_2,living,living,kitchen,kitchen,entry,living,living,living,kitchen,kitchen,kitchen,kitchen,entry,bedroom_2,entry,bedroom_2
9120,d06 Sun 08:00,living,living,kitchen,living,bathroom,kitchen,entry,living,kitchen,kitchen,bedroom_2,living,entry,bedroom_2,entry,kitchen,kitchen,kitchen,kitchen,entry,kitchen,entry,bedroom_2,kitchen,entry,bedroom_4,kitchen,kitchen,bedroom_3,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_4,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,living,living,living,kitchen,kitchen,kitchen,kitchen,entry,bedroom_2,entry,bedroom_2
9180,d06 Sun 09:00,living,living,kitchen,living,bathroom,kitchen,entry,living,kitchen,kitchen,bedroom_2,living,entry,bedroom_2,entry,kitchen,kitchen,kitchen,kitchen,entry,kitchen,entry,bedroom_2,kitchen,entry,bathroom,kitchen,kitchen,bedroom_3,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,living,living,living,kitchen,kitchen,kitchen,kitchen,entry,bedroom_2,entry,bedroom_2
9240,d06 Sun 10:00,outside,outside,kitchen,living,bathroom,outside,entry,outside,outside,outside,bedroom_2,living,entry,bedroom_2,entry,kitchen,kitchen,kitchen,kitchen,entry,kitchen,entry,bedroom_2,kitchen,entry,bathroom,kitchen,kitchen,outside,outside,outside,outside,outside,kitchen,kitchen,outside,outside,living,kitchen,entry,entry,kitchen,kitchen,living,living,living,kitchen,kitchen,entry,living,living,living,kitchen,kitchen,kitchen,kitchen,entry,bedroom_2,entry,bedroom_2
9300,d06 Sun 11:00,living,living,kitchen,living,bathroom,kitchen,entry,living,entry,bedroom_1,bedroom_2,living,entry,bedroom_2,entry,kitchen,kitchen,kitchen,kitchen,entry,kitchen,entry,bedroom_2,kitchen,entry,bathroom,kitchen,kitchen,bedroom_3,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,entry,entry,kitchen,kitchen,living,living,living,kitchen,kitchen,entry,living,living,living,kitchen,kitchen,kitchen,kitchen,entry,bedroom_2,entry,bedroom_2
9360,d06 Sun 12:00,living,living,kitchen,living,bathroom,kitchen,entry,living,entry,bedroom_1,bedroom_2,living,entry,bedroom_2,entry,living,kitchen,kitchen,kitchen,entry,kitchen,entry,bedroom_2,kitchen,entry,bathroom,kitchen,kitchen,bedroom_3,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,entry,entry,kitchen,kitchen,living,living,living,kitchen,kitchen,entry,living,living,living,kitchen,kitchen,kitchen,kitchen,entry,bedroom_2,entry,bedroom_2
9420,d06 Sun 13:00,living,living,living,living,bathroom,kitchen,entry,living,entry,bedroom_1,bedroom_2,living,entry,bedroom_2,entry,living,kitchen,kitchen,kitchen,entry,kitchen,entry,kitchen,kitchen,entry,bathroom,kitchen,kitchen,bedroom_3,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,entry,kitchen,kitchen,living,living,living,kitchen,kitchen,entry,living,living,living,kitchen,kitchen,kitchen,kitchen,entry,bedroom_2,entry,bedroom_2
