t,stamp,glasses_elena,book_elena,mug_elena,blanket_elena,medication_bottle_elena_1,notebook_elena,watering_can_elena,phone_elena,keys_elena,wallet_elena,laptop_marco,phone_marco,keys_marco,wallet_marco,backpack_marco,lunchbox_marco,water_bottle_marco,jacket_marco,phone_priya,keys_priya,wallet_priya,backpack_priya,lunchbox_priya,water_bottle_priya,jacket_priya,makeup_kit_priya,hairbrush_priya,notebook_priya,laptop_sofia,phone_sofia,keys_sofia,backpack_sofia,water_bottle_sofia,headphones_sofia,notebook_sofia,pen_sofia,jacket_sofia,gaming_controller_sofia,phone_leo,keys_leo,backpack_leo,lunchbox_leo,water_bottle_leo,tablet_leo,toy_leo_1,blanket_leo,notebook_leo,pen_leo,jacket_leo,remote_shared_1,gaming_controller_shared_1,charger_shared_1,bowl_shared_1,plate_shared_1,pot_shared_1,pan_shared_1,vacuum_cleaner_shared_1,laundry_basket_shared_1,umbrella_shared_1,suitcase_shared_1
10800,d07 Mon 12:00,reading_table_l1,reading_table_l1,sink_k1,armchair_l1,counter_k1,counter_k1,entry_floor_e1,reading_table_l1,entry_table_e1,desk_b1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,bathroom_shelf_ba1,desk_b2,counter_k1,person:resident_4,person:resident_4,person:resident_4,person:resident_4,person:resident_4,chair_k1,dish_rack_k1,desk_b3,person:resident_4,cupboard_k1,person:resident_5,person:resident_5,person:resident_5,person:resident_5,person:resident_5,person:resident_5,couch_l1,bed_b4,kitchen_table_k1,bedroom_floor_b4,person:resident_5,dish_rack_k1,tv_stand_l1,nightstand_b3,kitchen_table_k1,kitchen_table_k1,cupboard_k1,sink_k1,entry_floor_e1,bedroom_floor_b2,entry_floor_e1,bedroom_floor_b2
10860,d07 Mon 13:00,reading_table_l1,reading_table_l1,sink_k1,armchair_l1,counter_k1,counter_k1,entry_floor_e1,reading_table_l1,entry_table_e1,desk_b1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,bathroom_shelf_ba1,desk_b2,counter_k1,person:resident_4,person:resident_4,person:resident_4,person:resident_4,person:resident_4,chair_k1,dish_rack_k1,desk_b3,person:resident_4,cupboard_k1,person:resident_5,person:resident_5,person:resident_5,person:resident_5,person:resident_5,person:resident_5,couch_l1,bed_b4,kitchen_table_k1,bedroom_floor_b4,person:resident_5,dish_rack_k1,tv_stand_l1,nightstand_b3,kitchen_table_k1,kitchen_table_k1,cupboard_k1,sink_k1,entry_floor_e1,bedroom_floor_b2,entry_floor_e1,bedroom_floor_b2
10920,d07 Mon 14:00,reading_table_l1,reading_table_l1,dish_rack_k1,armchair_l1,counter_k1,counter_k1,entry_floor_e1,reading_table_l1,entry_table_e1,desk_b1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,bathroom_shelf_ba1,desk_b2,counter_k1,person:resident_4,person:resident_4,person:resident_4,person:resident_4,person:resident_4,chair_k1,dish_rack_k1,desk_b3,person:resident_4,cupboard_k1,person:resident_5,person:resident_5,person:resident_5,person:resident_5,person:resident_5,person:resident_5,couch_l1,armchair_l1,kitchen_table_k1,dish_rack_k1,person:resident_5,dish_rack_k1,tv_stand_l1,nightstand_b3,kitchen_table_k1,kitchen_table_k1,cupboard_k1,sink_k1,entry_floor_e1,bedroom_floor_b2,entry_floor_e1,bedroom_floor_b2
10980,d07 Mon 15:00,reading_table_l1,reading_table_l1,dish_rack_k1,armchair_l1,counter_k1,counter_k1,entry_floor_e1,reading_table_l1,entry_table_e1,desk_b1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,bathroom_shelf_ba1,desk_b2,counter_k1,person:resident_4,person:resident_4,person:resident_4,person:resident_4,person:resident_4,chair_k1,dish_rack_k1,desk_b3,person:resident_4,cupboard_k1,person:resident_5,person:resident_5,person:resident_5,person:resident_5,person:resident_5,person:resident_5,couch_l1,couch_l1,kitchen_table_k1,dish_rack_k1,person:resident_5,dish_rack_k1,tv_stand_l1,nightstand_b3,kitchen_table_k1,kitchen_table_k1,cupboard_k1,sink_k1,entry_floor_e1,bedroom_floor_b2,entry_floor_e1,bedroom_floor_b2
11040,d07 Mon 16:00,reading_table_l1,reading_table_l1,dish_rack_k1,armchair_l1,counter_k1,counter_k1,entry_floor_e1,reading_table_l1,entry_table_e1,desk_b1,person:resident_2,person:resident_2,dish_rack_k1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,counter_k1,entry_table_e1,entry_floor_e1,entry_floor_e1,kitchen_table_k1,sink_k1,entry_hook_e1,bathroom_shelf_ba1,desk_b2,counter_k1,desk_b3,nightstand_b3,sink_k1,desk_b3,sink_k1,chair_k1,kitchen_table_k1,desk_b3,entry_hook_e1,cupboard_k1,counter_k1,entry_table_e1,entry_floor_e1,counter_k1,kitchen_table_k1,person:resident_2,couch_l1,couch_l1,kitchen_table_k1,kitchen_table_k1,entry_hook_e1,dish_rack_k1,tv_stand_l1,nightstand_b3,coffee_table_l1,kitchen_table_k1,cupboard_k1,counter_k1,entry_floor_e1,bedroom_floor_b2,entry_floor_e1,entry_floor_e1
11100,d07 Mon 17:00,reading_table_l1,reading_table_l1,dish_rack_k1,armchair_l1,counter_k1,counter_k1,entry_floor_e1,kitchen_table_k1,entry_table_e1,desk_b1,desk_b2,counter_k1,counter_k1,entry_table_e1,chair_k1,counter_k1,counter_k1,entry_hook_e1,counter_k1,entry_table_e1,entry_floor_e1,entry_floor_e1,person:resident_3,sink_k1,entry_hook_e1,bathroom_shelf_ba1,desk_b2,counter_k1,desk_b3,nightstand_b3,sink_k1,desk_b3,sink_k1,chair_k1,kitchen_table_k1,person:resident_4,entry_hook_e1,cupboard_k1,counter_k1,entry_table_e1,entry_floor_e1,counter_k1,kitchen_table_k1,coffee_table_l1,couch_l1,couch_l1,person:resident_5,kitchen_table_k1,entry_hook_e1,dish_rack_k1,tv_stand_l1,nightstand_b3,coffee_table_l1,kitchen_table_k1,cupboard_k1,counter_k1,entry_floor_e1,bedroom_floor_b2,entry_floor_e1,bedroom_floor_b2
11160,d07 Mon 18:00,reading_table_l1,reading_table_l1,dish_rack_k1,armchair_l1,counter_k1,counter_k1,entry_floor_e1,kitchen_table_k1,entry_table_e1,desk_b1,desk_b2,counter_k1,counter_k1,entry_table_e1,chair_k1,counter_k1,counter_k1,entry_hook_e1,counter_k1,entry_table_e1,entry_floor_e1,entry_floor_e1,person:resident_3,sink_k1,entry_hook_e1,bathroom_shelf_ba1,desk_b2,counter_k1,desk_b3,nightstand_b3,sink_k1,desk_b3,sink_k1,chair_k1,kitchen_table_k1,person:resident_4,entry_hook_e1,cupboard_k1,counter_k1,entry_table_e1,entry_floor_e1,counter_k1,kitchen_table_k1,kitchen_table_k1,toy_chest_l1,couch_l1,person:resident_5,kitchen_table_k1,entry_hook_e1,dish_rack_k1,tv_stand_l1,nightstand_b3,coffee_table_l1,kitchen_table_k1,cupboard_k1,counter_k1,entry_floor_e1,bedroom_floor_b2,entry_floor_e1,bedroom_floor_b2
11220,d07 Mon 19:00,reading_table_l1,armchair_l1,dish_rack_k1,armchair_l1,counter_k1,counter_k1,entry_floor_e1,kitchen_table_k1,entry_table_e1,desk_b1,desk_b2,counter_k1,counter_k1,entry_table_e1,chair_k1,counter_k1,counter_k1,entry_hook_e1,counter_k1,entry_table_e1,entry_floor_e1,entry_floor_e1,person:resident_3,sink_k1,entry_hook_e1,bathroom_shelf_ba1,desk_b2,counter_k1,desk_b3,nightstand_b3,sink_k1,desk_b3,sink_k1,chair_k1,kitchen_table_k1,person:resident_4,entry_hook_e1,cupboard_k1,counter_k1,entry_table_e1,entry_floor_e1,counter_k1,kitchen_table_k1,kitchen_table_k1,toy_chest_l1,couch_l1,person:resident_5,kitchen_table_k1,entry_hook_e1,dish_rack_k1,tv_stand_l1,nightstand_b3,coffee_table_l1,sink_k1,cupboard_k1,counter_k1,entry_floor_e1,bedroom_floor_b2,entry_floor_e1,bedroom_floor_b2
11280,d07 Mon 20:00,reading_table_l1,armchair_l1,dish_rack_k1,couch_l1,counter_k1,counter_k1,entry_floor_e1,kitchen_table_k1,entry_table_e1,desk_b1,desk_b2,counter_k1,counter_k1,entry_table_e1,chair_k1,counter_k1,counter_k1,entry_hook_e1,counter_k1,entry_table_e1,entry_floor_e1,entry_floor_e1,person:resident_3,sink_k1,entry_hook_e1,bathroom_shelf_ba1,desk_b2,counter_k1,desk_b3,nightstand_b3,sink_k1,desk_b3,sink_k1,chair_k1,kitchen_table_k1,person:resident_4,entry_hook_e1,cupboard_k1,counter_k1,entry_table_e1,entry_floor_e1,counter_k1,kitchen_table_k1,kitchen_table_k1,toy_chest_l1,couch_l1,person:resident_5,kitchen_table_k1,entry_hook_e1,dish_rack_k1,tv_stand_l1,nightstand_b3,coffee_table_l1,sink_k1,cupboard_k1,counter_k1,entry_floor_e1,bedroom_floor_b2,entry_floor_e1,bedroom_floor_b2
11340,d07 Mon 21:00,reading_table_l1,armchair_l1,dish_rack_k1,couch_l1,counter_k1,counter_k1,entry_floor_e1,kitchen_table_k1,entry_table_e1,desk_b1,desk_b2,counter_k1,counter_k1,entry_table_e1,chair_k1,counter_k1,counter_k1,entry_hook_e1,counter_k1,entry_table_e1,entry_floor_e1,entry_floor_e1,person:resident_3,sink_k1,entry_hook_e1,bathroom_shelf_ba1,desk_b2,counter_k1,desk_b3,nightstand_b3,sink_k1,desk_b3,sink_k1,chair_k1,kitchen_table_k1,person:resident_4,entry_hook_e1,cupboard_k1,counter_k1,entry_table_e1,entry_floor_e1,counter_k1,kitchen_table_k1,kitchen_table_k1,toy_chest_l1,couch_l1,person:resident_5,kitchen_table_k1,entry_hook_e1,dish_rack_k1,tv_stand_l1,nightstand_b3,coffee_table_l1,sink_k1,cupboard_k1,counter_k1,entry_floor_e1,bedroom_floor_b2,entry_floor_e1,bedroom_floor_b2
11400,d07 Mon 22:00,reading_table_l1,armchair_l1,dish_rack_k1,couch_l1,counter_k1,counter_k1,entry_floor_e1,kitchen_table_k1,entry_table_e1,desk_b1,desk_b2,counter_k1,counter_k1,entry_table_e1,chair_k1,counter_k1,counter_k1,entry_hook_e1,counter_k1,entry_table_e1,entry_floor_e1,entry_floor_e1,person:resident_3,sink_k1,entry_hook_e1,bathroom_shelf_ba1,desk_b2,counter_k1,desk_b3,nightstand_b3,sink_k1,desk_b3,sink_k1,chair_k1,kitchen_table_k1,person:resident_4,entry_hook_e1,cupboard_k1,counter_k1,entry_table_e1,entry_floor_e1,counter_k1,kitchen_table_k1,kitchen_table_k1,toy_chest_l1,couch_l1,person:resident_5,kitchen_table_k1,entry_hook_e1,dish_rack_k1,tv_stand_l1,nightstand_b3,coffee_table_l1,sink_k1,cupboard_k1,counter_k1,entry_floor_e1,bedroom_floor_b2,entry_floor_e1,bedroom_floor_b2
11460,d07 Mon 23:00,reading_table_l1,armchair_l1,dish_rack_k1,couch_l1,counter_k1,counter_k1,entry_floor_e1,kitchen_table_k1,entry_table_e1,desk_b1,desk_b2,counter_k1,counter_k1,entry_table_e1,chair_k1,counter_k1,counter_k1,entry_hook_e1,counter_k1,entry_table_e1,entry_floor_e1,entry_floor_e1,person:resident_3,sink_k1,entry_hook_e1,bathroom_shelf_ba1,desk_b2,counter_k1,desk_b3,nightstand_b3,sink_k1,desk_b3,sink_k1,chair_k1,kitchen_table_k1,person:resident_4,entry_hook_e1,cupboard_k1,counter_k1,entry_table_e1,entry_floor_e1,counter_k1,kitchen_table_k1,kitchen_table_k1,toy_chest_l1,couch_l1,person:resident_5,kitchen_table_k1,entry_hook_e1,dish_rack_k1,tv_stand_l1,nightstand_b3,coffee_table_l1,sink_k1,cupboard_k1,counter_k1,entry_floor_e1,bedroom_floor_b2,entry_floor_e1,bedroom_floor_b2
11520,d08 Tue 00:00,reading_table_l1,armchair_l1,dish_rack_k1,couch_l1,counter_k1,counter_k1,entry_floor_e1,kitchen_table_k1,entry_table_e1,desk_b1,desk_b2,counter_k1,counter_k1,entry_table_e1,chair_k1,counter_k1,counter_k1,entry_hook_e1,counter_k1,entry_table_e1,entry_floor_e1,entry_floor_e1,person:resident_3,sink_k1,entry_hook_e1,bathroom_shelf_ba1,desk_b2,counter_k1,desk_b3,nightstand_b3,sink_k1,desk_b3,sink_k1,chair_k1,kitchen_table_k1,person:resident_4,entry_hook_e1,cupboard_k1,counter_k1,entry_table_e1,entry_floor_e1,counter_k1,kitchen_table_k1,kitchen_table_k1,toy_chest_l1,couch_l1,person:resident_5,kitchen_table_k1,entry_hook_e1,dish_rack_k1,tv_stand_l1,nightstand_b3,coffee_table_l1,sink_k1,cupboard_k1,counter_k1,entry_floor_e1,bedroom_floor_b2,entry_floor_e1,bedroom_floor_b2
11580,d08 Tue 01:00,reading_table_l1,armchair_l1,dish_rack_k1,couch_l1,counter_k1,counter_k1,entry_floor_e1,kitchen_table_k1,entry_table_e1,desk_b1,desk_b2,counter_k1,counter_k1,entry_table_e1,chair_k1,counter_k1,counter_k1,entry_hook_e1,counter_k1,entry_table_e1,entry_floor_e1,entry_floor_e1,person:resident_3,sink_k1,entry_hook_e1,bathroom_shelf_ba1,desk_b2,counter_k1,desk_b3,nightstand_b3,sink_k1,desk_b3,sink_k1,chair_k1,kitchen_table_k1,person:resident_4,entry_hook_e1,cupboard_k1,counter_k1,entry_table_e1,entry_floor_e1,counter_k1,kitchen_table_k1,kitchen_table_k1,toy_chest_l1,couch_l1,person:resident_5,kitchen_table_k1,entry_hook_e1,dish_rack_k1,tv_stand_l1,nightstand_b3,coffee_table_l1,sink_k1,cupboard_k1,counter_k1,entry_floor_e1,bedroom_floor_b2,entry_floor_e1,bedroom_floor_b2
11640,d08 Tue 02:00,reading_table_l1,armchair_l1,dish_rack_k1,couch_l1,counter_k1,counter_k1,entry_floor_e1,kitchen_table_k1,entry_table_e1,desk_b1,desk_b2,counter_k1,counter_k1,entry_table_e1,chair_k1,counter_k1,counter_k1,entry_hook_e1,counter_k1,entry_table_e1,entry_floor_e1,entry_floor_e1,person:resident_3,sink_k1,entry_hook_e1,bathroom_shelf_ba1,desk_b2,counter_k1,desk_b3,nightstand_b3,sink_k1,desk_b3,sink_k1,chair_k1,kitchen_table_k1,person:resident_4,entry_hook_e1,cupboard_k1,counter_k1,entry_table_e1,entry_floor_e1,counter_k1,kitchen_table_k1,kitchen_table_k1,toy_chest_l1,couch_l1,person:resident_5,kitchen_table_k1,entry_hook_e1,dish_rack_k1,tv_stand_l1,nightstand_b3,coffee_table_l1,sink_k1,cupboard_k1,counter_k1,entry_floor_e1,bedroom_floor_b2,entry_floor_e1,bedroom_floor_b2
11700,d08 Tue 03:00,reading_table_l1,armchair_l1,dish_rack_k1,couch_l1,counter_k1,counter_k1,entry_floor_e1,kitchen_table_k1,entry_table_e1,desk_b1,desk_b2,counter_k1,counter_k1,entry_table_e1,chair_k1,counter_k1,counter_k1,entry_hook_e1,counter_k1,entry_table_e1,entry_floor_e1,entry_floor_e1,person:resident_3,sink_k1,entry_hook_e1,bathroom_shelf_ba1,desk_b2,counter_k1,desk_b3,nightstand_b3,sink_k1,desk_b3,sink_k1,chair_k1,kitchen_table_k1,person:resident_4,entry_hook_e1,cupboard_k1,counter_k1,entry_table_e1,entry_floor_e1,counter_k1,kitchen_table_k1,kitchen_table_k1,toy_chest_l1,couch_l1,person:resident_5,kitchen_table_k1,entry_hook_e1,dish_rack_k1,tv_stand_l1,nightstand_b3,coffee_table_l1,sink_k1,cupboard_k1,counter_k1,entry_floor_e1,bedroom_floor_b2,entry_floor_e1,bedroom_floor_b2
11760,d08 Tue 04:00,reading_table_l1,armchair_l1,dish_rack_k1,couch_l1,counter_k1,counter_k1,entry_floor_e1,kitchen_table_k1,entry_table_e1,desk_b1,desk_b2,counter_k1,counter_k1,entry_table_e1,chair_k1,counter_k1,counter_k1,entry_hook_e1,counter_k1,entry_table_e1,entry_floor_e1,entry_floor_e1,person:resident_3,sink_k1,entry_hook_e1,bathroom_shelf_ba1,desk_b2,counter_k1,desk_b3,nightstand_b3,sink_k1,desk_b3,sink_k1,chair_k1,kitchen_table_k1,person:resident_4,entry_hook_e1,cupboard_k1,counter_k1,entry_table_e1,entry_floor_e1,counter_k1,kitchen_table_k1,kitchen_table_k1,toy_chest_l1,couch_l1,person:resident_5,kitchen_table_k1,entry_hook_e1,dish_rack_k1,tv_stand_l1,nightstand_b3,coffee_table_l1,sink_k1,cupboard_k1,counter_k1,entry_floor_e1,bedroom_floor_b2,entry_floor_e1,bedroom_floor_b2
11820,d08 Tue 05:00,reading_table_l1,armchair_l1,counter_k1,couch_l1,counter_k1,counter_k1,entry_floor_e1,kitchen_table_k1,entry_table_e1,desk_b1,desk_b2,counter_k1,counter_k1,entry_table_e1,chair_k1,counter_k1,counter_k1,entry_hook_e1,counter_k1,entry_table_e1,entry_floor_e1,entry_floor_e1,person:resident_3,sink_k1,entry_hook_e1,bathroom_shelf_ba1,desk_b2,counter_k1,desk_b3,person:resident_4,sink_k1,desk_b3,sink_k1,chair_k1,kitchen_table_k1,person:resident_4,entry_hook_e1,cupboard_k1,counter_k1,entry_table_e1,entry_floor_e1,counter_k1,kitchen_table_k1,kitchen_table_k1,toy_chest_l1,couch_l1,person:resident_5,kitchen_table_k1,entry_hook_e1,dish_rack_k1,tv_stand_l1,nightstand_b3,coffee_table_l1,sink_k1,cupboard_k1,counter_k1,entry_floor_e1,bedroom_floor_b2,entry_floor_e1,bedroom_floor_b2
11880,d08 Tue 06:00,reading_table_l1,armchair_l1,sink_k1,couch_l1,counter_k1,counter_k1,entry_floor_e1,kitchen_table_k1,entry_table_e1,desk_b1,desk_b2,counter_k1,counter_k1,entry_table_e1,chair_k1,counter_k1,counter_k1,entry_hook_e1,counter_k1,entry_table_e1,entry_floor_e1,entry_floor_e1,person:resident_3,sink_k1,entry_hook_e1,entry_floor_e1,bathroom_shelf_ba1,counter_k1,desk_b3,person:resident_4,sink_k1,chair_k1,sink_k1,chair_k1,kitchen_table_k1,person:resident_4,entry_hook_e1,cupboard_k1,counter_k1,entry_table_e1,entry_floor_e1,counter_k1,kitchen_table_k1,kitchen_table_k1,toy_chest_l1,couch_l1,person:resident_5,kitchen_table_k1,entry_hook_e1,dish_rack_k1,tv_stand_l1,nightstand_b3,kitchen_table_k1,sink_k1,cupboard_k1,counter_k1,entry_floor_e1,bedroom_floor_b2,entry_floor_e1,bedroom_floor_b2
11940,d08 Tue 07:00,reading_table_l1,armchair_l1,sink_k1,couch_l1,medicine_cabinet_ba1,counter_k1,entry_floor_e1,kitchen_table_k1,entry_table_e1,desk_b1,desk_b2,counter_k1,counter_k1,entry_table_e1,chair_k1,counter_k1,counter_k1,entry_hook_e1,counter_k1,entry_table_e1,entry_floor_e1,entry_floor_e1,person:resident_3,chair_k2,entry_hook_e1,bedroom_floor_b4,bathroom_shelf_ba1,counter_k1,desk_b3,person:resident_4,sink_k1,chair_k1,sink_k1,chair_k1,kitchen_table_k1,person:resident_4,entry_hook_e1,cupboard_k1,counter_k1,entry_table_e1,entry_floor_e1,counter_k1,kitchen_table_k1,kitchen_table_k1,toy_chest_l1,couch_l1,sink_k1,kitchen_table_k1,entry_hook_e1,dish_rack_k1,tv_stand_l1,nightstand_b3,sink_k1,sink_k1,cupboard_k1,counter_k1,entry_floor_e1,bedroom_floor_b2,entry_floor_e1,bedroom_floor_b2
12000,d08 Tue 08:00,reading_table_l1,armchair_l1,dish_rack_k1,couch_l1,medicine_cabinet_ba1,counter_k1,entry_floor_e1,reading_table_l1,entry_table_e1,desk_b1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,desk_b2,bathroom_shelf_ba1,counter_k1,desk_b3,person:resident_4,sink_k1,chair_k1,dish_rack_k1,chair_k1,kitchen_table_k1,person:resident_4,entry_hook_e1,cupboard_k1,person:resident_5,person:resident_5,person:resident_5,person:resident_5,person:resident_5,person:resident_5,toy_chest_l1,couch_l1,sink_k1,kitchen_table_k1,person:resident_5,dish_rack_k1,tv_stand_l1,coffee_table_l1,kitchen_table_k1,sink_k1,cupboard_k1,counter_k1,entry_floor_e1,bedroom_floor_b2,entry_floor_e1,bedroom_floor_b2
12060,d08 Tue 09:00,reading_table_l1,armchair_l1,dish_rack_k1,couch_l1,medicine_cabinet_ba1,counter_k1,entry_floor_e1,reading_table_l1,entry_table_e1,desk_b1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,desk_b2,bathroom_shelf_ba1,counter_k1,person:resident_4,person:resident_4,person:resident_4,person:resident_4,person:resident_4,chair_k1,kitchen_table_k1,person:resident_4,person:resident_4,cupboard_k1,person:resident_5,person:resident_5,person:resident_5,person:resident_5,person:resident_5,person:resident_5,toy_chest_l1,couch_l1,sink_k1,kitchen_table_k1,person:resident_5,dish_rack_k1,tv_stand_l1,coffee_table_l1,kitchen_table_k1,sink_k1,cupboard_k1,counter_k1,entry_floor_e1,bedroom_floor_b2,entry_floor_e1,bedroom_floor_b2
12120,d08 Tue 10:00,reading_table_l1,armchair_l1,dish_rack_k1,couch_l1,medicine_cabinet_ba1,counter_k1,entry_floor_e1,reading_table_l1,entry_table_e1,desk_b1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,desk_b2,bathroom_shelf_ba1,counter_k1,person:resident_4,person:resident_4,person:resident_4,person:resident_4,person:resident_4,chair_k1,kitchen_table_k1,person:resident_4,person:resident_4,cupboard_k1,dish_rack_k1,person:resident_5,person:resident_5,person:resident_5,person:resident_5,person:resident_5,toy_chest_l1,armchair_l1,sink_k1,kitchen_table_k1,person:resident_5,dish_rack_k1,tv_stand_l1,coffee_table_l1,kitchen_table_k1,sink_k1,cupboard_k1,counter_k1,entry_floor_e1,bedroom_floor_b2,entry_floor_e1,bedroom_floor_b2
12180,d08 Tue 11:00,reading_table_l1,armchair_l1,dish_rack_k1,couch_l1,medicine_cabinet_ba1,counter_k1,entry_floor_e1,reading_table_l1,entry_table_e1,desk_b1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,dish_rack_k1,person:resident_2,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,desk_b2,bathroom_shelf_ba1,counter_k1,person:resident_4,person:resident_4,person:resident_4,person:resident_4,person:resident_4,chair_k1,kitchen_table_k1,person:resident_4,person:resident_4,cupboard_k1,dish_rack_k1,person:resident_5,person:resident_5,person:resident_5,person:resident_5,person:resident_5,toy_chest_l1,bed_b4,sink_k1,kitchen_table_k1,person:resident_5,dish_rack_k1,tv_stand_l1,coffee_table_l1,kitchen_table_k1,sink_k1,cupboard_k1,counter_k1,entry_floor_e1,bedroom_floor_b2,entry_floor_e1,bedroom_floor_b2
12240,d08 Tue 12:00,reading_table_l1,armchair_l1,dish_rack_k1,couch_l1,medicine_cabinet_ba1,counter_k1,entry_floor_e1,reading_table_l1,entry_table_e1,desk_b1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,dish_rack_k1,person:resident_2,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,desk_b2,bathroom_shelf_ba1,counter_k1,person:resident_4,person:resident_4,person:resident_4,person:resident_4,person:resident_4,chair_k1,kitchen_table_k1,person:resident_4,person:resident_4,cupboard_k1,dish_rack_k1,person:resident_5,person:resident_5,person:resident_5,person:resident_5,person:resident_5,toy_chest_l1,bed_b4,sink_k1,kitchen_table_k1,person:resident_5,dish_rack_k1,tv_stand_l1,coffee_table_l1,kitchen_table_k1,sink_k1,cupboard_k1,counter_k1,entry_floor_e1,bedroom_floor_b2,entry_floor_e1,bedroom_floor_b2
12300,d08 Tue 13:00,reading_table_l1,armchair_l1,dish_rack_k1,couch_l1,medicine_cabinet_ba1,counter_k1,entry_floor_e1,reading_table_l1,entry_table_e1,desk_b1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,dish_rack_k1,person:resident_2,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,desk_b2,bathroom_shelf_ba1,counter_k1,person:resident_4,person:resident_4,person:resident_4,person:resident_4,person:resident_4,chair_k1,kitchen_table_k1,person:resident_4,person:resident_4,cupboard_k1,dish_rack_k1,person:resident_5,person:resident_5,person:resident_5,person:resident_5,person:resident_5,toy_chest_l1,bed_b4,sink_k1,kitchen_table_k1,person:resident_5,dish_rack_k1,tv_stand_l1,coffee_table_l1,kitchen_table_k1,sink_k1,cupboard_k1,counter_k1,entry_floor_e1,bedroom_floor_b2,entry_floor_e1,bedroom_floor_b2
12360,d08 Tue 14:00,reading_table_l1,armchair_l1,dish_rack_k1,couch_l1,medicine_cabinet_ba1,counter_k1,entry_floor_e1,reading_table_l1,entry_table_e1,desk_b1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,dish_rack_k1,person:resident_2,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,desk_b2,bathroom_shelf_ba1,counter_k1,person:resident_4,person:resident_4,person:resident_4,person:resident_4,person:resident_4,chair_k1,kitchen_table_k1,person:resident_4,person:resident_4,cupboard_k1,dish_rack_k1,person:resident_5,person:resident_5,person:resident_5,person:resident_5,person:resident_5,toy_chest_l1,bed_b4,sink_k1,kitchen_table_k1,person:resident_5,dish_rack_k1,tv_stand_l1,coffee_table_l1,kitchen_table_k1,sink_k1,cupboard_k1,counter_k1,entry_floor_e1,bedroom_floor_b2,entry_floor_e1,bedroom_floor_b2
12420,d08 Tue 15:00,reading_table_l1,armchair_l1,dish_rack_k1,couch_l1,medicine_cabinet_ba1,counter_k1,entry_floor_e1,reading_table_l1,entry_table_e1,desk_b1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,dish_rack_k1,person:resident_2,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,desk_b2,bathroom_shelf_ba1,counter_k1,person:resident_4,person:resident_4,person:resident_4,person:resident_4,person:resident_4,chair_k1,kitchen_table_k1,person:resident_4,person:resident_4,cupboard_k1,person:resident_2,person:resident_5,kitchen_table_k1,counter_k1,sink_k1,coffee_table_l1,toy_chest_l1,bed_b4,sink_k1,kitchen_table_k1,entry_hook_e1,dish_rack_k1,tv_stand_l1,coffee_table_l1,counter_k1,sink_k1,cupboard_k1,counter_k1,entry_floor_e1,bedroom_floor_b2,entry_floor_e1,entry_floor_e1
