t,stamp,mug_1,mug_2,mug_3,mug_4,laptop_1,phone_1,phone_2,keys_1,keys_2,book_1,book_2,water_bottle_1,remote_1,charger_1,backpack_1,jacket_1,headphones_1,glasses_1,notebook_1,pen_1,toy_1,blanket_1,towel_1,lunchbox_1,wallet_1,wallet_2
6720,d04 Fri 16:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,outside,entry,kitchen,living,bedroom_1,kitchen,living,living,entry,kitchen,kitchen,living,kitchen,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,entry,outside
6780,d04 Fri 17:00,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,kitchen,living,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,living,kitchen,kitchen,entry,kitchen
6840,d04 Fri 18:00,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,entry,kitchen,living,living,kitchen,living,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,living
6900,d04 Fri 19:00,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,entry,kitchen,living,living,kitchen,living,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,living
6960,d04 Fri 20:00,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,entry,kitchen,living,living,kitchen,living,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,living
7020,d04 Fri 21:00,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,entry,kitchen,bedroom_3,living,kitchen,living,living,entry,kitchen,kitchen,living,kitchen,kitchen,living,living,kitchen,kitchen,entry,living
7080,d04 Fri 22:00,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,living,entry,kitchen,bedroom_3,living,kitchen,living,living,entry,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_3,bathroom,kitchen,entry,bedroom_2
7140,d04 Fri 23:00,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,living,entry,kitchen,bedroom_3,living,kitchen,living,living,entry,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_3,bathroom,kitchen,entry,bedroom_2
7200,d05 Sat 00:00,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,living,entry,kitchen,bedroom_3,living,kitchen,living,living,entry,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_3,bathroom,kitchen,entry,bedroom_2
7260,d05 Sat 01:00,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,living,entry,kitchen,bedroom_3,living,kitchen,living,living,entry,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_3,bathroom,kitchen,entry,bedroom_2
7320,d05 Sat 02:00,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,living,entry,kitchen,bedroom_3,living,kitchen,living,living,entry,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_3,bathroom,kitchen,entry,bedroom_2
7380,d05 Sat 03:00,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,living,entry,kitchen,bedroom_3,living,kitchen,living,living,entry,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_3,bathroom,kitchen,entry,bedroom_2
7440,d05 Sat 04:00,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,living,entry,kitchen,bedroom_3,living,kitchen,living,living,entry,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_3,bathroom,kitchen,entry,bedroom_2
7500,d05 Sat 05:00,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,living,entry,kitchen,bedroom_3,living,kitchen,living,living,entry,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_3,bathroom,kitchen,entry,bedroom_2
7560,d05 Sat 06:00,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,living,entry,kitchen,bedroom_3,living,kitchen,living,living,entry,kitchen,kitchen,living,kitchen,kitchen,bedroom_3,bedroom_3,bathroom,kitchen,entry,bedroom_2
7620,d05 Sat 07:00,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,living,entry,kitchen,bedroom_3,living,kitchen,living,living,entry,kitchen,kitchen,living,kitchen,kitchen,bedroom_3,bedroom_3,bathroom,kitchen,entry,bedroom_2
7680,d05 Sat 08:00,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,living,entry,kitchen,bedroom_3,living,kitchen,living,living,entry,kitchen,kitchen,living,kitchen,kitchen,bedroom_3,bedroom_3,bathroom,kitchen,entry,bedroom_2
7740,d05 Sat 09:00,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,living,entry,kitchen,bedroom_3,living,kitchen,living,living,entry,kitchen,kitchen,living,kitchen,kitchen,bedroom_3,bedroom_3,bathroom,kitchen,entry,bedroom_2
7800,d05 Sat 10:00,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,living,entry,kitchen,bedroom_3,living,kitchen,living,living,entry,kitchen,kitchen,living,kitchen,kitchen,bedroom_3,bedroom_3,bathroom,kitchen,entry,bedroom_2
7860,d05 Sat 11:00,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,living,entry,kitchen,bedroom_3,living,kitchen,living,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,bathroom,kitchen,entry,bedroom_2
7920,d05 Sat 12:00,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,living,entry,kitchen,bedroom_3,living,bedroom_3,living,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,bathroom,kitchen,entry,bedroom_2
7980,d05 Sat 13:00,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,living,entry,kitchen,bedroom_3,living,bedroom_3,living,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,bathroom,kitchen,entry,bedroom_2
8040,d05 Sat 14:00,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,living,entry,kitchen,bedroom_3,living,bedroom_3,living,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,bathroom,kitchen,entry,bedroom_2
8100,d05 Sat 15:00,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,living,entry,kitchen,bedroom_3,living,bedroom_3,living,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,bathroom,kitchen,entry,bedroom_2
8160,d05 Sat 16:00,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,living,entry,kitchen,bedroom_3,living,bedroom_3,living,living,entry,kitchen,outside,kitchen,kitchen,kitchen,living,living,bathroom,kitchen,entry,outside
8220,d05 Sat 17:00,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,living,entry,kitchen,bedroom_3,living,bedroom_3,living,living,entry,kitchen,outside,kitchen,kitchen,kitchen,living,living,bathroom,kitchen,entry,kitchen
8280,d05 Sat 18:00,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,entry,kitchen,living,living,bedroom_3,living,living,entry,kitchen,outside,kitchen,kitchen,kitchen,living,living,bathroom,kitchen,entry,living
8340,d05 Sat 19:00,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,entry,kitchen,living,living,bedroom_3,living,living,entry,kitchen,outside,kitchen,kitchen,kitchen,living,bedroom_3,bathroom,kitchen,entry,living
8400,d05 Sat 20:00,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,entry,kitchen,living,living,bedroom_3,living,living,entry,kitchen,outside,living,kitchen,kitchen,living,bedroom_3,bathroom,kitchen,entry,living
8460,d05 Sat 21:00,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,entry,kitchen,living,living,bedroom_3,living,living,entry,kitchen,outside,living,kitchen,kitchen,living,bedroom_3,bathroom,kitchen,entry,living
8520,d05 Sat 22:00,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,living,entry,kitchen,living,living,bedroom_3,living,living,entry,kitchen,outside,living,kitchen,kitchen,living,bedroom_3,bathroom,kitchen,entry,bedroom_2
8580,d05 Sat 23:00,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,living,entry,kitchen,living,living,bedroom_3,living,living,entry,kitchen,outside,living,kitchen,kitchen,living,bedroom_3,bathroom,kitchen,entry,bedroom_2
8640,d06 Sun 00:00,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,living,entry,kitchen,living,living,bedroom_3,living,living,entry,kitchen,outside,living,kitchen,kitchen,living,bedroom_3,bathroom,kitchen,entry,bedroom_2
8700,d06 Sun 01:00,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,living,entry,kitchen,living,living,bedroom_3,living,living,entry,kitchen,outside,living,kitchen,kitchen,living,bedroom_3,bathroom,kitchen,entry,bedroom_2
8760,d06 Sun 02:00,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,living,entry,kitchen,living,living,bedroom_3,living,living,entry,kitchen,outside,living,kitchen,kitchen,living,bedroom_3,bathroom,kitchen,entry,bedroom_2
8820,d06 Sun 03:00,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,living,entry,kitchen,living,living,bedroom_3,living,living,entry,kitchen,outside,living,kitchen,kitchen,living,bedroom_3,bathroom,kitchen,entry,bedroom_2
8880,d06 Sun 04:00,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,living,entry,kitchen,living,living,bedroom_3,living,living,entry,kitchen,outside,living,kitchen,kitchen,living,bedroom_3,bathroom,kitchen,entry,bedroom_2
8940,d06 Sun 05:00,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,living,entry,kitchen,living,living,bedroom_3,living,living,entry,kitchen,outside,living,kitchen,kitchen,living,bedroom_3,bathroom,kitchen,entry,bedroom_2
9000,d06 Sun 06:00,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,living,entry,kitchen,living,living,bedroom_3,living,living,entry,kitchen,outside,living,kitchen,kitchen,bedroom_3,bedroom_3,bathroom,kitchen,entry,bedroom_2
9060,d06 Sun 07:00,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,living,entry,kitchen,living,living,bedroom_3,living,living,entry,kitchen,outside,living,kitchen,kitchen,bedroom_3,bedroom_3,bathroom,kitchen,entry,bedroom_2
9120,d06 Sun 08:00,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,living,entry,kitchen,living,living,bedroom_3,living,living,entry,kitchen,outside,living,kitchen,kitchen,bedroom_3,bedroom_3,bathroom,kitchen,entry,bedroom_2
9180,d06 Sun 09:00,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,living,entry,kitchen,living,living,bedroom_3,living,living,entry,kitchen,outside,living,kitchen,kitchen,bedroom_3,bedroom_3,bathroom,kitchen,entry,bedroom_2
9240,d06 Sun 10:00,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,living,entry,kitchen,living,living,bedroom_3,living,living,entry,kitchen,outside,living,kitchen,kitchen,bedroom_3,bedroom_3,bathroom,kitchen,entry,bedroom_2
9300,d06 Sun 11:00,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,living,entry,kitchen,living,living,bedroom_3,living,living,entry,kitchen,outside,living,kitchen,kitchen,bedroom_3,bedroom_3,bathroom,kitchen,entry,bedroom_2
9360,d06 Sun 12:00,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,living,entry,kitchen,living,living,bedroom_3,living,living,entry,kitchen,outside,living,kitchen,kitchen,bedroom_3,bedroom_3,bathroom,kitchen,entry,bedroom_2
9420,d06 Sun 13:00,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,living,entry,kitchen,living,living,bedroom_3,living,living,entry,kitchen,outside,living,kitchen,kitchen,bedroom_3,bedroom_3,bathroom,kitchen,entry,bedroom_2
9480,d06 Sun 14:00,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,living,entry,kitchen,living,living,bedroom_3,living,living,entry,kitchen,outside,living,kitchen,kitchen,bedroom_3,bedroom_3,bathroom,kitchen,entry,bedroom_2
9540,d06 Sun 15:00,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,living,entry,kitchen,living,living,bedroom_3,living,living,entry,kitchen,outside,living,kitchen,kitchen,bedroom_3,bedroom_3,bathroom,kitchen,entry,bedroom_2
9600,d06 Sun 16:00,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,living,entry,kitchen,living,living,bedroom_3,living,living,entry,kitchen,outside,living,kitchen,kitchen,living,bedroom_3,bathroom,kitchen,entry,bedroom_2
9660,d06 Sun 17:00,kitchen,kitchen,kitchen,living,kitchen,bedroom_3,living,entry,kitchen,living,living,bedroom_3,living,living,entry,kitchen,outside,living,kitchen,kitchen,living,living,bathroom,kitchen,entry,kitchen
9720,d06 Sun 18:00,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,entry,kitchen,living,living,bedroom_3,living,living,entry,kitchen,outside,living,kitchen,kitchen,living,bedroom_3,bathroom,kitchen,entry,kitchen
9780,d06 Sun 19:00,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,entry,kitchen,living,living,bedroom_3,living,living,entry,kitchen,outside,living,kitchen,kitchen,living,bedroom_3,bathroom,kitchen,entry,kitchen
9840,d06 Sun 20:00,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,entry,kitchen,living,living,bedroom_3,living,living,entry,kitchen,outside,living,kitchen,kitchen,living,bedroom_3,bathroom,kitchen,entry,living
9900,d06 Sun 21:00,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,entry,kitchen,living,living,bedroom_3,living,living,entry,kitchen,outside,living,kitchen,kitchen,living,bedroom_3,bathroom,kitchen,entry,living
9960,d06 Sun 22:00,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,living,entry,kitchen,living,living,bedroom_3,living,living,entry,kitchen,outside,living,kitchen,kitchen,living,bedroom_3,bathroom,kitchen,entry,bedroom_2
10020,d06 Sun 23:00,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,living,entry,kitchen,living,living,bedroom_3,living,living,entry,kitchen,outside,living,kitchen,kitchen,living,bedroom_3,bathroom,kitchen,entry,bedroom_2
10080,d07 Mon 00:00,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,living,entry,kitchen,living,living,bedroom_3,living,living,entry,kitchen,outside,living,kitchen,kitchen,living,bedroom_3,bathroom,kitchen,entry,bedroom_2
10140,d07 Mon 01:00,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,living,entry,kitchen,living,living,bedroom_3,living,living,entry,kitchen,outside,living,kitchen,kitchen,living,bedroom_3,bathroom,kitchen,entry,bedroom_2
10200,d07 Mon 02:00,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,living,entry,kitchen,living,living,bedroom_3,living,living,entry,kitchen,outside,living,kitchen,kitchen,living,bedroom_3,bathroom,kitchen,entry,bedroom_2
10260,d07 Mon 03:00,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,living,entry,kitchen,living,living,bedroom_3,living,living,entry,kitchen,outside,living,kitchen,kitchen,living,bedroom_3,bathroom,kitchen,entry,bedroom_2
10320,d07 Mon 04:00,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,living,entry,kitchen,living,living,bedroom_3,living,living,entry,kitchen,outside,living,kitchen,kitchen,living,bedroom_3,bathroom,kitchen,entry,bedroom_2
10380,d07 Mon 05:00,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,living,entry,kitchen,living,living,bedroom_3,living,living,entry,kitchen,outside,living,kitchen,kitchen,living,bedroom_3,bathroom,kitchen,entry,bedroom_2
10440,d07 Mon 06:00,kitchen,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,living,living,outside,living,living,outside,outside,outside,living,kitchen,kitchen,bedroom_3,bedroom_3,bathroom,outside,outside,outside
10500,d07 Mon 07:00,kitchen,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,living,living,outside,bedroom_3,living,outside,outside,outside,living,kitchen,kitchen,bedroom_3,bedroom_3,bathroom,outside,outside,outside
10560,d07 Mon 08:00,kitchen,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,living,living,outside,bedroom_3,living,outside,outside,outside,living,kitchen,kitchen,bedroom_3,bedroom_3,bathroom,outside,outside,outside
10620,d07 Mon 09:00,kitchen,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,living,living,outside,bedroom_3,living,outside,outside,outside,living,kitchen,kitchen,bedroom_3,bedroom_3,bathroom,outside,outside,outside
10680,d07 Mon 10:00,kitchen,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,living,living,outside,bedroom_3,living,outside,outside,outside,living,kitchen,kitchen,bedroom_3,bedroom_3,bathroom,outside,outside,outside
10740,d07 Mon 11:00,kitchen,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,living,living,outside,bedroom_3,living,outside,outside,outside,living,kitchen,kitchen,bedroom_3,bedroom_3,bathroom,outside,outside,outside
10800,d07 Mon 12:00,kitchen,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,living,living,outside,bedroom_3,living,outside,outside,outside,living,kitchen,kitchen,bedroom_3,bedroom_3,bathroom,outside,outside,outside
10860,d07 Mon 13:00,kitchen,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,living,living,outside,bedroom_3,living,outside,outside,outside,living,kitchen,kitchen,bedroom_3,bedroom_3,bathroom,outside,outside,outside
10920,d07 Mon 14:00,kitchen,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,living,living,outside,bedroom_3,living,outside,outside,outside,living,kitchen,kitchen,bedroom_3,bedroom_3,bathroom,outside,outside,outside
10980,d07 Mon 15:00,kitchen,kitchen,kitchen,living,kitchen,outside,outside,entry,entry,living,living,kitchen,living,living,entry,entry,kitchen,living,kitchen,kitchen,bedroom_3,living,bathroom,kitchen,entry,outside
11040,d07 Mon 16:00,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,entry,entry,living,living,kitchen,living,living,entry,entry,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,kitchen
11100,d07 Mon 17:00,kitchen,kitchen,kitchen,living,bedroom_2,kitchen,kitchen,entry,entry,living,living,kitchen,living,living,entry,entry,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,kitchen
11160,d07 Mon 18:00,kitchen,kitchen,kitchen,living,bedroom_2,kitchen,kitchen,entry,entry,living,living,kitchen,living,living,entry,entry,kitchen,kitchen,kitchen,bedroom_3,living,living,kitchen,kitchen,entry,kitchen
11220,d07 Mon 19:00,kitchen,kitchen,kitchen,living,bedroom_2,kitchen,kitchen,entry,entry,living,living,kitchen,living,living,entry,entry,kitchen,kitchen,kitchen,bedroom_3,living,living,kitchen,kitchen,entry,kitchen
11280,d07 Mon 20:00,kitchen,kitchen,kitchen,living,bedroom_2,kitchen,kitchen,entry,entry,living,living,kitchen,living,living,entry,entry,kitchen,kitchen,kitchen,bedroom_3,living,living,kitchen,kitchen,entry,kitchen
11340,d07 Mon 21:00,kitchen,kitchen,kitchen,living,bedroom_2,kitchen,bedroom_2,entry,entry,living,living,kitchen,living,living,entry,entry,kitchen,kitchen,kitchen,bedroom_3,living,living,kitchen,kitchen,entry,bedroom_2
11400,d07 Mon 22:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,bedroom_2,entry,entry,living,living,kitchen,living,living,entry,entry,kitchen,kitchen,kitchen,bedroom_3,living,bedroom_3,bathroom,kitchen,entry,bedroom_2
11460,d07 Mon 23:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,bedroom_2,entry,entry,living,living,kitchen,living,living,entry,entry,kitchen,kitchen,kitchen,bedroom_3,living,bedroom_3,bathroom,kitchen,entry,bedroom_2
11520,d08 Tue 00:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,bedroom_2,entry,entry,living,living,kitchen,living,living,entry,entry,kitchen,kitchen,kitchen,bedroom_3,living,bedroom_3,bathroom,kitchen,entry,bedroom_2
11580,d08 Tue 01:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,bedroom_2,entry,entry,living,living,kitchen,living,living,entry,entry,kitchen,kitchen,kitchen,bedroom_3,living,bedroom_3,bathroom,kitchen,entry,bedroom_2
11640,d08 Tue 02:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,bedroom_2,entry,entry,living,living,kitchen,living,living,entry,entry,kitchen,kitchen,kitchen,bedroom_3,living,bedroom_3,bathroom,kitchen,entry,bedroom_2
11700,d08 Tue 03:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,bedroom_2,entry,entry,living,living,kitchen,living,living,entry,entry,kitchen,kitchen,kitchen,bedroom_3,living,bedroom_3,bathroom,kitchen,entry,bedroom_2
11760,d08 Tue 04:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,bedroom_2,entry,entry,living,living,kitchen,living,living,entry,entry,kitchen,kitchen,kitchen,bedroom_3,living,bedroom_3,bathroom,kitchen,entry,bedroom_2
11820,d08 Tue 05:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,bedroom_2,entry,entry,living,living,kitchen,living,living,entry,entry,kitchen,kitchen,kitchen,bedroom_3,living,bedroom_3,bathroom,kitchen,entry,bedroom_2
11880,d08 Tue 06:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,outside,outside,outside,outside,living,living,outside,living,living,outside,outside,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,bedroom_3,bathroom,outside,outside,outside
11940,d08 Tue 07:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,outside,outside,outside,outside,living,living,outside,living,living,outside,outside,outside,kitchen,kitchen,bedroom_3,bedroom_3,bedroom_3,bathroom,outside,outside,outside
12000,d08 Tue 08:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,outside,outside,outside,outside,living,living,outside,living,living,outside,outside,outside,kitchen,kitchen,bedroom_3,bedroom_3,bedroom_3,bathroom,outside,outside,outside
12060,d08 Tue 09:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,outside,outside,outside,outside,living,living,outside,bedroom_3,living,outside,outside,outside,kitchen,kitchen,bedroom_3,bedroom_3,bedroom_3,bathroom,outside,outside,outside
12120,d08 Tue 10:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,outside,outside,outside,outside,living,living,outside,bedroom_3,living,outside,outside,outside,kitchen,kitchen,bedroom_3,bedroom_3,bedroom_3,bathroom,outside,outside,outside
12180,d08 Tue 11:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,outside,outside,outside,outside,living,living,outside,bedroom_3,living,outside,outside,outside,kitchen,kitchen,bedroom_3,bedroom_3,bedroom_3,bathroom,outside,outside,outside
12240,d08 Tue 12:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,outside,outside,outside,outside,living,living,outside,bedroom_3,living,outside,outside,outside,kitchen,kitchen,bedroom_3,bedroom_3,bedroom_3,bathroom,outside,outside,outside
12300,d08 Tue 13:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,outside,outside,outside,outside,living,living,outside,bedroom_3,living,outside,outside,outside,kitchen,kitchen,bedroom_3,bedroom_3,bedroom_3,bathroom,outside,outside,outside
12360,d08 Tue 14:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,outside,outside,outside,outside,living,living,outside,bedroom_3,living,outside,outside,outside,kitchen,kitchen,bedroom_3,bedroom_3,bedroom_3,bathroom,outside,outside,outside
12420,d08 Tue 15:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,outside,entry,entry,living,living,kitchen,bedroom_3,living,entry,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,bedroom_3,bathroom,kitchen,entry,outside
12480,d08 Tue 16:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,entry,entry,living,living,kitchen,bedroom_3,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,kitchen
12540,d08 Tue 17:00,kitchen,kitchen,kitchen,living,bedroom_2,kitchen,kitchen,entry,entry,living,living,kitchen,living,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,kitchen
12600,d08 Tue 18:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,entry,entry,living,living,kitchen,living,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_3,bathroom,kitchen,entry,kitchen
12660,d08 Tue 19:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,entry,entry,living,living,kitchen,living,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_3,bathroom,kitchen,entry,kitchen
12720,d08 Tue 20:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,entry,entry,living,living,kitchen,living,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_3,bathroom,kitchen,entry,living
12780,d08 Tue 21:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,entry,entry,bedroom_3,living,kitchen,living,living,entry,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_3,bathroom,kitchen,entry,living
12840,d08 Tue 22:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,living,entry,entry,bedroom_3,living,kitchen,living,living,entry,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_3,bathroom,kitchen,entry,living
12900,d08 Tue 23:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,living,entry,entry,bedroom_3,living,kitchen,living,living,entry,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_3,bathroom,kitchen,entry,bedroom_2
12960,d09 Wed 00:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,living,entry,entry,bedroom_3,living,kitchen,living,living,entry,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_3,bathroom,kitchen,entry,bedroom_2
13020,d09 Wed 01:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,living,entry,entry,bedroom_3,living,kitchen,living,living,entry,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_3,bathroom,kitchen,entry,bedroom_2
13080,d09 Wed 02:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,living,entry,entry,bedroom_3,living,kitchen,living,living,entry,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_3,bathroom,kitchen,entry,bedroom_2
13140,d09 Wed 03:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,living,entry,entry,bedroom_3,living,kitchen,living,living,entry,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_3,bathroom,kitchen,entry,bedroom_2
13200,d09 Wed 04:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,living,entry,entry,bedroom_3,living,kitchen,living,living,entry,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_3,bathroom,kitchen,entry,bedroom_2
13260,d09 Wed 05:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,living,entry,entry,bedroom_3,living,kitchen,living,living,entry,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_3,bathroom,kitchen,entry,bedroom_2
13320,d09 Wed 06:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,living,entry,entry,bedroom_3,living,kitchen,living,living,entry,kitchen,kitchen,living,kitchen,kitchen,bedroom_3,bedroom_3,bathroom,kitchen,entry,bedroom_2
13380,d09 Wed 07:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,outside,outside,entry,entry,bedroom_3,living,kitchen,living,living,entry,kitchen,outside,living,kitchen,kitchen,bedroom_3,bedroom_3,bathroom,kitchen,entry,outside
