household,belief,object_id,object_class,has_siblings,n_sightings,n_questions,accuracy
hh_003,timetable,glasses_marisol,glasses,False,26,107,0.7663551401869159
hh_003,timetable,hairbrush_marisol,hairbrush,False,24,23,0.34782608695652173
hh_003,timetable,headphones_nico,headphones,True,27,27,0.48148148148148145
hh_003,timetable,headphones_talia,headphones,True,26,32,0.53125
hh_003,timetable,jacket_marisol,jacket,True,16,22,0.5454545454545454
hh_003,timetable,jacket_nico,jacket,True,22,28,0.32142857142857145
hh_003,timetable,keys_marisol,keys,True,14,39,0.5384615384615384
hh_003,timetable,keys_nico,keys,True,21,36,0.5
hh_003,timetable,keys_talia,keys,True,18,42,0.6190476190476191
hh_003,timetable,laptop_talia,laptop,False,18,2,0.5
hh_003,timetable,laundry_basket_shared_1,laundry_basket,False,23,91,0.6373626373626373
hh_003,timetable,lunchbox_nico,lunchbox,True,22,31,0.7096774193548387
hh_003,timetable,lunchbox_talia,lunchbox,True,25,18,0.7222222222222222
hh_003,timetable,medication_bottle_marisol,medication_bottle,False,26,115,0.808695652173913
hh_003,timetable,mug_marisol,mug,True,24,80,0.8125
hh_003,timetable,mug_talia,mug,True,24,71,0.4647887323943662
hh_003,timetable,notebook_marisol,notebook,True,25,22,0.6818181818181818
hh_003,timetable,notebook_talia,notebook,True,26,28,0.9285714285714286
hh_003,timetable,pan_shared_1,pan,False,25,26,0.9230769230769231
hh_003,timetable,pen_marisol,pen,True,25,28,0.6071428571428571
hh_003,timetable,pen_talia,pen,True,24,20,0.45
hh_003,timetable,phone_marisol,phone,True,13,119,0.6134453781512605
hh_003,timetable,phone_nico,phone,True,21,127,0.7637795275590551
hh_003,timetable,phone_talia,phone,True,27,120,0.75
hh_003,timetable,plate_shared_1,plate,False,25,157,0.6624203821656051
hh_003,timetable,pot_shared_1,pot,False,25,33,0.9393939393939394
hh_003,timetable,remote_shared_1,remote,False,25,102,0.4411764705882353
hh_003,timetable,towel_marisol,towel,False,24,71,0.19718309859154928
hh_003,timetable,umbrella_shared_1,umbrella,False,26,5,0.4
hh_003,timetable,vacuum_cleaner_shared_1,vacuum_cleaner,False,25,37,1.0
hh_003,timetable,wallet_marisol,wallet,True,16,4,0.75
hh_003,timetable,wallet_nico,wallet,True,21,3,0.6666666666666666
hh_003,timetable,wallet_talia,wallet,True,18,3,0.6666666666666666
hh_003,timetable,water_bottle_marisol,water_bottle,True,22,26,0.5769230769230769
hh_003,timetable,water_bottle_nico,water_bottle,True,19,37,0.7297297297297297
hh_003,timetable,water_bottle_talia,water_bottle,True,25,39,0.5128205128205128
hh_003,daytype_mixture,backpack_nico,backpack,True,21,29,0.3103448275862069
hh_003,daytype_mixture,backpack_talia,backpack,True,16,32,0.8125
hh_003,daytype_mixture,blanket_talia,blanket,False,21,22,0.8636363636363636
hh_003,daytype_mixture,book_marisol,book,False,25,85,0.7411764705882353
hh_003,daytype_mixture,bowl_shared_1,bowl,False,25,161,0.5527950310559007
hh_003,daytype_mixture,charger_marisol,charger,True,25,57,1.0
hh_003,daytype_mixture,charger_nico,charger,True,26,62,0.5645161290322581
hh_003,daytype_mixture,dog_leash_shared_1,dog_leash,False,25,12,0.8333333333333334
hh_003,daytype_mixture,gaming_controller_shared_1,gaming_controller,False,26,19,0.5263157894736842
hh_003,daytype_mixture,glasses_marisol,glasses,False,26,107,0.6822429906542056
hh_003,daytype_mixture,hairbrush_marisol,hairbrush,False,24,23,0.13043478260869565
hh_003,daytype_mixture,headphones_nico,headphones,True,27,27,0.5925925925925926
hh_003,daytype_mixture,headphones_talia,headphones,True,26,32,0.71875
hh_003,daytype_mixture,jacket_marisol,jacket,True,16,22,0.5909090909090909
hh_003,daytype_mixture,jacket_nico,jacket,True,22,28,0.5
hh_003,daytype_mixture,keys_marisol,keys,True,14,39,0.5641025641025641
hh_003,daytype_mixture,keys_nico,keys,True,21,36,0.4444444444444444
hh_003,daytype_mixture,keys_talia,keys,True,18,42,0.6904761904761905
hh_003,daytype_mixture,laptop_talia,laptop,False,18,2,0.5
hh_003,daytype_mixture,laundry_basket_shared_1,laundry_basket,False,23,91,0.6703296703296703
hh_003,daytype_mixture,lunchbox_nico,lunchbox,True,22,31,0.7096774193548387
hh_003,daytype_mixture,lunchbox_talia,lunchbox,True,25,18,0.7777777777777778
hh_003,daytype_mixture,medication_bottle_marisol,medication_bottle,False,26,115,0.9826086956521739
hh_003,daytype_mixture,mug_marisol,mug,True,24,80,0.7625
hh_003,daytype_mixture,mug_talia,mug,True,24,71,0.4507042253521127
hh_003,daytype_mixture,notebook_marisol,notebook,True,25,22,1.0
hh_003,daytype_mixture,notebook_talia,notebook,True,26,28,0.7857142857142857
hh_003,daytype_mixture,pan_shared_1,pan,False,25,26,0.8076923076923077
hh_003,daytype_mixture,pen_marisol,pen,True,25,28,0.7142857142857143
hh_003,daytype_mixture,pen_talia,pen,True,24,20,0.55
hh_003,daytype_mixture,phone_marisol,phone,True,13,119,0.5630252100840336
hh_003,daytype_mixture,phone_nico,phone,True,21,127,0.7559055118110236
hh_003,daytype_mixture,phone_talia,phone,True,27,120,0.6916666666666667
hh_003,daytype_mixture,plate_shared_1,plate,False,25,157,0.643312101910828
hh_003,daytype_mixture,pot_shared_1,pot,False,25,33,0.9393939393939394
hh_003,daytype_mixture,remote_shared_1,remote,False,25,102,0.6176470588235294
hh_003,daytype_mixture,towel_marisol,towel,False,24,71,0.04225352112676056
hh_003,daytype_mixture,umbrella_shared_1,umbrella,False,26,5,0.6
hh_003,daytype_mixture,vacuum_cleaner_shared_1,vacuum_cleaner,False,25,37,1.0
hh_003,daytype_mixture,wallet_marisol,wallet,True,16,4,0.75
hh_003,daytype_mixture,wallet_nico,wallet,True,21,3,1.0
hh_003,daytype_mixture,wallet_talia,wallet,True,18,3,1.0
hh_003,daytype_mixture,water_bottle_marisol,water_bottle,True,22,26,0.6923076923076923
hh_003,daytype_mixture,water_bottle_nico,water_bottle,True,19,37,0.6216216216216216
hh_003,daytype_mixture,water_bottle_talia,water_bottle,True,25,39,0.8974358974358975
hh_003,markov1,backpack_nico,backpack,True,21,29,0.5517241379310345
hh_003,markov1,backpack_talia,backpack,True,16,32,0.8125
hh_003,markov1,blanket_talia,blanket,False,21,22,0.8181818181818182
hh_003,markov1,book_marisol,book,False,25,85,0.7294117647058823
hh_003,markov1,bowl_shared_1,bowl,False,25,161,0.7142857142857143
hh_003,markov1,charger_marisol,charger,True,25,57,1.0
hh_003,markov1,charger_nico,charger,True,26,62,0.6451612903225806
hh_003,markov1,dog_leash_shared_1,dog_leash,False,25,12,1.0
hh_003,markov1,gaming_controller_shared_1,gaming_controller,False,26,19,1.0
hh_003,markov1,glasses_marisol,glasses,False,26,107,0.7476635514018691
hh_003,markov1,hairbrush_marisol,hairbrush,False,24,23,0.43478260869565216
hh_003,markov1,headphones_nico,headphones,True,27,27,0.8148148148148148
hh_003,markov1,headphones_talia,headphones,True,26,32,0.9375
hh_003,markov1,jacket_marisol,jacket,True,16,22,0.8636363636363636
hh_003,markov1,jacket_nico,jacket,True,22,28,0.7142857142857143
hh_003,markov1,keys_marisol,keys,True,14,39,0.7948717948717948
hh_003,markov1,keys_nico,keys,True,21,36,0.7222222222222222
hh_003,markov1,keys_talia,keys,True,18,42,0.8095238095238095
hh_003,markov1,laptop_talia,laptop,False,18,2,0.5
hh_003,markov1,laundry_basket_shared_1,laundry_basket,False,23,91,0.9010989010989011
hh_003,markov1,lunchbox_nico,lunchbox,True,22,31,0.7419354838709677
hh_003,markov1,lunchbox_talia,lunchbox,True,25,18,0.9444444444444444
hh_003,markov1,medication_bottle_marisol,medication_bottle,False,26,115,0.991304347826087
hh_003,markov1,mug_marisol,mug,True,24,80,0.825
hh_003,markov1,mug_talia,mug,True,24,71,0.2676056338028169
hh_003,markov1,notebook_marisol,notebook,True,25,22,1.0
hh_003,markov1,notebook_talia,notebook,True,26,28,0.9642857142857143
hh_003,markov1,pan_shared_1,pan,False,25,26,0.8461538461538461
hh_003,markov1,pen_marisol,pen,True,25,28,0.8571428571428571
hh_003,markov1,pen_talia,pen,True,24,20,1.0
hh_003,markov1,phone_marisol,phone,True,13,119,0.7478991596638656
hh_003,markov1,phone_nico,phone,True,21,127,0.8267716535433071
hh_003,markov1,phone_talia,phone,True,27,120,0.6166666666666667
hh_003,markov1,plate_shared_1,plate,False,25,157,0.7834394904458599
hh_003,markov1,pot_shared_1,pot,False,25,33,0.9393939393939394
hh_003,markov1,remote_shared_1,remote,False,25,102,0.8725490196078431
hh_003,markov1,towel_marisol,towel,False,24,71,0.07042253521126761
hh_003,markov1,umbrella_shared_1,umbrella,False,26,5,0.8
hh_003,markov1,vacuum_cleaner_shared_1,vacuum_cleaner,False,25,37,1.0
hh_003,markov1,wallet_marisol,wallet,True,16,4,1.0
hh_003,markov1,wallet_nico,wallet,True,21,3,1.0
hh_003,markov1,wallet_talia,wallet,True,18,3,1.0
hh_003,markov1,water_bottle_marisol,water_bottle,True,22,26,0.7307692307692307
hh_003,markov1,water_bottle_nico,water_bottle,True,19,37,0.7567567567567568
hh_003,markov1,water_bottle_talia,water_bottle,True,25,39,1.0
hh_003,periodic_persistence,backpack_nico,backpack,True,21,29,0.4827586206896552
hh_003,periodic_persistence,backpack_talia,backpack,True,16,32,0.84375
hh_003,periodic_persistence,blanket_talia,blanket,False,21,22,0.8636363636363636
hh_003,periodic_persistence,book_marisol,book,False,25,85,0.7411764705882353
hh_003,periodic_persistence,bowl_shared_1,bowl,False,25,161,0.8571428571428571
hh_003,periodic_persistence,charger_marisol,charger,True,25,57,1.0
hh_003,periodic_persistence,charger_nico,charger,True,26,62,0.6290322580645161
hh_003,periodic_persistence,dog_leash_shared_1,dog_leash,False,25,12,1.0
hh_003,periodic_persistence,gaming_controller_shared_1,gaming_controller,False,26,19,0.8421052631578947
hh_003,periodic_persistence,glasses_marisol,glasses,False,26,107,0.7383177570093458
hh_003,periodic_persistence,hairbrush_marisol,hairbrush,False,24,23,0.4782608695652174
hh_003,periodic_persistence,headphones_nico,headphones,True,27,27,0.7037037037037037
hh_003,periodic_persistence,headphones_talia,headphones,True,26,32,0.84375
hh_003,periodic_persistence,jacket_marisol,jacket,True,16,22,0.6818181818181818
hh_003,periodic_persistence,jacket_nico,jacket,True,22,28,0.5714285714285714
hh_003,periodic_persistence,keys_marisol,keys,True,14,39,0.5641025641025641
hh_003,periodic_persistence,keys_nico,keys,True,21,36,0.5555555555555556
hh_003,periodic_persistence,keys_talia,keys,True,18,42,0.7619047619047619
hh_003,periodic_persistence,laptop_talia,laptop,False,18,2,0.5
hh_003,periodic_persistence,laundry_basket_shared_1,laundry_basket,False,23,91,0.7362637362637363
hh_003,periodic_persistence,lunchbox_nico,lunchbox,True,22,31,0.7096774193548387
hh_003,periodic_persistence,lunchbox_talia,lunchbox,True,25,18,0.9444444444444444
hh_003,periodic_persistence,medication_bottle_marisol,medication_bottle,False,26,115,1.0
hh_003,periodic_persistence,mug_marisol,mug,True,24,80,0.8375
hh_003,periodic_persistence,mug_talia,mug,True,24,71,0.36619718309859156
hh_003,periodic_persistence,notebook_marisol,notebook,True,25,22,1.0
hh_003,periodic_persistence,notebook_talia,notebook,True,26,28,0.8928571428571429
hh_003,periodic_persistence,pan_shared_1,pan,False,25,26,0.7692307692307693
hh_003,periodic_persistence,pen_marisol,pen,True,25,28,0.7857142857142857
hh_003,periodic_persistence,pen_talia,pen,True,24,20,0.75
hh_003,periodic_persistence,phone_marisol,phone,True,13,119,0.6470588235294118
hh_003,periodic_persistence,phone_nico,phone,True,21,127,0.7244094488188977
hh_003,periodic_persistence,phone_talia,phone,True,27,120,0.7833333333333333
hh_003,periodic_persistence,plate_shared_1,plate,False,25,157,0.7197452229299363
hh_003,periodic_persistence,pot_shared_1,pot,False,25,33,0.9393939393939394
hh_003,periodic_persistence,remote_shared_1,remote,False,25,102,0.7941176470588235
hh_003,periodic_persistence,towel_marisol,towel,False,24,71,0.014084507042253521
hh_003,periodic_persistence,umbrella_shared_1,umbrella,False,26,5,0.8
hh_003,periodic_persistence,vacuum_cleaner_shared_1,vacuum_cleaner,False,25,37,1.0
hh_003,periodic_persistence,wallet_marisol,wallet,True,16,4,0.75
hh_003,periodic_persistence,wallet_nico,wallet,True,21,3,0.6666666666666666
hh_003,periodic_persistence,wallet_talia,wallet,True,18,3,0.6666666666666666
hh_003,periodic_persistence,water_bottle_marisol,water_bottle,True,22,26,0.6923076923076923
hh_003,periodic_persistence,water_bottle_nico,water_bottle,True,19,37,0.7297297297297297
hh_003,periodic_persistence,water_bottle_talia,water_bottle,True,25,39,0.9230769230769231
hh_003,hierarchy_backoff,backpack_nico,backpack,True,21,29,0.6896551724137931
hh_003,hierarchy_backoff,backpack_talia,backpack,True,16,32,0.875
hh_003,hierarchy_backoff,blanket_talia,blanket,False,21,22,0.9545454545454546
hh_003,hierarchy_backoff,book_marisol,book,False,25,85,0.7764705882352941
hh_003,hierarchy_backoff,bowl_shared_1,bowl,False,25,161,0.8695652173913043
hh_003,hierarchy_backoff,charger_marisol,charger,True,25,57,1.0
hh_003,hierarchy_backoff,charger_nico,charger,True,26,62,0.8064516129032258
hh_003,hierarchy_backoff,dog_leash_shared_1,dog_leash,False,25,12,1.0
hh_003,hierarchy_backoff,gaming_controller_shared_1,gaming_controller,False,26,19,0.9473684210526315
hh_003,hierarchy_backoff,glasses_marisol,glasses,False,26,107,0.9345794392523364
hh_003,hierarchy_backoff,hairbrush_marisol,hairbrush,False,24,23,0.5217391304347826
hh_003,hierarchy_backoff,headphones_nico,headphones,True,27,27,0.8888888888888888
hh_003,hierarchy_backoff,headphones_talia,headphones,True,26,32,0.9375
hh_003,hierarchy_backoff,jacket_marisol,jacket,True,16,22,0.8181818181818182
hh_003,hierarchy_backoff,jacket_nico,jacket,True,22,28,0.8571428571428571
hh_003,hierarchy_backoff,keys_marisol,keys,True,14,39,0.7692307692307693
hh_003,hierarchy_backoff,keys_nico,keys,True,21,36,0.8333333333333334
hh_003,hierarchy_backoff,keys_talia,keys,True,18,42,0.9523809523809523
hh_003,hierarchy_backoff,laptop_talia,laptop,False,18,2,0.5
hh_003,hierarchy_backoff,laundry_basket_shared_1,laundry_basket,False,23,91,0.9120879120879121
hh_003,hierarchy_backoff,lunchbox_nico,lunchbox,True,22,31,0.8064516129032258
hh_003,hierarchy_backoff,lunchbox_talia,lunchbox,True,25,18,0.9444444444444444
hh_003,hierarchy_backoff,medication_bottle_marisol,medication_bottle,False,26,115,1.0
hh_003,hierarchy_backoff,mug_marisol,mug,True,24,80,0.9125
hh_003,hierarchy_backoff,mug_talia,mug,True,24,71,0.49295774647887325
hh_003,hierarchy_backoff,notebook_marisol,notebook,True,25,22,1.0
hh_003,hierarchy_backoff,notebook_talia,notebook,True,26,28,0.9642857142857143
hh_003,hierarchy_backoff,pan_shared_1,pan,False,25,26,0.8846153846153846
hh_003,hierarchy_backoff,pen_marisol,pen,True,25,28,0.8571428571428571
hh_003,hierarchy_backoff,pen_talia,pen,True,24,20,0.8
hh_003,hierarchy_backoff,phone_marisol,phone,True,13,119,0.8571428571428571
hh_003,hierarchy_backoff,phone_nico,phone,True,21,127,0.8661417322834646
hh_003,hierarchy_backoff,phone_talia,phone,True,27,120,0.875
hh_003,hierarchy_backoff,plate_shared_1,plate,False,25,157,0.910828025477707
hh_003,hierarchy_backoff,pot_shared_1,pot,False,25,33,0.9696969696969697
hh_003,hierarchy_backoff,remote_shared_1,remote,False,25,102,0.9019607843137255
hh_003,hierarchy_backoff,towel_marisol,towel,False,24,71,0.014084507042253521
hh_003,hierarchy_backoff,umbrella_shared_1,umbrella,False,26,5,0.8
hh_003,hierarchy_backoff,vacuum_cleaner_shared_1,vacuum_cleaner,False,25,37,1.0
hh_003,hierarchy_backoff,wallet_marisol,wallet,True,16,4,1.0
hh_003,hierarchy_backoff,wallet_nico,wallet,True,21,3,1.0
hh_003,hierarchy_backoff,wallet_talia,wallet,True,18,3,1.0
hh_003,hierarchy_backoff,water_bottle_marisol,water_bottle,True,22,26,0.9230769230769231
hh_003,hierarchy_backoff,water_bottle_nico,water_bottle,True,19,37,0.8378378378378378
hh_003,hierarchy_backoff,water_bottle_talia,water_bottle,True,25,39,1.0
hh_003,perpetua_star,backpack_nico,backpack,True,21,29,0.5172413793103449
hh_003,perpetua_star,backpack_talia,backpack,True,16,32,0.84375
hh_003,perpetua_star,blanket_talia,blanket,False,21,22,1.0
hh_003,perpetua_star,book_marisol,book,False,25,85,0.8117647058823529
hh_003,perpetua_star,bowl_shared_1,bowl,False,25,161,0.7515527950310559
hh_003,perpetua_star,charger_marisol,charger,True,25,57,1.0
hh_003,perpetua_star,charger_nico,charger,True,26,62,0.6290322580645161
hh_003,perpetua_star,dog_leash_shared_1,dog_leash,False,25,12,0.6666666666666666
hh_003,perpetua_star,gaming_controller_shared_1,gaming_controller,False,26,19,0.7894736842105263
hh_003,perpetua_star,glasses_marisol,glasses,False,26,107,0.8504672897196262
hh_003,perpetua_star,hairbrush_marisol,hairbrush,False,24,23,0.13043478260869565
hh_003,perpetua_star,headphones_nico,headphones,True,27,27,0.8518518518518519
hh_003,perpetua_star,headphones_talia,headphones,True,26,32,0.90625
hh_003,perpetua_star,jacket_marisol,jacket,True,16,22,0.6363636363636364
hh_003,perpetua_star,jacket_nico,jacket,True,22,28,0.5
hh_003,perpetua_star,keys_marisol,keys,True,14,39,0.5128205128205128
hh_003,perpetua_star,keys_nico,keys,True,21,36,0.5555555555555556
hh_003,perpetua_star,keys_talia,keys,True,18,42,0.8095238095238095
hh_003,perpetua_star,laptop_talia,laptop,False,18,2,0.5
hh_003,perpetua_star,laundry_basket_shared_1,laundry_basket,False,23,91,0.7362637362637363
hh_003,perpetua_star,lunchbox_nico,lunchbox,True,22,31,0.7096774193548387
hh_003,perpetua_star,lunchbox_talia,lunchbox,True,25,18,0.9444444444444444
hh_003,perpetua_star,medication_bottle_marisol,medication_bottle,False,26,115,0.9826086956521739
hh_003,perpetua_star,mug_marisol,mug,True,24,80,0.85
hh_003,perpetua_star,mug_talia,mug,True,24,71,0.4225352112676056
hh_003,perpetua_star,notebook_marisol,notebook,True,25,22,1.0
hh_003,perpetua_star,notebook_talia,notebook,True,26,28,0.9285714285714286
hh_003,perpetua_star,pan_shared_1,pan,False,25,26,0.5769230769230769
hh_003,perpetua_star,pen_marisol,pen,True,25,28,0.8571428571428571
hh_003,perpetua_star,pen_talia,pen,True,24,20,0.55
hh_003,perpetua_star,phone_marisol,phone,True,13,119,0.37815126050420167
hh_003,perpetua_star,phone_nico,phone,True,21,127,0.7480314960629921
hh_003,perpetua_star,phone_talia,phone,True,27,120,0.7666666666666667
hh_003,perpetua_star,plate_shared_1,plate,False,25,157,0.7261146496815286
hh_003,perpetua_star,pot_shared_1,pot,False,25,33,0.9696969696969697
hh_003,perpetua_star,remote_shared_1,remote,False,25,102,0.8725490196078431
hh_003,perpetua_star,towel_marisol,towel,False,24,71,0.15492957746478872
hh_003,perpetua_star,umbrella_shared_1,umbrella,False,26,5,0.8
hh_003,perpetua_star,vacuum_cleaner_shared_1,vacuum_cleaner,False,25,37,1.0
hh_003,perpetua_star,wallet_marisol,wallet,True,16,4,0.75
hh_003,perpetua_star,wallet_nico,wallet,True,21,3,0.3333333333333333
hh_003,perpetua_star,wallet_talia,wallet,True,18,3,1.0
hh_003,perpetua_star,water_bottle_marisol,water_bottle,True,22,26,0.8846153846153846
hh_003,perpetua_star,water_bottle_nico,water_bottle,True,19,37,0.7567567567567568
hh_003,perpetua_star,water_bottle_talia,water_bottle,True,25,39,0.9743589743589743
