t,stamp,phone_nadia,keys_nadia,wallet_nadia,laptop_nadia,water_bottle_nadia,lunchbox_nadia,book_nadia,notebook_nadia,mug_nadia,glasses_nadia,phone_evan,keys_evan,wallet_evan,backpack_evan,laptop_evan,notebook_evan,pen_evan,jacket_evan,mug_evan,phone_leila,keys_leila,wallet_leila,backpack_leila,laptop_leila,headphones_leila,charger_leila,water_bottle_leila,makeup_kit_leila,hairbrush_leila,yoga_mat_leila,phone_mateo,keys_mateo,backpack_mateo,water_bottle_mateo,lunchbox_mateo,notebook_mateo,pen_mateo,toy_mateo,blanket_mateo,tablet_1,remote_1,charger_1,plate_1,plate_2,plate_3,plate_4,bowl_1,bowl_2,pot_1,pan_1,laundry_basket_1,towel_1,vacuum_cleaner_1
5760,d04 Fri 00:00,coffee_table_l1,entry_table_e1,entry_table_e1,desk_b1,sink_k1,sink_k1,nightstand_b1,counter_k1,cupboard_k1,nightstand_b1,coffee_table_l1,kitchen_table_k1,dish_rack_k1,chair_k1,chair_k1,chair_k1,chair_k1,chair_k2,cupboard_k1,nightstand_b2,cupboard_k1,desk_b2,bedroom_floor_b2,desk_b2,desk_b2,nightstand_b2,counter_k1,desk_b2,desk_b2,desk_b2,counter_k1,dish_rack_k1,entry_floor_e1,counter_k1,dish_rack_k1,kitchen_table_k1,entry_floor_e1,couch_l1,bed_b3,couch_l1,couch_l1,counter_k1,sink_k1,dish_rack_k1,sink_k1,dish_rack_k1,dish_rack_k1,kitchen_table_k1,cupboard_k1,cupboard_k1,bedroom_floor_b1,towel_rack_ba1,kitchen_table_k1
5820,d04 Fri 01:00,coffee_table_l1,entry_table_e1,entry_table_e1,desk_b1,sink_k1,sink_k1,nightstand_b1,counter_k1,cupboard_k1,nightstand_b1,coffee_table_l1,kitchen_table_k1,dish_rack_k1,chair_k1,chair_k1,chair_k1,chair_k1,chair_k2,cupboard_k1,nightstand_b2,cupboard_k1,desk_b2,bedroom_floor_b2,desk_b2,desk_b2,nightstand_b2,counter_k1,desk_b2,desk_b2,desk_b2,counter_k1,dish_rack_k1,entry_floor_e1,counter_k1,dish_rack_k1,kitchen_table_k1,entry_floor_e1,couch_l1,bed_b3,couch_l1,couch_l1,counter_k1,sink_k1,dish_rack_k1,sink_k1,dish_rack_k1,dish_rack_k1,kitchen_table_k1,cupboard_k1,cupboard_k1,bedroom_floor_b1,towel_rack_ba1,kitchen_table_k1
5880,d04 Fri 02:00,coffee_table_l1,entry_table_e1,entry_table_e1,desk_b1,sink_k1,sink_k1,nightstand_b1,counter_k1,cupboard_k1,nightstand_b1,coffee_table_l1,kitchen_table_k1,dish_rack_k1,chair_k1,chair_k1,chair_k1,chair_k1,chair_k2,cupboard_k1,nightstand_b2,cupboard_k1,desk_b2,bedroom_floor_b2,desk_b2,desk_b2,nightstand_b2,counter_k1,desk_b2,desk_b2,desk_b2,counter_k1,dish_rack_k1,entry_floor_e1,counter_k1,dish_rack_k1,kitchen_table_k1,entry_floor_e1,couch_l1,bed_b3,couch_l1,couch_l1,counter_k1,sink_k1,dish_rack_k1,sink_k1,dish_rack_k1,dish_rack_k1,kitchen_table_k1,cupboard_k1,cupboard_k1,bedroom_floor_b1,towel_rack_ba1,kitchen_table_k1
5940,d04 Fri 03:00,coffee_table_l1,entry_table_e1,entry_table_e1,desk_b1,sink_k1,sink_k1,nightstand_b1,counter_k1,cupboard_k1,nightstand_b1,coffee_table_l1,kitchen_table_k1,dish_rack_k1,chair_k1,chair_k1,chair_k1,chair_k1,chair_k2,cupboard_k1,nightstand_b2,cupboard_k1,desk_b2,bedroom_floor_b2,desk_b2,desk_b2,nightstand_b2,counter_k1,desk_b2,desk_b2,desk_b2,counter_k1,dish_rack_k1,entry_floor_e1,counter_k1,dish_rack_k1,kitchen_table_k1,entry_floor_e1,couch_l1,bed_b3,couch_l1,couch_l1,counter_k1,sink_k1,dish_rack_k1,sink_k1,dish_rack_k1,dish_rack_k1,kitchen_table_k1,cupboard_k1,cupboard_k1,bedroom_floor_b1,towel_rack_ba1,kitchen_table_k1
6000,d04 Fri 04:00,coffee_table_l1,entry_table_e1,entry_table_e1,desk_b1,sink_k1,sink_k1,nightstand_b1,counter_k1,cupboard_k1,nightstand_b1,coffee_table_l1,kitchen_table_k1,dish_rack_k1,chair_k1,chair_k1,chair_k1,chair_k1,chair_k2,cupboard_k1,nightstand_b2,cupboard_k1,desk_b2,bedroom_floor_b2,desk_b2,desk_b2,nightstand_b2,counter_k1,desk_b2,desk_b2,desk_b2,counter_k1,dish_rack_k1,entry_floor_e1,counter_k1,dish_rack_k1,kitchen_table_k1,entry_floor_e1,couch_l1,bed_b3,couch_l1,couch_l1,counter_k1,sink_k1,dish_rack_k1,sink_k1,dish_rack_k1,dish_rack_k1,kitchen_table_k1,cupboard_k1,cupboard_k1,bedroom_floor_b1,towel_rack_ba1,kitchen_table_k1
6060,d04 Fri 05:00,coffee_table_l1,entry_table_e1,entry_table_e1,desk_b1,sink_k1,sink_k1,nightstand_b1,counter_k1,cupboard_k1,nightstand_b1,coffee_table_l1,kitchen_table_k1,dish_rack_k1,chair_k1,chair_k1,chair_k1,chair_k1,chair_k2,cupboard_k1,nightstand_b2,cupboard_k1,desk_b2,bedroom_floor_b2,desk_b2,desk_b2,nightstand_b2,counter_k1,desk_b2,desk_b2,desk_b2,counter_k1,dish_rack_k1,entry_floor_e1,counter_k1,dish_rack_k1,kitchen_table_k1,entry_floor_e1,couch_l1,bed_b3,couch_l1,couch_l1,counter_k1,sink_k1,dish_rack_k1,sink_k1,dish_rack_k1,dish_rack_k1,kitchen_table_k1,cupboard_k1,cupboard_k1,bedroom_floor_b1,towel_rack_ba1,kitchen_table_k1
6120,d04 Fri 06:00,coffee_table_l1,entry_table_e1,entry_table_e1,desk_b1,sink_k1,sink_k1,nightstand_b1,counter_k1,cupboard_k1,nightstand_b1,coffee_table_l1,kitchen_table_k1,dish_rack_k1,chair_k1,chair_k1,chair_k1,chair_k1,chair_k2,cupboard_k1,nightstand_b2,cupboard_k1,desk_b2,bedroom_floor_b2,desk_b2,desk_b2,nightstand_b2,counter_k1,desk_b2,desk_b2,desk_b2,counter_k1,dish_rack_k1,entry_floor_e1,counter_k1,dish_rack_k1,kitchen_table_k1,entry_floor_e1,couch_l1,bed_b3,couch_l1,couch_l1,counter_k1,sink_k1,dish_rack_k1,sink_k1,dish_rack_k1,dish_rack_k1,kitchen_table_k1,cupboard_k1,cupboard_k1,bedroom_floor_b1,towel_rack_ba1,kitchen_table_k1
6180,d04 Fri 07:00,person:resident_1,entry_table_e1,entry_table_e1,desk_b1,sink_k1,sink_k1,nightstand_b1,counter_k1,cupboard_k1,nightstand_b1,coffee_table_l1,kitchen_table_k1,dish_rack_k1,chair_k1,chair_k1,chair_k1,chair_k1,chair_k2,cupboard_k1,nightstand_b2,cupboard_k1,desk_b2,bedroom_floor_b2,desk_b2,desk_b2,nightstand_b2,counter_k1,bedroom_floor_b3,bedroom_floor_b3,desk_b2,counter_k1,dish_rack_k1,entry_floor_e1,counter_k1,dish_rack_k1,kitchen_table_k1,entry_floor_e1,couch_l1,bed_b3,couch_l1,couch_l1,counter_k1,sink_k1,dish_rack_k1,sink_k1,dish_rack_k1,dish_rack_k1,kitchen_table_k1,cupboard_k1,cupboard_k1,bedroom_floor_b1,bedroom_floor_b1,kitchen_table_k1
6240,d04 Fri 08:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,nightstand_b1,person:resident_1,cupboard_k1,nightstand_b1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,sink_k1,nightstand_b2,cupboard_k1,desk_b2,bedroom_floor_b2,desk_b2,desk_b2,nightstand_b2,counter_k1,desk_b2,desk_b2,desk_b2,counter_k1,dish_rack_k1,entry_floor_e1,chair_k1,counter_k1,kitchen_table_k1,entry_floor_e1,couch_l1,bed_b3,couch_l1,couch_l1,counter_k1,sink_k1,dish_rack_k1,sink_k1,dish_rack_k1,kitchen_table_k1,kitchen_table_k1,sink_k1,cupboard_k1,bedroom_floor_b1,towel_rack_ba1,kitchen_table_k1
6300,d04 Fri 09:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,nightstand_b1,person:resident_1,cupboard_k1,nightstand_b1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,sink_k1,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,desk_b2,nightstand_b2,person:resident_3,desk_b2,desk_b2,person:resident_3,person:resident_4,person:resident_4,person:resident_4,person:resident_4,person:resident_4,person:resident_4,entry_floor_e1,couch_l1,bed_b3,couch_l1,couch_l1,counter_k1,sink_k1,dish_rack_k1,sink_k1,dish_rack_k1,kitchen_table_k1,kitchen_table_k1,sink_k1,cupboard_k1,bedroom_floor_b1,towel_rack_ba1,kitchen_table_k1
6360,d04 Fri 10:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,nightstand_b1,person:resident_1,cupboard_k1,nightstand_b1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,sink_k1,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,desk_b2,nightstand_b2,person:resident_3,desk_b2,desk_b2,person:resident_3,person:resident_4,person:resident_4,person:resident_4,person:resident_4,person:resident_4,person:resident_4,entry_floor_e1,couch_l1,bed_b3,couch_l1,couch_l1,counter_k1,sink_k1,dish_rack_k1,sink_k1,dish_rack_k1,kitchen_table_k1,kitchen_table_k1,sink_k1,cupboard_k1,bedroom_floor_b1,towel_rack_ba1,kitchen_table_k1
6420,d04 Fri 11:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,nightstand_b1,person:resident_1,cupboard_k1,nightstand_b1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,sink_k1,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,desk_b2,nightstand_b2,person:resident_3,desk_b2,desk_b2,person:resident_3,person:resident_4,person:resident_4,person:resident_4,person:resident_4,person:resident_4,person:resident_4,entry_floor_e1,couch_l1,bed_b3,couch_l1,couch_l1,counter_k1,sink_k1,dish_rack_k1,sink_k1,dish_rack_k1,kitchen_table_k1,kitchen_table_k1,sink_k1,cupboard_k1,bedroom_floor_b1,towel_rack_ba1,kitchen_table_k1
6480,d04 Fri 12:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,nightstand_b1,person:resident_1,cupboard_k1,nightstand_b1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,sink_k1,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,desk_b2,nightstand_b2,person:resident_3,desk_b2,desk_b2,person:resident_3,person:resident_4,person:resident_4,person:resident_4,person:resident_4,person:resident_4,person:resident_4,entry_floor_e1,couch_l1,bed_b3,couch_l1,couch_l1,counter_k1,sink_k1,dish_rack_k1,sink_k1,dish_rack_k1,kitchen_table_k1,kitchen_table_k1,sink_k1,cupboard_k1,bedroom_floor_b1,towel_rack_ba1,kitchen_table_k1
6540,d04 Fri 13:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,nightstand_b1,person:resident_1,cupboard_k1,nightstand_b1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,sink_k1,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,desk_b2,nightstand_b2,person:resident_3,desk_b2,desk_b2,person:resident_3,person:resident_4,person:resident_4,person:resident_4,person:resident_4,person:resident_4,person:resident_4,entry_floor_e1,couch_l1,bed_b3,couch_l1,couch_l1,counter_k1,sink_k1,dish_rack_k1,sink_k1,dish_rack_k1,kitchen_table_k1,kitchen_table_k1,sink_k1,cupboard_k1,bedroom_floor_b1,towel_rack_ba1,kitchen_table_k1
6600,d04 Fri 14:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,nightstand_b1,person:resident_1,cupboard_k1,nightstand_b1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,sink_k1,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,desk_b2,nightstand_b2,person:resident_3,desk_b2,desk_b2,person:resident_3,person:resident_4,person:resident_4,person:resident_4,person:resident_4,person:resident_4,person:resident_4,entry_floor_e1,couch_l1,bed_b3,couch_l1,couch_l1,counter_k1,sink_k1,dish_rack_k1,sink_k1,dish_rack_k1,kitchen_table_k1,kitchen_table_k1,sink_k1,cupboard_k1,bedroom_floor_b1,towel_rack_ba1,kitchen_table_k1
6660,d04 Fri 15:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,nightstand_b1,person:resident_1,cupboard_k1,nightstand_b1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,sink_k1,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,desk_b2,nightstand_b2,person:resident_3,desk_b2,desk_b2,person:resident_3,person:resident_4,person:resident_4,person:resident_4,person:resident_4,person:resident_4,person:resident_4,entry_floor_e1,couch_l1,bed_b3,couch_l1,couch_l1,counter_k1,sink_k1,dish_rack_k1,sink_k1,dish_rack_k1,kitchen_table_k1,kitchen_table_k1,sink_k1,cupboard_k1,bedroom_floor_b1,towel_rack_ba1,kitchen_table_k1
6720,d04 Fri 16:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,nightstand_b1,person:resident_1,cupboard_k1,nightstand_b1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,sink_k1,desk_b2,bedroom_floor_b2,desk_b2,bedroom_floor_b2,desk_b2,desk_b2,nightstand_b2,counter_k1,desk_b2,desk_b2,bedroom_floor_b2,counter_k1,person:resident_4,entry_floor_e1,counter_k1,sink_k1,kitchen_table_k1,desk_b2,couch_l1,bed_b3,couch_l1,couch_l1,counter_k1,sink_k1,nightstand_b2,kitchen_table_k1,dish_rack_k1,kitchen_table_k1,nightstand_b2,sink_k1,cupboard_k1,bedroom_floor_b1,towel_rack_ba1,kitchen_table_k1
6780,d04 Fri 17:00,entry_table_e1,entry_table_e1,entry_table_e1,kitchen_table_k1,sink_k1,sink_k1,nightstand_b1,counter_k1,cupboard_k1,nightstand_b1,counter_k1,kitchen_table_k1,nightstand_b1,chair_k1,chair_k1,chair_k1,kitchen_table_k1,chair_k2,nightstand_b2,desk_b2,bedroom_floor_b2,desk_b2,bedroom_floor_b2,desk_b2,desk_b2,nightstand_b2,counter_k1,nightstand_b2,desk_b2,bedroom_floor_b2,counter_k1,person:resident_4,entry_floor_e1,counter_k1,sink_k1,desk_b3,kitchen_table_k1,nightstand_b2,nightstand_b2,couch_l1,nightstand_b2,nightstand_b2,sink_k1,nightstand_b2,kitchen_table_k1,dish_rack_k1,kitchen_table_k1,nightstand_b2,sink_k1,cupboard_k1,nightstand_b2,towel_rack_ba1,nightstand_b2
6840,d04 Fri 18:00,entry_table_e1,entry_table_e1,entry_table_e1,kitchen_table_k1,sink_k1,sink_k1,nightstand_b1,counter_k1,sink_k1,nightstand_b1,counter_k1,entry_table_e1,nightstand_b1,chair_k1,chair_k1,chair_k1,kitchen_table_k1,entry_hook_e1,sink_k1,desk_b2,bedroom_floor_b2,desk_b2,bedroom_floor_b2,desk_b2,desk_b2,nightstand_b2,counter_k1,desk_b2,desk_b2,bedroom_floor_b2,counter_k1,person:resident_4,entry_floor_e1,kitchen_table_k1,sink_k1,desk_b3,desk_b3,toy_chest_l1,nightstand_b2,couch_l1,coffee_table_l1,nightstand_b2,sink_k1,sink_k1,sink_k1,sink_k1,sink_k1,nightstand_b2,sink_k1,cupboard_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1
6900,d04 Fri 19:00,entry_table_e1,entry_table_e1,entry_table_e1,kitchen_table_k1,sink_k1,sink_k1,nightstand_b1,counter_k1,dish_rack_k1,nightstand_b1,counter_k1,entry_table_e1,nightstand_b1,chair_k1,chair_k1,chair_k1,kitchen_table_k1,entry_hook_e1,sink_k1,desk_b2,bedroom_floor_b2,desk_b2,bedroom_floor_b2,desk_b2,desk_b2,nightstand_b2,counter_k1,desk_b2,desk_b2,bedroom_floor_b2,counter_k1,person:resident_4,entry_floor_e1,counter_k1,sink_k1,desk_b3,desk_b3,toy_chest_l1,nightstand_b2,couch_l1,couch_l1,nightstand_b2,sink_k1,dish_rack_k1,sink_k1,dish_rack_k1,dish_rack_k1,nightstand_b2,cupboard_k1,cupboard_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1
6960,d04 Fri 20:00,entry_table_e1,entry_table_e1,entry_table_e1,kitchen_table_k1,sink_k1,sink_k1,nightstand_b1,counter_k1,dish_rack_k1,nightstand_b1,counter_k1,entry_table_e1,nightstand_b1,chair_k1,chair_k1,chair_k1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,desk_b2,bedroom_floor_b2,desk_b2,bedroom_floor_b2,desk_b2,desk_b2,nightstand_b2,counter_k1,coffee_table_l1,desk_b2,bedroom_floor_b2,counter_k1,person:resident_4,entry_floor_e1,counter_k1,sink_k1,desk_b3,desk_b3,coffee_table_l1,coffee_table_l1,couch_l1,coffee_table_l1,coffee_table_l1,sink_k1,dish_rack_k1,sink_k1,dish_rack_k1,dish_rack_k1,nightstand_b2,cupboard_k1,cupboard_k1,coffee_table_l1,towel_rack_ba1,coffee_table_l1
7020,d04 Fri 21:00,entry_table_e1,kitchen_table_k1,entry_table_e1,kitchen_table_k1,sink_k1,sink_k1,nightstand_b1,counter_k1,dish_rack_k1,nightstand_b1,counter_k1,entry_table_e1,nightstand_b1,chair_k1,chair_k1,chair_k1,kitchen_table_k1,entry_hook_e1,sink_k1,nightstand_b2,bedroom_floor_b2,desk_b2,bedroom_floor_b2,desk_b2,desk_b2,nightstand_b2,counter_k1,desk_b2,desk_b2,bedroom_floor_b2,counter_k1,person:resident_4,entry_floor_e1,counter_k1,sink_k1,desk_b3,desk_b3,toy_chest_l1,bed_b3,couch_l1,couch_l1,counter_k1,sink_k1,dish_rack_k1,sink_k1,dish_rack_k1,dish_rack_k1,nightstand_b2,cupboard_k1,cupboard_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1
7080,d04 Fri 22:00,entry_table_e1,kitchen_table_k1,entry_table_e1,kitchen_table_k1,sink_k1,sink_k1,nightstand_b1,counter_k1,dish_rack_k1,nightstand_b1,counter_k1,entry_table_e1,nightstand_b1,chair_k1,chair_k1,chair_k1,chair_k2,entry_hook_e1,sink_k1,nightstand_b2,bedroom_floor_b2,desk_b2,bedroom_floor_b2,desk_b2,desk_b2,nightstand_b2,counter_k1,desk_b2,desk_b2,bedroom_floor_b2,counter_k1,person:resident_4,entry_floor_e1,counter_k1,sink_k1,desk_b3,desk_b3,kitchen_table_k1,counter_k1,couch_l1,couch_l1,counter_k1,sink_k1,dish_rack_k1,sink_k1,dish_rack_k1,dish_rack_k1,nightstand_b2,cupboard_k1,cupboard_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1
7140,d04 Fri 23:00,entry_table_e1,kitchen_table_k1,entry_table_e1,kitchen_table_k1,sink_k1,sink_k1,nightstand_b1,counter_k1,dish_rack_k1,nightstand_b1,counter_k1,entry_table_e1,nightstand_b1,chair_k1,chair_k1,chair_k1,chair_k2,entry_hook_e1,sink_k1,nightstand_b2,bedroom_floor_b2,desk_b2,bedroom_floor_b2,desk_b2,desk_b2,nightstand_b2,counter_k1,desk_b2,desk_b2,bedroom_floor_b2,counter_k1,person:resident_4,entry_floor_e1,counter_k1,sink_k1,desk_b3,desk_b3,kitchen_table_k1,counter_k1,couch_l1,couch_l1,counter_k1,sink_k1,dish_rack_k1,sink_k1,dish_rack_k1,dish_rack_k1,nightstand_b2,cupboard_k1,cupboard_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1
7200,d05 Sat 00:00,entry_table_e1,kitchen_table_k1,entry_table_e1,kitchen_table_k1,sink_k1,sink_k1,nightstand_b1,counter_k1,dish_rack_k1,nightstand_b1,dish_rack_k1,entry_table_e1,nightstand_b1,chair_k1,chair_k1,chair_k1,chair_k2,entry_hook_e1,sink_k1,nightstand_b2,bedroom_floor_b2,desk_b2,bedroom_floor_b2,desk_b2,desk_b2,nightstand_b2,counter_k1,desk_b2,desk_b2,bedroom_floor_b2,counter_k1,person:resident_4,entry_floor_e1,counter_k1,sink_k1,desk_b3,desk_b3,kitchen_table_k1,counter_k1,couch_l1,couch_l1,counter_k1,sink_k1,dish_rack_k1,sink_k1,dish_rack_k1,dish_rack_k1,nightstand_b2,cupboard_k1,cupboard_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1
7260,d05 Sat 01:00,entry_table_e1,kitchen_table_k1,entry_table_e1,kitchen_table_k1,sink_k1,sink_k1,nightstand_b1,counter_k1,dish_rack_k1,nightstand_b1,dish_rack_k1,entry_table_e1,nightstand_b1,chair_k1,chair_k1,chair_k1,chair_k2,entry_hook_e1,sink_k1,nightstand_b2,bedroom_floor_b2,desk_b2,bedroom_floor_b2,desk_b2,desk_b2,nightstand_b2,counter_k1,desk_b2,desk_b2,bedroom_floor_b2,counter_k1,person:resident_4,entry_floor_e1,counter_k1,sink_k1,desk_b3,desk_b3,kitchen_table_k1,counter_k1,couch_l1,couch_l1,counter_k1,sink_k1,dish_rack_k1,sink_k1,dish_rack_k1,dish_rack_k1,nightstand_b2,cupboard_k1,cupboard_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1
7320,d05 Sat 02:00,entry_table_e1,kitchen_table_k1,entry_table_e1,kitchen_table_k1,sink_k1,sink_k1,nightstand_b1,counter_k1,dish_rack_k1,nightstand_b1,dish_rack_k1,entry_table_e1,nightstand_b1,chair_k1,chair_k1,chair_k1,chair_k2,entry_hook_e1,sink_k1,nightstand_b2,bedroom_floor_b2,desk_b2,bedroom_floor_b2,desk_b2,desk_b2,nightstand_b2,counter_k1,desk_b2,desk_b2,bedroom_floor_b2,counter_k1,person:resident_4,entry_floor_e1,counter_k1,sink_k1,desk_b3,desk_b3,kitchen_table_k1,counter_k1,couch_l1,couch_l1,counter_k1,sink_k1,dish_rack_k1,sink_k1,dish_rack_k1,dish_rack_k1,nightstand_b2,cupboard_k1,cupboard_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1
7380,d05 Sat 03:00,entry_table_e1,kitchen_table_k1,entry_table_e1,kitchen_table_k1,sink_k1,sink_k1,nightstand_b1,counter_k1,dish_rack_k1,nightstand_b1,dish_rack_k1,entry_table_e1,nightstand_b1,chair_k1,chair_k1,chair_k1,chair_k2,entry_hook_e1,sink_k1,nightstand_b2,bedroom_floor_b2,desk_b2,bedroom_floor_b2,desk_b2,desk_b2,nightstand_b2,counter_k1,desk_b2,desk_b2,bedroom_floor_b2,counter_k1,person:resident_4,entry_floor_e1,counter_k1,sink_k1,desk_b3,desk_b3,kitchen_table_k1,counter_k1,couch_l1,couch_l1,counter_k1,sink_k1,dish_rack_k1,sink_k1,dish_rack_k1,dish_rack_k1,nightstand_b2,cupboard_k1,cupboard_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1
7440,d05 Sat 04:00,entry_table_e1,kitchen_table_k1,entry_table_e1,kitchen_table_k1,sink_k1,sink_k1,nightstand_b1,counter_k1,dish_rack_k1,nightstand_b1,dish_rack_k1,entry_table_e1,nightstand_b1,chair_k1,chair_k1,chair_k1,chair_k2,entry_hook_e1,sink_k1,nightstand_b2,bedroom_floor_b2,desk_b2,bedroom_floor_b2,desk_b2,desk_b2,nightstand_b2,counter_k1,desk_b2,desk_b2,bedroom_floor_b2,counter_k1,person:resident_4,entry_floor_e1,counter_k1,sink_k1,desk_b3,desk_b3,kitchen_table_k1,counter_k1,couch_l1,couch_l1,counter_k1,sink_k1,dish_rack_k1,sink_k1,dish_rack_k1,dish_rack_k1,nightstand_b2,cupboard_k1,cupboard_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1
7500,d05 Sat 05:00,entry_table_e1,kitchen_table_k1,entry_table_e1,kitchen_table_k1,sink_k1,sink_k1,nightstand_b1,counter_k1,dish_rack_k1,nightstand_b1,dish_rack_k1,entry_table_e1,nightstand_b1,chair_k1,chair_k1,chair_k1,chair_k2,entry_hook_e1,sink_k1,nightstand_b2,bedroom_floor_b2,desk_b2,bedroom_floor_b2,desk_b2,desk_b2,nightstand_b2,counter_k1,desk_b2,desk_b2,bedroom_floor_b2,counter_k1,person:resident_4,entry_floor_e1,counter_k1,sink_k1,desk_b3,desk_b3,kitchen_table_k1,counter_k1,couch_l1,couch_l1,counter_k1,sink_k1,dish_rack_k1,sink_k1,dish_rack_k1,dish_rack_k1,nightstand_b2,cupboard_k1,cupboard_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1
7560,d05 Sat 06:00,entry_table_e1,kitchen_table_k1,entry_table_e1,kitchen_table_k1,sink_k1,sink_k1,nightstand_b1,counter_k1,dish_rack_k1,nightstand_b1,dish_rack_k1,entry_table_e1,nightstand_b1,chair_k1,chair_k1,chair_k1,chair_k2,entry_hook_e1,sink_k1,nightstand_b2,bedroom_floor_b2,desk_b2,bedroom_floor_b2,desk_b2,desk_b2,nightstand_b2,counter_k1,desk_b2,desk_b2,bedroom_floor_b2,counter_k1,person:resident_4,entry_floor_e1,counter_k1,sink_k1,desk_b3,desk_b3,kitchen_table_k1,counter_k1,couch_l1,couch_l1,counter_k1,sink_k1,dish_rack_k1,sink_k1,dish_rack_k1,dish_rack_k1,nightstand_b2,cupboard_k1,cupboard_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1
7620,d05 Sat 07:00,entry_table_e1,kitchen_table_k1,entry_table_e1,kitchen_table_k1,sink_k1,sink_k1,nightstand_b1,counter_k1,dish_rack_k1,nightstand_b1,dish_rack_k1,entry_table_e1,nightstand_b1,chair_k1,chair_k1,chair_k1,chair_k2,entry_hook_e1,sink_k1,nightstand_b2,bedroom_floor_b2,desk_b2,bedroom_floor_b2,desk_b2,desk_b2,nightstand_b2,counter_k1,desk_b2,desk_b2,bedroom_floor_b2,counter_k1,person:resident_4,entry_floor_e1,counter_k1,sink_k1,desk_b3,desk_b3,kitchen_table_k1,counter_k1,couch_l1,couch_l1,counter_k1,sink_k1,dish_rack_k1,sink_k1,dish_rack_k1,dish_rack_k1,nightstand_b2,cupboard_k1,cupboard_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1
7680,d05 Sat 08:00,person:resident_1,kitchen_table_k1,entry_table_e1,kitchen_table_k1,sink_k1,sink_k1,nightstand_b1,counter_k1,counter_k1,nightstand_b1,chair_k1,entry_table_e1,nightstand_b1,chair_k1,chair_k1,chair_k1,chair_k2,entry_hook_e1,counter_k1,nightstand_b2,bedroom_floor_b2,desk_b2,bedroom_floor_b2,desk_b2,desk_b2,nightstand_b2,counter_k1,desk_b2,desk_b2,bedroom_floor_b2,counter_k1,person:resident_4,entry_floor_e1,counter_k1,sink_k1,desk_b3,desk_b3,kitchen_table_k1,counter_k1,couch_l1,couch_l1,counter_k1,kitchen_table_k1,dish_rack_k1,sink_k1,dish_rack_k1,kitchen_table_k1,nightstand_b2,cupboard_k1,cupboard_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1
