t,stamp,mug_1,mug_2,bowl_1,bowl_2,plate_1,plate_2,laptop_1,laptop_2,phone_1,phone_2,keys_1,keys_2,book_1,book_2,water_bottle_1,water_bottle_2,backpack_1,backpack_2,jacket_1,jacket_2,charger_1,charger_2,notebook_1,pen_1,medication_bottle_1,toy_1,toy_2,blanket_1,blanket_2,dog_leash_1,towel_1,towel_2,wallet_1,wallet_2,umbrella_1,remote_1,headphones_1,lunchbox_1,lunchbox_2,gaming_controller_1
7500,d05 Sat 05:00,counter_k1,nightstand_b2,sink_k1,kitchen_table_k1,kitchen_table_k1,sink_k1,counter_k1,kitchen_table_k1,counter_k1,person:resident_2,bed_b3,entry_hook_e1,couch_l1,bed_b3,couch_l1,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,couch_l1,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,bed_b3,bed_b3,bed_b3,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
7560,d05 Sat 06:00,counter_k1,nightstand_b2,sink_k1,kitchen_table_k1,kitchen_table_k1,sink_k1,counter_k1,kitchen_table_k1,counter_k1,person:resident_2,bed_b3,entry_hook_e1,couch_l1,bed_b3,couch_l1,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,couch_l1,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,bed_b3,bed_b3,bed_b3,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
7620,d05 Sat 07:00,counter_k1,counter_k1,sink_k1,kitchen_table_k1,kitchen_table_k1,sink_k1,counter_k1,kitchen_table_k1,counter_k1,person:resident_2,bed_b3,entry_hook_e1,couch_l1,bed_b3,couch_l1,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,couch_l1,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,bed_b3,bed_b3,bed_b3,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
7680,d05 Sat 08:00,counter_k1,nightstand_b2,sink_k1,counter_k1,kitchen_table_k1,sink_k1,counter_k1,kitchen_table_k1,counter_k1,person:resident_2,bed_b3,entry_hook_e1,couch_l1,bed_b3,couch_l1,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,kitchen_table_k1,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,kitchen_table_k1,bed_b3,couch_l1,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
7740,d05 Sat 09:00,counter_k1,nightstand_b2,couch_l1,counter_k1,counter_k1,sink_k1,counter_k1,kitchen_table_k1,counter_k1,person:resident_2,bed_b3,entry_hook_e1,couch_l1,bed_b3,bed_b3,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,kitchen_table_k1,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,kitchen_table_k1,bed_b3,couch_l1,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
7800,d05 Sat 10:00,counter_k1,nightstand_b2,couch_l1,counter_k1,counter_k1,sink_k1,counter_k1,kitchen_table_k1,counter_k1,person:resident_2,bed_b3,entry_hook_e1,couch_l1,bed_b3,bed_b3,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,couch_l1,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,bed_b3,bed_b3,couch_l1,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
7860,d05 Sat 11:00,counter_k1,nightstand_b2,couch_l1,counter_k1,counter_k1,sink_k1,counter_k1,kitchen_table_k1,counter_k1,person:resident_2,bed_b3,entry_hook_e1,couch_l1,bed_b3,bed_b3,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,couch_l1,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,bed_b3,bed_b3,couch_l1,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
7920,d05 Sat 12:00,counter_k1,nightstand_b2,couch_l1,counter_k1,counter_k1,counter_k1,counter_k1,kitchen_table_k1,counter_k1,person:resident_2,bed_b3,entry_hook_e1,couch_l1,bed_b3,bed_b3,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,couch_l1,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,bed_b3,bed_b3,couch_l1,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
7980,d05 Sat 13:00,counter_k1,nightstand_b2,couch_l1,counter_k1,counter_k1,couch_l1,counter_k1,kitchen_table_k1,counter_k1,person:resident_2,bed_b3,entry_hook_e1,couch_l1,bed_b3,bed_b3,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,couch_l1,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,bed_b3,bed_b3,couch_l1,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
8040,d05 Sat 14:00,counter_k1,nightstand_b2,couch_l1,counter_k1,counter_k1,couch_l1,counter_k1,kitchen_table_k1,counter_k1,person:resident_2,bed_b3,entry_hook_e1,couch_l1,bed_b3,bed_b3,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,couch_l1,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,bed_b3,bed_b3,couch_l1,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
8100,d05 Sat 15:00,counter_k1,nightstand_b2,couch_l1,counter_k1,counter_k1,couch_l1,counter_k1,kitchen_table_k1,counter_k1,person:resident_2,bed_b3,entry_hook_e1,coffee_table_l1,bed_b3,bed_b3,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,couch_l1,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,bed_b3,bed_b3,couch_l1,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
8160,d05 Sat 16:00,counter_k1,nightstand_b2,couch_l1,counter_k1,counter_k1,couch_l1,counter_k1,kitchen_table_k1,counter_k1,person:resident_2,bed_b3,entry_hook_e1,coffee_table_l1,bed_b3,bed_b3,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,couch_l1,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,bed_b3,bed_b3,couch_l1,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
8220,d05 Sat 17:00,counter_k1,nightstand_b2,couch_l1,counter_k1,counter_k1,couch_l1,counter_k1,kitchen_table_k1,counter_k1,person:resident_2,bed_b3,entry_hook_e1,coffee_table_l1,bed_b3,bed_b3,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,couch_l1,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,bed_b3,bed_b3,couch_l1,bed_b3,person:resident_2,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
8280,d05 Sat 18:00,counter_k1,nightstand_b2,couch_l1,counter_k1,counter_k1,couch_l1,counter_k1,kitchen_table_k1,counter_k1,person:resident_2,bed_b3,entry_hook_e1,coffee_table_l1,bed_b3,bed_b3,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,couch_l1,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,bed_b3,couch_l1,couch_l1,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
8340,d05 Sat 19:00,counter_k1,nightstand_b2,couch_l1,counter_k1,counter_k1,couch_l1,counter_k1,kitchen_table_k1,counter_k1,person:resident_2,bed_b3,entry_hook_e1,coffee_table_l1,bed_b3,bed_b3,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,couch_l1,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,bed_b3,couch_l1,bed_b3,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
8400,d05 Sat 20:00,counter_k1,nightstand_b2,couch_l1,counter_k1,counter_k1,couch_l1,counter_k1,kitchen_table_k1,counter_k1,person:resident_2,bed_b3,entry_hook_e1,person:resident_1,bed_b3,bed_b3,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,couch_l1,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,bed_b3,couch_l1,bed_b3,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
8460,d05 Sat 21:00,counter_k1,nightstand_b2,couch_l1,counter_k1,counter_k1,couch_l1,counter_k1,kitchen_table_k1,person:resident_1,person:resident_2,bed_b3,entry_hook_e1,couch_l1,bed_b3,bed_b3,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,couch_l1,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,bed_b3,couch_l1,bed_b3,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
8520,d05 Sat 22:00,counter_k1,nightstand_b2,couch_l1,counter_k1,counter_k1,couch_l1,counter_k1,kitchen_table_k1,counter_k1,person:resident_2,bed_b3,entry_hook_e1,couch_l1,bed_b3,bed_b3,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,couch_l1,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,bed_b3,couch_l1,bed_b3,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,person:resident_2
8580,d05 Sat 23:00,counter_k1,nightstand_b2,couch_l1,counter_k1,counter_k1,couch_l1,counter_k1,kitchen_table_k1,counter_k1,person:resident_2,bed_b3,entry_hook_e1,couch_l1,bed_b3,bed_b3,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,couch_l1,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,bed_b3,couch_l1,bed_b3,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
8640,d06 Sun 00:00,counter_k1,nightstand_b2,couch_l1,counter_k1,counter_k1,couch_l1,counter_k1,kitchen_table_k1,counter_k1,person:resident_2,bed_b3,entry_hook_e1,couch_l1,bed_b3,bed_b3,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,couch_l1,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,bed_b3,couch_l1,bed_b3,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
8700,d06 Sun 01:00,counter_k1,nightstand_b2,couch_l1,counter_k1,counter_k1,couch_l1,counter_k1,kitchen_table_k1,counter_k1,person:resident_2,bed_b3,entry_hook_e1,couch_l1,bed_b3,bed_b3,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,couch_l1,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,bed_b3,couch_l1,bed_b3,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
8760,d06 Sun 02:00,counter_k1,nightstand_b2,couch_l1,counter_k1,counter_k1,couch_l1,counter_k1,kitchen_table_k1,counter_k1,person:resident_2,bed_b3,entry_hook_e1,couch_l1,bed_b3,bed_b3,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,couch_l1,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,bed_b3,couch_l1,bed_b3,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
8820,d06 Sun 03:00,counter_k1,nightstand_b2,couch_l1,counter_k1,counter_k1,couch_l1,counter_k1,kitchen_table_k1,counter_k1,person:resident_2,bed_b3,entry_hook_e1,couch_l1,bed_b3,bed_b3,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,couch_l1,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,bed_b3,couch_l1,bed_b3,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
8880,d06 Sun 04:00,counter_k1,nightstand_b2,couch_l1,counter_k1,counter_k1,couch_l1,counter_k1,kitchen_table_k1,counter_k1,person:resident_2,bed_b3,entry_hook_e1,couch_l1,bed_b3,bed_b3,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,couch_l1,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,bed_b3,couch_l1,bed_b3,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
8940,d06 Sun 05:00,counter_k1,nightstand_b2,couch_l1,counter_k1,counter_k1,couch_l1,counter_k1,kitchen_table_k1,counter_k1,person:resident_2,bed_b3,entry_hook_e1,couch_l1,bed_b3,bed_b3,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,couch_l1,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,bed_b3,couch_l1,bed_b3,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
9000,d06 Sun 06:00,counter_k1,nightstand_b2,couch_l1,counter_k1,counter_k1,couch_l1,counter_k1,kitchen_table_k1,counter_k1,person:resident_2,bed_b3,entry_hook_e1,couch_l1,bed_b3,bed_b3,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,couch_l1,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,bed_b3,couch_l1,bed_b3,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
9060,d06 Sun 07:00,counter_k1,counter_k1,couch_l1,counter_k1,counter_k1,couch_l1,counter_k1,kitchen_table_k1,counter_k1,person:resident_2,bed_b3,entry_hook_e1,couch_l1,bed_b3,bed_b3,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,couch_l1,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,bed_b3,couch_l1,bed_b3,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
9120,d06 Sun 08:00,counter_k1,nightstand_b2,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,counter_k1,kitchen_table_k1,counter_k1,person:resident_2,bed_b3,entry_hook_e1,couch_l1,bed_b3,bed_b3,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,kitchen_table_k1,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,bed_b3,couch_l1,couch_l1,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
9180,d06 Sun 09:00,counter_k1,nightstand_b2,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,counter_k1,kitchen_table_k1,counter_k1,person:resident_2,bed_b3,entry_hook_e1,couch_l1,bed_b3,bed_b3,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,kitchen_table_k1,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,couch_l1,kitchen_table_k1,couch_l1,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
9240,d06 Sun 10:00,counter_k1,nightstand_b2,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,counter_k1,kitchen_table_k1,counter_k1,person:resident_2,bed_b3,entry_hook_e1,couch_l1,bed_b3,bed_b3,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,kitchen_table_k1,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,couch_l1,kitchen_table_k1,couch_l1,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
9300,d06 Sun 11:00,counter_k1,nightstand_b2,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,counter_k1,kitchen_table_k1,counter_k1,person:resident_2,bed_b3,entry_hook_e1,couch_l1,bed_b3,bed_b3,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,kitchen_table_k1,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,couch_l1,kitchen_table_k1,couch_l1,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
9360,d06 Sun 12:00,counter_k1,nightstand_b2,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,counter_k1,kitchen_table_k1,counter_k1,person:resident_2,bed_b3,entry_hook_e1,couch_l1,bed_b3,bed_b3,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,kitchen_table_k1,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,couch_l1,kitchen_table_k1,couch_l1,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
9420,d06 Sun 13:00,counter_k1,nightstand_b2,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,counter_k1,kitchen_table_k1,counter_k1,person:resident_2,bed_b3,entry_hook_e1,couch_l1,bed_b3,bed_b3,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,kitchen_table_k1,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,couch_l1,kitchen_table_k1,couch_l1,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
9480,d06 Sun 14:00,counter_k1,nightstand_b2,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,counter_k1,kitchen_table_k1,counter_k1,person:resident_2,bed_b3,entry_hook_e1,couch_l1,bed_b3,bed_b3,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,kitchen_table_k1,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,couch_l1,kitchen_table_k1,couch_l1,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
9540,d06 Sun 15:00,counter_k1,nightstand_b2,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,counter_k1,kitchen_table_k1,counter_k1,person:resident_2,bed_b3,entry_hook_e1,couch_l1,bed_b3,bed_b3,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,kitchen_table_k1,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,couch_l1,kitchen_table_k1,couch_l1,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
9600,d06 Sun 16:00,counter_k1,nightstand_b2,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,counter_k1,kitchen_table_k1,counter_k1,person:resident_2,bed_b3,entry_hook_e1,couch_l1,bed_b3,bed_b3,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,kitchen_table_k1,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,couch_l1,kitchen_table_k1,couch_l1,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
9660,d06 Sun 17:00,counter_k1,nightstand_b2,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,counter_k1,kitchen_table_k1,counter_k1,person:resident_2,bed_b3,entry_hook_e1,couch_l1,bed_b3,bed_b3,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,kitchen_table_k1,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,couch_l1,kitchen_table_k1,couch_l1,bed_b3,person:resident_2,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
9720,d06 Sun 18:00,counter_k1,nightstand_b2,sink_k1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,counter_k1,kitchen_table_k1,counter_k1,person:resident_2,bed_b3,entry_hook_e1,coffee_table_l1,bed_b3,bed_b3,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,kitchen_table_k1,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,couch_l1,kitchen_table_k1,couch_l1,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
9780,d06 Sun 19:00,counter_k1,nightstand_b2,sink_k1,sink_k1,sink_k1,sink_k1,counter_k1,kitchen_table_k1,counter_k1,person:resident_2,bed_b3,entry_hook_e1,coffee_table_l1,bed_b3,bed_b3,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,kitchen_table_k1,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,bed_b3,bed_b3,bed_b3,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
9840,d06 Sun 20:00,counter_k1,nightstand_b2,sink_k1,sink_k1,sink_k1,sink_k1,counter_k1,kitchen_table_k1,counter_k1,person:resident_2,bed_b3,entry_hook_e1,person:resident_1,bed_b3,bed_b3,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,kitchen_table_k1,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,bed_b3,bed_b3,bed_b3,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
9900,d06 Sun 21:00,counter_k1,nightstand_b2,sink_k1,sink_k1,sink_k1,sink_k1,counter_k1,kitchen_table_k1,person:resident_1,person:resident_2,bed_b3,entry_hook_e1,couch_l1,bed_b3,bed_b3,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,kitchen_table_k1,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,bed_b3,bed_b3,bed_b3,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
9960,d06 Sun 22:00,counter_k1,nightstand_b2,sink_k1,sink_k1,sink_k1,sink_k1,counter_k1,kitchen_table_k1,counter_k1,person:resident_2,bed_b3,entry_hook_e1,couch_l1,bed_b3,bed_b3,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,kitchen_table_k1,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,bed_b3,bed_b3,bed_b3,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
