t,stamp,mug_sarah,mug_david,mug_shared_1,bowl_shared_1,bowl_shared_2,plate_shared_1,plate_shared_2,laptop_sarah,laptop_leo,phone_sarah,phone_david,phone_leo,phone_mia,tablet_david,keys_sarah,keys_david,keys_leo,wallet_sarah,wallet_david,backpack_leo,backpack_mia,headphones_leo,gaming_controller_leo,glasses_sarah,notebook_mia,pen_mia,toy_mia,blanket_mia,water_bottle_shared,jacket_david,vacuum_cleaner_shared,laundry_basket_shared,remote_shared
5160,d03 Thu 14:00,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,outside,outside,outside,outside,living,outside,outside,outside,outside,kitchen,outside,outside,outside,living,kitchen,kitchen,outside,living,bedroom_2,outside,outside,entry,entry,living
5220,d03 Thu 15:00,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,outside,outside,outside,outside,living,outside,outside,outside,outside,kitchen,outside,outside,outside,living,kitchen,kitchen,outside,living,bedroom_2,outside,outside,entry,entry,living
5280,d03 Thu 16:00,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,outside,outside,bedroom_3,bedroom_2,living,outside,outside,bedroom_3,outside,kitchen,bedroom_3,bedroom_2,bedroom_3,living,kitchen,kitchen,kitchen,living,bedroom_2,outside,outside,entry,entry,living
5340,d03 Thu 17:00,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,outside,outside,bedroom_3,bedroom_2,living,outside,outside,bedroom_3,outside,kitchen,bedroom_3,bedroom_2,bedroom_3,living,kitchen,kitchen,kitchen,living,bedroom_2,outside,outside,entry,entry,living
5400,d03 Thu 18:00,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,outside,outside,bedroom_3,bedroom_2,living,outside,outside,bedroom_3,outside,kitchen,bedroom_3,bedroom_2,bedroom_3,living,kitchen,kitchen,kitchen,living,living,outside,outside,entry,entry,living
5460,d03 Thu 19:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,outside,bedroom_3,bedroom_2,living,entry,outside,bedroom_3,entry,entry,bedroom_3,entry,living,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,outside,entry,entry,living
5520,d03 Thu 20:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,outside,living,bedroom_3,entry,living,entry,entry,bedroom_3,bedroom_1,entry,bedroom_3,entry,living,living,kitchen,kitchen,entry,kitchen,bathroom,kitchen,living,entry,entry,living
5580,d03 Thu 21:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,outside,living,bedroom_3,bedroom_2,living,entry,entry,bedroom_3,bedroom_1,entry,bedroom_3,entry,living,living,bedroom_1,kitchen,entry,kitchen,bedroom_2,kitchen,living,entry,entry,living
5640,d03 Thu 22:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,outside,living,bedroom_3,bedroom_2,living,entry,entry,bedroom_3,bedroom_1,entry,bedroom_3,entry,living,living,bedroom_1,kitchen,entry,living,bedroom_2,kitchen,living,entry,entry,living
5700,d03 Thu 23:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,outside,living,bedroom_3,bedroom_2,living,entry,entry,bedroom_3,bedroom_1,entry,bedroom_3,entry,living,living,bedroom_1,kitchen,entry,living,bedroom_2,kitchen,living,entry,entry,living
5760,d04 Fri 00:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,outside,living,bedroom_3,bedroom_2,living,entry,entry,bedroom_3,bedroom_1,entry,bedroom_3,entry,bedroom_3,living,bedroom_1,kitchen,entry,living,bedroom_2,kitchen,living,entry,entry,living
5820,d04 Fri 01:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,outside,living,bedroom_3,bedroom_2,living,entry,entry,bedroom_3,bedroom_1,entry,bedroom_3,entry,bedroom_3,living,bedroom_1,kitchen,entry,living,bedroom_2,kitchen,living,entry,entry,living
5880,d04 Fri 02:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,outside,living,bedroom_3,bedroom_2,living,entry,entry,bedroom_3,bedroom_1,entry,bedroom_3,entry,bedroom_3,living,bedroom_1,kitchen,entry,living,bedroom_2,kitchen,living,entry,entry,living
5940,d04 Fri 03:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,outside,living,bedroom_3,bedroom_2,living,entry,entry,bedroom_3,bedroom_1,entry,bedroom_3,entry,bedroom_3,living,bedroom_1,kitchen,entry,living,bedroom_2,kitchen,living,entry,entry,living
6000,d04 Fri 04:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,outside,living,bedroom_3,bedroom_2,living,entry,entry,bedroom_3,bedroom_1,entry,bedroom_3,entry,bedroom_3,living,bedroom_1,kitchen,entry,living,bedroom_2,kitchen,living,entry,entry,living
6060,d04 Fri 05:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,outside,living,bedroom_3,bedroom_2,living,entry,entry,bedroom_3,bedroom_1,entry,bedroom_3,entry,bedroom_3,living,bedroom_1,kitchen,entry,living,bedroom_2,kitchen,living,entry,entry,living
6120,d04 Fri 06:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,outside,living,bedroom_3,bedroom_2,living,entry,entry,bedroom_3,bedroom_1,entry,bedroom_3,entry,bedroom_3,living,bedroom_1,kitchen,entry,living,bedroom_2,kitchen,living,entry,entry,living
6180,d04 Fri 07:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,outside,living,bedroom_3,bedroom_2,living,entry,entry,bedroom_3,bedroom_1,entry,bedroom_3,entry,bedroom_3,living,bedroom_1,kitchen,entry,living,bedroom_2,kitchen,living,entry,entry,living
6240,d04 Fri 08:00,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,outside,outside,bedroom_3,outside,living,outside,outside,bedroom_3,outside,outside,bedroom_3,outside,bedroom_3,living,bedroom_1,kitchen,outside,living,bedroom_2,kitchen,outside,entry,entry,living
6300,d04 Fri 09:00,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,outside,outside,outside,outside,living,outside,outside,outside,outside,outside,outside,outside,outside,living,bedroom_1,kitchen,outside,living,bedroom_2,kitchen,outside,entry,entry,living
6360,d04 Fri 10:00,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,outside,outside,outside,outside,living,outside,outside,outside,outside,outside,outside,outside,outside,living,bedroom_1,kitchen,outside,living,bedroom_2,kitchen,outside,entry,entry,living
6420,d04 Fri 11:00,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,outside,outside,outside,outside,living,outside,outside,outside,outside,outside,outside,outside,outside,living,bedroom_1,kitchen,outside,living,bedroom_2,kitchen,outside,entry,entry,living
6480,d04 Fri 12:00,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,outside,outside,outside,outside,living,outside,outside,outside,outside,outside,outside,outside,outside,living,bedroom_1,kitchen,outside,living,bedroom_2,kitchen,outside,entry,entry,living
6540,d04 Fri 13:00,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,outside,outside,outside,outside,living,outside,outside,outside,outside,outside,outside,outside,outside,living,bedroom_1,kitchen,outside,living,bedroom_2,kitchen,outside,entry,entry,living
6600,d04 Fri 14:00,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,outside,outside,outside,outside,living,outside,outside,outside,outside,outside,outside,outside,outside,living,bedroom_1,kitchen,outside,living,bedroom_2,kitchen,outside,entry,entry,living
6660,d04 Fri 15:00,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,outside,outside,outside,outside,living,outside,outside,outside,outside,outside,outside,outside,outside,living,bedroom_1,kitchen,outside,living,bedroom_2,kitchen,outside,entry,entry,living
6720,d04 Fri 16:00,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,outside,outside,kitchen,bedroom_2,living,outside,outside,bedroom_3,outside,outside,bedroom_3,bedroom_2,bedroom_3,living,bedroom_1,kitchen,kitchen,living,bedroom_2,kitchen,outside,entry,entry,living
6780,d04 Fri 17:00,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,outside,outside,kitchen,bedroom_2,living,outside,outside,bedroom_3,outside,outside,bedroom_3,bedroom_2,bedroom_3,living,bedroom_1,living,kitchen,living,bedroom_2,kitchen,outside,entry,entry,living
6840,d04 Fri 18:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,outside,bedroom_3,entry,living,entry,outside,bedroom_3,entry,outside,bedroom_3,entry,bedroom_3,living,bedroom_1,living,entry,bedroom_2,living,outside,outside,entry,entry,living
6900,d04 Fri 19:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,living,living,entry,living,entry,outside,bedroom_3,entry,entry,bedroom_3,entry,bedroom_3,living,bedroom_1,kitchen,kitchen,living,living,bedroom_3,living,entry,entry,living
6960,d04 Fri 20:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,living,living,entry,living,entry,outside,bedroom_3,entry,entry,bedroom_3,entry,bedroom_3,living,kitchen,kitchen,kitchen,living,living,bedroom_3,living,entry,entry,living
7020,d04 Fri 21:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,living,bathroom,bedroom_2,living,entry,outside,bedroom_3,entry,entry,bedroom_3,entry,bedroom_3,living,bedroom_1,kitchen,kitchen,living,bathroom,bedroom_3,living,entry,entry,living
7080,d04 Fri 22:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,living,bedroom_3,bedroom_2,living,entry,outside,bedroom_3,entry,entry,bedroom_3,entry,bedroom_3,living,bedroom_1,kitchen,kitchen,living,bedroom_2,bedroom_3,living,entry,entry,living
7140,d04 Fri 23:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,living,bedroom_3,bedroom_2,living,entry,outside,bedroom_3,entry,entry,bedroom_3,entry,bedroom_3,living,bedroom_1,kitchen,kitchen,living,bedroom_2,bedroom_3,living,entry,entry,living
7200,d05 Sat 00:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,kitchen,living,bedroom_3,bedroom_2,living,entry,outside,bedroom_3,entry,entry,bedroom_3,entry,bedroom_3,living,bedroom_1,kitchen,kitchen,living,bedroom_2,bedroom_3,living,entry,entry,living
7260,d05 Sat 01:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,kitchen,living,bedroom_3,bedroom_2,living,entry,outside,bedroom_3,entry,entry,bedroom_3,entry,bedroom_3,living,bedroom_1,kitchen,kitchen,living,bedroom_2,bedroom_3,living,entry,entry,living
7320,d05 Sat 02:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,kitchen,living,bedroom_3,bedroom_2,living,entry,outside,bedroom_3,entry,entry,bedroom_3,entry,bedroom_3,living,bedroom_1,kitchen,kitchen,living,bedroom_2,bedroom_3,living,entry,entry,living
7380,d05 Sat 03:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,kitchen,living,bedroom_3,bedroom_2,living,entry,outside,bedroom_3,entry,entry,bedroom_3,entry,bedroom_3,living,bedroom_1,kitchen,kitchen,living,bedroom_2,bedroom_3,living,entry,entry,living
7440,d05 Sat 04:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,kitchen,living,bedroom_3,bedroom_2,living,entry,outside,bedroom_3,entry,entry,bedroom_3,entry,bedroom_3,living,bedroom_1,kitchen,kitchen,living,bedroom_2,bedroom_3,living,entry,entry,living
7500,d05 Sat 05:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,kitchen,living,bedroom_3,bedroom_2,living,entry,outside,bedroom_3,entry,entry,bedroom_3,entry,bedroom_3,living,bedroom_1,kitchen,kitchen,living,bedroom_2,bedroom_3,living,entry,entry,living
7560,d05 Sat 06:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,kitchen,living,bedroom_3,bedroom_2,living,entry,outside,bedroom_3,entry,entry,bedroom_3,entry,bedroom_3,living,bedroom_1,kitchen,kitchen,living,bedroom_2,bedroom_3,living,entry,entry,living
7620,d05 Sat 07:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,kitchen,living,bedroom_3,bedroom_2,living,entry,outside,bedroom_3,entry,entry,bedroom_3,entry,bedroom_3,living,bedroom_1,kitchen,kitchen,living,bedroom_2,bedroom_3,living,entry,entry,living
7680,d05 Sat 08:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,kitchen,living,bedroom_3,bedroom_2,living,entry,outside,bedroom_3,entry,entry,bedroom_3,entry,bedroom_3,living,bedroom_1,kitchen,kitchen,living,bedroom_2,bedroom_3,living,entry,entry,living
7740,d05 Sat 09:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,kitchen,living,bathroom,bedroom_2,living,entry,outside,bedroom_3,entry,entry,bedroom_3,entry,bedroom_3,living,kitchen,kitchen,kitchen,living,bedroom_2,bedroom_3,living,entry,entry,living
7800,d05 Sat 10:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,kitchen,living,kitchen,bedroom_2,living,entry,outside,bedroom_3,entry,entry,bedroom_3,entry,bedroom_3,living,kitchen,kitchen,kitchen,living,bedroom_2,bedroom_3,living,living,entry,living
7860,d05 Sat 11:00,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,outside,kitchen,kitchen,entry,living,outside,entry,bedroom_3,outside,kitchen,bedroom_3,entry,bedroom_3,living,kitchen,living,kitchen,living,bedroom_2,bedroom_3,entry,living,bedroom_1,living
7920,d05 Sat 12:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,entry,living,entry,entry,bedroom_3,entry,kitchen,bedroom_3,entry,bedroom_3,living,kitchen,living,kitchen,living,bedroom_2,kitchen,entry,living,bedroom_1,living
7980,d05 Sat 13:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,outside,kitchen,entry,living,entry,outside,bedroom_3,entry,outside,bedroom_3,entry,bedroom_3,living,kitchen,bedroom_2,kitchen,living,bedroom_2,kitchen,outside,living,bedroom_1,living
8040,d05 Sat 14:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,outside,living,entry,living,entry,kitchen,living,entry,outside,living,entry,living,living,kitchen,kitchen,kitchen,living,living,kitchen,outside,entry,bedroom_1,living
8100,d05 Sat 15:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,living,living,entry,living,entry,kitchen,bedroom_3,entry,entry,bedroom_3,entry,living,living,kitchen,kitchen,kitchen,living,living,kitchen,living,entry,bedroom_1,living
8160,d05 Sat 16:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,living,bedroom_3,entry,living,entry,kitchen,bedroom_3,entry,entry,bedroom_3,entry,bedroom_3,living,kitchen,bedroom_3,kitchen,bedroom_2,living,bedroom_3,living,entry,bedroom_1,living
8220,d05 Sat 17:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,living,living,entry,living,entry,kitchen,bedroom_3,entry,entry,bedroom_3,entry,living,living,kitchen,kitchen,entry,living,living,bedroom_3,living,entry,bedroom_1,living
8280,d05 Sat 18:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,living,living,entry,living,entry,kitchen,bedroom_3,entry,entry,bedroom_3,entry,living,living,kitchen,kitchen,entry,bedroom_2,living,bedroom_3,living,entry,bedroom_1,living
8340,d05 Sat 19:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,living,entry,living,entry,kitchen,bedroom_3,entry,entry,bedroom_3,entry,living,living,kitchen,kitchen,entry,living,bedroom_2,bedroom_3,living,entry,bedroom_1,living
8400,d05 Sat 20:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,bathroom,entry,living,entry,kitchen,bedroom_3,entry,entry,bedroom_3,entry,bathroom,living,kitchen,kitchen,entry,living,bathroom,bedroom_3,living,entry,bedroom_1,living
8460,d05 Sat 21:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,bathroom,bedroom_2,living,entry,kitchen,bedroom_3,entry,entry,bedroom_3,entry,bathroom,living,bedroom_1,kitchen,entry,living,living,bedroom_3,living,entry,bedroom_1,living
8520,d05 Sat 22:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,bedroom_1,bedroom_3,bedroom_2,living,entry,kitchen,bedroom_3,entry,entry,bedroom_3,entry,bedroom_3,living,bedroom_1,kitchen,entry,living,bedroom_2,bedroom_3,living,entry,bedroom_1,living
8580,d05 Sat 23:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,bedroom_1,bedroom_3,bedroom_2,living,entry,kitchen,bedroom_3,entry,entry,bedroom_3,entry,bedroom_3,living,bedroom_1,kitchen,entry,living,bedroom_2,bedroom_3,living,entry,bedroom_1,living
8640,d06 Sun 00:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,kitchen,bedroom_1,bedroom_3,bedroom_2,living,entry,kitchen,bedroom_3,entry,entry,bedroom_3,entry,bedroom_3,living,bedroom_1,kitchen,entry,living,bedroom_2,bedroom_3,living,entry,bedroom_1,living
8700,d06 Sun 01:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,kitchen,bedroom_1,bedroom_3,bedroom_2,living,entry,kitchen,bedroom_3,entry,entry,bedroom_3,entry,bedroom_3,living,bedroom_1,kitchen,entry,living,bedroom_2,bedroom_3,living,entry,bedroom_1,living
8760,d06 Sun 02:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,kitchen,bedroom_1,bedroom_3,bedroom_2,living,entry,kitchen,bedroom_3,entry,entry,bedroom_3,entry,bedroom_3,living,bedroom_1,kitchen,entry,living,bedroom_2,bedroom_3,living,entry,bedroom_1,living
8820,d06 Sun 03:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,kitchen,bedroom_1,bedroom_3,bedroom_2,living,entry,kitchen,bedroom_3,entry,entry,bedroom_3,entry,bedroom_3,living,bedroom_1,kitchen,entry,living,bedroom_2,bedroom_3,living,entry,bedroom_1,living
8880,d06 Sun 04:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,kitchen,bedroom_1,bedroom_3,bedroom_2,living,entry,kitchen,bedroom_3,entry,entry,bedroom_3,entry,bedroom_3,living,bedroom_1,kitchen,entry,living,bedroom_2,bedroom_3,living,entry,bedroom_1,living
8940,d06 Sun 05:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,kitchen,bedroom_1,bedroom_3,bedroom_2,living,entry,kitchen,bedroom_3,entry,entry,bedroom_3,entry,bedroom_3,living,bedroom_1,kitchen,entry,living,bedroom_2,bedroom_3,living,entry,bedroom_1,living
9000,d06 Sun 06:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,kitchen,bedroom_1,bedroom_3,bedroom_2,living,entry,kitchen,bedroom_3,entry,entry,bedroom_3,entry,bedroom_3,living,bedroom_1,kitchen,entry,living,bedroom_2,bedroom_3,living,entry,bedroom_1,living
9060,d06 Sun 07:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,kitchen,bedroom_1,bedroom_3,bedroom_2,living,entry,kitchen,bedroom_3,entry,entry,bedroom_3,entry,bedroom_3,living,bedroom_1,kitchen,entry,living,bedroom_2,bedroom_3,living,entry,bedroom_1,living
9120,d06 Sun 08:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,kitchen,bedroom_1,bedroom_3,bedroom_2,living,entry,kitchen,bedroom_3,entry,entry,bedroom_3,entry,bedroom_3,living,bedroom_1,kitchen,entry,living,bedroom_2,bedroom_3,living,entry,bedroom_1,living
9180,d06 Sun 09:00,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,kitchen,bedroom_1,bedroom_3,bedroom_2,living,entry,kitchen,bedroom_3,entry,entry,bedroom_3,entry,bedroom_3,living,bedroom_1,living,entry,living,bedroom_2,bedroom_3,living,entry,bedroom_1,living
9240,d06 Sun 10:00,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,outside,living,kitchen,bedroom_2,living,outside,kitchen,bedroom_3,outside,entry,bedroom_3,entry,kitchen,living,kitchen,living,entry,living,bedroom_2,bedroom_3,living,entry,living,living
9300,d06 Sun 11:00,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,outside,outside,bedroom_3,bedroom_2,living,outside,outside,bedroom_3,outside,outside,bedroom_3,entry,bedroom_3,living,kitchen,bedroom_3,entry,bedroom_3,living,bedroom_3,outside,entry,entry,living
9360,d06 Sun 12:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,living,bedroom_3,bedroom_2,living,entry,entry,bedroom_3,entry,entry,bedroom_3,entry,bedroom_3,living,kitchen,bedroom_3,entry,bedroom_3,living,kitchen,living,entry,entry,living
9420,d06 Sun 13:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_1,living,kitchen,bedroom_2,living,entry,entry,bedroom_3,entry,entry,bedroom_3,entry,kitchen,living,living,living,entry,living,living,kitchen,living,entry,entry,living
9480,d06 Sun 14:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,outside,living,bedroom_2,living,entry,outside,bedroom_3,entry,outside,bedroom_3,entry,living,living,kitchen,living,entry,living,living,kitchen,outside,entry,entry,living
9540,d06 Sun 15:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,outside,bedroom_3,outside,living,entry,outside,bedroom_3,entry,outside,bedroom_3,outside,bedroom_3,living,kitchen,kitchen,outside,living,living,bedroom_3,outside,entry,entry,living
9600,d06 Sun 16:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,living,kitchen,kitchen,living,kitchen,entry,bedroom_3,entry,entry,bedroom_3,kitchen,kitchen,living,kitchen,bedroom_2,kitchen,living,living,bedroom_3,living,entry,entry,living
9660,d06 Sun 17:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,entry,bedroom_3,entry,entry,bedroom_3,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,living,kitchen,living,entry,entry,living
9720,d06 Sun 18:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,living,kitchen,entry,bedroom_3,entry,entry,bedroom_3,living,kitchen,living,kitchen,kitchen,kitchen,living,living,kitchen,living,entry,entry,living
9780,d06 Sun 19:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,living,kitchen,entry,bedroom_3,entry,entry,bedroom_3,living,kitchen,living,kitchen,kitchen,kitchen,living,living,kitchen,living,kitchen,entry,living
9840,d06 Sun 20:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,living,bedroom_3,bathroom,living,bathroom,entry,bedroom_3,entry,entry,bedroom_3,bathroom,bedroom_3,living,kitchen,kitchen,kitchen,living,bathroom,kitchen,living,entry,entry,living
9900,d06 Sun 21:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,living,bedroom_3,bedroom_3,living,bathroom,entry,bedroom_3,entry,entry,bedroom_3,bedroom_3,bedroom_3,living,bedroom_1,kitchen,kitchen,living,bedroom_2,kitchen,living,entry,entry,living
9960,d06 Sun 22:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,living,bedroom_3,bedroom_3,living,bedroom_1,entry,bedroom_3,entry,entry,bedroom_3,bedroom_3,bedroom_3,living,bedroom_1,kitchen,kitchen,living,bedroom_2,kitchen,living,entry,entry,living
10020,d06 Sun 23:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,living,bedroom_3,bedroom_3,living,bedroom_1,entry,bedroom_3,entry,entry,bedroom_3,bedroom_3,bedroom_3,living,bedroom_1,kitchen,kitchen,living,bedroom_2,kitchen,living,entry,entry,living
10080,d07 Mon 00:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,living,bedroom_3,bedroom_3,living,bedroom_1,entry,bedroom_3,entry,entry,bedroom_3,bedroom_3,bedroom_3,living,bedroom_1,kitchen,kitchen,living,bedroom_2,kitchen,living,entry,entry,living
10140,d07 Mon 01:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,living,bedroom_3,bedroom_3,living,bedroom_1,entry,bedroom_3,entry,entry,bedroom_3,bedroom_3,bedroom_3,living,bedroom_1,kitchen,kitchen,living,bedroom_2,kitchen,living,entry,entry,living
10200,d07 Mon 02:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,living,bedroom_3,bedroom_3,living,bedroom_1,entry,bedroom_3,entry,entry,bedroom_3,bedroom_3,bedroom_3,living,bedroom_1,kitchen,kitchen,living,bedroom_2,kitchen,living,entry,entry,living
10260,d07 Mon 03:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,living,bedroom_3,bedroom_3,living,bedroom_1,entry,bedroom_3,entry,entry,bedroom_3,bedroom_3,bedroom_3,living,bedroom_1,kitchen,kitchen,living,bedroom_2,kitchen,living,entry,entry,living
