t,stamp,mug_1,mug_2,laptop_1,phone_1,phone_2,keys_1,keys_2,book_1,book_2,water_bottle_1,water_bottle_2,remote_1,charger_1,charger_2,glasses_1,glasses_2,notebook_1,pen_1,medication_bottle_1,medication_bottle_2,jacket_1,jacket_2,wallet_1,wallet_2
7020,d04 Fri 21:00,kitchen,kitchen,living,living,entry,kitchen,kitchen,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
7080,d04 Fri 22:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
7140,d04 Fri 23:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
7200,d05 Sat 00:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
7260,d05 Sat 01:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
7320,d05 Sat 02:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
7380,d05 Sat 03:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
7440,d05 Sat 04:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
7500,d05 Sat 05:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
7560,d05 Sat 06:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
7620,d05 Sat 07:00,kitchen,kitchen,living,living,entry,entry,entry,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,entry,entry
7680,d05 Sat 08:00,kitchen,kitchen,living,living,entry,kitchen,kitchen,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
7740,d05 Sat 09:00,kitchen,kitchen,living,living,entry,living,entry,living,kitchen,living,entry,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,entry
7800,d05 Sat 10:00,kitchen,kitchen,living,living,entry,living,entry,living,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,entry
7860,d05 Sat 11:00,kitchen,kitchen,living,living,entry,living,entry,living,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,entry
7920,d05 Sat 12:00,kitchen,kitchen,living,living,entry,living,entry,living,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,entry
7980,d05 Sat 13:00,kitchen,kitchen,living,living,entry,living,kitchen,living,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,kitchen
8040,d05 Sat 14:00,kitchen,kitchen,bedroom_2,living,entry,living,bedroom_2,living,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,bedroom_2
8100,d05 Sat 15:00,kitchen,kitchen,living,living,entry,living,kitchen,bedroom_1,kitchen,living,kitchen,kitchen,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,kitchen
8160,d05 Sat 16:00,kitchen,kitchen,living,living,entry,kitchen,kitchen,bedroom_1,kitchen,living,kitchen,kitchen,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
8220,d05 Sat 17:00,kitchen,kitchen,living,living,entry,kitchen,kitchen,bedroom_1,kitchen,living,kitchen,kitchen,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
8280,d05 Sat 18:00,kitchen,kitchen,living,living,entry,kitchen,kitchen,bedroom_1,kitchen,living,kitchen,kitchen,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
8340,d05 Sat 19:00,kitchen,kitchen,living,living,entry,kitchen,kitchen,bedroom_1,kitchen,living,kitchen,kitchen,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
8400,d05 Sat 20:00,kitchen,kitchen,living,living,entry,kitchen,kitchen,bedroom_1,kitchen,living,kitchen,kitchen,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
8460,d05 Sat 21:00,kitchen,kitchen,living,living,entry,bedroom_1,kitchen,bedroom_1,kitchen,living,kitchen,kitchen,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,kitchen
8520,d05 Sat 22:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
8580,d05 Sat 23:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
8640,d06 Sun 00:00,kitchen,kitchen,living,living,entry,entry,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
8700,d06 Sun 01:00,kitchen,kitchen,living,living,entry,entry,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
8760,d06 Sun 02:00,kitchen,kitchen,living,living,entry,entry,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
8820,d06 Sun 03:00,kitchen,kitchen,living,living,entry,entry,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
8880,d06 Sun 04:00,kitchen,kitchen,living,living,entry,entry,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
8940,d06 Sun 05:00,kitchen,kitchen,living,living,entry,entry,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
9000,d06 Sun 06:00,kitchen,kitchen,living,living,entry,entry,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
9060,d06 Sun 07:00,kitchen,kitchen,living,living,entry,entry,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
9120,d06 Sun 08:00,kitchen,kitchen,living,living,entry,entry,entry,living,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,entry,entry
9180,d06 Sun 09:00,kitchen,kitchen,living,living,entry,living,kitchen,living,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,kitchen
9240,d06 Sun 10:00,kitchen,kitchen,living,living,entry,living,kitchen,living,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,kitchen
9300,d06 Sun 11:00,kitchen,kitchen,living,living,entry,living,entry,bedroom_1,kitchen,living,entry,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,entry
9360,d06 Sun 12:00,kitchen,kitchen,living,living,entry,living,entry,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,entry
9420,d06 Sun 13:00,kitchen,kitchen,bedroom_2,living,entry,kitchen,bedroom_2,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,bedroom_2
9480,d06 Sun 14:00,kitchen,kitchen,bedroom_2,living,entry,living,bedroom_2,living,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,bedroom_2
9540,d06 Sun 15:00,kitchen,kitchen,bedroom_2,living,entry,living,bedroom_2,living,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,bedroom_2
9600,d06 Sun 16:00,kitchen,kitchen,living,living,entry,kitchen,kitchen,bedroom_1,kitchen,living,kitchen,kitchen,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
9660,d06 Sun 17:00,kitchen,kitchen,living,living,entry,kitchen,bedroom_2,bedroom_1,kitchen,living,kitchen,kitchen,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
9720,d06 Sun 18:00,kitchen,kitchen,living,living,entry,kitchen,bedroom_2,bedroom_1,kitchen,living,kitchen,kitchen,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
9780,d06 Sun 19:00,kitchen,kitchen,living,living,entry,kitchen,bedroom_2,bedroom_1,kitchen,living,kitchen,kitchen,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
9840,d06 Sun 20:00,kitchen,kitchen,living,living,entry,kitchen,bedroom_2,bedroom_1,kitchen,living,kitchen,kitchen,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
9900,d06 Sun 21:00,kitchen,kitchen,living,living,entry,kitchen,bedroom_2,bedroom_1,kitchen,living,kitchen,kitchen,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
9960,d06 Sun 22:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
10020,d06 Sun 23:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
10080,d07 Mon 00:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
10140,d07 Mon 01:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
10200,d07 Mon 02:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
10260,d07 Mon 03:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
10320,d07 Mon 04:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
10380,d07 Mon 05:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
10440,d07 Mon 06:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
10500,d07 Mon 07:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
10560,d07 Mon 08:00,kitchen,kitchen,living,living,entry,kitchen,kitchen,bedroom_1,kitchen,living,kitchen,kitchen,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
10620,d07 Mon 09:00,kitchen,kitchen,living,living,entry,living,kitchen,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,kitchen
10680,d07 Mon 10:00,kitchen,kitchen,living,living,entry,living,entry,living,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,entry
10740,d07 Mon 11:00,kitchen,kitchen,living,living,entry,living,entry,living,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,entry
10800,d07 Mon 12:00,kitchen,kitchen,living,living,entry,living,entry,living,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,entry
10860,d07 Mon 13:00,kitchen,kitchen,living,living,entry,living,kitchen,living,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,kitchen
10920,d07 Mon 14:00,kitchen,kitchen,bedroom_2,living,entry,living,bedroom_2,living,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,bedroom_2
10980,d07 Mon 15:00,kitchen,kitchen,bedroom_2,living,entry,living,bedroom_2,living,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,bedroom_2
11040,d07 Mon 16:00,kitchen,kitchen,living,living,entry,kitchen,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,bedroom_2
11100,d07 Mon 17:00,kitchen,kitchen,living,living,entry,kitchen,kitchen,bedroom_1,kitchen,living,kitchen,kitchen,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
11160,d07 Mon 18:00,kitchen,kitchen,living,living,entry,kitchen,kitchen,bedroom_1,kitchen,living,kitchen,kitchen,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
11220,d07 Mon 19:00,kitchen,kitchen,living,living,entry,kitchen,kitchen,bedroom_1,kitchen,living,kitchen,kitchen,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
11280,d07 Mon 20:00,kitchen,kitchen,living,living,entry,kitchen,kitchen,bedroom_1,kitchen,living,kitchen,kitchen,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
11340,d07 Mon 21:00,kitchen,kitchen,living,living,entry,kitchen,kitchen,bedroom_1,kitchen,living,kitchen,kitchen,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
11400,d07 Mon 22:00,kitchen,kitchen,living,living,entry,kitchen,kitchen,bedroom_1,kitchen,living,kitchen,kitchen,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
11460,d07 Mon 23:00,kitchen,kitchen,living,living,entry,living,kitchen,living,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,kitchen
11520,d08 Tue 00:00,kitchen,kitchen,living,living,entry,living,kitchen,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,kitchen
11580,d08 Tue 01:00,kitchen,kitchen,living,living,entry,living,kitchen,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,kitchen
11640,d08 Tue 02:00,kitchen,kitchen,living,living,entry,living,kitchen,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,kitchen
11700,d08 Tue 03:00,kitchen,kitchen,living,living,entry,living,kitchen,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,kitchen
11760,d08 Tue 04:00,kitchen,kitchen,living,living,entry,living,kitchen,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,kitchen
11820,d08 Tue 05:00,kitchen,kitchen,living,living,entry,living,kitchen,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,kitchen
11880,d08 Tue 06:00,kitchen,kitchen,living,living,entry,living,kitchen,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,kitchen
11940,d08 Tue 07:00,kitchen,kitchen,living,living,entry,entry,entry,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,entry,entry
12000,d08 Tue 08:00,kitchen,kitchen,living,living,entry,kitchen,kitchen,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
12060,d08 Tue 09:00,kitchen,kitchen,living,living,entry,living,kitchen,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,kitchen
12120,d08 Tue 10:00,kitchen,kitchen,living,living,entry,living,entry,bedroom_1,kitchen,living,entry,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,entry
12180,d08 Tue 11:00,kitchen,kitchen,living,living,entry,living,entry,bedroom_1,kitchen,living,entry,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,entry
12240,d08 Tue 12:00,kitchen,kitchen,living,living,entry,living,entry,living,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,entry
12300,d08 Tue 13:00,kitchen,kitchen,living,living,entry,kitchen,kitchen,living,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
12360,d08 Tue 14:00,kitchen,kitchen,living,living,entry,living,kitchen,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,kitchen
12420,d08 Tue 15:00,kitchen,kitchen,bedroom_2,living,entry,living,bedroom_2,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,bedroom_2
12480,d08 Tue 16:00,kitchen,kitchen,living,living,entry,living,bedroom_2,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,bedroom_2
12540,d08 Tue 17:00,kitchen,kitchen,living,living,entry,kitchen,kitchen,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
12600,d08 Tue 18:00,kitchen,kitchen,living,living,entry,kitchen,kitchen,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
12660,d08 Tue 19:00,kitchen,kitchen,living,living,entry,kitchen,kitchen,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
12720,d08 Tue 20:00,kitchen,kitchen,living,living,entry,kitchen,kitchen,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
12780,d08 Tue 21:00,kitchen,kitchen,living,living,entry,kitchen,kitchen,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
12840,d08 Tue 22:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
12900,d08 Tue 23:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
12960,d09 Wed 00:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
13020,d09 Wed 01:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
13080,d09 Wed 02:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
13140,d09 Wed 03:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
13200,d09 Wed 04:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
13260,d09 Wed 05:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
13320,d09 Wed 06:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
13380,d09 Wed 07:00,kitchen,kitchen,living,living,entry,kitchen,bedroom_2,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,bedroom_2
13440,d09 Wed 08:00,kitchen,kitchen,living,living,entry,entry,entry,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,entry,entry
13500,d09 Wed 09:00,kitchen,kitchen,living,living,entry,kitchen,kitchen,living,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
13560,d09 Wed 10:00,kitchen,kitchen,living,living,entry,kitchen,kitchen,living,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
13620,d09 Wed 11:00,kitchen,kitchen,living,living,entry,living,kitchen,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,kitchen
13680,d09 Wed 12:00,kitchen,kitchen,living,living,entry,living,entry,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,entry
13740,d09 Wed 13:00,kitchen,kitchen,living,living,entry,kitchen,kitchen,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
13800,d09 Wed 14:00,kitchen,kitchen,bedroom_2,living,entry,living,bedroom_2,living,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,bedroom_2
13860,d09 Wed 15:00,kitchen,kitchen,bedroom_2,living,entry,living,bedroom_2,living,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,bedroom_2
13920,d09 Wed 16:00,kitchen,kitchen,living,living,entry,living,bedroom_2,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,bedroom_2
13980,d09 Wed 17:00,kitchen,kitchen,living,living,entry,kitchen,kitchen,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
14040,d09 Wed 18:00,kitchen,kitchen,living,living,entry,kitchen,kitchen,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
14100,d09 Wed 19:00,kitchen,kitchen,living,living,entry,kitchen,kitchen,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
14160,d09 Wed 20:00,kitchen,kitchen,living,living,entry,kitchen,kitchen,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
