t,stamp,mug_1,laptop_1,phone_1,keys_1,book_1,water_bottle_1,remote_1,charger_1,backpack_1,jacket_1,headphones_1,glasses_1,notebook_1,pen_1,blanket_1,towel_1,wallet_1
9780,d06 Sun 19:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,kitchen,living,bedroom,bedroom,bedroom,living,bathroom,entry
9840,d06 Sun 20:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,kitchen,living,bedroom,bedroom,bedroom,living,bathroom,entry
9900,d06 Sun 21:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,kitchen,living,bedroom,bedroom,bedroom,living,bathroom,entry
9960,d06 Sun 22:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,kitchen,living,bedroom,bedroom,bedroom,living,bathroom,entry
10020,d06 Sun 23:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,kitchen,living,bedroom,bedroom,bedroom,living,bathroom,entry
10080,d07 Mon 00:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,kitchen,living,bedroom,bedroom,bedroom,living,bathroom,entry
10140,d07 Mon 01:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,kitchen,living,bedroom,bedroom,bedroom,living,bathroom,entry
10200,d07 Mon 02:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,kitchen,living,bedroom,bedroom,bedroom,living,bathroom,entry
10260,d07 Mon 03:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,kitchen,living,bedroom,bedroom,bedroom,living,bathroom,entry
10320,d07 Mon 04:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,kitchen,living,bedroom,bedroom,bedroom,living,bathroom,entry
10380,d07 Mon 05:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,kitchen,living,bedroom,bedroom,bedroom,living,bathroom,entry
10440,d07 Mon 06:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,kitchen,living,bedroom,bedroom,bedroom,living,bathroom,entry
10500,d07 Mon 07:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,kitchen,living,bedroom,bedroom,bedroom,living,bathroom,entry
10560,d07 Mon 08:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,kitchen,living,bedroom,bedroom,bedroom,living,bathroom,entry
10620,d07 Mon 09:00,kitchen,bedroom,kitchen,outside,bedroom,outside,living,bedroom,outside,outside,outside,bedroom,bedroom,bedroom,living,bathroom,outside
10680,d07 Mon 10:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,kitchen,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
10740,d07 Mon 11:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,kitchen,living,bedroom,bedroom,bedroom,living,bathroom,entry
10800,d07 Mon 12:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,kitchen,living,bedroom,bedroom,bedroom,living,bathroom,kitchen
10860,d07 Mon 13:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,kitchen,living,bedroom,bedroom,bedroom,living,bathroom,kitchen
10920,d07 Mon 14:00,kitchen,bedroom,kitchen,outside,bedroom,outside,living,bedroom,outside,outside,outside,bedroom,bedroom,bedroom,living,bathroom,outside
10980,d07 Mon 15:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,kitchen,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
11040,d07 Mon 16:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,kitchen,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
11100,d07 Mon 17:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,kitchen,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
11160,d07 Mon 18:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,kitchen,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
11220,d07 Mon 19:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,kitchen,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
11280,d07 Mon 20:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,kitchen,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
11340,d07 Mon 21:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,kitchen,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
11400,d07 Mon 22:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,kitchen,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
11460,d07 Mon 23:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,kitchen,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
11520,d08 Tue 00:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,kitchen,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
11580,d08 Tue 01:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,kitchen,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
11640,d08 Tue 02:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,kitchen,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
11700,d08 Tue 03:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,kitchen,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
11760,d08 Tue 04:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,kitchen,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
11820,d08 Tue 05:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,kitchen,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
11880,d08 Tue 06:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,kitchen,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
11940,d08 Tue 07:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,kitchen,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
12000,d08 Tue 08:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,kitchen,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
12060,d08 Tue 09:00,kitchen,bedroom,kitchen,outside,bedroom,outside,living,bedroom,outside,outside,outside,bedroom,bedroom,bedroom,living,bathroom,outside
12120,d08 Tue 10:00,kitchen,bedroom,kitchen,outside,bedroom,outside,living,bedroom,outside,outside,outside,bedroom,bedroom,bedroom,living,bathroom,outside
12180,d08 Tue 11:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,kitchen,living,bedroom,bedroom,bedroom,living,bathroom,entry
12240,d08 Tue 12:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,kitchen,living,bedroom,bedroom,bedroom,living,bathroom,entry
12300,d08 Tue 13:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,kitchen,living,bedroom,bedroom,bedroom,living,bathroom,entry
12360,d08 Tue 14:00,kitchen,bedroom,kitchen,outside,bedroom,outside,living,bedroom,outside,outside,outside,bedroom,bedroom,bedroom,living,bathroom,outside
12420,d08 Tue 15:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
12480,d08 Tue 16:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
12540,d08 Tue 17:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
12600,d08 Tue 18:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
12660,d08 Tue 19:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
12720,d08 Tue 20:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
12780,d08 Tue 21:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
12840,d08 Tue 22:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
12900,d08 Tue 23:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
12960,d09 Wed 00:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
13020,d09 Wed 01:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
13080,d09 Wed 02:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
13140,d09 Wed 03:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
13200,d09 Wed 04:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
13260,d09 Wed 05:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
13320,d09 Wed 06:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
13380,d09 Wed 07:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
13440,d09 Wed 08:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
13500,d09 Wed 09:00,kitchen,bedroom,kitchen,outside,bedroom,outside,living,bedroom,outside,outside,outside,bedroom,bedroom,bedroom,living,bathroom,outside
13560,d09 Wed 10:00,kitchen,bedroom,kitchen,outside,bedroom,outside,living,bedroom,outside,outside,outside,bedroom,bedroom,bedroom,living,bathroom,outside
13620,d09 Wed 11:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
13680,d09 Wed 12:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,kitchen,living,bedroom,bedroom,bedroom,living,bathroom,kitchen
13740,d09 Wed 13:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,kitchen,living,bedroom,bedroom,bedroom,living,bathroom,kitchen
13800,d09 Wed 14:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,kitchen,living,bedroom,bedroom,bedroom,living,bathroom,kitchen
13860,d09 Wed 15:00,kitchen,bedroom,kitchen,outside,bedroom,outside,living,bedroom,outside,outside,outside,bedroom,bedroom,bedroom,living,bathroom,outside
13920,d09 Wed 16:00,kitchen,bedroom,kitchen,outside,bedroom,outside,living,bedroom,outside,outside,outside,bedroom,bedroom,bedroom,living,bathroom,outside
13980,d09 Wed 17:00,kitchen,bedroom,kitchen,outside,bedroom,outside,living,bedroom,outside,outside,outside,bedroom,bedroom,bedroom,living,bathroom,outside
14040,d09 Wed 18:00,kitchen,bedroom,kitchen,outside,bedroom,outside,living,bedroom,outside,outside,outside,bedroom,bedroom,bedroom,living,bathroom,outside
14100,d09 Wed 19:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,kitchen,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
14160,d09 Wed 20:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,kitchen,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
14220,d09 Wed 21:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,kitchen,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
14280,d09 Wed 22:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,kitchen,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
14340,d09 Wed 23:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,kitchen,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
14400,d10 Thu 00:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,kitchen,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
14460,d10 Thu 01:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,kitchen,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
14520,d10 Thu 02:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,kitchen,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
14580,d10 Thu 03:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,kitchen,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
14640,d10 Thu 04:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,kitchen,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
14700,d10 Thu 05:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,kitchen,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
14760,d10 Thu 06:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,kitchen,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
14820,d10 Thu 07:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,kitchen,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
14880,d10 Thu 08:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,living,living,bedroom,bedroom,bedroom,living,bathroom,kitchen
14940,d10 Thu 09:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,living,living,bedroom,bedroom,bedroom,living,bathroom,kitchen
15000,d10 Thu 10:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,kitchen,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
15060,d10 Thu 11:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,kitchen,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
15120,d10 Thu 12:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,kitchen,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
15180,d10 Thu 13:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,kitchen,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
15240,d10 Thu 14:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,kitchen,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
15300,d10 Thu 15:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,kitchen,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
15360,d10 Thu 16:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,kitchen,living,bedroom,bedroom,bedroom,living,bathroom,kitchen
15420,d10 Thu 17:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,kitchen,living,bedroom,bedroom,bedroom,living,bathroom,kitchen
15480,d10 Thu 18:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,kitchen,living,bedroom,bedroom,bedroom,living,bathroom,kitchen
15540,d10 Thu 19:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,kitchen,living,bedroom,bedroom,bedroom,living,bathroom,kitchen
15600,d10 Thu 20:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,kitchen,living,bedroom,bedroom,bedroom,living,bathroom,kitchen
15660,d10 Thu 21:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,kitchen,living,bedroom,bedroom,bedroom,living,bathroom,kitchen
15720,d10 Thu 22:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,kitchen,living,bedroom,bedroom,bedroom,living,bathroom,kitchen
15780,d10 Thu 23:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,kitchen,living,bedroom,bedroom,bedroom,living,bathroom,kitchen
15840,d11 Fri 00:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,kitchen,living,bedroom,bedroom,bedroom,living,bathroom,kitchen
15900,d11 Fri 01:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,kitchen,living,bedroom,bedroom,bedroom,living,bathroom,kitchen
15960,d11 Fri 02:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,kitchen,living,bedroom,bedroom,bedroom,living,bathroom,kitchen
16020,d11 Fri 03:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,kitchen,living,bedroom,bedroom,bedroom,living,bathroom,kitchen
16080,d11 Fri 04:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,kitchen,living,bedroom,bedroom,bedroom,living,bathroom,kitchen
16140,d11 Fri 05:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,kitchen,living,bedroom,bedroom,bedroom,living,bathroom,kitchen
16200,d11 Fri 06:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,kitchen,living,bedroom,bedroom,bedroom,living,bathroom,kitchen
16260,d11 Fri 07:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,kitchen,living,bedroom,bedroom,bedroom,living,bathroom,kitchen
16320,d11 Fri 08:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,kitchen,living,bedroom,bedroom,bedroom,living,bathroom,kitchen
16380,d11 Fri 09:00,kitchen,bedroom,kitchen,outside,bedroom,outside,living,bedroom,outside,outside,outside,bedroom,bedroom,bedroom,living,bathroom,outside
16440,d11 Fri 10:00,kitchen,bedroom,kitchen,outside,bedroom,outside,living,bedroom,outside,outside,outside,bedroom,bedroom,bedroom,living,bathroom,outside
16500,d11 Fri 11:00,kitchen,bedroom,kitchen,outside,bedroom,outside,living,bedroom,outside,outside,outside,bedroom,bedroom,bedroom,living,bathroom,outside
16560,d11 Fri 12:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
16620,d11 Fri 13:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
16680,d11 Fri 14:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
16740,d11 Fri 15:00,kitchen,bedroom,kitchen,outside,bedroom,outside,living,bedroom,outside,outside,outside,bedroom,bedroom,bedroom,living,bathroom,outside
16800,d11 Fri 16:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,kitchen,living,bedroom,bedroom,bedroom,living,bathroom,kitchen
16860,d11 Fri 17:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
16920,d11 Fri 18:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
16980,d11 Fri 19:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
17040,d11 Fri 20:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
17100,d11 Fri 21:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
17160,d11 Fri 22:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
17220,d11 Fri 23:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
17280,d12 Sat 00:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
17340,d12 Sat 01:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
17400,d12 Sat 02:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
17460,d12 Sat 03:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
17520,d12 Sat 04:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
17580,d12 Sat 05:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
17640,d12 Sat 06:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
17700,d12 Sat 07:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
17760,d12 Sat 08:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
17820,d12 Sat 09:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
17880,d12 Sat 10:00,kitchen,bedroom,kitchen,outside,bedroom,outside,living,bedroom,outside,outside,outside,bedroom,bedroom,bedroom,living,bathroom,outside
17940,d12 Sat 11:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,kitchen,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
18000,d12 Sat 12:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,kitchen,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
18060,d12 Sat 13:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
18120,d12 Sat 14:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
18180,d12 Sat 15:00,kitchen,bedroom,kitchen,outside,bedroom,outside,living,bedroom,outside,outside,outside,bedroom,bedroom,bedroom,living,bathroom,outside
18240,d12 Sat 16:00,kitchen,bedroom,kitchen,outside,bedroom,outside,living,bedroom,outside,outside,outside,bedroom,bedroom,bedroom,living,bathroom,outside
18300,d12 Sat 17:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,living,living,bedroom,bedroom,bedroom,living,bathroom,entry
18360,d12 Sat 18:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,living,living,bedroom,bedroom,bedroom,living,bathroom,entry
18420,d12 Sat 19:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,living,living,bedroom,bedroom,bedroom,living,bathroom,entry
18480,d12 Sat 20:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,living,living,bedroom,bedroom,bedroom,living,bathroom,entry
18540,d12 Sat 21:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,living,living,bedroom,bedroom,bedroom,living,bathroom,entry
18600,d12 Sat 22:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,living,living,bedroom,bedroom,bedroom,living,bathroom,entry
18660,d12 Sat 23:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,living,living,bedroom,bedroom,bedroom,living,bathroom,entry
18720,d13 Sun 00:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,living,living,bedroom,bedroom,bedroom,living,bathroom,entry
18780,d13 Sun 01:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,living,living,bedroom,bedroom,bedroom,living,bathroom,entry
18840,d13 Sun 02:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,living,living,bedroom,bedroom,bedroom,living,bathroom,entry
18900,d13 Sun 03:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,living,living,bedroom,bedroom,bedroom,living,bathroom,entry
18960,d13 Sun 04:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,living,living,bedroom,bedroom,bedroom,living,bathroom,entry
19020,d13 Sun 05:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,living,living,bedroom,bedroom,bedroom,living,bathroom,entry
19080,d13 Sun 06:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,living,living,bedroom,bedroom,bedroom,living,bathroom,entry
19140,d13 Sun 07:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,living,living,bedroom,bedroom,bedroom,living,bathroom,entry
19200,d13 Sun 08:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,living,living,bedroom,bedroom,bedroom,living,bathroom,entry
19260,d13 Sun 09:00,kitchen,bedroom,kitchen,outside,bedroom,outside,living,bedroom,outside,outside,outside,bedroom,bedroom,bedroom,living,bathroom,outside
19320,d13 Sun 10:00,kitchen,bedroom,kitchen,outside,bedroom,outside,living,bedroom,outside,outside,outside,bedroom,bedroom,bedroom,living,bathroom,outside
19380,d13 Sun 11:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,kitchen,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
19440,d13 Sun 12:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,kitchen,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
19500,d13 Sun 13:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,kitchen,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
