belief,alpha,mode,age_bin,n,n_covered,coverage,qhat,target,n_calibration,fallback_to_global
"HierarchyBackoff(po=5,pc=5,hl=24h)",0.2,global,72h+,1202,1202,1.0,1.0,0.8,565,
"HierarchyBackoff(po=5,pc=5,hl=24h)",0.2,age_binned,0-6h,4947,3992,0.806954,0.575785,0.8,6132,False
"HierarchyBackoff(po=5,pc=5,hl=24h)",0.2,age_binned,6-24h,11660,9014,0.77307,0.997313,0.8,12053,False
"HierarchyBackoff(po=5,pc=5,hl=24h)",0.2,age_binned,24-72h,4691,4691,1.0,1.0,0.8,3750,False
"HierarchyBackoff(po=5,pc=5,hl=24h)",0.2,age_binned,72h+,1202,1202,1.0,1.0,0.8,565,False
"HierarchyBackoff(po=5,pc=5,hl=24h)",0.3,global,0-6h,4947,4227,0.854457,0.969753,0.7,6132,
"HierarchyBackoff(po=5,pc=5,hl=24h)",0.3,global,6-24h,11660,7846,0.672899,0.969753,0.7,12053,
"HierarchyBackoff(po=5,pc=5,hl=24h)",0.3,global,24-72h,4691,1954,0.416542,0.969753,0.7,3750,
"HierarchyBackoff(po=5,pc=5,hl=24h)",0.3,global,72h+,1202,444,0.369384,0.969753,0.7,565,
"HierarchyBackoff(po=5,pc=5,hl=24h)",0.3,age_binned,0-6h,4947,3499,0.707297,0.48124,0.7,6132,False
"HierarchyBackoff(po=5,pc=5,hl=24h)",0.3,age_binned,6-24h,11660,7449,0.638851,0.931306,0.7,12053,False
"HierarchyBackoff(po=5,pc=5,hl=24h)",0.3,age_binned,24-72h,4691,4691,1.0,1.0,0.7,3750,False
"HierarchyBackoff(po=5,pc=5,hl=24h)",0.3,age_binned,72h+,1202,1202,1.0,1.0,0.7,565,False
"HierarchyBackoff(po=5,pc=5,hl=24h)",0.4,global,0-6h,4947,3710,0.749949,0.512707,0.6,6132,
"HierarchyBackoff(po=5,pc=5,hl=24h)",0.4,global,6-24h,11660,6698,0.574443,0.512707,0.6,12053,
"HierarchyBackoff(po=5,pc=5,hl=24h)",0.4,global,24-72h,4691,1840,0.39224,0.512707,0.6,3750,
"HierarchyBackoff(po=5,pc=5,hl=24h)",0.4,global,72h+,1202,444,0.369384,0.512707,0.6,565,
"HierarchyBackoff(po=5,pc=5,hl=24h)",0.4,age_binned,0-6h,4947,2971,0.600566,0.390833,0.6,6132,False
"HierarchyBackoff(po=5,pc=5,hl=24h)",0.4,age_binned,6-24h,11660,6470,0.554889,0.490547,0.6,12053,False
"HierarchyBackoff(po=5,pc=5,hl=24h)",0.4,age_binned,24-72h,4691,4691,1.0,1.0,0.6,3750,False
"HierarchyBackoff(po=5,pc=5,hl=24h)",0.4,age_binned,72h+,1202,1202,1.0,1.0,0.6,565,False
"HierarchyBackoff(po=5,pc=5,hl=24h)",0.5,global,0-6h,4947,3253,0.65757,0.441916,0.5,6132,
"HierarchyBackoff(po=5,pc=5,hl=24h)",0.5,global,6-24h,11660,6046,0.518525,0.441916,0.5,12053,
"HierarchyBackoff(po=5,pc=5,hl=24h)",0.5,global,24-72h,4691,677,0.144319,0.441916,0.5,3750,
"HierarchyBackoff(po=5,pc=5,hl=24h)",0.5,global,72h+,1202,0,0.0,0.441916,0.5,565,
"HierarchyBackoff(po=5,pc=5,hl=24h)",0.5,age_binned,0-6h,4947,2454,0.496058,0.301442,0.5,6132,False
"HierarchyBackoff(po=5,pc=5,hl=24h)",0.5,age_binned,6-24h,11660,5297,0.454288,0.357551,0.5,12053,False
"HierarchyBackoff(po=5,pc=5,hl=24h)",0.5,age_binned,24-72h,4691,4691,1.0,1.0,0.5,3750,False
"HierarchyBackoff(po=5,pc=5,hl=24h)",0.5,age_binned,72h+,1202,1202,1.0,1.0,0.5,565,False
